"Time","Fridge (Kitchen, 180l)","Halogen lamp 1 (0,5kW)","Power supply for wood boiler ()","Site consumption ()","Total site light consumption ()","Vertical freezer (Cellar, 145l)","Washing machine ()","Water heater ()"
"1998-07-26 09:30:00.0","2","0","7","85","13","0","0","37"
"1998-07-26 09:40:00.0","13","0","7","121","15","5","0","61"
"1998-07-26 09:50:00.0","13","0","6","122","23","19","0","43"
"1998-07-26 10:00:00.0","13","0","7","228","24","17","0","153"
"1998-07-26 10:10:00.0","12","0","6","321","19","11","0","254"
"1998-07-26 10:20:00.0","12","0","6","311","0","0","0","268"
"1998-07-26 10:30:00.0","11","0","6","481","0","0","0","428"
"1998-07-26 10:40:00.0","8","0","6","471","2","3","0","427"
"1998-07-26 10:50:00.0","0","0","6","509","20","19","0","422"
"1998-07-26 11:00:00.0","0","0","6","470","9","16","0","421"
"1998-07-26 11:10:00.0","0","0","6","466","0","13","0","425"
"1998-07-26 11:20:00.0","0","0","6","450","0","0","0","426"
"1998-07-26 11:30:00.0","0","0","5","448","0","0","0","426"
"1998-07-26 11:40:00.0","10","0","6","458","0","2","0","423"
"1998-07-26 11:50:00.0","13","0","6","471","0","19","0","422"
"1998-07-26 12:00:00.0","12","0","7","144","0","17","0","98"
"1998-07-26 12:10:00.0","13","0","6","44","0","14","0","0"
"1998-07-26 12:20:00.0","12","0","7","30","0","0","0","0"
"1998-07-26 12:30:00.0","8","0","7","28","0","0","0","0"
"1998-07-26 12:40:00.0","0","0","6","21","0","0","0","0"
"1998-07-26 12:50:00.0","0","0","7","38","0","20","0","0"
"1998-07-26 13:00:00.0","0","0","7","36","0","17","0","0"
"1998-07-26 13:10:00.0","0","0","6","35","0","17","0","0"
"1998-07-26 13:20:00.0","0","0","7","20","0","0","0","0"
"1998-07-26 13:30:00.0","2","0","7","22","0","0","0","0"
"1998-07-26 13:40:00.0","14","0","6","32","0","0","0","0"
"1998-07-26 13:50:00.0","13","0","7","48","0","18","0","0"
"1998-07-26 14:00:00.0","12","0","7","46","0","18","0","0"
"1998-07-26 14:10:00.0","13","0","6","45","0","17","0","0"
"1998-07-26 14:20:00.0","12","0","7","30","0","0","0","0"
"1998-07-26 14:30:00.0","2","0","7","22","0","0","0","0"
"1998-07-26 14:40:00.0","0","0","6","21","0","0","0","0"
"1998-07-26 14:50:00.0","0","0","7","38","0","17","0","0"
"1998-07-26 15:00:00.0","0","0","7","36","0","18","0","0"
"1998-07-26 15:10:00.0","0","0","7","35","0","17","0","0"
"1998-07-26 15:20:00.0","0","0","6","23","0","3","0","0"
"1998-07-26 15:30:00.0","10","0","7","52","0","0","0","23"
"1998-07-26 15:40:00.0","13","0","7","63","0","0","0","32"
"1998-07-26 15:50:00.0","13","0","6","45","0","15","0","0"
"1998-07-26 16:00:00.0","12","0","7","46","0","18","0","0"
"1998-07-26 16:10:00.0","12","0","7","44","0","17","0","0"
"1998-07-26 16:20:00.0","7","0","7","31","0","4","0","0"
"1998-07-26 16:30:00.0","0","0","6","20","0","0","0","0"
"1998-07-26 16:40:00.0","0","0","7","21","0","0","0","0"
"1998-07-26 16:50:00.0","0","0","7","33","0","14","0","0"
"1998-07-26 17:00:00.0","0","0","6","87","0","18","0","50"
"1998-07-26 17:10:00.0","0","0","7","35","0","17","0","0"
"1998-07-26 17:20:00.0","5","0","7","31","0","6","0","0"
"1998-07-26 17:30:00.0","14","0","6","31","0","0","0","0"
"1998-07-26 17:40:00.0","13","0","7","31","0","0","0","0"
"1998-07-26 17:50:00.0","12","0","7","108","0","11","0","67"
"1998-07-26 18:00:00.0","12","0","6","46","0","18","0","0"
"1998-07-26 18:10:00.0","11","0","7","44","0","18","0","0"
"1998-07-26 18:20:00.0","1","0","7","27","0","7","0","0"
"1998-07-26 18:30:00.0","0","0","6","21","0","0","0","0"
"1998-07-26 18:40:00.0","0","0","7","21","0","0","0","0"
"1998-07-26 18:50:00.0","0","0","7","30","0","10","0","0"
"1998-07-26 19:00:00.0","0","0","6","37","0","19","0","0"
"1998-07-26 19:10:00.0","0","0","7","35","0","17","0","0"
"1998-07-26 19:20:00.0","14","0","7","39","0","8","0","0"
"1998-07-26 19:30:00.0","13","0","6","76","0","0","0","44"
"1998-07-26 19:40:00.0","13","0","7","30","0","0","0","0"
"1998-07-26 19:50:00.0","12","0","7","38","0","8","0","0"
"1998-07-26 20:00:00.0","11","0","6","46","0","18","0","0"
"1998-07-26 20:10:00.0","1","0","7","36","0","18","0","0"
"1998-07-26 20:20:00.0","0","0","7","74","0","8","0","45"
"1998-07-26 20:30:00.0","0","0","6","21","0","0","0","0"
"1998-07-26 20:40:00.0","0","0","7","20","0","0","0","0"
"1998-07-26 20:50:00.0","0","0","7","29","0","8","0","0"
"1998-07-26 21:00:00.0","0","0","6","82","8","19","0","0"
"1998-07-26 21:10:00.0","15","0","6","205","50","16","0","50"
"1998-07-26 21:20:00.0","13","0","7","126","66","10","0","0"
"1998-07-26 21:30:00.0","13","0","6","100","56","0","0","0"
"1998-07-26 21:40:00.0","14","0","7","96","54","0","0","0"
"1998-07-26 21:50:00.0","13","0","6","223","67","7","0","87"
"1998-07-26 22:00:00.0","12","0","6","281","88","18","0","119"
"1998-07-26 22:10:00.0","13","0","7","279","70","17","0","143"
"1998-07-26 22:20:00.0","13","0","6","111","55","12","0","0"
"1998-07-26 22:30:00.0","13","0","7","152","53","0","0","49"
"1998-07-26 22:40:00.0","12","0","6","159","54","0","0","50"
"1998-07-26 22:50:00.0","13","0","7","160","54","5","0","46"
"1998-07-26 23:00:00.0","3","0","6","164","54","19","0","46"
"1998-07-26 23:10:00.0","0","0","7","114","54","17","0","0"
"1998-07-26 23:20:00.0","0","0","6","155","54","12","0","45"
"1998-07-26 23:30:00.0","0","0","7","133","54","0","0","34"
"1998-07-26 23:40:00.0","0","0","6","112","55","0","0","11"
"1998-07-26 23:50:00.0","14","0","7","144","55","4","0","28"
"1998-07-27 00:00:00.0","14","0","7","144","54","19","0","16"
"1998-07-27 00:10:00.0","13","0","6","125","55","18","0","0"
"1998-07-27 00:20:00.0","13","0","7","163","56","13","0","45"
"1998-07-27 00:30:00.0","13","0","6","108","57","0","0","0"
"1998-07-27 00:40:00.0","12","0","7","107","55","0","0","0"
"1998-07-27 00:50:00.0","13","0","7","144","55","1","0","42"
"1998-07-27 01:00:00.0","9","0","6","87","37","20","0","0"
"1998-07-27 01:10:00.0","0","0","7","48","15","17","0","0"
"1998-07-27 01:20:00.0","0","0","7","87","13","16","0","42"
"1998-07-27 01:30:00.0","0","0","6","32","14","0","0","0"
"1998-07-27 01:40:00.0","0","0","7","32","14","0","0","0"
"1998-07-27 01:50:00.0","4","0","7","36","14","0","0","0"
"1998-07-27 02:00:00.0","14","0","6","108","17","19","0","43"
"1998-07-27 02:10:00.0","14","0","7","75","24","18","0","0"
"1998-07-27 02:20:00.0","13","0","7","67","23","16","0","0"
"1998-07-27 02:30:00.0","13","0","6","36","0","0","0","0"
"1998-07-27 02:40:00.0","12","0","7","78","0","0","0","42"
"1998-07-27 02:50:00.0","13","0","7","36","0","0","0","0"
"1998-07-27 03:00:00.0","3","0","7","44","0","18","0","0"
"1998-07-27 03:10:00.0","0","0","7","42","0","18","0","0"
"1998-07-27 03:20:00.0","0","0","6","40","0","17","0","0"
"1998-07-27 03:30:00.0","0","0","7","27","0","1","0","0"
"1998-07-27 03:40:00.0","0","0","7","99","0","0","0","80"
"1998-07-27 03:50:00.0","9","0","7","27","0","0","0","0"
"1998-07-27 04:00:00.0","14","0","7","46","0","17","0","0"
"1998-07-27 04:10:00.0","13","0","6","45","0","18","0","0"
"1998-07-27 04:20:00.0","13","0","7","43","0","17","0","0"
"1998-07-27 04:30:00.0","13","0","7","30","0","1","0","0"
"1998-07-27 04:40:00.0","12","0","7","29","0","0","0","0"
"1998-07-27 04:50:00.0","1","0","7","20","0","0","0","0"
"1998-07-27 05:00:00.0","0","0","6","33","0","17","0","0"
"1998-07-27 05:10:00.0","0","0","7","79","0","17","0","44"
"1998-07-27 05:20:00.0","0","0","7","34","0","17","0","0"
"1998-07-27 05:30:00.0","0","0","6","19","0","1","0","0"
"1998-07-27 05:40:00.0","9","0","7","27","0","0","0","0"
"1998-07-27 05:50:00.0","14","0","7","30","0","0","0","0"
"1998-07-27 06:00:00.0","13","0","7","44","0","17","0","0"
"1998-07-27 06:10:00.0","13","0","6","45","0","18","0","0"
"1998-07-27 06:20:00.0","13","0","7","43","0","17","0","0"
"1998-07-27 06:30:00.0","7","0","7","83","0","1","0","58"
"1998-07-27 06:40:00.0","0","0","6","19","0","0","0","0"
"1998-07-27 06:50:00.0","0","0","7","19","0","0","0","0"
"1998-07-27 07:00:00.0","0","0","7","32","0","16","0","0"
"1998-07-27 07:10:00.0","0","0","6","34","0","18","0","0"
"1998-07-27 07:20:00.0","0","0","7","33","0","16","0","0"
"1998-07-27 07:30:00.0","14","0","6","72","0","2","0","40"
"1998-07-27 07:40:00.0","13","0","7","29","0","0","0","0"
"1998-07-27 07:50:00.0","13","0","7","39","4","0","0","0"
"1998-07-27 08:00:00.0","13","0","6","210","8","15","0","28"
"1998-07-27 08:10:00.0","13","0","6","231","7","18","0","16"
"1998-07-27 08:20:00.0","12","0","7","181","8","16","0","0"
"1998-07-27 08:30:00.0","13","0","6","429","6","3","0","387"
"1998-07-27 08:40:00.0","12","0","6","424","0","0","0","392"
"1998-07-27 08:50:00.0","12","0","6","444","6","0","0","390"
"1998-07-27 09:00:00.0","5","0","6","475","7","13","0","385"
"1998-07-27 09:10:00.0","0","0","6","471","7","18","0","384"
"1998-07-27 09:20:00.0","0","0","6","442","7","16","0","388"
"1998-07-27 09:30:00.0","0","0","6","427","7","4","0","386"
"1998-07-27 09:40:00.0","0","0","6","417","8","0","0","384"
"1998-07-27 09:50:00.0","8","0","6","425","7","0","0","383"
"1998-07-27 10:00:00.0","13","0","6","436","7","11","0","381"
"1998-07-27 10:10:00.0","13","0","6","452","15","18","0","381"
"1998-07-27 10:20:00.0","13","0","6","449","13","16","0","381"
"1998-07-27 10:30:00.0","13","0","6","438","7","6","0","382"
"1998-07-27 10:40:00.0","12","0","6","428","7","0","0","385"
"1998-07-27 10:50:00.0","12","0","6","430","11","0","0","383"
"1998-07-27 11:00:00.0","12","0","6","453","17","9","0","389"
"1998-07-27 11:10:00.0","13","0","6","451","10","18","0","389"
"1998-07-27 11:20:00.0","2","0","6","441","8","17","0","390"
"1998-07-27 11:30:00.0","0","0","7","439","7","8","0","394"
"1998-07-27 11:40:00.0","0","0","6","437","13","0","0","395"
"1998-07-27 11:50:00.0","0","0","6","440","12","0","0","398"
"1998-07-27 12:00:00.0","0","0","6","447","7","5","0","404"
"1998-07-27 12:10:00.0","7","0","7","363","7","19","0","304"
"1998-07-27 12:20:00.0","14","0","6","152","8","18","0","89"
"1998-07-27 12:30:00.0","12","0","7","154","8","11","0","95"
"1998-07-27 12:40:00.0","13","0","7","51","12","0","0","0"
"1998-07-27 12:50:00.0","12","0","7","97","17","0","0","42"
"1998-07-27 13:00:00.0","13","0","6","102","18","4","0","42"
"1998-07-27 13:10:00.0","7","0","7","74","23","19","0","0"
"1998-07-27 13:20:00.0","0","0","6","114","21","17","0","49"
"1998-07-27 13:30:00.0","0","0","7","65","26","13","0","0"
"1998-07-27 13:40:00.0","0","0","6","202","28","0","0","139"
"1998-07-27 13:50:00.0","5","0","7","172","26","0","0","101"
"1998-07-27 14:00:00.0","14","0","6","364","25","1","0","0"
"1998-07-27 14:10:00.0","12","0","6","325","25","19","0","0"
"1998-07-27 14:20:00.0","13","0","7","80","26","18","0","0"
"1998-07-27 14:30:00.0","12","0","6","82","27","14","0","0"
"1998-07-27 14:40:00.0","12","0","7","99","26","0","0","0"
"1998-07-27 14:50:00.0","12","0","7","122","26","0","0","0"
"1998-07-27 15:00:00.0","2","0","6","113","26","0","0","0"
"1998-07-27 15:10:00.0","0","0","7","110","27","20","0","0"
"1998-07-27 15:20:00.0","0","0","6","81","26","17","0","0"
"1998-07-27 15:30:00.0","0","0","7","88","37","14","0","0"
"1998-07-27 15:40:00.0","0","0","7","77","37","0","0","0"
"1998-07-27 15:50:00.0","7","0","6","83","37","0","0","0"
"1998-07-27 16:00:00.0","13","0","7","83","41","0","0","0"
"1998-07-27 16:10:00.0","13","0","6","114","45","20","0","0"
"1998-07-27 16:20:00.0","13","0","7","149","37","17","0","48"
"1998-07-27 16:30:00.0","12","0","6","90","37","15","0","0"
"1998-07-27 16:40:00.0","12","0","7","122","37","0","0","46"
"1998-07-27 16:50:00.0","5","0","7","72","37","0","0","0"
"1998-07-27 17:00:00.0","0","0","6","69","38","0","0","0"
"1998-07-27 17:10:00.0","0","0","7","136","37","18","0","51"
"1998-07-27 17:20:00.0","0","0","7","84","38","18","0","0"
"1998-07-27 17:30:00.0","0","0","6","80","37","15","0","0"
"1998-07-27 17:40:00.0","0","0","7","55","33","0","0","0"
"1998-07-27 17:50:00.0","11","0","7","114","38","0","0","48"
"1998-07-27 18:00:00.0","14","0","7","70","41","0","0","0"
"1998-07-27 18:10:00.0","12","0","6","73","28","18","0","0"
"1998-07-27 18:20:00.0","12","0","7","62","18","18","0","0"
"1998-07-27 18:30:00.0","12","0","7","103","21","16","0","40"
"1998-07-27 18:40:00.0","0","0","7","48","29","0","0","0"
"1998-07-27 18:50:00.0","0","0","6","159","29","0","0","55"
"1998-07-27 19:00:00.0","0","0","7","54","34","0","0","0"
"1998-07-27 19:10:00.0","0","0","7","122","41","17","0","0"
"1998-07-27 19:20:00.0","0","0","7","143","41","18","0","0"
"1998-07-27 19:30:00.0","0","0","7","115","41","16","0","41"
"1998-07-27 19:40:00.0","13","0","6","71","41","0","0","0"
"1998-07-27 19:50:00.0","13","0","7","100","31","0","0","40"
"1998-07-27 20:00:00.0","13","0","7","59","30","0","0","0"
"1998-07-27 20:10:00.0","12","0","6","73","31","16","0","0"
"1998-07-27 20:20:00.0","12","0","7","113","31","18","0","39"
"1998-07-27 20:30:00.0","1","0","7","64","31","17","0","0"
"1998-07-27 20:40:00.0","0","0","6","49","30","0","0","0"
"1998-07-27 20:50:00.0","0","0","7","95","32","0","0","44"
"1998-07-27 21:00:00.0","0","0","7","118","42","0","0","0"
"1998-07-27 21:10:00.0","0","0","6","163","47","16","0","42"
"1998-07-27 21:20:00.0","7","0","7","95","45","18","0","0"
"1998-07-27 21:30:00.0","13","0","7","91","38","16","0","0"
"1998-07-27 21:40:00.0","13","0","6","139","48","0","0","52"
"1998-07-27 21:50:00.0","12","0","7","104","67","0","0","0"
"1998-07-27 22:00:00.0","12","0","7","87","34","0","0","0"
"1998-07-27 22:10:00.0","6","0","6","88","24","14","0","0"
"1998-07-27 22:20:00.0","0","0","7","127","24","18","0","42"
"1998-07-27 22:30:00.0","0","0","7","84","24","18","0","0"
"1998-07-27 22:40:00.0","0","0","7","59","26","0","0","0"
"1998-07-27 22:50:00.0","0","0","7","83","14","0","0","39"
"1998-07-27 23:00:00.0","0","0","7","35","13","0","0","0"
"1998-07-27 23:10:00.0","6","0","6","48","11","15","0","0"
"1998-07-27 23:20:00.0","13","0","7","99","12","18","0","42"
"1998-07-27 23:30:00.0","13","0","7","55","12","17","0","0"
"1998-07-27 23:40:00.0","13","0","7","41","12","1","0","0"
"1998-07-27 23:50:00.0","12","0","7","85","12","0","0","45"
"1998-07-28 00:00:00.0","4","0","7","33","12","0","0","0"
"1998-07-28 00:10:00.0","0","0","6","43","12","14","0","0"
"1998-07-28 00:20:00.0","0","0","7","46","12","18","0","0"
"1998-07-28 00:30:00.0","0","0","7","92","12","18","0","47"
"1998-07-28 00:40:00.0","0","0","7","32","12","1","0","0"
"1998-07-28 00:50:00.0","0","0","7","31","12","0","0","0"
"1998-07-28 01:00:00.0","7","0","7","80","12","0","0","45"
"1998-07-28 01:10:00.0","13","0","7","53","12","14","0","0"
"1998-07-28 01:20:00.0","13","0","6","56","11","18","0","0"
"1998-07-28 01:30:00.0","12","0","7","166","12","17","0","111"
"1998-07-28 01:40:00.0","12","0","7","40","12","1","0","0"
"1998-07-28 01:50:00.0","2","0","7","32","12","0","0","0"
"1998-07-28 02:00:00.0","0","0","7","30","12","0","0","0"
"1998-07-28 02:10:00.0","0","0","6","42","12","14","0","0"
"1998-07-28 02:20:00.0","0","0","7","46","12","18","0","0"
"1998-07-28 02:30:00.0","0","0","7","45","11","17","0","0"
"1998-07-28 02:40:00.0","0","0","7","30","12","1","0","0"
"1998-07-28 02:50:00.0","9","0","7","92","12","0","0","53"
"1998-07-28 03:00:00.0","13","0","7","41","12","0","0","0"
"1998-07-28 03:10:00.0","13","0","7","54","12","14","0","0"
"1998-07-28 03:20:00.0","12","0","6","55","12","19","0","0"
"1998-07-28 03:30:00.0","12","0","7","55","12","17","0","0"
"1998-07-28 03:40:00.0","1","0","7","69","12","0","0","39"
"1998-07-28 03:50:00.0","0","0","7","30","12","0","0","0"
"1998-07-28 04:00:00.0","0","0","7","70","12","0","0","38"
"1998-07-28 04:10:00.0","0","0","7","44","12","15","0","0"
"1998-07-28 04:20:00.0","0","0","7","46","12","18","0","0"
"1998-07-28 04:30:00.0","0","0","6","84","12","16","0","41"
"1998-07-28 04:40:00.0","10","0","7","38","11","0","0","0"
"1998-07-28 04:50:00.0","13","0","7","41","12","0","0","0"
"1998-07-28 05:00:00.0","13","0","7","79","12","0","0","38"
"1998-07-28 05:10:00.0","12","0","7","53","12","16","0","0"
"1998-07-28 05:20:00.0","11","0","6","55","12","18","0","0"
"1998-07-28 05:30:00.0","0","0","7","82","11","15","0","40"
"1998-07-28 05:40:00.0","0","0","7","30","12","0","0","0"
"1998-07-28 05:50:00.0","0","0","7","74","12","0","0","44"
"1998-07-28 06:00:00.0","0","0","6","30","12","0","0","0"
"1998-07-28 06:10:00.0","0","0","7","45","11","17","0","0"
"1998-07-28 06:20:00.0","0","0","7","45","12","18","0","0"
"1998-07-28 06:30:00.0","11","0","7","99","12","13","0","48"
"1998-07-28 06:40:00.0","13","0","6","40","12","0","0","0"
"1998-07-28 06:50:00.0","12","0","7","40","11","0","0","0"
"1998-07-28 07:00:00.0","12","0","7","81","12","0","0","43"
"1998-07-28 07:10:00.0","9","0","6","53","11","18","0","0"
"1998-07-28 07:20:00.0","1","0","7","44","12","18","0","0"
"1998-07-28 07:30:00.0","0","0","6","81","11","13","0","40"
"1998-07-28 07:40:00.0","0","0","7","29","12","0","0","0"
"1998-07-28 07:50:00.0","0","0","6","29","11","0","0","0"
"1998-07-28 08:00:00.0","0","0","7","190","11","0","0","160"
"1998-07-28 08:10:00.0","0","0","6","111","11","18","0","66"
"1998-07-28 08:20:00.0","12","0","6","54","12","18","0","0"
"1998-07-28 08:30:00.0","13","0","7","50","11","13","0","0"
"1998-07-28 08:40:00.0","13","0","6","39","12","0","0","0"
"1998-07-28 08:50:00.0","12","0","7","39","11","0","0","0"
"1998-07-28 09:00:00.0","12","0","6","38","11","0","0","0"
"1998-07-28 09:10:00.0","8","0","7","52","12","19","0","0"
"1998-07-28 09:20:00.0","0","0","7","44","11","17","0","0"
"1998-07-28 09:30:00.0","0","0","6","41","12","14","0","0"
"1998-07-28 09:40:00.0","0","0","7","29","11","0","0","0"
"1998-07-28 09:50:00.0","0","0","6","29","12","0","0","0"
"1998-07-28 10:00:00.0","5","0","7","33","11","0","0","0"
"1998-07-28 10:10:00.0","13","0","6","68","12","18","0","0"
"1998-07-28 10:20:00.0","13","0","7","115","12","17","0","49"
"1998-07-28 10:30:00.0","12","0","6","62","11","16","0","0"
"1998-07-28 10:40:00.0","12","0","7","49","12","0","0","0"
"1998-07-28 10:50:00.0","12","0","6","49","11","0","0","0"
"1998-07-28 11:00:00.0","2","0","7","98","11","0","0","62"
"1998-07-28 11:10:00.0","0","0","6","166","12","16","0","119"
"1998-07-28 11:20:00.0","0","0","7","47","11","18","0","0"
"1998-07-28 11:30:00.0","0","0","7","46","12","17","0","0"
"1998-07-28 11:40:00.0","0","0","6","40","19","1","0","0"
"1998-07-28 11:50:00.0","1","0","7","44","22","0","0","0"
"1998-07-28 12:00:00.0","14","0","7","57","25","0","0","0"
"1998-07-28 12:10:00.0","13","0","7","70","25","16","0","0"
"1998-07-28 12:20:00.0","12","0","6","74","28","18","0","0"
"1998-07-28 12:30:00.0","12","0","7","75","31","17","0","0"
"1998-07-28 12:40:00.0","13","0","7","62","31","0","0","0"
"1998-07-28 12:50:00.0","11","0","6","56","26","0","0","0"
"1998-07-28 13:00:00.0","12","0","7","48","19","0","0","0"
"1998-07-28 13:10:00.0","12","0","7","61","18","15","0","0"
"1998-07-28 13:20:00.0","12","0","6","68","24","18","0","0"
"1998-07-28 13:30:00.0","12","0","7","80","37","17","0","0"
"1998-07-28 13:40:00.0","12","0","6","94","47","1","15","0"
"1998-07-28 13:50:00.0","8","0","6","377","33","0","314","0"
"1998-07-28 14:00:00.0","0","0","6","348","32","0","282","0"
"1998-07-28 14:10:00.0","0","0","7","201","33","15","127","0"
"1998-07-28 14:20:00.0","0","0","6","209","32","18","130","0"
"1998-07-28 14:30:00.0","0","0","7","86","33","16","13","0"
"1998-07-28 14:40:00.0","5","0","6","69","26","3","9","0"
"1998-07-28 14:50:00.0","13","0","7","99","22","0","41","0"
"1998-07-28 15:00:00.0","13","0","6","49","11","0","0","0"
"1998-07-28 15:10:00.0","12","0","7","61","11","14","0","0"
"1998-07-28 15:20:00.0","12","0","6","59","11","18","0","0"
"1998-07-28 15:30:00.0","12","0","7","54","11","17","0","0"
"1998-07-28 15:40:00.0","9","0","6","40","10","5","0","0"
"1998-07-28 15:50:00.0","0","0","7","20","0","0","0","0"
"1998-07-28 16:00:00.0","0","0","7","22","0","0","0","0"
"1998-07-28 16:10:00.0","0","0","6","31","1","10","0","0"
"1998-07-28 16:20:00.0","0","0","7","36","0","19","0","0"
"1998-07-28 16:30:00.0","14","0","6","46","0","17","0","0"
"1998-07-28 16:40:00.0","12","0","7","35","0","5","0","0"
"1998-07-28 16:50:00.0","13","0","7","30","0","0","0","0"
"1998-07-28 17:00:00.0","12","0","6","30","0","0","0","0"
"1998-07-28 17:10:00.0","12","0","7","39","0","10","0","0"
"1998-07-28 17:20:00.0","12","0","7","46","0","19","0","0"
"1998-07-28 17:30:00.0","2","0","6","37","0","17","0","0"
"1998-07-28 17:40:00.0","0","0","7","27","0","6","0","0"
"1998-07-28 17:50:00.0","0","0","7","20","0","0","0","0"
"1998-07-28 18:00:00.0","0","0","7","21","0","0","0","0"
"1998-07-28 18:10:00.0","0","0","6","28","0","7","0","0"
"1998-07-28 18:20:00.0","4","0","7","41","0","19","0","0"
"1998-07-28 18:30:00.0","14","0","7","46","0","17","0","0"
"1998-07-28 18:40:00.0","12","0","7","37","0","7","0","0"
"1998-07-28 18:50:00.0","13","0","6","30","0","0","0","0"
"1998-07-28 19:00:00.0","2","0","7","22","0","0","0","0"
"1998-07-28 19:10:00.0","0","0","7","28","0","7","0","0"
"1998-07-28 19:20:00.0","0","0","6","37","0","19","0","0"
"1998-07-28 19:30:00.0","0","0","7","35","0","17","0","0"
"1998-07-28 19:40:00.0","10","0","7","35","0","7","0","0"
"1998-07-28 19:50:00.0","13","0","6","34","3","0","0","0"
"1998-07-28 20:00:00.0","12","0","7","55","13","0","0","0"
"1998-07-28 20:10:00.0","13","0","7","59","21","7","0","0"
"1998-07-28 20:20:00.0","12","0","7","70","24","19","0","0"
"1998-07-28 20:30:00.0","11","0","6","67","19","17","0","0"
"1998-07-28 20:40:00.0","12","0","7","53","8","7","0","0"
"1998-07-28 20:50:00.0","12","0","7","49","9","0","0","0"
"1998-07-28 21:00:00.0","12","0","7","64","21","0","0","0"
"1998-07-28 21:10:00.0","12","0","6","74","24","7","0","0"
"1998-07-28 21:20:00.0","11","0","7","82","24","19","0","0"
"1998-07-28 21:30:00.0","12","0","7","74","17","17","0","0"
"1998-07-28 21:40:00.0","11","0","6","52","15","7","0","0"
"1998-07-28 21:50:00.0","12","0","7","48","15","0","0","0"
"1998-07-28 22:00:00.0","12","0","7","47","14","0","0","0"
"1998-07-28 22:10:00.0","11","0","7","57","18","6","0","0"
"1998-07-28 22:20:00.0","11","0","6","86","26","19","0","0"
"1998-07-28 22:30:00.0","12","0","7","91","27","17","0","0"
"1998-07-28 22:40:00.0","11","0","7","82","27","7","0","0"
"1998-07-28 22:50:00.0","11","0","7","73","28","0","0","0"
"1998-07-28 23:00:00.0","12","0","7","31","2","0","0","0"
"1998-07-28 23:10:00.0","11","0","6","36","0","6","0","0"
"1998-07-28 23:20:00.0","11","0","7","46","0","19","0","0"
"1998-07-28 23:30:00.0","11","0","7","44","0","18","0","0"
"1998-07-28 23:40:00.0","12","0","7","34","0","5","0","0"
"1998-07-28 23:50:00.0","11","0","7","29","0","0","0","0"
"1998-07-29 00:00:00.0","11","0","7","30","0","0","0","0"
"1998-07-29 00:10:00.0","11","0","6","37","0","8","0","0"
"1998-07-29 00:20:00.0","11","0","7","46","0","19","0","0"
"1998-07-29 00:30:00.0","11","0","7","44","0","17","0","0"
"1998-07-29 00:40:00.0","11","0","7","32","0","4","0","0"
"1998-07-29 00:50:00.0","11","0","7","30","0","0","0","0"
"1998-07-29 01:00:00.0","11","0","7","29","0","0","0","0"
"1998-07-29 01:10:00.0","11","0","7","38","0","9","0","0"
"1998-07-29 01:20:00.0","11","0","6","46","0","19","0","0"
"1998-07-29 01:30:00.0","11","0","7","43","0","17","0","0"
"1998-07-29 01:40:00.0","11","0","7","32","0","3","0","0"
"1998-07-29 01:50:00.0","11","0","7","29","0","0","0","0"
"1998-07-29 02:00:00.0","11","0","7","29","0","0","0","0"
"1998-07-29 02:10:00.0","11","0","7","39","0","11","0","0"
"1998-07-29 02:20:00.0","10","0","6","45","0","18","0","0"
"1998-07-29 02:30:00.0","11","0","7","44","0","18","0","0"
"1998-07-29 02:40:00.0","11","0","7","31","0","2","0","0"
"1998-07-29 02:50:00.0","11","0","7","29","0","0","0","0"
"1998-07-29 03:00:00.0","10","0","7","29","0","0","0","0"
"1998-07-29 03:10:00.0","11","0","7","39","0","10","0","0"
"1998-07-29 03:20:00.0","11","0","7","45","0","19","0","0"
"1998-07-29 03:30:00.0","11","0","6","44","0","17","0","0"
"1998-07-29 03:40:00.0","10","0","7","32","0","3","0","0"
"1998-07-29 03:50:00.0","11","0","7","29","0","0","0","0"
"1998-07-29 04:00:00.0","11","0","7","29","0","0","0","0"
"1998-07-29 04:10:00.0","10","0","7","39","0","11","0","0"
"1998-07-29 04:20:00.0","11","0","7","45","0","18","0","0"
"1998-07-29 04:30:00.0","11","0","7","43","0","18","0","0"
"1998-07-29 04:40:00.0","10","0","7","31","0","1","0","0"
"1998-07-29 04:50:00.0","11","0","6","28","0","0","0","0"
"1998-07-29 05:00:00.0","11","0","7","29","0","0","0","0"
"1998-07-29 05:10:00.0","10","0","7","40","0","12","0","0"
"1998-07-29 05:20:00.0","11","0","7","44","0","18","0","0"
"1998-07-29 05:30:00.0","10","0","6","43","0","17","0","0"
"1998-07-29 05:40:00.0","11","0","7","29","0","1","0","0"
"1998-07-29 05:50:00.0","10","0","7","29","0","0","0","0"
"1998-07-29 06:00:00.0","11","0","7","28","0","0","0","0"
"1998-07-29 06:10:00.0","10","0","6","41","0","15","0","0"
"1998-07-29 06:20:00.0","10","0","6","44","0","15","0","0"
"1998-07-29 06:30:00.0","11","0","8","42","0","17","0","0"
"1998-07-29 06:40:00.0","10","0","7","28","0","0","0","0"
"1998-07-29 06:50:00.0","11","0","6","29","0","0","0","0"
"1998-07-29 07:00:00.0","10","0","7","28","0","0","0","0"
"1998-07-29 07:10:00.0","11","0","6","41","0","14","0","0"
"1998-07-29 07:20:00.0","10","0","7","44","0","18","0","0"
"1998-07-29 07:30:00.0","11","0","7","41","0","15","0","0"
