"Time","Electric Cooker (hot plate+oven) ()","Fridge freezer (Kitchen, 217l/48l)","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Non halogen lamp 3 ()","Non halogen lamp 4 ()","Site consumption ()","Total site light consumption ()","TV (51cm)","Washing machine ()"
"1998-01-29 12:00:00.0","106","8","0","0","0","0","143","11","0","0"
"1998-01-29 12:10:00.0","0","26","0","0","0","0","37","2","0","0"
"1998-01-29 12:20:00.0","0","25","0","0","0","0","42","2","0","0"
"1998-01-29 12:30:00.0","0","5","0","0","0","0","79","0","6","0"
"1998-01-29 12:40:00.0","0","0","0","0","0","0","24","1","11","0"
"1998-01-29 12:50:00.0","0","23","0","0","0","0","44","0","11","0"
"1998-01-29 13:00:00.0","0","16","0","0","0","0","36","0","11","0"
"1998-01-29 13:10:00.0","0","0","0","0","0","0","22","0","12","0"
"1998-01-29 13:20:00.0","0","4","0","0","0","0","27","0","11","0"
"1998-01-29 13:30:00.0","0","26","0","0","0","0","43","0","9","0"
"1998-01-29 13:40:00.0","0","10","0","0","0","0","20","0","1","0"
"1998-01-29 13:50:00.0","0","0","0","0","0","0","12","0","0","0"
"1998-01-29 14:00:00.0","0","9","0","0","0","0","19","0","0","0"
"1998-01-29 14:10:00.0","0","26","0","0","0","0","36","2","0","0"
"1998-01-29 14:20:00.0","0","5","0","0","0","0","15","0","0","0"
"1998-01-29 14:30:00.0","0","0","0","0","0","0","12","0","0","0"
"1998-01-29 14:40:00.0","0","13","0","0","0","0","23","0","0","0"
"1998-01-29 14:50:00.0","0","24","0","0","0","0","32","0","0","0"
"1998-01-29 15:00:00.0","0","0","0","0","0","0","12","0","0","0"
"1998-01-29 15:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-29 15:20:00.0","0","17","0","0","0","0","27","0","0","0"
"1998-01-29 15:30:00.0","0","18","0","0","0","0","27","0","0","0"
"1998-01-29 15:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-29 15:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-29 16:00:00.0","0","21","0","0","0","0","30","0","0","0"
"1998-01-29 16:10:00.0","0","14","0","0","0","0","24","0","0","0"
"1998-01-29 16:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-29 16:30:00.0","0","0","0","0","0","0","12","0","0","0"
"1998-01-29 16:40:00.0","0","21","0","0","0","0","30","0","0","0"
"1998-01-29 16:50:00.0","0","13","0","0","0","0","29","6","0","0"
"1998-01-29 17:00:00.0","0","0","0","0","0","0","23","12","0","0"
"1998-01-29 17:10:00.0","0","0","0","0","0","0","52","11","0","0"
"1998-01-29 17:20:00.0","0","26","0","0","0","0","73","0","0","0"
"1998-01-29 17:30:00.0","0","9","0","0","0","0","20","0","0","0"
"1998-01-29 17:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-29 17:50:00.0","0","0","0","0","0","0","12","0","0","0"
"1998-01-29 18:00:00.0","0","21","0","0","0","0","96","14","0","0"
"1998-01-29 18:10:00.0","0","16","0","0","0","0","91","25","0","42"
"1998-01-29 18:20:00.0","144","0","0","0","0","0","453","29","0","267"
"1998-01-29 18:30:00.0","403","14","0","0","0","0","530","43","0","61"
"1998-01-29 18:40:00.0","411","22","0","0","0","0","541","42","0","61"
"1998-01-29 18:50:00.0","359","1","0","0","1","0","482","46","0","69"
"1998-01-29 19:00:00.0","88","0","0","0","4","0","210","46","0","64"
"1998-01-29 19:10:00.0","113","16","0","0","0","0","196","53","0","6"
"1998-01-29 19:20:00.0","91","15","0","0","0","0","170","56","0","0"
"1998-01-29 19:30:00.0","1","0","0","0","0","0","57","46","0","0"
"1998-01-29 19:40:00.0","0","3","0","0","0","0","40","26","0","0"
"1998-01-29 19:50:00.0","0","25","0","0","0","0","57","25","0","0"
"1998-01-29 20:00:00.0","0","12","0","0","0","0","56","26","0","0"
"1998-01-29 20:10:00.0","0","0","0","0","0","0","105","26","0","0"
"1998-01-29 20:20:00.0","0","22","0","0","0","0","57","16","12","0"
"1998-01-29 20:30:00.0","0","9","0","0","0","0","49","18","12","0"
"1998-01-29 20:40:00.0","0","0","0","0","0","0","39","16","13","0"
"1998-01-29 20:50:00.0","0","11","0","0","0","0","48","16","13","0"
"1998-01-29 21:00:00.0","0","20","0","0","0","0","57","16","11","0"
"1998-01-29 21:10:00.0","0","0","0","0","0","0","39","16","11","0"
"1998-01-29 21:20:00.0","0","0","0","0","0","0","39","16","12","0"
"1998-01-29 21:30:00.0","0","19","0","0","0","0","57","17","11","0"
"1998-01-29 21:40:00.0","0","12","0","0","0","0","49","16","12","0"
"1998-01-29 21:50:00.0","0","0","0","0","0","0","41","16","12","0"
"1998-01-29 22:00:00.0","0","0","0","0","0","0","39","16","11","0"
"1998-01-29 22:10:00.0","0","26","0","0","0","0","61","16","11","0"
"1998-01-29 22:20:00.0","0","6","0","0","0","0","44","16","12","0"
"1998-01-29 22:30:00.0","0","0","1","0","0","1","44","19","8","0"
"1998-01-29 22:40:00.0","0","2","9","0","0","12","60","26","1","0"
"1998-01-29 22:50:00.0","0","26","10","0","0","11","57","3","0","0"
"1998-01-29 23:00:00.0","0","3","9","0","0","3","24","0","0","0"
"1998-01-29 23:10:00.0","0","0","7","0","0","0","18","0","0","0"
"1998-01-29 23:20:00.0","0","1","0","0","0","0","11","0","0","0"
"1998-01-29 23:30:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-29 23:40:00.0","0","4","0","0","0","0","13","0","0","0"
"1998-01-29 23:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 00:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 00:10:00.0","0","24","0","0","0","0","31","0","0","0"
"1998-01-30 00:20:00.0","0","7","0","0","0","0","16","0","0","0"
"1998-01-30 00:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 00:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 00:50:00.0","0","18","0","0","0","0","26","0","0","0"
"1998-01-30 01:00:00.0","0","14","0","0","0","0","22","0","0","0"
"1998-01-30 01:10:00.0","0","0","0","0","0","0","9","0","0","0"
"1998-01-30 01:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 01:30:00.0","0","5","0","0","0","0","15","0","0","0"
"1998-01-30 01:40:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-30 01:50:00.0","0","1","0","0","0","0","10","0","0","0"
"1998-01-30 02:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 02:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 02:20:00.0","0","14","0","0","0","0","22","0","0","0"
"1998-01-30 02:30:00.0","0","19","0","0","0","0","27","0","0","0"
"1998-01-30 02:40:00.0","0","0","5","0","0","0","16","0","0","0"
"1998-01-30 02:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 03:00:00.0","0","0","0","0","0","0","9","0","0","0"
"1998-01-30 03:10:00.0","0","19","0","0","0","0","27","0","0","0"
"1998-01-30 03:20:00.0","0","15","0","0","0","0","23","0","0","0"
"1998-01-30 03:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 03:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 03:50:00.0","0","0","0","0","0","0","9","0","0","0"
"1998-01-30 04:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 04:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 04:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 04:30:00.0","0","22","0","0","0","0","30","0","0","0"
"1998-01-30 04:40:00.0","0","20","0","0","0","0","27","0","0","0"
"1998-01-30 04:50:00.0","0","1","0","0","0","0","10","0","0","0"
"1998-01-30 05:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 05:10:00.0","0","0","0","0","0","0","9","0","0","0"
"1998-01-30 05:20:00.0","0","26","0","0","0","0","34","0","0","0"
"1998-01-30 05:30:00.0","0","8","0","0","0","0","17","0","0","0"
"1998-01-30 05:40:00.0","0","0","0","0","0","0","9","0","0","0"
"1998-01-30 05:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 06:00:00.0","0","2","0","0","0","0","12","0","0","0"
"1998-01-30 06:10:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-30 06:20:00.0","0","7","0","0","0","0","15","0","0","0"
"1998-01-30 06:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 06:40:00.0","0","0","0","0","0","0","9","0","0","0"
"1998-01-30 06:50:00.0","0","0","0","0","0","0","21","12","0","0"
"1998-01-30 07:00:00.0","0","0","0","0","0","0","24","14","0","0"
"1998-01-30 07:10:00.0","0","13","0","0","0","0","143","9","0","0"
"1998-01-30 07:20:00.0","0","27","0","0","0","0","41","9","0","0"
"1998-01-30 07:30:00.0","0","3","0","0","0","0","36","24","0","0"
"1998-01-30 07:40:00.0","0","0","0","0","0","0","33","23","0","0"
"1998-01-30 07:50:00.0","0","0","0","0","0","0","26","17","0","0"
"1998-01-30 08:00:00.0","0","16","0","0","0","0","40","15","0","0"
"1998-01-30 08:10:00.0","0","18","0","0","0","0","40","16","0","0"
"1998-01-30 08:20:00.0","0","0","0","0","0","0","25","15","0","0"
"1998-01-30 08:30:00.0","0","0","0","0","0","0","11","2","0","0"
"1998-01-30 08:40:00.0","0","10","0","0","0","0","75","0","0","0"
"1998-01-30 08:50:00.0","0","22","0","0","0","0","34","5","0","0"
"1998-01-30 09:00:00.0","0","1","0","0","0","0","21","12","0","0"
"1998-01-30 09:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 09:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 09:30:00.0","0","22","0","0","0","0","29","0","0","0"
"1998-01-30 09:40:00.0","0","14","0","0","0","0","22","0","0","0"
"1998-01-30 09:50:00.0","0","0","0","0","0","0","9","0","0","0"
"1998-01-30 10:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 10:10:00.0","0","11","0","0","0","0","19","0","0","0"
"1998-01-30 10:20:00.0","0","27","0","0","0","0","112","0","0","0"
"1998-01-30 10:30:00.0","0","23","0","0","0","0","30","0","0","0"
"1998-01-30 10:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 10:50:00.0","0","0","0","0","0","0","12","2","0","0"
"1998-01-30 11:00:00.0","0","24","0","0","0","0","31","1","0","0"
"1998-01-30 11:10:00.0","0","19","0","0","0","0","27","0","0","0"
"1998-01-30 11:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 11:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 11:40:00.0","114","23","0","0","0","0","144","1","0","0"
"1998-01-30 11:50:00.0","0","24","0","0","0","0","32","0","0","0"
"1998-01-30 12:00:00.0","0","1","0","0","0","0","63","0","0","0"
"1998-01-30 12:10:00.0","0","12","0","0","0","0","34","0","11","0"
"1998-01-30 12:20:00.0","0","25","0","0","0","0","47","1","12","0"
"1998-01-30 12:30:00.0","0","7","0","0","0","0","29","0","11","0"
"1998-01-30 12:40:00.0","0","0","0","0","0","0","23","0","11","0"
"1998-01-30 12:50:00.0","0","15","0","0","0","0","37","0","12","0"
"1998-01-30 13:00:00.0","0","20","0","0","0","0","36","0","7","0"
"1998-01-30 13:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 13:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 13:30:00.0","0","18","0","0","0","0","28","2","0","0"
"1998-01-30 13:40:00.0","0","21","0","0","0","0","29","0","0","0"
"1998-01-30 13:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 14:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 14:10:00.0","0","16","0","0","0","0","25","0","0","0"
"1998-01-30 14:20:00.0","0","23","0","0","0","0","30","0","0","0"
"1998-01-30 14:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 14:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 14:50:00.0","0","18","0","0","0","0","27","0","0","0"
"1998-01-30 15:00:00.0","0","20","0","0","0","0","28","0","0","0"
"1998-01-30 15:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 15:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 15:30:00.0","0","19","0","0","0","0","27","0","0","0"
"1998-01-30 15:40:00.0","0","17","0","0","0","0","26","0","0","0"
"1998-01-30 15:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 16:00:00.0","0","0","0","0","0","0","13","2","0","0"
"1998-01-30 16:10:00.0","0","20","0","0","0","0","29","0","0","0"
"1998-01-30 16:20:00.0","0","20","0","0","0","0","28","0","0","0"
"1998-01-30 16:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-30 16:40:00.0","261","0","0","0","0","0","330","0","0","0"
"1998-01-30 16:50:00.0","300","24","0","0","0","0","331","0","0","0"
"1998-01-30 17:00:00.0","212","13","0","0","0","0","245","0","9","0"
"1998-01-30 17:10:00.0","208","0","0","0","0","0","231","0","11","0"
"1998-01-30 17:20:00.0","35","0","0","0","0","0","58","0","11","0"
"1998-01-30 17:30:00.0","0","24","0","0","0","0","44","0","12","0"
"1998-01-30 17:40:00.0","0","10","0","0","0","0","31","0","10","0"
"1998-01-30 17:50:00.0","0","0","1","0","0","0","24","0","11","0"
"1998-01-30 18:00:00.0","0","0","9","0","0","0","32","0","11","0"
"1998-01-30 18:10:00.0","0","20","9","0","0","0","41","0","2","0"
"1998-01-30 18:20:00.0","0","15","10","0","0","0","34","0","0","0"
"1998-01-30 18:30:00.0","0","0","9","0","0","0","20","0","0","0"
"1998-01-30 18:40:00.0","0","0","9","0","0","0","20","0","0","0"
"1998-01-30 18:50:00.0","0","14","9","0","0","0","33","0","0","0"
"1998-01-30 19:00:00.0","0","20","9","0","0","0","38","0","0","0"
"1998-01-30 19:10:00.0","59","0","9","0","0","0","92","13","0","0"
"1998-01-30 19:20:00.0","0","0","9","0","0","0","53","24","8","0"
"1998-01-30 19:30:00.0","0","12","10","0","0","0","68","24","13","0"
"1998-01-30 19:40:00.0","0","21","9","0","0","0","143","28","1","0"
"1998-01-30 19:50:00.0","0","1","9","0","0","0","47","17","7","0"
"1998-01-30 20:00:00.0","0","0","10","0","0","0","48","16","12","0"
"1998-01-30 20:10:00.0","0","8","9","0","0","0","55","16","11","0"
"1998-01-30 20:20:00.0","0","25","9","0","0","0","70","16","12","0"
"1998-01-30 20:30:00.0","0","1","10","0","0","0","48","16","10","0"
"1998-01-30 20:40:00.0","0","0","9","0","0","0","49","16","12","0"
"1998-01-30 20:50:00.0","0","0","10","0","0","0","42","16","5","0"
"1998-01-30 21:00:00.0","0","23","9","0","0","0","74","33","0","0"
"1998-01-30 21:10:00.0","0","12","9","0","0","0","59","33","0","0"
"1998-01-30 21:20:00.0","0","0","10","0","0","0","59","34","0","0"
"1998-01-30 21:30:00.0","0","0","9","0","0","0","55","33","0","0"
"1998-01-30 21:40:00.0","0","15","9","0","0","0","67","34","0","0"
"1998-01-30 21:50:00.0","0","18","10","0","0","0","71","34","0","0"
"1998-01-30 22:00:00.0","0","1","9","0","0","0","57","30","6","0"
"1998-01-30 22:10:00.0","0","0","10","0","0","0","19","0","0","0"
"1998-01-30 22:20:00.0","0","0","9","0","0","0","20","0","0","0"
"1998-01-30 22:30:00.0","0","26","9","0","0","0","42","0","0","0"
"1998-01-30 22:40:00.0","0","9","1","0","0","0","18","0","0","0"
"1998-01-30 22:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 23:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 23:10:00.0","0","6","0","0","0","0","15","0","0","0"
"1998-01-30 23:20:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-30 23:30:00.0","0","3","0","0","0","0","13","0","0","0"
"1998-01-30 23:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-30 23:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 00:00:00.0","0","7","0","0","0","0","17","0","0","0"
"1998-01-31 00:10:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-31 00:20:00.0","0","3","0","0","0","0","13","0","0","0"
"1998-01-31 00:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 00:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 00:50:00.0","0","7","0","0","0","0","17","0","0","0"
"1998-01-31 01:00:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-31 01:10:00.0","0","3","0","0","0","0","13","0","0","0"
"1998-01-31 01:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 01:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 01:40:00.0","0","4","0","0","0","0","14","0","0","0"
"1998-01-31 01:50:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-31 02:00:00.0","0","6","0","0","0","0","15","0","0","0"
"1998-01-31 02:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 02:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-31 02:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 02:40:00.0","0","25","0","0","0","0","32","0","0","0"
"1998-01-31 02:50:00.0","0","12","0","0","0","0","20","0","0","0"
"1998-01-31 03:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-31 03:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 03:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 03:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 03:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 03:50:00.0","0","1","0","0","0","0","13","0","0","0"
"1998-01-31 04:00:00.0","0","29","0","0","0","0","35","0","0","0"
"1998-01-31 04:10:00.0","0","14","0","0","0","0","22","0","0","0"
"1998-01-31 04:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 04:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 04:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-31 04:50:00.0","0","21","0","0","0","0","29","0","0","0"
"1998-01-31 05:00:00.0","0","17","0","0","0","0","24","0","0","0"
"1998-01-31 05:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 05:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 05:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 05:40:00.0","0","14","0","0","0","0","23","0","0","0"
"1998-01-31 05:50:00.0","0","23","0","0","0","0","30","0","0","0"
"1998-01-31 06:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 06:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 06:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 06:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-31 06:40:00.0","0","22","0","0","0","0","29","0","0","0"
"1998-01-31 06:50:00.0","0","16","0","0","0","0","24","0","0","0"
"1998-01-31 07:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 07:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 07:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 07:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 07:40:00.0","0","0","0","0","0","0","16","3","0","0"
"1998-01-31 07:50:00.0","0","28","0","0","0","0","125","9","0","0"
"1998-01-31 08:00:00.0","0","14","0","0","0","0","31","9","0","0"
"1998-01-31 08:10:00.0","0","0","0","0","0","0","19","9","0","0"
"1998-01-31 08:20:00.0","0","0","0","0","0","0","17","7","0","0"
"1998-01-31 08:30:00.0","0","4","0","0","0","0","14","0","0","0"
"1998-01-31 08:40:00.0","0","27","0","0","0","0","41","8","0","0"
"1998-01-31 08:50:00.0","0","6","0","0","0","0","30","15","0","0"
"1998-01-31 09:00:00.0","0","0","0","0","0","0","23","13","0","0"
"1998-01-31 09:10:00.0","0","0","0","0","0","0","11","1","0","0"
"1998-01-31 09:20:00.0","0","8","0","0","0","0","18","0","0","0"
"1998-01-31 09:30:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-31 09:40:00.0","0","3","0","0","0","0","12","0","0","0"
"1998-01-31 09:50:00.0","88","0","0","0","0","0","98","0","0","0"
"1998-01-31 10:00:00.0","0","3","0","0","0","0","175","0","0","0"
"1998-01-31 10:10:00.0","0","26","0","0","0","0","192","0","0","0"
"1998-01-31 10:20:00.0","0","8","0","0","0","0","147","0","0","0"
"1998-01-31 10:30:00.0","0","0","0","0","0","0","39","0","0","0"
"1998-01-31 10:40:00.0","0","0","0","0","0","0","17","0","0","0"
"1998-01-31 10:50:00.0","0","23","0","0","0","0","30","0","0","0"
"1998-01-31 11:00:00.0","0","17","0","0","0","0","26","0","0","0"
"1998-01-31 11:10:00.0","0","1","0","0","0","0","14","1","0","0"
"1998-01-31 11:20:00.0","0","16","0","0","0","0","142","0","0","0"
"1998-01-31 11:30:00.0","0","25","0","0","0","0","42","0","0","0"
"1998-01-31 11:40:00.0","0","7","0","0","0","0","15","0","0","0"
"1998-01-31 11:50:00.0","0","0","0","0","0","0","12","1","0","0"
"1998-01-31 12:00:00.0","0","19","0","0","0","0","26","0","0","0"
"1998-01-31 12:10:00.0","0","20","0","0","0","0","28","0","0","0"
"1998-01-31 12:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 12:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 12:40:00.0","0","20","0","0","0","0","28","0","0","0"
"1998-01-31 12:50:00.0","0","21","0","0","0","0","29","0","0","0"
"1998-01-31 13:00:00.0","0","1","0","0","0","0","10","0","0","0"
"1998-01-31 13:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 13:20:00.0","0","18","0","0","0","0","26","0","0","0"
"1998-01-31 13:30:00.0","0","23","0","0","0","0","30","0","0","0"
"1998-01-31 13:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 13:50:00.0","0","0","0","0","0","0","9","0","0","0"
"1998-01-31 14:00:00.0","0","17","0","0","0","0","26","0","0","0"
"1998-01-31 14:10:00.0","0","23","0","0","0","0","30","0","0","0"
"1998-01-31 14:20:00.0","0","1","0","0","0","0","10","0","0","0"
"1998-01-31 14:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 14:40:00.0","0","15","0","0","0","0","23","0","0","0"
"1998-01-31 14:50:00.0","0","24","0","0","0","0","31","0","0","0"
"1998-01-31 15:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-31 15:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 15:20:00.0","0","11","0","0","0","0","20","0","0","0"
"1998-01-31 15:30:00.0","0","25","0","0","0","0","32","0","0","0"
"1998-01-31 15:40:00.0","0","1","0","0","0","0","11","0","0","0"
"1998-01-31 15:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 16:00:00.0","0","4","0","0","0","0","14","0","0","0"
"1998-01-31 16:10:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-31 16:20:00.0","0","9","0","0","0","0","18","0","0","0"
"1998-01-31 16:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 16:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 16:50:00.0","0","19","0","0","0","0","27","0","0","0"
"1998-01-31 17:00:00.0","0","18","0","0","0","0","25","0","0","0"
"1998-01-31 17:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 17:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 17:30:00.0","0","4","0","0","0","0","14","0","0","0"
"1998-01-31 17:40:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-01-31 17:50:00.0","0","7","0","0","0","0","15","0","0","0"
"1998-01-31 18:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 18:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1998-01-31 18:20:00.0","0","10","0","0","0","0","37","17","0","0"
"1998-01-31 18:30:00.0","0","26","0","0","0","0","146","33","0","0"
"1998-01-31 18:40:00.0","0","7","0","0","0","0","58","32","0","0"
"1998-01-31 18:50:00.0","0","0","0","0","0","0","43","24","8","0"
"1998-01-31 19:00:00.0","0","0","0","0","0","0","46","24","11","0"
"1998-01-31 19:10:00.0","0","15","0","0","0","0","60","24","11","0"
"1998-01-31 19:20:00.0","0","21","0","0","0","0","65","24","10","0"
"1998-01-31 19:30:00.0","0","0","0","0","0","0","59","25","12","0"
"1998-01-31 19:40:00.0","0","0","0","0","0","0","84","18","11","0"
"1998-01-31 19:50:00.0","0","7","0","0","0","0","44","16","11","0"
"1998-01-31 20:00:00.0","0","25","0","0","0","0","61","15","11","0"
"1998-01-31 20:10:00.0","0","3","0","0","0","0","41","16","11","0"
"1998-01-31 20:20:00.0","0","0","0","0","0","0","39","16","11","0"
"1998-01-31 20:30:00.0","0","0","0","0","0","0","38","16","12","0"
"1998-01-31 20:40:00.0","0","11","0","0","0","0","50","16","12","0"
"1998-01-31 20:50:00.0","0","26","8","0","0","0","70","16","12","0"
"1998-01-31 21:00:00.0","0","0","10","0","0","0","49","16","13","0"
"1998-01-31 21:10:00.0","0","0","9","0","0","0","51","16","14","0"
"1998-01-31 21:20:00.0","0","0","10","0","0","0","51","16","14","0"
"1998-01-31 21:30:00.0","0","10","9","0","0","0","60","16","14","0"
"1998-01-31 21:40:00.0","0","26","10","0","0","0","71","16","13","0"
"1998-01-31 21:50:00.0","0","1","9","0","0","0","52","17","13","0"
"1998-01-31 22:00:00.0","0","0","10","0","0","0","50","16","14","0"
"1998-01-31 22:10:00.0","0","0","10","0","0","0","51","16","14","0"
"1998-01-31 22:20:00.0","0","9","9","0","0","0","50","10","11","0"
"1998-01-31 22:30:00.0","0","25","10","0","0","0","43","0","0","0"
"1998-01-31 22:40:00.0","0","4","9","0","0","0","24","0","0","0"
"1998-01-31 22:50:00.0","0","0","10","0","0","0","20","0","0","0"
"1998-01-31 23:00:00.0","0","0","9","0","0","0","21","0","0","0"
"1998-01-31 23:10:00.0","0","3","1","0","0","0","15","0","0","0"
"1998-01-31 23:20:00.0","0","26","0","0","0","0","34","0","0","0"
"1998-01-31 23:30:00.0","0","8","0","0","0","0","17","0","0","0"
"1998-01-31 23:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-01-31 23:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-02-01 00:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-02-01 00:10:00.0","0","19","0","0","0","0","29","0","0","0"
"1998-02-01 00:20:00.0","0","19","0","0","0","0","27","0","0","0"
"1998-02-01 00:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-02-01 00:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-02-01 00:50:00.0","0","0","0","0","0","0","12","0","0","0"
"1998-02-01 01:00:00.0","0","11","0","0","0","0","21","0","0","0"
"1998-02-01 01:10:00.0","0","26","0","0","0","0","33","0","0","0"
"1998-02-01 01:20:00.0","0","0","0","0","0","0","12","0","0","0"
"1998-02-01 01:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-02-01 01:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-02-01 01:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1998-02-01 02:00:00.0","0","27","0","0","0","0","35","0","0","0"
"1998-02-01 02:10:00.0","0","11","0","0","0","0","20","0","0","0"
