"Time","Chest freezer (Garage, 300l)","Dish washer (12 place setting)","Electric oven (Pyrolysis, 3,1kW)","Hot plate ()","Microwave oven (1,6kW)","Site consumption ()","Total site light consumption ()","TV (70cm)","TV (36cm)","TV (36cm)","Washing machine ()"
"1998-07-20 03:00:00.0","14","0","0","0","0","23","0","0","0","0","0"
"1998-07-20 03:10:00.0","5","0","0","0","14","30","0","0","0","0","0"
"1998-07-20 03:20:00.0","8","0","0","0","14","31","0","0","0","0","0"
"1998-07-20 03:30:00.0","12","0","0","0","4","25","0","0","0","0","0"
"1998-07-20 03:40:00.0","2","0","0","0","0","12","0","0","0","0","0"
"1998-07-20 03:50:00.0","13","0","0","0","1","25","0","0","0","0","0"
"1998-07-20 04:00:00.0","0","0","0","0","17","25","0","0","0","0","0"
"1998-07-20 04:10:00.0","13","0","0","0","13","35","0","0","0","0","0"
"1998-07-20 04:20:00.0","6","0","0","0","0","16","2","0","0","0","0"
"1998-07-20 04:30:00.0","8","0","0","0","0","17","0","0","0","0","0"
"1998-07-20 04:40:00.0","12","0","0","0","10","33","0","0","0","0","0"
"1998-07-20 04:50:00.0","1","0","0","0","15","31","0","0","0","0","0"
"1998-07-20 05:00:00.0","13","0","0","0","5","35","0","0","0","0","0"
"1998-07-20 05:10:00.0","0","0","0","0","0","13","0","0","0","0","0"
"1998-07-20 05:20:00.0","12","0","0","0","0","23","0","0","0","0","0"
"1998-07-20 05:30:00.0","6","0","0","0","14","30","0","0","0","0","0"
"1998-07-20 05:40:00.0","7","0","0","0","15","29","0","0","0","0","0"
"1998-07-20 05:50:00.0","13","0","0","0","0","23","0","0","0","0","0"
"1998-07-20 06:00:00.0","0","0","0","0","0","47","2","0","0","0","0"
"1998-07-20 06:10:00.0","12","0","0","0","12","96","3","0","0","0","0"
"1998-07-20 06:20:00.0","0","0","0","0","15","25","2","0","0","0","0"
"1998-07-20 06:30:00.0","13","0","0","0","6","26","5","0","0","0","0"
"1998-07-20 06:40:00.0","7","0","0","0","0","17","3","0","0","0","0"
"1998-07-20 06:50:00.0","5","0","0","0","0","13","1","0","0","0","0"
"1998-07-20 07:00:00.0","12","0","0","0","13","34","0","0","0","0","0"
"1998-07-20 07:10:00.0","0","0","0","0","15","93","1","9","0","0","0"
"1998-07-20 07:20:00.0","12","0","0","0","2","45","1","18","0","0","0"
"1998-07-20 07:30:00.0","2","0","0","0","0","32","1","17","0","0","0"
"1998-07-20 07:40:00.0","10","0","0","0","3","42","0","17","0","0","0"
"1998-07-20 07:50:00.0","12","0","0","0","16","50","0","5","0","4","0"
"1998-07-20 08:00:00.0","0","0","0","0","10","31","0","0","0","7","0"
"1998-07-20 08:10:00.0","13","0","0","0","0","34","0","0","0","7","0"
"1998-07-20 08:20:00.0","0","0","0","0","0","23","0","0","0","7","0"
"1998-07-20 08:30:00.0","12","0","0","0","7","40","0","0","0","6","0"
"1998-07-20 08:40:00.0","8","0","0","0","16","43","0","0","0","6","0"
"1998-07-20 08:50:00.0","4","0","0","0","5","30","0","0","0","6","0"
"1998-07-20 09:00:00.0","12","0","0","0","0","34","0","0","0","0","0"
"1998-07-20 09:10:00.0","0","0","0","0","0","75","0","12","0","0","0"
"1998-07-20 09:20:00.0","13","0","0","0","16","58","0","16","0","0","0"
"1998-07-20 09:30:00.0","2","0","0","0","13","36","1","5","0","0","0"
"1998-07-20 09:40:00.0","10","0","0","0","0","28","0","0","0","0","0"
"1998-07-20 09:50:00.0","10","0","0","0","0","28","0","0","0","0","0"
"1998-07-20 10:00:00.0","2","0","0","0","3","23","0","0","0","0","0"
"1998-07-20 10:10:00.0","12","0","0","0","16","45","0","0","0","0","0"
"1998-07-20 10:20:00.0","0","0","0","0","8","20","0","0","0","0","0"
"1998-07-20 10:30:00.0","13","0","0","0","0","31","0","6","0","0","0"
"1998-07-20 10:40:00.0","4","0","0","0","0","33","0","16","0","0","0"
"1998-07-20 10:50:00.0","8","0","0","0","12","48","0","17","0","0","0"
"1998-07-20 11:00:00.0","12","0","0","0","15","53","0","17","0","0","0"
"1998-07-20 11:10:00.0","1","0","0","0","1","31","0","16","0","0","0"
"1998-07-20 11:20:00.0","24","0","0","0","0","119","0","16","0","0","0"
"1998-07-20 11:30:00.0","6","0","0","0","9","301","0","17","0","0","0"
"1998-07-20 11:40:00.0","16","0","0","0","15","168","0","17","0","0","0"
"1998-07-20 11:50:00.0","13","0","84","0","15","139","0","17","0","0","0"
"1998-07-20 12:00:00.0","7","0","366","0","14","403","0","2","0","0","0"
"1998-07-20 12:10:00.0","21","0","149","0","3","189","0","0","0","0","0"
"1998-07-20 12:20:00.0","0","0","0","0","0","13","0","0","0","0","0"
"1998-07-20 12:30:00.0","21","0","0","0","1","35","0","0","0","0","0"
"1998-07-20 12:40:00.0","6","0","0","0","17","35","0","0","0","0","0"
"1998-07-20 12:50:00.0","15","314","0","0","15","357","1","6","0","0","0"
"1998-07-20 13:00:00.0","12","208","0","0","7","267","0","16","0","12","0"
"1998-07-20 13:10:00.0","9","25","0","0","0","68","0","15","0","2","0"
"1998-07-20 13:20:00.0","16","156","0","0","0","201","0","16","0","0","0"
"1998-07-20 13:30:00.0","5","475","0","0","16","531","1","16","0","0","0"
"1998-07-20 13:40:00.0","20","53","0","0","15","116","0","17","0","0","0"
"1998-07-20 13:50:00.0","1","24","0","0","7","64","0","16","0","0","0"
"1998-07-20 14:00:00.0","20","0","0","0","0","52","0","15","0","0","0"
"1998-07-20 14:10:00.0","4","0","0","0","0","37","0","16","0","0","0"
"1998-07-20 14:20:00.0","16","0","0","0","15","62","0","14","0","0","0"
"1998-07-20 14:30:00.0","10","0","0","0","15","55","0","15","0","0","0"
"1998-07-20 14:40:00.0","10","0","0","0","3","50","0","16","0","4","0"
"1998-07-20 14:50:00.0","16","0","0","0","0","53","0","16","0","6","0"
"1998-07-20 15:00:00.0","4","0","0","0","5","47","0","16","0","6","0"
"1998-07-20 15:10:00.0","19","0","0","0","16","71","0","16","0","6","0"
"1998-07-20 15:20:00.0","0","0","0","0","12","42","1","15","0","1","0"
"1998-07-20 15:30:00.0","20","0","0","0","0","48","0","15","0","0","0"
"1998-07-20 15:40:00.0","5","0","0","0","0","35","0","16","0","0","0"
"1998-07-20 15:50:00.0","14","0","0","0","13","56","0","15","0","0","0"
"1998-07-20 16:00:00.0","11","0","0","0","15","54","0","16","0","0","0"
"1998-07-20 16:10:00.0","9","0","0","0","12","48","2","15","0","0","0"
"1998-07-20 16:20:00.0","16","0","0","0","0","45","0","15","0","0","0"
"1998-07-20 16:30:00.0","4","0","0","0","0","38","0","17","0","0","0"
"1998-07-20 16:40:00.0","19","0","0","0","9","60","0","16","0","0","0"
"1998-07-20 16:50:00.0","1","0","0","0","15","48","1","16","0","0","0"
"1998-07-20 17:00:00.0","19","0","0","0","12","62","0","15","0","0","0"
"1998-07-20 17:10:00.0","0","0","0","0","0","34","0","17","0","0","0"
"1998-07-20 17:20:00.0","20","0","0","0","0","52","0","16","0","0","0"
"1998-07-20 17:30:00.0","3","0","0","0","8","42","0","17","0","0","0"
"1998-07-20 17:40:00.0","17","0","0","0","15","61","0","16","0","0","0"
"1998-07-20 17:50:00.0","6","0","0","0","15","52","0","16","0","0","0"
"1998-07-20 18:00:00.0","13","0","0","0","9","53","0","17","0","0","0"
"1998-07-20 18:10:00.0","10","0","0","0","0","42","0","16","0","0","0"
"1998-07-20 18:20:00.0","10","0","0","0","0","42","0","16","0","0","0"
"1998-07-20 18:30:00.0","13","0","0","0","15","60","0","16","0","0","0"
"1998-07-20 18:40:00.0","7","0","0","0","15","52","0","17","0","0","0"
"1998-07-20 18:50:00.0","16","0","41","0","16","104","0","15","0","0","0"
"1998-07-20 19:00:00.0","3","0","365","0","16","419","0","16","0","0","0"
"1998-07-20 19:10:00.0","19","0","215","0","15","276","0","8","0","0","0"
"1998-07-20 19:20:00.0","1","0","0","0","14","33","0","0","0","0","0"
"1998-07-20 19:30:00.0","19","0","0","0","14","49","0","0","0","0","0"
"1998-07-20 19:40:00.0","0","0","0","0","14","44","0","13","0","0","0"
"1998-07-20 19:50:00.0","19","0","0","0","14","67","4","16","0","0","0"
"1998-07-20 20:00:00.0","2","0","0","0","2","236","0","16","0","0","201"
"1998-07-20 20:10:00.0","17","0","0","0","0","399","0","16","0","0","348"
"1998-07-20 20:20:00.0","6","0","0","0","2","132","0","15","0","0","93"
"1998-07-20 20:30:00.0","13","0","0","0","17","80","0","15","0","0","26"
"1998-07-20 20:40:00.0","9","0","0","0","14","74","0","15","0","0","23"
"1998-07-20 20:50:00.0","9","0","0","0","12","72","0","15","0","0","24"
"1998-07-20 21:00:00.0","14","0","0","0","0","64","0","16","0","0","22"
"1998-07-20 21:10:00.0","5","0","0","0","0","56","0","16","0","0","20"
"1998-07-20 21:20:00.0","17","0","0","0","18","82","0","15","0","0","21"
"1998-07-20 21:30:00.0","1","0","0","0","14","71","0","15","0","0","20"
"1998-07-20 21:40:00.0","18","0","0","0","14","71","0","15","0","0","0"
"1998-07-20 21:50:00.0","0","0","0","0","13","36","0","1","0","0","0"
"1998-07-20 22:00:00.0","18","0","0","0","13","52","0","0","0","0","0"
"1998-07-20 22:10:00.0","1","0","0","0","14","43","3","0","0","0","0"
"1998-07-20 22:20:00.0","17","0","0","0","13","60","0","0","0","5","0"
"1998-07-20 22:30:00.0","6","0","0","0","13","52","0","0","0","6","0"
"1998-07-20 22:40:00.0","12","0","0","0","13","56","0","0","0","6","0"
"1998-07-20 22:50:00.0","9","0","0","0","13","65","1","8","0","7","0"
"1998-07-20 23:00:00.0","8","0","0","0","13","71","0","16","0","5","0"
"1998-07-20 23:10:00.0","15","0","0","0","13","72","1","15","0","0","0"
"1998-07-20 23:20:00.0","2","0","0","0","13","56","0","15","0","0","0"
"1998-07-20 23:30:00.0","17","0","0","0","12","68","0","16","0","0","0"
"1998-07-20 23:40:00.0","0","0","0","0","13","52","1","16","0","0","0"
"1998-07-20 23:50:00.0","17","0","0","0","13","68","3","15","0","0","0"
"1998-07-21 00:00:00.0","1","0","0","0","14","44","3","0","0","0","0"
"1998-07-21 00:10:00.0","16","0","0","0","12","52","0","0","0","0","0"
"1998-07-21 00:20:00.0","7","0","0","0","13","45","0","0","0","0","0"
"1998-07-21 00:30:00.0","9","0","0","0","12","45","0","0","0","0","0"
"1998-07-21 00:40:00.0","12","0","0","0","13","48","0","0","0","0","0"
"1998-07-21 00:50:00.0","4","0","0","0","2","32","0","0","0","0","0"
"1998-07-21 01:00:00.0","16","0","0","0","0","38","0","0","0","0","0"
"1998-07-21 01:10:00.0","0","0","0","0","0","17","0","0","0","0","0"
"1998-07-21 01:20:00.0","16","0","0","0","0","33","0","0","0","0","0"
"1998-07-21 01:30:00.0","1","0","0","0","2","21","0","0","0","0","0"
"1998-07-21 01:40:00.0","15","0","0","0","16","45","0","0","0","0","0"
"1998-07-21 01:50:00.0","7","0","0","0","14","36","0","0","0","0","0"
"1998-07-21 02:00:00.0","8","0","0","0","14","36","0","0","0","0","0"
"1998-07-21 02:10:00.0","14","0","0","0","13","40","0","0","0","0","0"
"1998-07-21 02:20:00.0","1","0","0","0","13","28","0","0","0","0","0"
"1998-07-21 02:30:00.0","15","0","0","0","13","41","0","0","0","0","0"
"1998-07-21 02:40:00.0","0","0","0","0","12","27","0","0","0","0","0"
"1998-07-21 02:50:00.0","15","0","0","0","13","40","0","0","0","0","0"
"1998-07-21 03:00:00.0","6","0","0","0","12","32","0","0","0","0","0"
"1998-07-21 03:10:00.0","9","0","0","0","13","35","2","0","0","0","0"
"1998-07-21 03:20:00.0","13","0","0","0","13","39","1","0","0","0","0"
"1998-07-21 03:30:00.0","1","0","0","0","13","28","0","0","0","0","0"
"1998-07-21 03:40:00.0","15","0","0","0","12","40","0","0","0","0","0"
"1998-07-21 03:50:00.0","0","0","0","0","7","21","0","0","0","0","0"
"1998-07-21 04:00:00.0","14","0","0","0","0","29","0","0","0","0","0"
"1998-07-21 04:10:00.0","7","0","0","0","0","22","0","0","0","0","0"
"1998-07-21 04:20:00.0","7","0","0","0","0","21","0","0","0","0","0"
"1998-07-21 04:30:00.0","14","0","0","0","0","29","0","0","0","0","0"
"1998-07-21 04:40:00.0","0","0","0","0","12","27","0","0","0","0","0"
"1998-07-21 04:50:00.0","14","0","0","0","15","42","0","0","0","0","0"
"1998-07-21 05:00:00.0","1","0","0","0","13","28","0","0","0","0","0"
"1998-07-21 05:10:00.0","13","0","0","0","13","38","0","0","0","0","0"
"1998-07-21 05:20:00.0","9","0","0","0","13","35","0","0","0","0","0"
"1998-07-21 05:30:00.0","4","0","0","0","12","31","0","0","0","0","0"
"1998-07-21 05:40:00.0","14","0","0","0","13","39","0","0","0","0","0"
"1998-07-21 05:50:00.0","0","0","0","0","0","15","0","0","0","0","0"
"1998-07-21 06:00:00.0","13","0","0","0","0","66","1","0","0","0","0"
"1998-07-21 06:10:00.0","5","0","0","0","0","20","1","0","0","0","0"
"1998-07-21 06:20:00.0","8","0","0","0","4","36","1","0","0","0","0"
"1998-07-21 06:30:00.0","13","0","0","0","15","41","2","0","0","0","0"
"1998-07-21 06:40:00.0","1","0","0","0","14","26","1","0","0","0","0"
"1998-07-21 06:50:00.0","13","0","0","0","13","38","0","0","0","0","0"
"1998-07-21 07:00:00.0","0","0","0","0","5","20","0","0","0","0","0"
"1998-07-21 07:10:00.0","13","0","0","0","0","26","0","0","0","0","0"
"1998-07-21 07:20:00.0","8","0","0","0","0","22","1","0","0","0","0"
"1998-07-21 07:30:00.0","5","0","0","0","0","28","0","15","0","0","0"
"1998-07-21 07:40:00.0","13","0","0","0","15","61","1","17","0","0","0"
"1998-07-21 07:50:00.0","0","0","0","0","14","39","0","10","0","0","0"
"1998-07-21 08:00:00.0","13","0","0","0","12","42","0","0","0","0","0"
"1998-07-21 08:10:00.0","3","0","0","0","5","25","0","0","0","0","0"
"1998-07-21 08:20:00.0","10","0","0","0","0","27","0","0","0","0","0"
"1998-07-21 08:30:00.0","11","0","0","0","0","119","0","5","0","1","0"
"1998-07-21 08:40:00.0","2","0","0","0","0","51","0","16","0","6","0"
"1998-07-21 08:50:00.0","14","0","0","0","13","144","0","16","0","2","0"
"1998-07-21 09:00:00.0","0","0","0","0","15","61","8","15","0","0","0"
"1998-07-21 09:10:00.0","14","0","0","0","13","55","2","15","0","0","0"
"1998-07-21 09:20:00.0","6","0","0","0","13","49","0","17","0","0","0"
"1998-07-21 09:30:00.0","8","0","0","0","4","43","0","15","0","0","0"
"1998-07-21 09:40:00.0","13","0","0","0","0","42","0","15","0","0","0"
"1998-07-21 09:50:00.0","1","0","0","0","0","32","0","16","0","0","0"
"1998-07-21 10:00:00.0","14","0","0","0","0","44","2","16","0","0","0"
"1998-07-21 10:10:00.0","0","0","0","0","5","37","0","16","0","0","0"
"1998-07-21 10:20:00.0","14","0","0","0","15","59","0","15","0","0","0"
"1998-07-21 10:30:00.0","6","0","0","0","14","51","0","15","0","0","0"
"1998-07-21 10:40:00.0","8","0","0","0","13","52","0","16","0","0","0"
"1998-07-21 10:50:00.0","13","0","0","0","8","50","0","15","0","0","0"
"1998-07-21 11:00:00.0","2","0","0","0","0","34","0","15","0","0","0"
"1998-07-21 11:10:00.0","14","0","0","0","0","47","0","15","0","0","0"
"1998-07-21 11:20:00.0","0","0","0","0","0","32","0","16","0","0","0"
"1998-07-21 11:30:00.0","15","0","0","0","9","56","0","16","0","0","0"
"1998-07-21 11:40:00.0","3","0","0","0","15","50","0","15","0","0","0"
"1998-07-21 11:50:00.0","11","0","98","0","14","153","0","15","0","0","0"
"1998-07-21 12:00:00.0","10","0","366","0","14","439","0","16","0","0","0"
"1998-07-21 12:10:00.0","5","0","62","0","13","255","0","17","0","0","0"
"1998-07-21 12:20:00.0","15","0","0","0","14","49","0","6","0","0","0"
"1998-07-21 12:30:00.0","1","0","0","0","13","30","0","0","0","0","0"
"1998-07-21 12:40:00.0","15","0","0","0","13","43","3","0","0","0","0"
"1998-07-21 12:50:00.0","0","0","0","0","12","33","0","0","0","0","0"
"1998-07-21 13:00:00.0","16","252","0","0","13","303","0","0","0","0","0"
"1998-07-21 13:10:00.0","1","303","0","0","13","346","0","0","0","0","0"
"1998-07-21 13:20:00.0","15","24","0","0","12","87","0","7","0","2","0"
"1998-07-21 13:30:00.0","6","54","0","0","9","234","0","0","0","7","0"
"1998-07-21 13:40:00.0","10","526","0","0","0","619","2","0","0","6","0"
"1998-07-21 13:50:00.0","10","135","0","0","0","166","0","0","0","0","0"
"1998-07-21 14:00:00.0","6","26","0","0","0","56","0","0","0","0","0"
"1998-07-21 14:10:00.0","13","0","0","0","0","33","0","0","0","0","0"
"1998-07-21 14:20:00.0","3","0","0","0","16","40","0","0","0","0","0"
"1998-07-21 14:30:00.0","17","0","0","0","14","49","0","0","0","0","0"
"1998-07-21 14:40:00.0","0","0","0","0","13","31","0","0","0","0","0"
"1998-07-21 14:50:00.0","16","0","0","0","13","42","0","0","0","0","0"
"1998-07-21 15:00:00.0","0","0","0","0","13","27","0","0","0","0","0"
"1998-07-21 15:10:00.0","17","0","0","0","12","42","0","0","0","0","0"
"1998-07-21 15:20:00.0","0","0","0","0","13","27","0","0","0","0","0"
"1998-07-21 15:30:00.0","17","0","0","0","12","43","0","0","0","0","0"
"1998-07-21 15:40:00.0","1","0","0","0","3","20","0","0","0","0","0"
"1998-07-21 15:50:00.0","16","0","0","0","0","30","0","0","0","0","0"
"1998-07-21 16:00:00.0","3","0","0","0","0","20","0","0","0","0","0"
"1998-07-21 16:10:00.0","13","0","0","0","0","27","0","0","0","0","0"
"1998-07-21 16:20:00.0","7","0","0","0","2","26","0","0","0","0","0"
"1998-07-21 16:30:00.0","10","0","0","0","16","43","0","0","0","0","0"
"1998-07-21 16:40:00.0","9","0","0","0","14","40","0","0","0","0","0"
"1998-07-21 16:50:00.0","9","0","0","0","13","38","0","0","0","0","0"
"1998-07-21 17:00:00.0","10","0","0","0","13","40","0","0","0","0","0"
"1998-07-21 17:10:00.0","6","0","0","0","13","36","0","0","0","0","0"
"1998-07-21 17:20:00.0","14","0","0","0","12","42","0","0","0","0","0"
"1998-07-21 17:30:00.0","3","0","0","0","13","30","0","0","0","0","0"
"1998-07-21 17:40:00.0","16","0","0","0","0","32","0","0","0","0","0"
"1998-07-21 17:50:00.0","1","0","0","0","0","17","0","0","0","0","0"
"1998-07-21 18:00:00.0","17","0","0","0","0","32","0","0","0","0","0"
"1998-07-21 18:10:00.0","0","0","0","0","0","19","0","0","0","0","0"
"1998-07-21 18:20:00.0","17","0","0","0","11","45","0","0","0","0","0"
"1998-07-21 18:30:00.0","0","0","0","0","16","32","5","0","0","0","0"
"1998-07-21 18:40:00.0","20","0","0","0","15","62","10","0","0","0","0"
"1998-07-21 18:50:00.0","0","0","238","0","14","272","10","0","0","0","0"
"1998-07-21 19:00:00.0","21","0","369","0","15","466","3","0","0","0","0"
"1998-07-21 19:10:00.0","0","0","54","0","14","117","0","0","0","0","0"
"1998-07-21 19:20:00.0","20","0","0","0","14","52","0","0","0","0","0"
"1998-07-21 19:30:00.0","0","0","0","0","13","33","0","0","0","0","0"
"1998-07-21 19:40:00.0","19","0","0","0","14","65","0","14","0","0","0"
"1998-07-21 19:50:00.0","0","0","0","0","15","50","0","16","0","0","0"
"1998-07-21 20:00:00.0","18","0","0","0","13","66","0","15","0","0","0"
"1998-07-21 20:10:00.0","1","0","0","0","14","50","0","16","0","0","0"
"1998-07-21 20:20:00.0","18","0","0","0","13","64","0","16","0","0","0"
"1998-07-21 20:30:00.0","0","0","0","0","13","155","0","15","0","0","0"
"1998-07-21 20:40:00.0","18","0","0","0","14","243","0","15","0","0","0"
"1998-07-21 20:50:00.0","1","0","0","0","13","51","0","14","0","0","0"
"1998-07-21 21:00:00.0","16","0","0","0","13","62","0","15","0","0","0"
"1998-07-21 21:10:00.0","3","0","0","0","13","50","0","14","0","0","0"
"1998-07-21 21:20:00.0","15","0","0","0","13","57","1","12","0","0","0"
"1998-07-21 21:30:00.0","4","0","0","0","13","37","3","0","0","0","0"
"1998-07-21 21:40:00.0","13","0","0","0","12","44","17","0","0","0","0"
"1998-07-21 21:50:00.0","6","0","0","0","13","41","6","0","0","0","0"
"1998-07-21 22:00:00.0","10","0","0","0","12","52","1","0","0","4","0"
"1998-07-21 22:10:00.0","9","0","0","0","12","47","0","0","0","6","0"
"1998-07-21 22:20:00.0","8","0","0","0","13","45","0","0","0","6","0"
"1998-07-21 22:30:00.0","11","0","0","0","12","58","1","7","0","6","0"
"1998-07-21 22:40:00.0","5","0","0","0","13","66","6","15","0","6","0"
"1998-07-21 22:50:00.0","21","0","0","0","12","71","6","16","0","1","0"
"1998-07-21 23:00:00.0","0","0","0","0","13","55","4","15","0","0","0"
"1998-07-21 23:10:00.0","19","0","0","0","12","85","3","15","0","3","0"
"1998-07-21 23:20:00.0","0","0","0","0","13","75","0","16","0","6","0"
"1998-07-21 23:30:00.0","18","0","0","0","12","89","0","16","0","6","0"
"1998-07-21 23:40:00.0","2","0","0","0","12","68","0","15","0","0","0"
"1998-07-21 23:50:00.0","16","0","0","0","13","68","0","16","0","0","0"
"1998-07-22 00:00:00.0","5","0","0","0","12","44","1","0","0","0","0"
"1998-07-22 00:10:00.0","12","0","0","0","12","34","0","0","0","0","0"
"1998-07-22 00:20:00.0","8","0","0","0","12","30","0","0","0","0","0"
"1998-07-22 00:30:00.0","9","0","0","0","12","31","0","0","0","0","0"
"1998-07-22 00:40:00.0","11","0","0","0","12","33","0","0","0","0","0"
"1998-07-22 00:50:00.0","5","0","0","0","12","27","0","0","0","0","0"
"1998-07-22 01:00:00.0","14","0","0","0","12","36","0","0","0","0","0"
"1998-07-22 01:10:00.0","2","0","0","0","12","24","0","0","0","0","0"
"1998-07-22 01:20:00.0","16","0","0","0","11","37","0","0","0","0","0"
"1998-07-22 01:30:00.0","0","0","0","0","12","22","0","0","0","0","0"
"1998-07-22 01:40:00.0","15","0","0","0","12","36","0","0","0","0","0"
"1998-07-22 01:50:00.0","0","0","0","0","12","21","0","0","0","0","0"
"1998-07-22 02:00:00.0","15","0","0","0","12","36","0","0","0","0","0"
"1998-07-22 02:10:00.0","2","0","0","0","11","24","0","0","0","0","0"
"1998-07-22 02:20:00.0","13","0","0","0","12","32","0","0","0","0","0"
"1998-07-22 02:30:00.0","7","0","0","0","12","28","0","0","0","0","0"
"1998-07-22 02:40:00.0","8","0","0","0","12","29","0","0","0","0","0"
"1998-07-22 02:50:00.0","11","0","0","0","11","31","0","0","0","0","0"
"1998-07-22 03:00:00.0","3","0","0","0","12","25","0","0","0","0","0"
"1998-07-22 03:10:00.0","15","0","0","0","12","35","0","0","0","0","0"
"1998-07-22 03:20:00.0","0","0","0","0","11","21","0","0","0","0","0"
"1998-07-22 03:30:00.0","14","0","0","0","13","35","4","0","0","0","0"
"1998-07-22 03:40:00.0","0","0","0","0","12","22","0","0","0","0","0"
"1998-07-22 03:50:00.0","14","0","0","0","12","35","0","0","0","0","0"
"1998-07-22 04:00:00.0","3","0","0","0","11","24","0","0","0","0","0"
"1998-07-22 04:10:00.0","11","0","0","0","12","31","0","0","0","0","0"
"1998-07-22 04:20:00.0","8","0","0","0","12","30","0","0","0","0","0"
"1998-07-22 04:30:00.0","6","0","0","0","11","26","0","0","0","0","0"
"1998-07-22 04:40:00.0","13","0","0","0","12","34","0","0","0","0","0"
"1998-07-22 04:50:00.0","0","0","0","0","11","21","0","0","0","0","0"
"1998-07-22 05:00:00.0","14","0","0","0","12","34","0","0","0","0","0"
"1998-07-22 05:10:00.0","0","0","0","0","11","21","0","0","0","0","0"
"1998-07-22 05:20:00.0","13","0","0","0","12","34","0","0","0","0","0"
"1998-07-22 05:30:00.0","3","0","0","0","11","25","0","0","0","0","0"
"1998-07-22 05:40:00.0","10","0","0","0","12","29","0","0","0","0","0"
"1998-07-22 05:50:00.0","10","0","0","0","11","31","2","0","0","0","0"
"1998-07-22 06:00:00.0","3","0","0","0","11","24","0","0","0","0","0"
"1998-07-22 06:10:00.0","13","0","0","0","12","96","2","0","0","0","0"
"1998-07-22 06:20:00.0","0","0","0","0","12","28","1","0","0","0","0"
"1998-07-22 06:30:00.0","13","0","0","0","11","33","0","0","0","0","0"
"1998-07-22 06:40:00.0","1","0","0","0","12","60","0","0","0","0","0"
"1998-07-22 06:50:00.0","12","0","0","0","11","74","0","0","0","0","0"
"1998-07-22 07:00:00.0","7","0","0","0","11","28","0","11","0","0","0"
"1998-07-22 07:10:00.0","5","0","0","0","12","44","0","16","0","0","0"
"1998-07-22 07:20:00.0","13","0","0","0","11","52","1","18","0","0","0"
"1998-07-22 07:30:00.0","0","0","0","0","12","40","1","17","0","0","0"
"1998-07-22 07:40:00.0","12","0","0","0","11","49","0","14","0","0","0"
"1998-07-22 07:50:00.0","0","0","0","0","11","24","0","1","0","0","0"
"1998-07-22 08:00:00.0","13","0","0","0","11","35","0","0","0","0","0"
"1998-07-22 08:10:00.0","6","0","0","0","10","29","0","0","0","5","0"
"1998-07-22 08:20:00.0","6","0","0","0","0","28","0","0","0","7","0"
"1998-07-22 08:30:00.0","12","0","0","0","0","37","0","0","0","6","0"
"1998-07-22 08:40:00.0","0","0","0","0","0","24","0","0","0","6","0"
"1998-07-22 08:50:00.0","13","0","0","0","0","38","0","0","0","7","0"
"1998-07-22 09:00:00.0","0","0","0","0","0","25","0","3","0","0","0"
"1998-07-22 09:10:00.0","12","0","0","0","0","91","0","15","0","0","0"
"1998-07-22 09:20:00.0","7","0","0","0","0","36","0","16","0","0","0"
"1998-07-22 09:30:00.0","6","0","0","0","0","34","2","16","0","0","0"
"1998-07-22 09:40:00.0","12","0","0","0","0","40","1","16","0","0","0"
"1998-07-22 09:50:00.0","0","0","0","0","10","26","0","2","0","0","0"
"1998-07-22 10:00:00.0","12","0","0","0","15","39","0","0","0","0","0"
"1998-07-22 10:10:00.0","3","0","0","0","13","28","0","0","0","0","0"
"1998-07-22 10:20:00.0","10","0","0","0","13","34","0","0","0","0","0"
"1998-07-22 10:30:00.0","10","0","0","0","13","35","0","0","0","0","0"
"1998-07-22 10:40:00.0","2","0","0","0","12","26","0","0","0","0","0"
"1998-07-22 10:50:00.0","12","0","0","0","12","37","0","0","0","0","0"
"1998-07-22 11:00:00.0","0","0","0","0","13","144","6","0","0","0","122"
"1998-07-22 11:10:00.0","12","0","0","0","12","67","0","0","0","0","35"
"1998-07-22 11:20:00.0","9","0","0","0","12","46","1","0","0","0","19"
"1998-07-22 11:30:00.0","4","0","0","0","12","40","0","0","0","0","17"
"1998-07-22 11:40:00.0","12","0","0","0","13","166","2","0","0","0","15"
"1998-07-22 11:50:00.0","0","0","0","0","12","256","0","0","0","0","15"
"1998-07-22 12:00:00.0","13","0","337","0","12","450","0","0","0","0","0"
"1998-07-22 12:10:00.0","6","0","224","0","13","291","1","0","0","0","5"
"1998-07-22 12:20:00.0","7","0","0","0","12","42","0","0","0","0","16"
"1998-07-22 12:30:00.0","12","0","0","0","12","49","0","0","0","0","17"
"1998-07-22 12:40:00.0","0","0","0","0","12","57","0","16","0","0","15"
"1998-07-22 12:50:00.0","13","373","0","0","12","445","2","16","0","4","16"
"1998-07-22 13:00:00.0","3","194","0","0","12","274","0","15","0","8","16"
"1998-07-22 13:10:00.0","10","25","0","0","12","93","0","16","0","7","0"
"1998-07-22 13:20:00.0","12","168","0","0","12","229","1","15","0","6","0"
"1998-07-22 13:30:00.0","1","484","0","0","12","539","8","16","0","2","0"
"1998-07-22 13:40:00.0","13","53","0","0","12","114","0","17","0","0","0"
"1998-07-22 13:50:00.0","1","25","0","0","12","73","0","17","0","0","0"
"1998-07-22 14:00:00.0","13","0","0","0","11","57","0","15","0","0","0"
