"Time","Chest freezer (Garage, 300l)","Dish washer (12 place setting)","Electric oven (Pyrolysis, 3,1kW)","Hot plate ()","Microwave oven (1,6kW)","Site consumption ()","Total site light consumption ()","TV (70cm)","TV (36cm)","TV (36cm)","Washing machine ()"
"1998-02-05 20:30:00.0","7","0","0","0","41","357","24","0","0","0","254"
"1998-02-05 20:40:00.0","5","0","0","0","0","77","14","7","0","0","19"
"1998-02-05 20:50:00.0","2","0","0","231","0","106","9","17","0","0","42"
"1998-02-05 21:00:00.0","6","0","0","25","0","115","8","15","0","0","52"
"1998-02-05 21:10:00.0","0","0","0","308","0","106","10","15","0","0","54"
"1998-02-05 21:20:00.0","7","0","0","5","0","87","4","15","0","0","25"
"1998-02-05 21:30:00.0","6","0","0","0","0","61","6","16","0","0","0"
"1998-02-05 21:40:00.0","1","0","0","0","0","63","4","16","0","0","0"
"1998-02-05 21:50:00.0","7","0","0","0","0","70","5","15","0","0","0"
"1998-02-05 22:00:00.0","0","0","0","0","0","46","0","16","0","0","0"
"1998-02-05 22:10:00.0","6","0","0","0","0","54","1","15","0","0","0"
"1998-02-05 22:20:00.0","3","0","0","0","0","61","0","15","0","0","0"
"1998-02-05 22:30:00.0","4","0","0","0","0","52","0","16","0","0","0"
"1998-02-05 22:40:00.0","7","0","0","0","0","54","0","16","0","0","0"
"1998-02-05 22:50:00.0","0","0","0","0","0","52","0","16","0","0","0"
"1998-02-05 23:00:00.0","6","0","0","0","0","62","0","15","0","0","0"
"1998-02-05 23:10:00.0","0","0","0","0","0","43","1","15","0","0","0"
"1998-02-05 23:20:00.0","7","0","0","0","0","53","3","15","0","0","0"
"1998-02-05 23:30:00.0","2","0","0","0","0","62","6","15","0","0","0"
"1998-02-05 23:40:00.0","4","0","0","0","0","55","0","16","0","0","0"
"1998-02-05 23:50:00.0","7","0","0","0","0","54","0","15","0","0","0"
"1998-02-06 00:00:00.0","0","0","0","0","0","48","0","0","0","0","0"
"1998-02-06 00:10:00.0","6","0","0","0","0","47","1","0","0","0","0"
"1998-02-06 00:20:00.0","0","0","0","0","0","20","0","0","0","0","0"
"1998-02-06 00:30:00.0","7","0","0","0","0","259","0","0","0","0","231"
"1998-02-06 00:40:00.0","0","128","0","0","0","352","0","0","0","0","198"
"1998-02-06 00:50:00.0","6","394","0","0","0","454","0","0","0","0","18"
"1998-02-06 01:00:00.0","1","395","0","0","0","452","0","0","0","0","34"
"1998-02-06 01:10:00.0","6","109","0","0","0","200","0","0","0","0","62"
"1998-02-06 01:20:00.0","5","58","0","0","0","129","0","0","0","0","45"
"1998-02-06 01:30:00.0","1","401","0","0","0","471","0","0","0","0","36"
"1998-02-06 01:40:00.0","7","400","0","0","0","432","0","0","0","0","0"
"1998-02-06 01:50:00.0","0","69","0","0","0","95","0","0","0","0","0"
"1998-02-06 02:00:00.0","6","0","0","0","0","33","0","0","0","0","0"
"1998-02-06 02:10:00.0","0","0","0","0","0","29","0","0","0","0","0"
"1998-02-06 02:20:00.0","7","0","0","0","0","28","0","0","0","0","0"
"1998-02-06 02:30:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-06 02:40:00.0","6","0","0","0","0","33","0","0","0","0","0"
"1998-02-06 02:50:00.0","0","0","0","0","0","29","0","0","0","0","0"
"1998-02-06 03:00:00.0","7","0","0","0","0","28","0","0","0","0","0"
"1998-02-06 03:10:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-06 03:20:00.0","7","0","0","0","0","32","0","0","0","0","0"
"1998-02-06 03:30:00.0","0","0","0","0","0","31","0","0","0","0","0"
"1998-02-06 03:40:00.0","6","0","0","0","0","29","0","0","0","0","0"
"1998-02-06 03:50:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-06 04:00:00.0","7","0","0","0","0","28","0","0","0","0","0"
"1998-02-06 04:10:00.0","0","0","0","0","0","34","0","0","0","0","0"
"1998-02-06 04:20:00.0","4","0","0","0","0","26","0","0","0","0","0"
"1998-02-06 04:30:00.0","2","0","0","0","0","25","0","0","0","0","0"
"1998-02-06 04:40:00.0","4","0","0","0","0","24","0","0","0","0","0"
"1998-02-06 04:50:00.0","3","0","0","0","0","36","0","0","0","0","0"
"1998-02-06 05:00:00.0","1","0","0","0","0","24","0","0","0","0","0"
"1998-02-06 05:10:00.0","4","0","0","0","0","26","0","0","0","0","0"
"1998-02-06 05:20:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-06 05:30:00.0","7","0","0","0","0","34","0","0","0","0","0"
"1998-02-06 05:40:00.0","0","0","0","0","0","29","0","0","0","0","0"
"1998-02-06 05:50:00.0","4","0","0","0","0","25","1","0","0","0","0"
"1998-02-06 06:00:00.0","4","0","0","0","47","74","7","0","0","0","0"
"1998-02-06 06:10:00.0","0","0","0","0","0","37","12","0","0","0","0"
"1998-02-06 06:20:00.0","4","0","0","0","0","39","17","0","0","0","0"
"1998-02-06 06:30:00.0","0","0","0","0","0","33","19","0","0","0","0"
"1998-02-06 06:40:00.0","7","0","0","0","0","31","8","0","0","0","0"
"1998-02-06 06:50:00.0","0","0","0","0","0","26","1","0","0","0","0"
"1998-02-06 07:00:00.0","3","0","0","0","0","43","4","0","0","0","0"
"1998-02-06 07:10:00.0","5","0","0","0","0","36","2","0","0","0","0"
"1998-02-06 07:20:00.0","2","0","0","0","0","33","1","0","0","0","0"
"1998-02-06 07:30:00.0","3","0","0","0","0","35","4","0","0","0","0"
"1998-02-06 07:40:00.0","1","0","0","0","0","45","14","0","0","0","0"
"1998-02-06 07:50:00.0","7","0","0","0","0","37","15","0","0","0","0"
"1998-02-06 08:00:00.0","0","0","0","0","69","107","6","23","0","0","0"
"1998-02-06 08:10:00.0","3","0","0","0","0","54","7","18","0","0","0"
"1998-02-06 08:20:00.0","0","0","0","0","0","62","6","17","0","0","0"
"1998-02-06 08:30:00.0","4","0","0","0","0","64","3","16","0","7","0"
"1998-02-06 08:40:00.0","0","0","0","0","0","55","0","15","0","5","0"
"1998-02-06 08:50:00.0","7","0","0","0","0","61","2","16","0","1","0"
"1998-02-06 09:00:00.0","0","0","0","0","55","116","7","16","0","1","0"
"1998-02-06 09:10:00.0","3","0","0","0","0","61","0","16","0","3","0"
"1998-02-06 09:20:00.0","2","0","0","0","0","61","0","17","0","0","0"
"1998-02-06 09:30:00.0","2","0","0","0","0","57","2","17","0","0","0"
"1998-02-06 09:40:00.0","7","0","0","0","0","41","4","7","0","0","0"
"1998-02-06 09:50:00.0","0","0","0","0","0","39","1","0","0","0","0"
"1998-02-06 10:00:00.0","4","0","0","0","0","31","2","0","0","0","0"
"1998-02-06 10:10:00.0","0","0","0","0","0","27","2","0","0","0","0"
"1998-02-06 10:20:00.0","4","0","0","0","0","31","1","0","0","0","0"
"1998-02-06 10:30:00.0","0","0","0","0","0","36","2","0","0","0","0"
"1998-02-06 10:40:00.0","6","0","0","0","0","37","2","0","0","0","0"
"1998-02-06 10:50:00.0","0","0","0","0","0","26","2","0","0","0","0"
"1998-02-06 11:00:00.0","4","0","0","0","0","31","1","0","0","0","0"
"1998-02-06 11:10:00.0","6","0","0","62","41","88","3","10","0","0","0"
"1998-02-06 11:20:00.0","1","0","0","0","0","53","2","17","0","0","0"
"1998-02-06 11:30:00.0","3","0","0","0","0","47","1","17","0","0","0"
"1998-02-06 11:40:00.0","0","0","0","0","0","44","2","18","0","0","0"
"1998-02-06 11:50:00.0","4","0","0","0","0","50","3","18","0","0","0"
"1998-02-06 12:00:00.0","0","0","311","0","0","393","2","16","0","0","0"
"1998-02-06 12:10:00.0","7","0","84","0","0","147","2","17","0","0","0"
"1998-02-06 12:20:00.0","1","0","0","0","0","53","1","17","0","0","0"
"1998-02-06 12:30:00.0","3","0","0","0","0","54","2","17","0","0","0"
"1998-02-06 12:40:00.0","6","0","0","0","0","53","5","17","0","0","0"
"1998-02-06 12:50:00.0","0","0","0","0","0","43","3","17","0","0","0"
"1998-02-06 13:00:00.0","4","0","0","0","0","48","1","16","0","0","0"
"1998-02-06 13:10:00.0","0","0","0","0","0","50","2","16","0","0","0"
"1998-02-06 13:20:00.0","6","0","0","0","0","63","0","16","0","12","0"
"1998-02-06 13:30:00.0","1","0","0","0","0","49","1","16","0","0","0"
"1998-02-06 13:40:00.0","5","0","0","0","0","51","0","17","0","0","0"
"1998-02-06 13:50:00.0","4","0","0","0","0","56","0","16","0","2","0"
"1998-02-06 14:00:00.0","0","0","0","0","0","59","0","15","0","6","0"
"1998-02-06 14:10:00.0","6","0","0","0","0","56","0","16","0","6","0"
"1998-02-06 14:20:00.0","0","0","0","0","0","49","0","15","0","6","0"
"1998-02-06 14:30:00.0","7","0","0","0","0","56","0","15","0","6","0"
"1998-02-06 14:40:00.0","0","0","0","0","0","63","0","16","0","6","0"
"1998-02-06 14:50:00.0","4","0","0","0","0","55","0","16","0","4","0"
"1998-02-06 15:00:00.0","6","0","0","0","0","52","0","16","0","0","0"
"1998-02-06 15:10:00.0","0","0","0","0","0","46","0","17","0","0","0"
"1998-02-06 15:20:00.0","6","0","0","0","0","56","0","16","0","0","0"
"1998-02-06 15:30:00.0","0","0","0","0","0","54","0","15","0","0","0"
"1998-02-06 15:40:00.0","4","0","0","0","40","87","0","17","0","0","0"
"1998-02-06 15:50:00.0","6","0","0","0","97","151","0","16","0","0","0"
"1998-02-06 16:00:00.0","0","0","0","0","0","52","0","17","0","0","0"
"1998-02-06 16:10:00.0","6","0","0","0","0","72","2","18","0","0","0"
"1998-02-06 16:20:00.0","0","0","0","0","0","52","0","17","0","0","0"
"1998-02-06 16:30:00.0","7","0","0","0","0","52","2","4","5","0","0"
"1998-02-06 16:40:00.0","0","0","0","0","0","48","0","0","10","0","0"
"1998-02-06 16:50:00.0","4","0","0","0","0","59","0","0","10","0","0"
"1998-02-06 17:00:00.0","4","0","0","0","0","59","0","0","9","0","0"
"1998-02-06 17:10:00.0","0","0","0","0","0","48","0","0","10","0","0"
"1998-02-06 17:20:00.0","6","0","0","0","0","53","0","0","9","0","0"
"1998-02-06 17:30:00.0","0","0","0","0","0","47","0","0","10","0","0"
"1998-02-06 17:40:00.0","6","0","0","0","0","68","0","0","10","0","0"
"1998-02-06 17:50:00.0","0","0","0","0","0","48","0","0","9","0","0"
"1998-02-06 18:00:00.0","6","0","0","0","0","58","5","0","10","0","0"
"1998-02-06 18:10:00.0","4","0","0","0","0","67","14","9","10","0","0"
"1998-02-06 18:20:00.0","0","0","0","35","0","78","16","17","9","0","0"
"1998-02-06 18:30:00.0","7","0","0","337","0","80","15","15","9","0","0"
"1998-02-06 18:40:00.0","0","0","188","367","0","253","14","16","0","0","0"
"1998-02-06 18:50:00.0","6","0","347","368","0","416","8","16","0","0","0"
"1998-02-06 19:00:00.0","0","0","22","304","0","92","5","13","0","0","0"
"1998-02-06 19:10:00.0","6","0","0","193","0","40","5","1","0","0","0"
"1998-02-06 19:20:00.0","4","0","0","0","0","37","7","0","0","0","0"
"1998-02-06 19:30:00.0","3","0","0","0","0","50","11","5","0","0","0"
"1998-02-06 19:40:00.0","6","0","0","0","0","78","9","17","0","5","0"
"1998-02-06 19:50:00.0","0","0","0","0","0","62","5","17","0","6","0"
"1998-02-06 20:00:00.0","7","0","0","0","0","64","3","17","0","7","0"
"1998-02-06 20:10:00.0","0","0","0","0","0","63","4","16","0","6","0"
"1998-02-06 20:20:00.0","6","0","0","0","0","64","4","16","0","6","0"
"1998-02-06 20:30:00.0","0","0","0","0","0","59","6","16","0","0","0"
"1998-02-06 20:40:00.0","6","0","0","0","0","62","17","16","0","0","0"
"1998-02-06 20:50:00.0","0","0","0","0","0","69","17","15","0","0","0"
"1998-02-06 21:00:00.0","7","0","0","0","0","69","16","15","10","0","0"
"1998-02-06 21:10:00.0","1","0","0","0","0","71","15","16","0","0","0"
"1998-02-06 21:20:00.0","5","0","0","0","0","51","1","16","0","0","0"
"1998-02-06 21:30:00.0","5","0","0","0","0","61","0","15","0","0","0"
"1998-02-06 21:40:00.0","1","0","0","0","0","44","0","14","0","0","0"
"1998-02-06 21:50:00.0","7","0","0","0","0","50","2","15","0","0","0"
"1998-02-06 22:00:00.0","0","0","0","0","0","48","0","16","0","0","0"
"1998-02-06 22:10:00.0","6","0","0","0","0","59","0","15","0","0","0"
"1998-02-06 22:20:00.0","0","0","0","0","0","43","3","15","0","0","0"
"1998-02-06 22:30:00.0","6","0","0","0","0","57","4","16","0","0","0"
"1998-02-06 22:40:00.0","0","0","0","0","0","52","0","14","0","0","0"
"1998-02-06 22:50:00.0","7","0","0","0","0","58","0","16","0","0","0"
"1998-02-06 23:00:00.0","0","0","0","0","0","41","0","14","0","0","0"
"1998-02-06 23:10:00.0","6","0","0","0","0","49","0","15","0","0","0"
"1998-02-06 23:20:00.0","0","0","0","0","0","40","0","0","0","0","0"
"1998-02-06 23:30:00.0","6","0","0","0","0","46","0","0","0","0","0"
"1998-02-06 23:40:00.0","0","0","0","0","0","30","0","0","0","0","0"
"1998-02-06 23:50:00.0","7","0","0","0","0","37","0","0","0","0","0"
"1998-02-07 00:00:00.0","0","0","0","0","0","34","0","0","0","0","0"
"1998-02-07 00:10:00.0","6","0","0","0","0","47","0","0","0","0","0"
"1998-02-07 00:20:00.0","0","0","0","0","0","30","0","0","0","0","0"
"1998-02-07 00:30:00.0","6","0","0","0","0","37","0","0","0","0","0"
"1998-02-07 00:40:00.0","0","145","0","0","0","177","0","0","0","0","0"
"1998-02-07 00:50:00.0","4","396","0","0","0","445","0","0","0","0","0"
"1998-02-07 01:00:00.0","7","323","0","0","0","363","0","0","0","0","0"
"1998-02-07 01:10:00.0","0","52","0","0","0","84","0","0","0","0","0"
"1998-02-07 01:20:00.0","4","188","0","0","0","222","0","0","0","0","0"
"1998-02-07 01:30:00.0","0","397","0","0","0","443","0","0","0","0","0"
"1998-02-07 01:40:00.0","6","283","0","0","0","316","0","0","0","0","0"
"1998-02-07 01:50:00.0","0","1","0","0","0","21","0","0","0","0","0"
"1998-02-07 02:00:00.0","4","0","0","0","0","28","4","0","0","0","0"
"1998-02-07 02:10:00.0","0","0","0","0","0","35","0","0","0","0","0"
"1998-02-07 02:20:00.0","6","0","0","0","0","28","0","0","0","0","0"
"1998-02-07 02:30:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-07 02:40:00.0","4","0","0","0","0","25","0","0","0","0","0"
"1998-02-07 02:50:00.0","3","0","0","0","0","37","0","0","0","0","0"
"1998-02-07 03:00:00.0","1","0","0","0","0","24","0","0","0","0","0"
"1998-02-07 03:10:00.0","4","0","0","0","0","25","0","0","0","0","0"
"1998-02-07 03:20:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-07 03:30:00.0","7","0","0","0","0","39","0","0","0","0","0"
"1998-02-07 03:40:00.0","0","0","0","0","0","24","0","0","0","0","0"
"1998-02-07 03:50:00.0","4","0","0","0","0","25","0","0","0","0","0"
"1998-02-07 04:00:00.0","0","0","0","0","0","22","0","0","0","0","0"
"1998-02-07 04:10:00.0","4","0","0","0","0","33","0","0","0","0","0"
"1998-02-07 04:20:00.0","6","0","0","0","0","34","2","0","0","0","0"
"1998-02-07 04:30:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-07 04:40:00.0","4","0","0","0","0","25","0","0","0","0","0"
"1998-02-07 04:50:00.0","0","0","0","0","0","25","0","0","0","0","0"
"1998-02-07 05:00:00.0","4","0","0","0","0","36","0","0","0","0","0"
"1998-02-07 05:10:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-07 05:20:00.0","4","0","0","0","0","25","0","0","0","0","0"
"1998-02-07 05:30:00.0","4","0","0","0","0","26","0","0","0","0","0"
"1998-02-07 05:40:00.0","0","0","0","0","0","34","0","0","0","0","0"
"1998-02-07 05:50:00.0","4","0","0","0","0","27","1","0","0","0","0"
"1998-02-07 06:00:00.0","0","0","0","0","0","22","2","0","0","0","0"
"1998-02-07 06:10:00.0","4","0","0","0","0","26","0","0","0","0","0"
"1998-02-07 06:20:00.0","3","0","0","0","0","32","0","0","0","0","0"
"1998-02-07 06:30:00.0","0","0","0","0","0","28","0","0","0","0","0"
"1998-02-07 06:40:00.0","7","0","0","0","0","28","0","0","0","0","0"
"1998-02-07 06:50:00.0","0","0","0","0","0","21","0","0","0","0","0"
"1998-02-07 07:00:00.0","4","0","0","0","0","25","0","0","0","0","0"
"1998-02-07 07:10:00.0","0","0","0","0","0","34","0","0","0","0","0"
"1998-02-07 07:20:00.0","4","0","0","0","0","26","0","0","0","0","0"
"1998-02-07 07:30:00.0","0","0","0","0","0","20","0","0","0","0","0"
"1998-02-07 07:40:00.0","7","0","0","0","0","31","0","0","0","0","0"
"1998-02-07 07:50:00.0","0","0","0","0","0","37","0","0","0","0","0"
"1998-02-07 08:00:00.0","3","0","0","0","0","40","0","0","0","0","0"
"1998-02-07 08:10:00.0","2","0","0","0","0","34","2","0","0","0","1"
"1998-02-07 08:20:00.0","2","0","0","0","0","38","5","0","0","0","6"
"1998-02-07 08:30:00.0","4","0","0","0","94","137","7","0","0","0","7"
"1998-02-07 08:40:00.0","0","0","0","0","67","152","6","0","0","0","40"
"1998-02-07 08:50:00.0","7","0","0","0","0","37","3","0","0","0","0"
"1998-02-07 09:00:00.0","0","0","0","0","0","30","5","0","0","0","0"
"1998-02-07 09:10:00.0","3","0","0","0","0","33","10","0","0","0","0"
"1998-02-07 09:20:00.0","0","0","0","0","0","40","5","0","0","0","0"
"1998-02-07 09:30:00.0","7","0","0","0","0","41","3","0","0","0","0"
"1998-02-07 09:40:00.0","0","0","0","0","0","29","0","0","0","0","0"
"1998-02-07 09:50:00.0","4","0","0","0","0","34","0","0","0","0","0"
"1998-02-07 10:00:00.0","0","0","0","0","0","33","0","0","0","0","0"
"1998-02-07 10:10:00.0","3","0","0","0","0","45","0","0","0","0","0"
"1998-02-07 10:20:00.0","0","0","0","0","0","30","1","0","0","0","0"
"1998-02-07 10:30:00.0","7","0","0","0","0","38","5","0","0","0","0"
"1998-02-07 10:40:00.0","0","0","0","0","0","30","1","0","0","0","0"
"1998-02-07 10:50:00.0","4","0","0","0","0","49","0","0","0","0","0"
"1998-02-07 11:00:00.0","0","0","0","0","0","30","0","0","0","0","0"
"1998-02-07 11:10:00.0","4","0","0","0","0","35","0","0","0","0","0"
"1998-02-07 11:20:00.0","3","0","0","0","0","34","0","0","0","0","0"
"1998-02-07 11:30:00.0","0","0","0","0","0","33","4","0","0","0","0"
"1998-02-07 11:40:00.0","4","0","0","0","0","42","3","13","0","0","0"
"1998-02-07 11:50:00.0","0","0","0","0","0","41","0","17","0","0","0"
"1998-02-07 12:00:00.0","4","0","0","51","1","46","0","17","0","0","0"
"1998-02-07 12:10:00.0","7","0","0","215","136","196","0","17","0","0","0"
"1998-02-07 12:20:00.0","1","0","0","114","41","85","0","17","0","0","0"
"1998-02-07 12:30:00.0","6","0","0","131","26","75","1","16","0","0","0"
"1998-02-07 12:40:00.0","0","0","0","466","25","63","0","15","0","0","0"
"1998-02-07 12:50:00.0","7","0","0","138","5","60","0","10","0","0","0"
"1998-02-07 13:00:00.0","0","0","0","0","0","26","0","0","0","0","0"
"1998-02-07 13:10:00.0","4","0","0","0","0","29","0","0","0","0","0"
"1998-02-07 13:20:00.0","0","0","0","0","0","68","1","3","0","0","0"
"1998-02-07 13:30:00.0","7","0","0","0","0","58","3","16","0","0","0"
"1998-02-07 13:40:00.0","0","0","0","0","0","42","21","17","0","0","0"
"1998-02-07 13:50:00.0","6","0","0","0","0","45","11","15","0","0","0"
"1998-02-07 14:00:00.0","0","0","0","0","0","34","0","0","0","0","0"
"1998-02-07 14:10:00.0","6","0","0","0","0","36","0","0","0","0","0"
"1998-02-07 14:20:00.0","0","0","0","0","0","26","0","0","0","0","0"
"1998-02-07 14:30:00.0","7","0","0","0","0","44","0","14","0","0","0"
"1998-02-07 14:40:00.0","0","0","0","0","0","49","0","16","0","0","0"
"1998-02-07 14:50:00.0","4","0","0","0","0","50","0","16","0","0","0"
"1998-02-07 15:00:00.0","6","0","0","0","0","46","2","15","0","0","0"
"1998-02-07 15:10:00.0","0","0","0","0","0","47","2","15","0","0","0"
"1998-02-07 15:20:00.0","6","0","0","0","0","64","0","16","0","0","0"
"1998-02-07 15:30:00.0","0","0","0","0","0","54","0","15","0","0","0"
"1998-02-07 15:40:00.0","4","0","0","0","0","48","0","10","0","0","0"
"1998-02-07 15:50:00.0","4","0","0","0","0","39","0","0","0","0","0"
"1998-02-07 16:00:00.0","3","0","0","0","0","50","0","0","0","0","0"
"1998-02-07 16:10:00.0","6","0","0","0","0","40","0","0","0","0","0"
"1998-02-07 16:20:00.0","0","0","0","0","0","34","0","0","0","0","0"
"1998-02-07 16:30:00.0","6","0","0","0","0","41","0","0","0","0","0"
"1998-02-07 16:40:00.0","0","0","0","0","0","47","0","0","0","0","0"
"1998-02-07 16:50:00.0","6","0","0","0","0","42","2","0","0","0","0"
"1998-02-07 17:00:00.0","0","0","0","0","56","91","1","0","0","0","0"
"1998-02-07 17:10:00.0","0","0","0","0","0","36","0","0","0","0","0"
"1998-02-07 17:20:00.0","0","0","0","0","0","54","3","8","0","0","0"
"1998-02-07 17:30:00.0","8","0","0","0","0","57","4","16","0","0","0"
"1998-02-07 17:40:00.0","7","0","0","0","0","53","10","16","0","0","0"
"1998-02-07 17:50:00.0","0","0","0","0","0","54","12","16","0","0","0"
"1998-02-07 18:00:00.0","7","0","0","0","0","74","11","16","0","0","0"
"1998-02-07 18:10:00.0","4","0","0","0","0","55","8","17","0","0","0"
"1998-02-07 18:20:00.0","2","0","0","0","0","58","10","17","0","0","0"
"1998-02-07 18:30:00.0","7","0","0","0","0","63","4","17","0","0","0"
"1998-02-07 18:40:00.0","0","0","0","0","0","57","3","17","0","0","0"
"1998-02-07 18:50:00.0","7","0","0","0","0","56","3","6","0","0","0"
"1998-02-07 19:00:00.0","7","0","0","0","34","76","7","6","0","0","0"
"1998-02-07 19:10:00.0","0","0","0","0","164","205","7","6","0","0","0"
"1998-02-07 19:20:00.0","6","0","0","260","234","279","10","8","0","0","0"
"1998-02-07 19:30:00.0","4","0","0","22","43","79","7","5","0","0","0"
"1998-02-07 19:40:00.0","3","0","0","0","0","36","6","7","0","0","0"
"1998-02-07 19:50:00.0","7","0","0","0","0","66","15","16","0","0","0"
"1998-02-07 20:00:00.0","0","0","0","0","0","48","7","17","0","0","0"
"1998-02-07 20:10:00.0","6","0","0","0","0","89","13","16","15","8","0"
"1998-02-07 20:20:00.0","7","0","0","0","0","104","13","16","10","5","0"
"1998-02-07 20:30:00.0","0","0","0","0","0","75","7","16","9","0","0"
"1998-02-07 20:40:00.0","7","0","0","0","0","79","7","14","10","0","0"
"1998-02-07 20:50:00.0","0","0","0","0","0","75","7","15","10","0","0"
"1998-02-07 21:00:00.0","6","0","0","0","0","90","6","14","9","0","0"
"1998-02-07 21:10:00.0","7","0","0","0","0","75","0","15","10","0","0"
"1998-02-07 21:20:00.0","0","0","0","0","0","72","0","15","9","0","0"
"1998-02-07 21:30:00.0","7","0","0","0","0","93","0","15","10","0","0"
"1998-02-07 21:40:00.0","0","0","0","0","0","80","0","14","10","0","0"
"1998-02-07 21:50:00.0","6","0","0","0","0","76","0","14","9","0","0"
"1998-02-07 22:00:00.0","7","0","0","0","0","90","0","15","10","0","0"
"1998-02-07 22:10:00.0","0","0","0","0","0","85","0","15","9","0","0"
"1998-02-07 22:20:00.0","6","0","0","0","0","77","2","15","8","0","0"
"1998-02-07 22:30:00.0","1","0","0","0","0","66","1","16","0","0","0"
"1998-02-07 22:40:00.0","6","0","0","0","0","82","0","14","0","0","0"
"1998-02-07 22:50:00.0","6","0","6","0","0","74","0","15","0","0","0"
"1998-02-07 23:00:00.0","0","0","359","0","0","426","0","15","0","0","0"
"1998-02-07 23:10:00.0","7","0","249","0","0","331","0","15","0","0","0"
"1998-02-07 23:20:00.0","0","0","193","0","0","256","0","15","0","0","0"
"1998-02-07 23:30:00.0","6","0","97","0","0","156","0","15","0","0","0"
"1998-02-07 23:40:00.0","7","0","185","0","0","246","0","14","0","0","0"
"1998-02-07 23:50:00.0","0","0","100","0","0","165","0","15","0","0","0"
"1998-02-08 00:00:00.0","6","0","177","0","0","230","5","0","0","0","0"
"1998-02-08 00:10:00.0","0","0","133","0","0","159","6","0","0","0","0"
"1998-02-08 00:20:00.0","7","0","146","0","0","187","0","0","0","0","0"
"1998-02-08 00:30:00.0","6","0","164","0","0","204","0","0","0","0","0"
"1998-02-08 00:40:00.0","0","0","109","0","0","139","0","0","0","0","0"
"1998-02-08 00:50:00.0","7","0","181","0","0","215","0","0","0","0","0"
"1998-02-08 01:00:00.0","0","0","3","0","0","38","0","0","0","0","0"
"1998-02-08 01:10:00.0","6","0","3","0","0","57","0","0","0","0","16"
"1998-02-08 01:20:00.0","7","0","1","0","0","357","0","0","0","0","321"
"1998-02-08 01:30:00.0","0","249","0","0","0","602","0","0","0","0","324"
"1998-02-08 01:40:00.0","6","396","0","0","0","577","0","0","0","0","131"
"1998-02-08 01:50:00.0","0","316","0","0","0","367","0","0","0","0","17"
"1998-02-08 02:00:00.0","6","26","0","0","0","99","0","0","0","0","46"
"1998-02-08 02:10:00.0","5","223","0","0","0","296","0","0","0","0","47"
"1998-02-08 02:20:00.0","2","393","0","0","0","494","0","0","0","0","65"
"1998-02-08 02:30:00.0","6","263","0","0","0","308","0","0","0","0","9"
"1998-02-08 02:40:00.0","0","0","0","0","0","22","0","0","0","0","0"
"1998-02-08 02:50:00.0","7","0","0","0","0","29","0","0","0","0","0"
"1998-02-08 03:00:00.0","1","0","0","0","0","34","0","0","0","0","0"
"1998-02-08 03:10:00.0","5","0","0","0","0","31","0","0","0","0","0"
"1998-02-08 03:20:00.0","7","0","0","0","0","29","0","0","0","0","0"
"1998-02-08 03:30:00.0","0","0","0","0","0","22","0","0","0","0","0"
"1998-02-08 03:40:00.0","6","0","0","0","0","36","0","0","0","0","0"
"1998-02-08 03:50:00.0","0","0","0","0","0","29","0","0","0","0","0"
"1998-02-08 04:00:00.0","7","0","0","0","0","29","0","0","0","0","0"
"1998-02-08 04:10:00.0","5","0","0","0","0","28","0","0","0","0","0"
"1998-02-08 04:20:00.0","1","0","0","0","0","30","0","0","0","0","0"
"1998-02-08 04:30:00.0","7","0","0","0","0","43","0","0","0","0","0"
"1998-02-08 04:40:00.0","0","0","0","0","0","25","0","0","0","0","0"
"1998-02-08 04:50:00.0","6","0","0","0","0","32","0","0","0","0","0"
"1998-02-08 05:00:00.0","1","0","0","0","0","27","0","0","0","0","0"
"1998-02-08 05:10:00.0","5","0","0","0","0","44","0","0","0","0","0"
"1998-02-08 05:20:00.0","7","0","0","0","0","32","0","0","0","0","0"
"1998-02-08 05:30:00.0","0","0","0","0","0","25","0","0","0","0","0"
"1998-02-08 05:40:00.0","6","0","0","0","0","34","4","0","0","0","0"
"1998-02-08 05:50:00.0","0","0","0","0","0","33","0","0","0","0","0"
"1998-02-08 06:00:00.0","7","0","0","0","0","39","0","0","0","0","0"
"1998-02-08 06:10:00.0","2","0","0","0","0","28","0","0","0","0","0"
"1998-02-08 06:20:00.0","4","0","0","0","0","29","0","0","0","0","0"
"1998-02-08 06:30:00.0","6","0","0","0","0","31","0","0","0","0","0"
"1998-02-08 06:40:00.0","0","0","0","0","0","39","0","0","0","0","0"
"1998-02-08 06:50:00.0","7","0","0","0","0","32","0","0","0","0","0"
"1998-02-08 07:00:00.0","0","0","0","0","0","26","0","0","0","0","0"
"1998-02-08 07:10:00.0","6","0","0","0","0","31","0","0","0","0","0"
"1998-02-08 07:20:00.0","3","0","0","0","0","37","0","0","0","0","0"
"1998-02-08 07:30:00.0","3","0","0","0","0","34","0","0","0","0","0"
