"Time","Fridge freezer (Kitchen, 195l/152l)","Halogen lamp 1 (0,5kW)","Microwave oven (1,1kW)","Power supply for fuel boiler ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Washing machine ()"
"1998-02-01 14:00:00.0","4","0","39","16","83","1","0","0"
"1998-02-01 14:10:00.0","0","0","0","9","29","0","0","0"
"1998-02-01 14:20:00.0","5","0","0","14","36","0","0","0"
"1998-02-01 14:30:00.0","1","0","0","18","39","9","0","0"
"1998-02-01 14:40:00.0","0","0","0","13","37","15","0","0"
"1998-02-01 14:50:00.0","6","0","0","11","37","10","0","0"
"1998-02-01 15:00:00.0","0","0","0","17","37","9","0","0"
"1998-02-01 15:10:00.0","0","0","0","11","32","10","0","0"
"1998-02-01 15:20:00.0","5","0","0","13","39","10","0","0"
"1998-02-01 15:30:00.0","0","0","0","17","37","10","0","0"
"1998-02-01 15:40:00.0","0","0","0","7","28","10","0","0"
"1998-02-01 15:50:00.0","12","0","0","17","47","10","0","0"
"1998-02-01 16:00:00.0","20","0","0","10","49","9","0","0"
"1998-02-01 16:10:00.0","18","0","0","14","50","10","0","0"
"1998-02-01 16:20:00.0","19","0","0","16","54","10","0","0"
"1998-02-01 16:30:00.0","20","0","0","8","47","10","0","0"
"1998-02-01 16:40:00.0","17","0","0","17","52","10","0","0"
"1998-02-01 16:50:00.0","6","0","0","8","36","10","0","0"
"1998-02-01 17:00:00.0","4","0","0","17","42","11","0","0"
"1998-02-01 17:10:00.0","0","0","0","11","33","10","0","0"
"1998-02-01 17:20:00.0","0","0","0","16","38","11","0","0"
"1998-02-01 17:30:00.0","5","0","0","16","43","10","0","0"
"1998-02-01 17:40:00.0","0","0","0","10","32","11","0","0"
"1998-02-01 17:50:00.0","0","0","0","17","39","10","0","0"
"1998-02-01 18:00:00.0","5","0","0","8","34","10","0","0"
"1998-02-01 18:10:00.0","0","0","0","18","39","10","0","0"
"1998-02-01 18:20:00.0","0","0","0","8","29","10","0","0"
"1998-02-01 18:30:00.0","4","0","0","17","42","10","0","0"
"1998-02-01 18:40:00.0","1","0","0","12","35","11","0","0"
"1998-02-01 18:50:00.0","0","0","0","14","35","10","0","0"
"1998-02-01 19:00:00.0","0","0","0","16","37","10","0","0"
"1998-02-01 19:10:00.0","6","0","0","9","36","10","0","0"
"1998-02-01 19:20:00.0","10","0","0","17","49","10","0","0"
"1998-02-01 19:30:00.0","19","0","0","9","46","11","0","0"
"1998-02-01 19:40:00.0","22","0","0","17","58","10","0","0"
"1998-02-01 19:50:00.0","19","0","0","8","46","10","0","0"
"1998-02-01 20:00:00.0","16","0","0","17","53","10","0","0"
"1998-02-01 20:10:00.0","14","0","0","11","45","10","0","0"
"1998-02-01 20:20:00.0","6","0","0","15","42","11","0","0"
"1998-02-01 20:30:00.0","0","0","0","16","80","32","0","0"
"1998-02-01 20:40:00.0","0","0","0","10","482","53","3","0"
"1998-02-01 20:50:00.0","5","25","0","14","121","5","16","0"
"1998-02-01 21:00:00.0","0","37","0","10","78","0","15","0"
"1998-02-01 21:10:00.0","0","27","0","15","71","0","15","0"
"1998-02-01 21:20:00.0","4","0","0","11","44","0","15","0"
"1998-02-01 21:30:00.0","1","0","0","7","212","0","15","0"
"1998-02-01 21:40:00.0","0","0","0","16","452","18","14","0"
"1998-02-01 21:50:00.0","0","0","0","8","399","0","15","0"
"1998-02-01 22:00:00.0","6","13","0","8","393","0","14","0"
"1998-02-01 22:10:00.0","0","0","0","16","253","7","10","0"
"1998-02-01 22:20:00.0","0","0","0","9","22","0","0","0"
"1998-02-01 22:30:00.0","4","0","0","13","31","0","0","0"
"1998-02-01 22:40:00.0","1","0","0","13","26","0","0","0"
"1998-02-01 22:50:00.0","18","0","0","17","47","0","0","0"
"1998-02-01 23:00:00.0","18","0","0","9","37","0","0","0"
"1998-02-01 23:10:00.0","24","0","0","17","51","0","0","0"
"1998-02-01 23:20:00.0","17","0","0","8","36","0","0","0"
"1998-02-01 23:30:00.0","16","0","0","8","35","0","0","0"
"1998-02-01 23:40:00.0","13","0","0","17","41","0","0","0"
"1998-02-01 23:50:00.0","0","0","0","8","21","0","0","0"
"1998-02-02 00:00:00.0","0","0","0","18","30","0","0","0"
"1998-02-02 00:10:00.0","3","0","0","8","25","0","0","0"
"1998-02-02 00:20:00.0","2","0","0","17","31","0","0","0"
"1998-02-02 00:30:00.0","0","0","0","8","21","0","0","0"
"1998-02-02 00:40:00.0","0","0","0","18","31","0","0","0"
"1998-02-02 00:50:00.0","5","0","0","8","26","0","0","0"
"1998-02-02 01:00:00.0","0","0","0","17","29","0","0","0"
"1998-02-02 01:10:00.0","0","0","0","8","21","0","0","0"
"1998-02-02 01:20:00.0","2","0","0","18","32","0","0","0"
"1998-02-02 01:30:00.0","3","0","0","8","25","0","0","0"
"1998-02-02 01:40:00.0","0","0","0","17","30","0","0","0"
"1998-02-02 01:50:00.0","0","0","0","8","21","0","0","0"
"1998-02-02 02:00:00.0","5","0","0","17","34","0","0","0"
"1998-02-02 02:10:00.0","3","0","0","8","24","0","0","0"
"1998-02-02 02:20:00.0","19","0","0","17","46","0","0","0"
"1998-02-02 02:30:00.0","18","0","0","8","36","0","0","0"
"1998-02-02 02:40:00.0","23","0","0","17","51","0","0","0"
"1998-02-02 02:50:00.0","17","0","0","8","35","0","0","0"
"1998-02-02 03:00:00.0","16","0","0","15","42","0","0","0"
"1998-02-02 03:10:00.0","4","0","0","10","27","0","0","0"
"1998-02-02 03:20:00.0","4","0","0","12","27","0","0","0"
"1998-02-02 03:30:00.0","0","0","0","14","27","0","0","0"
"1998-02-02 03:40:00.0","0","0","0","10","23","0","0","0"
"1998-02-02 03:50:00.0","5","0","0","15","32","0","0","0"
"1998-02-02 04:00:00.0","0","0","0","8","21","0","0","0"
"1998-02-02 04:10:00.0","0","0","0","16","48","20","0","0"
"1998-02-02 04:20:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 04:30:00.0","5","0","0","17","35","0","0","0"
"1998-02-02 04:40:00.0","0","0","0","8","21","0","0","0"
"1998-02-02 04:50:00.0","0","0","0","18","29","0","0","0"
"1998-02-02 05:00:00.0","0","0","0","7","21","0","0","0"
"1998-02-02 05:10:00.0","5","0","0","18","35","0","0","0"
"1998-02-02 05:20:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 05:30:00.0","0","0","0","16","29","0","0","0"
"1998-02-02 05:40:00.0","7","0","0","8","27","0","0","0"
"1998-02-02 05:50:00.0","23","0","0","18","51","0","0","0"
"1998-02-02 06:00:00.0","18","0","0","8","37","0","0","0"
"1998-02-02 06:10:00.0","18","0","0","18","46","0","0","0"
"1998-02-02 06:20:00.0","21","0","0","8","40","0","0","0"
"1998-02-02 06:30:00.0","17","0","0","18","66","20","0","0"
"1998-02-02 06:40:00.0","0","0","0","8","21","0","0","0"
"1998-02-02 06:50:00.0","0","0","0","17","30","0","0","0"
"1998-02-02 07:00:00.0","5","0","0","9","27","0","0","0"
"1998-02-02 07:10:00.0","0","0","0","18","31","0","0","0"
"1998-02-02 07:20:00.0","0","0","0","8","30","5","0","0"
"1998-02-02 07:30:00.0","0","0","28","17","91","14","0","0"
"1998-02-02 07:40:00.0","6","0","0","9","48","0","0","0"
"1998-02-02 07:50:00.0","0","0","25","16","80","4","0","0"
"1998-02-02 08:00:00.0","0","0","0","13","55","14","0","0"
"1998-02-02 08:10:00.0","3","0","0","12","31","1","0","0"
"1998-02-02 08:20:00.0","2","0","0","17","311","0","0","277"
"1998-02-02 08:30:00.0","0","0","0","8","340","0","0","315"
"1998-02-02 08:40:00.0","0","0","0","16","351","0","0","317"
"1998-02-02 08:50:00.0","5","0","0","8","345","0","0","314"
"1998-02-02 09:00:00.0","0","0","0","16","351","0","0","318"
"1998-02-02 09:10:00.0","5","0","0","8","356","0","0","325"
"1998-02-02 09:20:00.0","19","0","0","16","373","0","0","325"
"1998-02-02 09:30:00.0","23","0","0","8","370","0","0","323"
"1998-02-02 09:40:00.0","18","0","0","17","97","0","0","51"
"1998-02-02 09:50:00.0","16","0","0","8","49","0","0","14"
"1998-02-02 10:00:00.0","16","0","0","17","81","0","0","39"
"1998-02-02 10:10:00.0","6","0","0","8","61","0","0","38"
"1998-02-02 10:20:00.0","0","0","0","16","54","0","0","27"
"1998-02-02 10:30:00.0","0","0","0","8","63","0","0","44"
"1998-02-02 10:40:00.0","6","0","0","16","35","0","0","0"
"1998-02-02 10:50:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 11:00:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 11:10:00.0","1","0","0","17","31","0","0","0"
"1998-02-02 11:20:00.0","4","0","0","8","24","0","0","0"
"1998-02-02 11:30:00.0","0","0","0","16","28","0","0","0"
"1998-02-02 11:40:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 11:50:00.0","6","0","0","8","26","0","0","0"
"1998-02-02 12:00:00.0","0","0","0","17","29","0","0","0"
"1998-02-02 12:10:00.0","0","0","0","8","21","1","0","0"
"1998-02-02 12:20:00.0","6","0","0","8","28","1","0","0"
"1998-02-02 12:30:00.0","3","0","0","10","27","0","0","0"
"1998-02-02 12:40:00.0","19","0","0","15","43","0","0","0"
"1998-02-02 12:50:00.0","25","0","0","8","43","0","0","0"
"1998-02-02 13:00:00.0","17","0","0","16","44","0","0","0"
"1998-02-02 13:10:00.0","17","0","0","7","35","0","0","0"
"1998-02-02 13:20:00.0","23","0","0","16","52","4","0","0"
"1998-02-02 13:30:00.0","14","0","0","8","33","0","0","0"
"1998-02-02 13:40:00.0","0","0","0","16","28","0","0","0"
"1998-02-02 13:50:00.0","5","0","0","8","26","0","0","0"
"1998-02-02 14:00:00.0","0","0","0","17","29","0","0","0"
"1998-02-02 14:10:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 14:20:00.0","6","0","0","16","34","0","0","0"
"1998-02-02 14:30:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 14:40:00.0","0","0","0","11","23","0","0","0"
"1998-02-02 14:50:00.0","5","0","0","13","32","0","0","0"
"1998-02-02 15:00:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 15:10:00.0","0","0","0","15","28","0","0","0"
"1998-02-02 15:20:00.0","4","0","0","11","27","0","0","0"
"1998-02-02 15:30:00.0","2","0","0","8","22","0","0","0"
"1998-02-02 15:40:00.0","0","0","0","17","29","0","0","0"
"1998-02-02 15:50:00.0","0","0","0","8","23","0","0","0"
"1998-02-02 16:00:00.0","24","0","0","17","51","0","0","0"
"1998-02-02 16:10:00.0","18","0","0","8","37","0","0","0"
"1998-02-02 16:20:00.0","18","0","0","13","41","0","0","0"
"1998-02-02 16:30:00.0","23","0","0","12","44","0","0","0"
"1998-02-02 16:40:00.0","17","0","0","8","36","0","0","0"
"1998-02-02 16:50:00.0","13","0","0","17","42","0","0","0"
"1998-02-02 17:00:00.0","6","0","0","8","25","0","0","0"
"1998-02-02 17:10:00.0","0","0","0","17","29","0","0","0"
"1998-02-02 17:20:00.0","0","0","0","8","20","0","0","0"
"1998-02-02 17:30:00.0","6","0","35","16","86","0","5","0"
"1998-02-02 17:40:00.0","0","0","0","8","51","0","17","0"
"1998-02-02 17:50:00.0","0","0","0","17","60","0","17","0"
"1998-02-02 18:00:00.0","1","0","0","8","58","6","17","0"
"1998-02-02 18:10:00.0","4","0","0","19","104","33","17","0"
"1998-02-02 18:20:00.0","0","0","0","18","98","22","15","0"
"1998-02-02 18:30:00.0","0","0","0","17","96","23","16","0"
"1998-02-02 18:40:00.0","5","0","0","12","97","21","16","0"
"1998-02-02 18:50:00.0","0","0","0","13","84","21","14","0"
"1998-02-02 19:00:00.0","0","0","0","18","86","28","0","0"
"1998-02-02 19:10:00.0","11","0","0","17","121","24","0","0"
"1998-02-02 19:20:00.0","18","0","0","11","417","22","0","0"
"1998-02-02 19:30:00.0","18","0","0","14","422","19","0","0"
"1998-02-02 19:40:00.0","24","0","0","16","419","13","0","0"
"1998-02-02 19:50:00.0","16","0","0","14","100","14","0","0"
"1998-02-02 20:00:00.0","17","0","0","11","71","13","0","0"
"1998-02-02 20:10:00.0","14","0","0","16","86","14","10","0"
"1998-02-02 20:20:00.0","0","0","0","8","76","18","16","0"
"1998-02-02 20:30:00.0","0","0","0","16","93","24","14","0"
"1998-02-02 20:40:00.0","6","0","0","13","72","3","15","0"
"1998-02-02 20:50:00.0","0","23","0","12","73","1","14","0"
"1998-02-02 21:00:00.0","0","2","0","16","51","0","13","0"
"1998-02-02 21:10:00.0","11","20","0","8","66","0","13","0"
"1998-02-02 21:20:00.0","0","0","0","13","42","0","13","0"
"1998-02-02 21:30:00.0","0","0","0","11","41","0","13","0"
"1998-02-02 21:40:00.0","6","0","0","14","49","0","13","0"
"1998-02-02 21:50:00.0","0","0","0","10","40","0","13","0"
"1998-02-02 22:00:00.0","0","0","0","17","45","0","13","0"
"1998-02-02 22:10:00.0","5","0","0","8","43","0","13","0"
"1998-02-02 22:20:00.0","0","0","0","16","45","0","13","0"
"1998-02-02 22:30:00.0","8","0","0","8","46","0","13","0"
"1998-02-02 22:40:00.0","21","0","0","16","65","0","14","0"
"1998-02-02 22:50:00.0","21","0","0","8","56","0","13","0"
"1998-02-02 23:00:00.0","17","0","0","16","60","0","13","0"
"1998-02-02 23:10:00.0","16","0","0","8","52","0","13","0"
"1998-02-02 23:20:00.0","23","0","0","15","64","0","13","0"
"1998-02-02 23:30:00.0","2","0","0","14","42","4","4","0"
"1998-02-02 23:40:00.0","0","0","0","15","30","0","0","0"
"1998-02-02 23:50:00.0","6","0","0","16","37","0","0","0"
"1998-02-03 00:00:00.0","0","0","0","9","23","0","0","0"
"1998-02-03 00:10:00.0","0","0","0","16","30","0","0","0"
"1998-02-03 00:20:00.0","2","0","0","16","33","0","0","0"
"1998-02-03 00:30:00.0","3","0","0","9","27","0","0","0"
"1998-02-03 00:40:00.0","0","0","0","17","31","0","0","0"
"1998-02-03 00:50:00.0","1","0","0","12","28","0","0","0"
"1998-02-03 01:00:00.0","1","0","0","12","28","0","0","0"
"1998-02-03 01:10:00.0","2","0","0","14","30","0","0","0"
"1998-02-03 01:20:00.0","0","0","0","11","45","20","0","0"
"1998-02-03 01:30:00.0","0","0","0","17","32","0","0","0"
"1998-02-03 01:40:00.0","6","0","0","8","28","0","0","0"
"1998-02-03 01:50:00.0","1","0","0","17","33","0","0","0"
"1998-02-03 02:00:00.0","19","0","0","9","40","0","0","0"
"1998-02-03 02:10:00.0","20","0","0","16","49","0","0","0"
"1998-02-03 02:20:00.0","21","0","0","13","45","0","0","0"
"1998-02-03 02:30:00.0","16","0","0","11","40","0","0","0"
"1998-02-03 02:40:00.0","16","0","0","17","45","0","0","0"
"1998-02-03 02:50:00.0","10","0","0","8","31","0","0","0"
"1998-02-03 03:00:00.0","0","0","0","17","31","0","0","0"
"1998-02-03 03:10:00.0","0","0","0","7","23","0","0","0"
"1998-02-03 03:20:00.0","0","0","0","17","32","0","0","0"
"1998-02-03 03:30:00.0","5","0","0","14","32","0","0","0"
"1998-02-03 03:40:00.0","0","0","0","12","26","0","0","0"
"1998-02-03 03:50:00.0","0","0","0","17","32","0","0","0"
"1998-02-03 04:00:00.0","4","0","0","8","27","0","0","0"
"1998-02-03 04:10:00.0","1","0","0","17","33","0","0","0"
"1998-02-03 04:20:00.0","0","0","0","8","22","0","0","0"
"1998-02-03 04:30:00.0","0","0","0","17","32","0","0","0"
"1998-02-03 04:40:00.0","5","0","0","14","33","0","0","0"
"1998-02-03 04:50:00.0","0","0","0","11","43","16","0","0"
"1998-02-03 05:00:00.0","0","0","0","18","32","0","0","0"
"1998-02-03 05:10:00.0","0","0","0","8","23","0","0","0"
"1998-02-03 05:20:00.0","20","0","0","17","51","0","0","0"
"1998-02-03 05:30:00.0","18","0","0","8","57","19","0","0"
"1998-02-03 05:40:00.0","18","0","0","17","47","0","0","0"
"1998-02-03 05:50:00.0","17","0","0","15","44","0","0","0"
"1998-02-03 06:00:00.0","22","0","0","11","66","19","0","0"
"1998-02-03 06:10:00.0","8","0","0","18","40","0","0","0"
"1998-02-03 06:20:00.0","0","0","0","8","23","0","0","0"
"1998-02-03 06:30:00.0","2","0","0","18","35","0","0","0"
"1998-02-03 06:40:00.0","3","0","0","9","27","0","0","0"
"1998-02-03 06:50:00.0","0","0","0","16","38","8","0","0"
"1998-02-03 07:00:00.0","0","0","0","16","43","12","0","0"
"1998-02-03 07:10:00.0","5","0","0","10","29","0","0","0"
"1998-02-03 07:20:00.0","0","0","0","17","32","0","0","0"
"1998-02-03 07:30:00.0","0","0","0","8","35","2","0","0"
"1998-02-03 07:40:00.0","0","0","24","17","77","0","0","0"
"1998-02-03 07:50:00.0","6","0","0","8","47","3","0","0"
"1998-02-03 08:00:00.0","0","0","0","17","45","6","0","0"
"1998-02-03 08:10:00.0","0","0","0","9","37","1","0","13"
"1998-02-03 08:20:00.0","0","0","0","17","348","0","0","312"
"1998-02-03 08:30:00.0","5","0","0","10","357","0","0","321"
"1998-02-03 08:40:00.0","0","0","0","15","364","0","0","329"
"1998-02-03 08:50:00.0","17","0","0","11","369","0","0","322"
"1998-02-03 09:00:00.0","18","0","0","14","377","0","0","327"
"1998-02-03 09:10:00.0","24","0","0","10","380","0","0","330"
"1998-02-03 09:20:00.0","16","0","0","14","378","0","0","330"
"1998-02-03 09:30:00.0","17","0","0","9","365","0","0","322"
"1998-02-03 09:40:00.0","8","0","0","16","84","0","0","45"
"1998-02-03 09:50:00.0","3","0","0","11","44","0","0","16"
"1998-02-03 10:00:00.0","0","0","0","15","69","0","0","41"
"1998-02-03 10:10:00.0","0","0","0","9","63","0","0","40"
"1998-02-03 10:20:00.0","6","0","0","16","73","0","0","40"
"1998-02-03 10:30:00.0","0","0","0","8","63","0","0","40"
"1998-02-03 10:40:00.0","0","0","0","17","32","0","0","0"
"1998-02-03 10:50:00.0","0","0","0","8","24","0","0","0"
"1998-02-03 11:00:00.0","6","0","0","8","29","0","0","0"
"1998-02-03 11:10:00.0","0","0","0","8","23","0","0","0"
"1998-02-03 11:20:00.0","0","0","0","18","32","0","0","0"
"1998-02-03 11:30:00.0","6","0","0","8","29","0","0","0"
"1998-02-03 11:40:00.0","0","0","0","17","32","0","0","0"
"1998-02-03 11:50:00.0","0","0","0","8","23","0","0","0"
"1998-02-03 12:00:00.0","4","0","0","9","30","1","0","0"
"1998-02-03 12:10:00.0","18","0","69","17","120","0","0","0"
"1998-02-03 12:20:00.0","18","0","0","8","40","1","0","0"
"1998-02-03 12:30:00.0","25","0","13","10","68","0","6","0"
"1998-02-03 12:40:00.0","18","0","0","15","63","0","16","0"
"1998-02-03 12:50:00.0","16","0","0","8","56","0","17","0"
"1998-02-03 13:00:00.0","23","0","0","17","77","7","18","0"
"1998-02-03 13:10:00.0","4","0","0","7","43","0","18","0"
"1998-02-03 13:20:00.0","0","0","0","17","47","0","16","0"
"1998-02-03 13:30:00.0","5","0","0","10","40","0","9","0"
"1998-02-03 13:40:00.0","0","0","0","14","29","0","0","0"
"1998-02-03 13:50:00.0","0","0","0","8","23","0","0","0"
"1998-02-03 14:00:00.0","5","0","0","8","28","0","0","0"
"1998-02-03 14:10:00.0","0","0","0","17","31","0","0","0"
"1998-02-03 14:20:00.0","0","0","0","8","23","0","0","0"
"1998-02-03 14:30:00.0","5","0","0","15","35","0","0","0"
"1998-02-03 14:40:00.0","1","0","0","10","25","0","0","0"
"1998-02-03 14:50:00.0","0","0","0","16","31","0","0","0"
"1998-02-03 15:00:00.0","1","0","0","9","26","0","0","0"
"1998-02-03 15:10:00.0","4","0","0","9","27","0","0","0"
"1998-02-03 15:20:00.0","2","0","0","8","25","0","0","0"
"1998-02-03 15:30:00.0","19","0","0","9","42","0","0","0"
"1998-02-03 15:40:00.0","24","0","0","15","51","0","0","0"
"1998-02-03 15:50:00.0","18","0","0","8","39","0","0","0"
"1998-02-03 16:00:00.0","16","0","0","18","47","0","0","0"
"1998-02-03 16:10:00.0","16","0","0","2","16","7","0","0"
"1998-02-03 16:20:00.0","16","0","0","2","17","7","0","0"
"1998-02-03 16:30:00.0","13","0","0","17","40","0","0","0"
"1998-02-03 16:40:00.0","5","0","0","7","25","0","0","0"
"1998-02-03 16:50:00.0","0","0","48","15","77","0","0","0"
"1998-02-03 17:00:00.0","0","0","0","10","72","30","17","0"
"1998-02-03 17:10:00.0","5","0","0","19","157","42","17","0"
"1998-02-03 17:20:00.0","0","0","0","10","153","43","17","0"
"1998-02-03 17:30:00.0","0","0","0","14","93","43","16","0"
"1998-02-03 17:40:00.0","5","0","0","13","91","42","17","0"
"1998-02-03 17:50:00.0","1","0","0","11","85","41","18","0"
"1998-02-03 18:00:00.0","0","0","0","7","85","47","11","0"
"1998-02-03 18:10:00.0","0","0","0","16","66","21","0","0"
"1998-02-03 18:20:00.0","5","0","0","8","56","13","0","0"
"1998-02-03 18:30:00.0","0","0","0","15","58","13","0","0"
"1998-02-03 18:40:00.0","0","0","0","8","79","33","0","0"
"1998-02-03 18:50:00.0","5","0","0","16","95","32","2","0"
"1998-02-03 19:00:00.0","12","0","0","9","89","14","16","0"
"1998-02-03 19:10:00.0","18","0","0","15","101","13","16","0"
"1998-02-03 19:20:00.0","24","0","0","7","454","13","16","0"
"1998-02-03 19:30:00.0","17","0","0","14","797","30","9","0"
"1998-02-03 19:40:00.0","16","0","0","8","761","12","0","0"
"1998-02-03 19:50:00.0","22","0","0","14","699","13","0","0"
"1998-02-03 20:00:00.0","0","0","0","7","646","17","0","0"
"1998-02-03 20:10:00.0","0","0","0","8","543","13","0","0"
"1998-02-03 20:20:00.0","6","0","0","15","571","31","0","0"
"1998-02-03 20:30:00.0","0","0","0","7","570","31","0","0"
"1998-02-03 20:40:00.0","1","0","0","16","563","13","0","0"
"1998-02-03 20:50:00.0","5","0","0","7","423","15","0","0"
"1998-02-03 21:00:00.0","0","0","0","8","419","19","0","0"
"1998-02-03 21:10:00.0","3","0","0","16","467","12","0","0"
"1998-02-03 21:20:00.0","3","0","0","7","423","5","0","0"
"1998-02-03 21:30:00.0","0","0","0","14","439","15","0","0"
"1998-02-03 21:40:00.0","6","0","0","10","424","3","0","0"
"1998-02-03 21:50:00.0","0","0","0","16","418","0","0","0"
"1998-02-03 22:00:00.0","0","0","0","15","426","0","0","0"
"1998-02-03 22:10:00.0","12","0","0","7","429","0","0","0"
"1998-02-03 22:20:00.0","19","0","0","8","426","0","0","0"
"1998-02-03 22:30:00.0","19","0","0","15","413","0","0","0"
"1998-02-03 22:40:00.0","22","0","0","7","456","0","0","0"
"1998-02-03 22:50:00.0","16","0","0","14","430","0","0","0"
"1998-02-03 23:00:00.0","24","0","0","8","137","20","5","0"
"1998-02-03 23:10:00.0","8","0","0","15","419","0","14","0"
"1998-02-03 23:20:00.0","0","0","0","8","331","0","13","0"
"1998-02-03 23:30:00.0","5","0","0","16","227","0","9","0"
"1998-02-03 23:40:00.0","0","0","0","7","19","0","0","0"
"1998-02-03 23:50:00.0","1","0","0","16","29","0","0","0"
"1998-02-04 00:00:00.0","5","0","0","8","24","0","0","0"
"1998-02-04 00:10:00.0","0","0","0","16","29","0","0","0"
"1998-02-04 00:20:00.0","0","0","0","8","21","0","0","0"
"1998-02-04 00:30:00.0","5","0","0","16","32","0","0","0"
"1998-02-04 00:40:00.0","0","0","0","8","20","0","0","0"
"1998-02-04 00:50:00.0","0","0","0","16","28","0","0","0"
"1998-02-04 01:00:00.0","5","0","0","7","24","0","0","0"
"1998-02-04 01:10:00.0","0","0","0","15","27","0","0","0"
"1998-02-04 01:20:00.0","0","0","0","7","37","18","0","0"
"1998-02-04 01:30:00.0","6","0","0","16","33","0","0","0"
"1998-02-04 01:40:00.0","19","0","0","7","36","0","0","0"
"1998-02-04 01:50:00.0","18","0","0","15","42","0","0","0"
"1998-02-04 02:00:00.0","21","0","0","7","38","0","0","0"
"1998-02-04 02:10:00.0","18","0","0","15","42","0","0","0"
"1998-02-04 02:20:00.0","16","0","0","7","32","0","0","0"
