"Time","Chest freezer (Kitchen, 200l)","Clothes drier (without condenser) (3,2kW)","Dish washer (12 place setting)","Fridge (Kitchen, 200l)","Microwave oven (1,25kW)","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Washing machine (4,5kg, 2,2kW)"
"1998-01-22 17:40:00.0","0","0","0","10","0","0","0","106","54","0","0"
"1998-01-22 17:50:00.0","19","0","0","0","0","0","0","96","40","0","0"
"1998-01-22 18:00:00.0","19","0","0","10","0","0","0","90","40","0","0"
"1998-01-22 18:10:00.0","0","0","0","0","0","0","0","77","52","0","0"
"1998-01-22 18:20:00.0","0","0","0","0","0","0","0","91","51","0","0"
"1998-01-22 18:30:00.0","16","0","0","11","0","0","0","117","52","16","0"
"1998-01-22 18:40:00.0","18","0","0","0","0","0","0","116","49","18","0"
"1998-01-22 18:50:00.0","4","0","0","4","0","0","0","95","31","18","0"
"1998-01-22 19:00:00.0","0","0","0","6","0","0","0","62","14","18","0"
"1998-01-22 19:10:00.0","12","0","0","0","0","0","0","67","15","17","0"
"1998-01-22 19:20:00.0","19","0","0","11","0","0","0","98","15","17","0"
"1998-01-22 19:30:00.0","7","0","0","0","0","0","0","68","15","18","0"
"1998-01-22 19:40:00.0","0","0","0","1","0","0","0","56","15","16","0"
"1998-01-22 19:50:00.0","9","0","112","9","0","0","0","223","44","18","0"
"1998-01-22 20:00:00.0","19","0","222","0","0","0","0","332","32","18","0"
"1998-01-22 20:10:00.0","10","0","349","10","0","0","0","433","16","18","0"
"1998-01-22 20:20:00.0","0","0","333","0","0","0","0","397","14","18","0"
"1998-01-22 20:30:00.0","5","0","11","0","0","0","0","90","14","18","0"
"1998-01-22 20:40:00.0","19","0","255","11","0","0","0","339","10","18","0"
"1998-01-22 20:50:00.0","15","0","349","0","0","0","0","411","0","17","0"
"1998-01-22 21:00:00.0","0","0","214","4","0","0","0","272","0","17","0"
"1998-01-22 21:10:00.0","1","0","0","6","0","0","0","61","0","17","0"
"1998-01-22 21:20:00.0","20","0","0","0","0","0","0","60","0","17","0"
"1998-01-22 21:30:00.0","19","0","0","10","0","0","0","67","0","17","0"
"1998-01-22 21:40:00.0","3","0","0","0","0","0","0","54","1","17","0"
"1998-01-22 21:50:00.0","0","0","0","0","0","0","0","50","0","17","0"
"1998-01-22 22:00:00.0","15","0","0","10","0","0","0","65","0","17","0"
"1998-01-22 22:10:00.0","19","0","0","0","0","0","0","58","0","17","0"
"1998-01-22 22:20:00.0","6","0","0","0","0","0","0","65","0","16","0"
"1998-01-22 22:30:00.0","0","0","0","10","0","0","0","53","0","17","0"
"1998-01-22 22:40:00.0","11","0","0","0","0","0","0","49","4","8","0"
"1998-01-22 22:50:00.0","19","0","0","4","0","0","0","55","0","0","0"
"1998-01-22 23:00:00.0","10","0","0","6","0","0","0","54","0","0","0"
"1998-01-22 23:10:00.0","0","0","0","0","0","0","0","28","0","0","0"
"1998-01-22 23:20:00.0","7","0","0","8","0","0","0","43","0","0","0"
"1998-01-22 23:30:00.0","20","0","0","3","0","0","0","59","0","0","0"
"1998-01-22 23:40:00.0","13","0","0","0","0","0","0","44","0","0","0"
"1998-01-22 23:50:00.0","0","0","0","10","14","0","0","68","15","0","0"
"1998-01-23 00:00:00.0","2","0","0","0","0","0","0","52","23","0","0"
"1998-01-23 00:10:00.0","20","0","0","0","0","0","0","73","10","0","0"
"1998-01-23 00:20:00.0","18","0","0","10","0","0","0","52","0","0","0"
"1998-01-23 00:30:00.0","0","0","0","0","0","0","0","27","0","0","0"
"1998-01-23 00:40:00.0","0","0","0","0","0","0","0","35","0","0","0"
"1998-01-23 00:50:00.0","18","0","0","10","0","0","0","64","0","0","0"
"1998-01-23 01:00:00.0","19","0","0","0","0","0","0","40","0","0","0"
"1998-01-23 01:10:00.0","2","0","0","3","0","0","0","30","0","0","0"
"1998-01-23 01:20:00.0","0","0","0","7","0","0","0","47","0","0","0"
"1998-01-23 01:30:00.0","15","0","0","0","0","0","0","40","0","0","0"
"1998-01-23 01:40:00.0","19","0","0","6","0","0","0","47","0","0","0"
"1998-01-23 01:50:00.0","6","0","0","4","0","0","0","33","0","0","0"
"1998-01-23 02:00:00.0","0","0","0","0","0","0","0","41","0","0","0"
"1998-01-23 02:10:00.0","10","0","0","9","0","0","0","41","0","0","0"
"1998-01-23 02:20:00.0","19","0","0","1","0","0","0","42","0","0","0"
"1998-01-23 02:30:00.0","10","0","0","0","0","0","0","39","0","0","0"
"1998-01-23 02:40:00.0","0","0","0","11","0","0","0","45","0","0","0"
"1998-01-23 02:50:00.0","6","0","0","0","0","0","0","30","0","0","0"
"1998-01-23 03:00:00.0","20","0","0","0","0","0","0","40","0","0","0"
"1998-01-23 03:10:00.0","13","0","0","10","0","0","0","59","0","0","0"
"1998-01-23 03:20:00.0","0","0","0","0","0","0","0","28","0","0","0"
"1998-01-23 03:30:00.0","2","0","0","0","0","0","0","27","0","0","0"
"1998-01-23 03:40:00.0","20","0","0","10","0","0","0","51","0","0","0"
"1998-01-23 03:50:00.0","17","0","0","0","0","0","0","56","0","0","0"
"1998-01-23 04:00:00.0","0","0","0","0","0","0","0","24","0","0","0"
"1998-01-23 04:10:00.0","0","0","0","10","0","0","0","34","0","0","0"
"1998-01-23 04:20:00.0","19","0","0","0","0","0","0","47","0","0","0"
"1998-01-23 04:30:00.0","19","0","0","0","0","0","0","51","0","0","0"
"1998-01-23 04:40:00.0","1","0","0","10","0","0","0","36","0","0","0"
"1998-01-23 04:50:00.0","0","0","0","0","0","0","0","23","0","0","0"
"1998-01-23 05:00:00.0","15","0","0","0","0","0","0","51","0","0","0"
"1998-01-23 05:10:00.0","19","0","0","10","0","0","0","54","0","0","0"
"1998-01-23 05:20:00.0","5","0","0","0","0","0","0","28","0","0","0"
"1998-01-23 05:30:00.0","0","0","0","0","0","0","0","24","0","0","0"
"1998-01-23 05:40:00.0","11","0","0","10","0","0","0","62","0","0","0"
"1998-01-23 05:50:00.0","19","0","0","0","0","0","0","40","0","0","0"
"1998-01-23 06:00:00.0","8","0","0","0","0","0","0","31","0","0","0"
"1998-01-23 06:10:00.0","0","0","0","10","0","0","0","40","0","0","0"
"1998-01-23 06:20:00.0","8","0","0","0","0","0","0","43","0","0","0"
"1998-01-23 06:30:00.0","20","0","0","0","0","0","0","41","0","0","0"
"1998-01-23 06:40:00.0","11","0","0","10","0","0","0","44","0","0","0"
"1998-01-23 06:50:00.0","0","0","0","0","0","0","0","48","11","0","0"
"1998-01-23 07:00:00.0","4","0","0","1","0","0","0","53","20","0","0"
"1998-01-23 07:10:00.0","20","0","0","10","0","0","0","63","13","0","0"
"1998-01-23 07:20:00.0","14","0","0","0","41","0","0","103","23","0","0"
"1998-01-23 07:30:00.0","0","0","0","2","102","0","0","168","23","0","0"
"1998-01-23 07:40:00.0","1","0","0","8","0","0","0","63","31","0","0"
"1998-01-23 07:50:00.0","20","0","0","0","0","0","0","99","55","0","0"
"1998-01-23 08:00:00.0","17","0","0","6","0","0","0","142","52","15","0"
"1998-01-23 08:10:00.0","0","0","0","4","0","0","0","59","14","3","14"
"1998-01-23 08:20:00.0","0","0","0","0","0","0","0","44","0","0","21"
"1998-01-23 08:30:00.0","18","0","0","10","0","0","0","79","2","0","20"
"1998-01-23 08:40:00.0","18","0","0","1","0","0","0","72","2","0","18"
"1998-01-23 08:50:00.0","2","0","0","0","0","0","0","44","0","0","21"
"1998-01-23 09:00:00.0","0","0","0","10","0","0","0","61","0","0","29"
"1998-01-23 09:10:00.0","15","0","0","0","0","0","0","92","0","0","37"
"1998-01-23 09:20:00.0","19","0","0","0","0","0","0","92","0","0","53"
"1998-01-23 09:30:00.0","3","0","0","10","0","0","0","37","0","0","0"
"1998-01-23 09:40:00.0","0","0","0","0","0","0","0","34","0","0","0"
"1998-01-23 09:50:00.0","12","0","0","0","0","0","0","43","0","0","0"
"1998-01-23 10:00:00.0","19","0","0","11","0","0","0","50","0","0","0"
"1998-01-23 10:10:00.0","7","0","0","0","0","0","0","30","0","0","0"
"1998-01-23 10:20:00.0","0","0","0","0","0","0","0","45","4","0","0"
"1998-01-23 10:30:00.0","8","0","0","10","0","0","0","48","7","0","0"
"1998-01-23 10:40:00.0","20","0","0","0","0","0","0","47","5","0","0"
"1998-01-23 10:50:00.0","16","0","0","5","0","0","0","50","3","0","0"
"1998-01-23 11:00:00.0","0","0","0","5","0","0","0","50","10","0","0"
"1998-01-23 11:10:00.0","2","0","0","0","0","0","0","26","0","0","0"
"1998-01-23 11:20:00.0","20","0","0","11","0","0","0","51","0","0","0"
"1998-01-23 11:30:00.0","18","0","0","0","0","0","0","40","0","0","0"
"1998-01-23 11:40:00.0","1","0","0","0","0","0","0","37","5","0","0"
"1998-01-23 11:50:00.0","0","0","0","10","0","0","0","55","13","0","0"
"1998-01-23 12:00:00.0","19","0","0","0","11","0","0","66","13","0","0"
"1998-01-23 12:10:00.0","19","0","0","10","24","0","0","88","14","0","0"
"1998-01-23 12:20:00.0","14","0","0","0","0","0","0","50","13","0","0"
"1998-01-23 12:30:00.0","0","0","0","3","0","0","0","52","13","0","0"
"1998-01-23 12:40:00.0","5","0","0","9","0","0","0","44","3","0","0"
"1998-01-23 12:50:00.0","19","0","0","0","0","0","0","41","0","0","0"
"1998-01-23 13:00:00.0","18","0","0","10","0","0","0","59","0","0","0"
"1998-01-23 13:10:00.0","0","0","0","0","0","0","0","31","1","0","0"
"1998-01-23 13:20:00.0","0","0","0","7","54","0","0","93","0","6","0"
"1998-01-23 13:30:00.0","20","0","0","4","0","0","0","64","0","17","0"
"1998-01-23 13:40:00.0","18","0","0","0","0","0","0","58","5","9","0"
"1998-01-23 13:50:00.0","3","0","0","10","0","0","0","49","0","0","0"
"1998-01-23 14:00:00.0","0","0","0","0","0","0","0","25","0","0","0"
"1998-01-23 14:10:00.0","16","0","0","11","0","0","0","47","0","0","0"
"1998-01-23 14:20:00.0","19","0","0","0","0","0","0","40","0","0","0"
"1998-01-23 14:30:00.0","6","0","0","0","0","0","0","29","0","0","0"
"1998-01-23 14:40:00.0","0","0","0","10","0","0","0","35","0","0","0"
"1998-01-23 14:50:00.0","11","0","0","0","0","0","0","50","0","0","0"
"1998-01-23 15:00:00.0","20","0","0","5","0","0","0","46","0","0","0"
"1998-01-23 15:10:00.0","11","0","0","5","0","0","0","38","0","0","0"
"1998-01-23 15:20:00.0","0","0","0","0","0","0","0","24","0","0","0"
"1998-01-23 15:30:00.0","6","0","0","10","0","0","0","40","0","0","0"
"1998-01-23 15:40:00.0","19","0","0","0","0","0","0","57","0","0","0"
"1998-01-23 15:50:00.0","15","0","0","0","0","0","0","38","0","0","0"
"1998-01-23 16:00:00.0","0","0","0","11","0","0","0","34","0","0","0"
"1998-01-23 16:10:00.0","1","0","0","0","0","0","0","26","0","0","0"
"1998-01-23 16:20:00.0","21","0","0","2","0","0","0","44","0","0","0"
"1998-01-23 16:30:00.0","18","0","0","8","0","0","0","63","2","0","0"
"1998-01-23 16:40:00.0","0","0","0","0","0","0","0","41","14","0","0"
"1998-01-23 16:50:00.0","0","0","0","7","0","0","0","42","11","0","0"
"1998-01-23 17:00:00.0","18","0","0","3","0","0","0","56","1","0","0"
"1998-01-23 17:10:00.0","19","0","0","0","0","0","0","48","0","0","0"
"1998-01-23 17:20:00.0","3","0","0","10","0","0","0","54","15","0","0"
"1998-01-23 17:30:00.0","0","0","0","0","0","0","0","47","23","0","0"
"1998-01-23 17:40:00.0","14","0","0","0","0","0","0","77","34","0","0"
"1998-01-23 17:50:00.0","19","0","0","11","0","0","0","101","40","0","0"
"1998-01-23 18:00:00.0","7","0","0","0","0","0","0","78","31","16","0"
"1998-01-23 18:10:00.0","0","0","0","0","0","0","0","74","21","17","0"
"1998-01-23 18:20:00.0","9","0","0","10","0","0","0","91","21","17","0"
"1998-01-23 18:30:00.0","20","0","0","0","0","0","0","85","27","18","0"
"1998-01-23 18:40:00.0","13","0","0","4","0","0","0","107","46","18","0"
"1998-01-23 18:50:00.0","0","0","0","6","0","0","0","112","49","19","0"
"1998-01-23 19:00:00.0","4","0","0","0","80","0","0","161","33","18","0"
"1998-01-23 19:10:00.0","20","0","0","11","1","0","0","90","22","16","0"
"1998-01-23 19:20:00.0","18","0","0","0","0","0","0","89","21","17","0"
"1998-01-23 19:30:00.0","0","0","0","7","0","0","0","81","25","18","0"
"1998-01-23 19:40:00.0","0","0","85","4","0","0","0","163","32","17","0"
"1998-01-23 19:50:00.0","18","0","235","1","0","0","6","365","55","18","0"
"1998-01-23 20:00:00.0","19","0","343","9","0","0","10","447","4","18","0"
"1998-01-23 20:10:00.0","5","0","352","0","0","0","10","417","1","18","0"
"1998-01-23 20:20:00.0","0","0","20","10","0","0","11","87","0","19","0"
"1998-01-23 20:30:00.0","13","0","229","0","0","0","8","306","4","18","0"
"1998-01-23 20:40:00.0","19","0","351","3","0","0","0","416","3","1","0"
"1998-01-23 20:50:00.0","10","0","243","8","0","0","0","290","0","0","0"
"1998-01-23 21:00:00.0","0","0","0","0","0","0","0","25","0","0","0"
"1998-01-23 21:10:00.0","8","0","0","11","0","0","0","61","0","0","0"
"1998-01-23 21:20:00.0","19","0","0","0","0","0","0","42","0","0","0"
"1998-01-23 21:30:00.0","16","0","0","1","0","0","0","40","0","0","0"
"1998-01-23 21:40:00.0","0","0","0","9","0","0","0","38","0","0","0"
"1998-01-23 21:50:00.0","2","0","0","0","0","0","0","41","0","0","0"
"1998-01-23 22:00:00.0","20","0","0","11","0","0","2","63","2","4","0"
"1998-01-23 22:10:00.0","19","0","0","0","0","0","10","69","0","18","0"
"1998-01-23 22:20:00.0","1","0","0","0","0","0","11","69","0","18","0"
"1998-01-23 22:30:00.0","0","0","0","11","0","0","10","69","0","18","0"
"1998-01-23 22:40:00.0","17","0","0","0","0","0","10","69","0","18","0"
"1998-01-23 22:50:00.0","20","0","0","7","0","0","11","78","0","18","0"
"1998-01-23 23:00:00.0","6","0","0","3","0","0","10","79","0","18","0"
"1998-01-23 23:10:00.0","0","0","0","0","0","0","11","55","1","18","0"
"1998-01-23 23:20:00.0","12","0","0","11","0","0","10","74","0","18","0"
"1998-01-23 23:30:00.0","19","0","0","0","0","0","0","55","5","0","0"
"1998-01-23 23:40:00.0","11","0","0","3","0","0","0","46","0","0","0"
"1998-01-23 23:50:00.0","0","0","0","8","0","0","0","31","0","0","0"
"1998-01-24 00:00:00.0","7","0","0","0","0","0","0","31","0","0","0"
"1998-01-24 00:10:00.0","20","0","0","10","0","0","0","70","0","0","0"
"1998-01-24 00:20:00.0","14","0","0","0","0","0","0","37","0","0","0"
"1998-01-24 00:30:00.0","0","0","0","0","0","0","0","25","0","0","0"
"1998-01-24 00:40:00.0","3","0","0","11","0","0","0","43","0","0","0"
"1998-01-24 00:50:00.0","20","0","0","0","0","0","0","55","0","0","0"
"1998-01-24 01:00:00.0","18","0","0","5","0","0","0","45","0","0","0"
"1998-01-24 01:10:00.0","0","0","0","5","0","0","0","29","0","0","0"
"1998-01-24 01:20:00.0","0","0","0","0","0","0","0","41","0","0","0"
"1998-01-24 01:30:00.0","19","0","0","11","0","0","0","54","0","0","0"
"1998-01-24 01:40:00.0","19","0","0","0","0","0","0","41","0","0","0"
"1998-01-24 01:50:00.0","3","0","0","0","0","0","0","31","0","0","0"
"1998-01-24 02:00:00.0","0","0","0","10","0","0","0","47","0","0","0"
"1998-01-24 02:10:00.0","14","0","0","0","0","0","0","37","0","0","0"
"1998-01-24 02:20:00.0","19","0","0","6","0","0","0","45","0","0","0"
"1998-01-24 02:30:00.0","7","0","0","4","0","0","0","47","0","0","0"
"1998-01-24 02:40:00.0","0","0","0","0","0","0","0","28","0","0","0"
"1998-01-24 02:50:00.0","10","0","0","11","0","0","0","45","0","0","0"
"1998-01-24 03:00:00.0","20","0","0","0","0","0","0","43","0","0","0"
"1998-01-24 03:10:00.0","10","0","0","0","0","0","0","48","0","0","0"
"1998-01-24 03:20:00.0","0","0","0","10","0","0","0","35","0","0","0"
"1998-01-24 03:30:00.0","6","0","0","0","0","0","0","31","0","0","0"
"1998-01-24 03:40:00.0","20","0","0","3","0","0","0","59","0","0","0"
"1998-01-24 03:50:00.0","14","0","0","8","0","0","0","48","0","0","0"
"1998-01-24 04:00:00.0","0","0","0","0","0","0","0","24","0","0","0"
"1998-01-24 04:10:00.0","3","0","0","9","0","0","0","40","0","0","0"
"1998-01-24 04:20:00.0","20","0","0","1","0","0","0","59","0","0","0"
"1998-01-24 04:30:00.0","17","0","0","0","0","0","0","39","0","0","0"
"1998-01-24 04:40:00.0","0","0","0","11","0","0","0","35","0","0","0"
"1998-01-24 04:50:00.0","0","0","0","0","0","0","0","41","0","0","0"
"1998-01-24 05:00:00.0","20","0","0","0","0","0","0","45","0","0","0"
"1998-01-24 05:10:00.0","19","0","0","10","0","0","0","51","0","0","0"
"1998-01-24 05:20:00.0","1","0","0","0","0","0","0","32","0","0","0"
"1998-01-24 05:30:00.0","0","0","0","3","0","0","0","41","0","0","0"
"1998-01-24 05:40:00.0","16","0","0","8","0","0","0","46","0","0","0"
"1998-01-24 05:50:00.0","19","0","0","0","0","0","0","44","3","0","0"
"1998-01-24 06:00:00.0","5","0","0","8","0","0","0","57","1","0","0"
"1998-01-24 06:10:00.0","0","0","0","2","0","0","0","26","0","0","0"
"1998-01-24 06:20:00.0","12","0","0","0","0","0","0","36","0","0","0"
"1998-01-24 06:30:00.0","19","0","0","10","0","0","0","60","0","0","0"
"1998-01-24 06:40:00.0","9","0","0","0","0","0","0","41","0","0","0"
"1998-01-24 06:50:00.0","0","0","0","0","0","0","0","25","0","0","0"
"1998-01-24 07:00:00.0","8","0","0","11","0","0","0","44","1","0","0"
"1998-01-24 07:10:00.0","20","0","0","0","0","0","0","73","15","0","0"
"1998-01-24 07:20:00.0","13","0","0","0","0","0","0","48","12","0","0"
"1998-01-24 07:30:00.0","0","0","0","10","24","0","0","116","26","0","0"
"1998-01-24 07:40:00.0","3","0","0","0","48","0","0","240","34","0","0"
"1998-01-24 07:50:00.0","20","0","0","6","0","0","0","119","32","3","0"
"1998-01-24 08:00:00.0","17","0","0","5","0","0","0","87","31","0","0"
"1998-01-24 08:10:00.0","0","0","0","0","0","0","0","51","18","0","0"
"1998-01-24 08:20:00.0","0","0","0","10","0","0","0","61","13","0","0"
"1998-01-24 08:30:00.0","20","0","0","0","0","0","0","62","19","0","0"
"1998-01-24 08:40:00.0","19","0","0","0","0","0","0","63","23","0","0"
"1998-01-24 08:50:00.0","2","0","0","11","0","0","0","68","13","0","0"
"1998-01-24 09:00:00.0","0","0","0","0","0","0","0","37","13","0","0"
"1998-01-24 09:10:00.0","16","0","0","7","0","0","0","58","13","0","0"
"1998-01-24 09:20:00.0","19","0","0","3","0","0","0","107","13","0","0"
"1998-01-24 09:30:00.0","7","0","0","0","0","0","0","92","17","0","0"
"1998-01-24 09:40:00.0","0","0","0","11","0","0","0","57","22","0","0"
"1998-01-24 09:50:00.0","11","0","0","0","0","0","0","59","13","0","0"
"1998-01-24 10:00:00.0","19","0","0","0","0","0","0","68","13","0","0"
"1998-01-24 10:10:00.0","11","0","0","10","0","0","0","53","9","0","0"
"1998-01-24 10:20:00.0","0","0","0","2","0","0","0","33","2","0","0"
"1998-01-24 10:30:00.0","9","0","0","0","0","0","0","68","14","0","0"
"1998-01-24 10:40:00.0","20","0","0","0","0","0","0","55","14","0","0"
"1998-01-24 10:50:00.0","20","0","0","0","0","0","0","61","13","0","0"
"1998-01-24 11:00:00.0","18","0","0","0","0","0","0","112","9","0","48"
"1998-01-24 11:10:00.0","19","0","0","0","0","0","0","373","1","0","323"
"1998-01-24 11:20:00.0","18","0","0","0","0","0","0","393","0","0","344"
"1998-01-24 11:30:00.0","19","0","0","0","0","0","0","411","0","0","343"
"1998-01-24 11:40:00.0","19","0","0","0","0","0","0","212","3","0","160"
"1998-01-24 11:50:00.0","18","0","0","0","0","0","0","74","0","14","18"
"1998-01-24 12:00:00.0","19","0","0","0","0","0","0","89","0","17","22"
"1998-01-24 12:10:00.0","18","0","0","0","0","0","0","98","0","19","26"
"1998-01-24 12:20:00.0","19","0","0","0","0","0","0","101","0","18","41"
"1998-01-24 12:30:00.0","18","0","0","0","0","0","0","125","0","18","65"
"1998-01-24 12:40:00.0","19","0","0","0","0","0","0","81","0","18","0"
"1998-01-24 12:50:00.0","19","0","0","0","0","0","0","57","2","12","0"
"1998-01-24 13:00:00.0","18","0","0","0","0","0","0","39","0","0","0"
"1998-01-24 13:10:00.0","18","0","0","0","0","0","0","47","0","0","0"
"1998-01-24 13:20:00.0","19","0","0","0","0","0","0","51","0","0","0"
"1998-01-24 13:30:00.0","18","0","0","0","0","0","0","45","2","2","0"
"1998-01-24 13:40:00.0","18","0","0","0","0","0","0","72","12","19","0"
"1998-01-24 13:50:00.0","18","147","0","0","0","0","0","230","7","18","0"
"1998-01-24 14:00:00.0","18","326","0","0","0","0","0","401","0","16","0"
"1998-01-24 14:10:00.0","18","328","0","0","0","0","0","396","0","17","0"
"1998-01-24 14:20:00.0","18","325","0","0","0","0","0","393","0","17","0"
"1998-01-24 14:30:00.0","18","327","0","0","0","0","0","410","1","17","0"
"1998-01-24 14:40:00.0","18","328","0","0","0","0","0","401","0","17","0"
"1998-01-24 14:50:00.0","19","332","0","0","0","0","0","402","0","17","0"
"1998-01-24 15:00:00.0","16","333","0","0","0","0","0","400","1","16","0"
"1998-01-24 15:10:00.0","0","332","0","0","0","0","0","405","0","17","0"
"1998-01-24 15:20:00.0","9","335","0","0","0","0","0","399","0","18","0"
"1998-01-24 15:30:00.0","20","332","0","0","0","0","0","403","0","19","0"
"1998-01-24 15:40:00.0","18","330","0","0","0","0","0","409","0","18","0"
"1998-01-24 15:50:00.0","18","289","0","0","0","0","0","369","0","18","0"
"1998-01-24 16:00:00.0","1","24","0","0","0","0","0","76","7","17","0"
"1998-01-24 16:10:00.0","5","0","0","0","0","0","0","71","22","17","0"
"1998-01-24 16:20:00.0","20","0","0","0","0","0","0","99","21","18","0"
"1998-01-24 16:30:00.0","18","0","0","0","0","0","0","83","19","17","0"
"1998-01-24 16:40:00.0","13","0","0","0","0","0","0","62","8","18","0"
"1998-01-24 16:50:00.0","0","0","0","0","0","0","0","54","29","0","0"
"1998-01-24 17:00:00.0","10","0","0","0","0","0","0","88","35","0","0"
"1998-01-24 17:10:00.0","20","0","0","0","0","0","0","90","48","0","0"
"1998-01-24 17:20:00.0","18","0","0","0","0","0","0","89","50","0","0"
"1998-01-24 17:30:00.0","3","0","0","0","0","0","0","75","42","0","0"
"1998-01-24 17:40:00.0","3","0","0","0","0","0","0","74","34","0","0"
"1998-01-24 17:50:00.0","20","0","0","0","0","0","0","77","36","0","0"
"1998-01-24 18:00:00.0","18","0","0","0","0","0","0","74","35","0","0"
"1998-01-24 18:10:00.0","7","0","0","0","0","0","0","74","34","0","0"
"1998-01-24 18:20:00.0","0","0","0","0","0","0","0","67","34","0","0"
"1998-01-24 18:30:00.0","15","0","0","0","0","0","0","65","27","0","0"
"1998-01-24 18:40:00.0","19","0","0","0","0","0","0","62","22","0","0"
"1998-01-24 18:50:00.0","15","0","0","0","0","0","0","79","27","0","0"
"1998-01-24 19:00:00.0","0","0","0","0","0","0","0","62","35","0","0"
"1998-01-24 19:10:00.0","6","0","0","0","0","0","0","73","44","0","0"
"1998-01-24 19:20:00.0","19","0","0","0","0","0","0","97","52","0","0"
"1998-01-24 19:30:00.0","20","0","0","0","3","0","0","119","55","0","0"
"1998-01-24 19:40:00.0","18","0","0","0","128","0","0","222","54","0","0"
"1998-01-24 19:50:00.0","18","0","0","19","62","0","0","182","60","0","0"
"1998-01-24 20:00:00.0","11","0","0","9","0","0","0","112","54","0","0"
"1998-01-24 20:10:00.0","0","0","0","8","0","0","0","97","54","0","0"
"1998-01-24 20:20:00.0","10","0","0","8","0","0","0","102","54","0","0"
"1998-01-24 20:30:00.0","19","0","0","5","0","0","0","120","54","0","0"
"1998-01-24 20:40:00.0","16","0","0","8","0","0","0","104","47","9","0"
"1998-01-24 20:50:00.0","0","0","0","4","0","0","0","82","36","18","0"
"1998-01-24 21:00:00.0","3","0","0","8","0","0","0","109","35","19","0"
"1998-01-24 21:10:00.0","20","0","0","4","0","0","0","103","39","18","0"
"1998-01-24 21:20:00.0","19","0","0","7","56","0","0","153","30","18","0"
"1998-01-24 21:30:00.0","2","0","0","8","88","0","0","170","30","18","0"
"1998-01-24 21:40:00.0","0","0","0","5","0","0","0","83","22","18","0"
"1998-01-24 21:50:00.0","18","0","0","5","0","0","0","97","24","18","0"
"1998-01-24 22:00:00.0","19","0","0","4","0","0","0","86","23","18","0"
"1998-01-24 22:10:00.0","6","0","0","6","0","0","0","78","24","18","0"
"1998-01-24 22:20:00.0","0","0","0","5","0","0","0","79","23","18","0"
"1998-01-24 22:30:00.0","12","0","0","4","0","0","0","99","29","18","0"
"1998-01-24 22:40:00.0","20","0","0","5","0","0","0","101","36","19","0"
"1998-01-24 22:50:00.0","12","0","0","3","0","0","0","91","35","18","0"
"1998-01-24 23:00:00.0","0","0","0","5","0","0","0","94","35","18","0"
"1998-01-24 23:10:00.0","4","0","0","4","0","0","0","87","32","12","0"
"1998-01-24 23:20:00.0","20","0","0","3","0","0","0","67","22","0","0"
"1998-01-24 23:30:00.0","16","0","0","4","0","0","0","65","21","0","0"
"1998-01-24 23:40:00.0","0","0","0","5","0","0","0","64","24","0","0"
"1998-01-24 23:50:00.0","0","0","0","3","0","0","0","64","26","0","0"
"1998-01-25 00:00:00.0","20","0","0","3","0","0","0","81","35","0","0"
"1998-01-25 00:10:00.0","19","0","0","5","0","0","0","82","35","0","0"
"1998-01-25 00:20:00.0","0","0","0","3","0","0","0","67","26","0","0"
"1998-01-25 00:30:00.0","0","0","0","3","0","0","0","74","38","0","0"
"1998-01-25 00:40:00.0","17","0","0","4","0","0","0","89","46","0","0"
"1998-01-25 00:50:00.0","19","0","313","6","0","1","0","381","13","0","0"
"1998-01-25 01:00:00.0","14","0","227","3","0","0","0","291","0","0","0"
"1998-01-25 01:10:00.0","0","0","352","3","0","0","0","387","0","0","0"
"1998-01-25 01:20:00.0","7","0","144","6","0","0","0","187","0","0","0"
"1998-01-25 01:30:00.0","20","0","104","3","0","0","0","149","0","0","0"
"1998-01-25 01:40:00.0","18","0","354","3","0","0","0","424","0","0","0"
"1998-01-25 01:50:00.0","2","0","344","4","0","0","0","383","0","0","0"
"1998-01-25 02:00:00.0","0","0","76","5","0","0","0","108","0","0","0"
"1998-01-25 02:10:00.0","19","0","0","3","0","0","0","49","0","0","0"
"1998-01-25 02:20:00.0","19","0","0","3","0","0","0","57","0","0","0"
"1998-01-25 02:30:00.0","7","0","0","5","0","0","0","37","0","0","0"
"1998-01-25 02:40:00.0","0","0","0","4","0","0","0","29","0","0","0"
"1998-01-25 02:50:00.0","12","0","0","4","0","0","0","45","0","0","0"
"1998-01-25 03:00:00.0","19","0","0","3","0","0","0","56","0","0","0"
"1998-01-25 03:10:00.0","13","0","0","3","0","0","0","40","0","0","0"
"1998-01-25 03:20:00.0","0","0","0","6","0","0","0","30","0","0","0"
"1998-01-25 03:30:00.0","6","0","0","3","0","0","0","45","0","0","0"
"1998-01-25 03:40:00.0","20","0","0","3","0","0","0","53","0","0","0"
"1998-01-25 03:50:00.0","17","0","0","3","0","0","0","42","0","0","0"
"1998-01-25 04:00:00.0","0","0","0","3","0","0","0","29","0","0","0"
"1998-01-25 04:10:00.0","0","0","0","7","0","0","0","45","0","0","0"
"1998-01-25 04:20:00.0","20","0","0","3","0","0","0","51","0","0","0"
"1998-01-25 04:30:00.0","19","0","0","3","0","0","0","44","0","0","0"
