"Time","Clothes drier (without condenser) ()","Dish washer (12 place setting)","Microwave oven ()","Site consumption ()","Total site light consumption ()","Washing machine ()","Water heater ()"
"1998-02-21 01:00:00.0","0","0","0","25","0","0","0"
"1998-02-21 01:10:00.0","0","0","0","110","0","0","85"
"1998-02-21 01:20:00.0","0","0","0","131","0","0","104"
"1998-02-21 01:30:00.0","0","0","0","25","0","0","0"
"1998-02-21 01:40:00.0","0","0","0","26","0","0","0"
"1998-02-21 01:50:00.0","0","0","0","83","0","0","45"
"1998-02-21 02:00:00.0","0","0","0","193","0","0","136"
"1998-02-21 02:10:00.0","0","0","0","44","0","0","0"
"1998-02-21 02:20:00.0","0","0","0","42","0","0","0"
"1998-02-21 02:30:00.0","0","0","0","41","0","0","0"
"1998-02-21 02:40:00.0","0","0","0","42","0","0","0"
"1998-02-21 02:50:00.0","0","0","0","30","0","0","0"
"1998-02-21 03:00:00.0","0","0","0","26","0","0","0"
"1998-02-21 03:10:00.0","0","0","0","29","0","0","0"
"1998-02-21 03:20:00.0","0","0","0","82","0","0","40"
"1998-02-21 03:30:00.0","0","0","0","36","0","0","2"
"1998-02-21 03:40:00.0","0","0","0","40","0","0","14"
"1998-02-21 03:50:00.0","0","0","0","189","0","0","165"
"1998-02-21 04:00:00.0","0","0","0","27","0","0","0"
"1998-02-21 04:10:00.0","0","0","0","25","0","0","0"
"1998-02-21 04:20:00.0","0","0","0","30","0","0","0"
"1998-02-21 04:30:00.0","0","0","0","43","0","0","0"
"1998-02-21 04:40:00.0","0","0","0","45","0","0","0"
"1998-02-21 04:50:00.0","0","0","0","57","0","0","0"
"1998-02-21 05:00:00.0","0","0","0","53","0","0","0"
"1998-02-21 05:10:00.0","0","0","0","39","0","0","0"
"1998-02-21 05:20:00.0","0","0","0","26","0","0","0"
"1998-02-21 05:30:00.0","0","0","0","26","0","0","0"
"1998-02-21 05:40:00.0","0","0","0","27","2","0","0"
"1998-02-21 05:50:00.0","0","0","0","33","7","0","0"
"1998-02-21 06:00:00.0","0","0","0","33","7","0","0"
"1998-02-21 06:10:00.0","0","0","0","32","7","0","0"
"1998-02-21 06:20:00.0","0","0","0","44","7","0","0"
"1998-02-21 06:30:00.0","0","0","0","46","7","0","0"
"1998-02-21 06:40:00.0","0","0","0","35","7","0","0"
"1998-02-21 06:50:00.0","0","0","0","99","22","0","0"
"1998-02-21 07:00:00.0","0","0","0","83","30","0","0"
"1998-02-21 07:10:00.0","0","0","0","95","29","0","0"
"1998-02-21 07:20:00.0","0","0","0","96","30","0","0"
"1998-02-21 07:30:00.0","0","0","0","91","44","0","0"
"1998-02-21 07:40:00.0","0","0","0","91","49","0","0"
"1998-02-21 07:50:00.0","0","0","0","97","50","0","0"
"1998-02-21 08:00:00.0","0","0","0","76","36","0","0"
"1998-02-21 08:10:00.0","0","0","0","34","9","0","0"
"1998-02-21 08:20:00.0","0","0","0","25","0","0","0"
"1998-02-21 08:30:00.0","0","0","0","26","0","0","0"
"1998-02-21 08:40:00.0","0","0","0","26","0","0","0"
"1998-02-21 08:50:00.0","0","0","10","43","8","0","0"
"1998-02-21 09:00:00.0","0","0","24","80","31","0","0"
"1998-02-21 09:10:00.0","0","0","11","86","50","0","0"
"1998-02-21 09:20:00.0","0","0","0","120","64","0","0"
"1998-02-21 09:30:00.0","0","0","0","128","73","0","0"
"1998-02-21 09:40:00.0","0","0","0","49","6","0","0"
"1998-02-21 09:50:00.0","0","0","0","41","0","0","0"
"1998-02-21 10:00:00.0","0","0","0","39","0","0","0"
"1998-02-21 10:10:00.0","0","0","0","27","0","0","0"
"1998-02-21 10:20:00.0","0","0","0","25","2","0","0"
"1998-02-21 10:30:00.0","0","0","0","57","0","0","0"
"1998-02-21 10:40:00.0","0","0","0","116","0","0","0"
"1998-02-21 10:50:00.0","0","0","0","37","0","0","0"
"1998-02-21 11:00:00.0","0","0","0","38","0","0","0"
"1998-02-21 11:10:00.0","0","0","0","25","0","0","0"
"1998-02-21 11:20:00.0","0","0","0","24","0","0","0"
"1998-02-21 11:30:00.0","0","0","0","24","0","0","0"
"1998-02-21 11:40:00.0","0","0","0","34","0","0","0"
"1998-02-21 11:50:00.0","0","0","0","43","0","0","0"
"1998-02-21 12:00:00.0","0","0","0","52","0","0","0"
"1998-02-21 12:10:00.0","0","0","0","46","0","0","0"
"1998-02-21 12:20:00.0","0","0","0","54","0","0","0"
"1998-02-21 12:30:00.0","0","0","0","56","0","0","0"
"1998-02-21 12:40:00.0","0","0","0","38","0","0","0"
"1998-02-21 12:50:00.0","0","0","0","37","0","0","0"
"1998-02-21 13:00:00.0","0","0","0","35","0","0","0"
"1998-02-21 13:10:00.0","0","0","0","38","0","0","0"
"1998-02-21 13:20:00.0","0","0","0","38","0","0","0"
"1998-02-21 13:30:00.0","0","0","0","38","0","0","0"
"1998-02-21 13:40:00.0","0","0","0","39","0","0","0"
"1998-02-21 13:50:00.0","0","0","0","52","0","0","0"
"1998-02-21 14:00:00.0","0","0","0","50","0","0","0"
"1998-02-21 14:10:00.0","0","0","0","38","0","0","0"
"1998-02-21 14:20:00.0","0","0","0","43","0","0","0"
"1998-02-21 14:30:00.0","0","0","0","41","0","0","0"
"1998-02-21 14:40:00.0","0","0","0","40","0","0","0"
"1998-02-21 14:50:00.0","0","0","0","40","0","0","0"
"1998-02-21 15:00:00.0","0","0","0","40","0","0","0"
"1998-02-21 15:10:00.0","0","0","0","44","0","0","0"
"1998-02-21 15:20:00.0","0","0","0","51","0","0","0"
"1998-02-21 15:30:00.0","0","0","0","44","0","0","0"
"1998-02-21 15:40:00.0","0","0","0","37","0","0","0"
"1998-02-21 15:50:00.0","0","0","0","35","0","0","0"
"1998-02-21 16:00:00.0","0","0","0","34","0","0","0"
"1998-02-21 16:10:00.0","0","0","0","34","0","0","0"
"1998-02-21 16:20:00.0","0","0","0","36","0","0","0"
"1998-02-21 16:30:00.0","0","0","0","36","0","0","0"
"1998-02-21 16:40:00.0","0","0","0","49","3","0","0"
"1998-02-21 16:50:00.0","0","0","0","81","20","0","0"
"1998-02-21 17:00:00.0","0","0","0","115","0","0","0"
"1998-02-21 17:10:00.0","0","0","0","124","5","0","0"
"1998-02-21 17:20:00.0","0","0","0","100","17","0","0"
"1998-02-21 17:30:00.0","0","0","0","92","1","0","0"
"1998-02-21 17:40:00.0","0","0","0","209","5","166","0"
"1998-02-21 17:50:00.0","0","0","0","53","3","9","0"
"1998-02-21 18:00:00.0","0","0","0","59","0","9","0"
"1998-02-21 18:10:00.0","0","0","0","59","0","4","0"
"1998-02-21 18:20:00.0","0","0","0","69","17","4","0"
"1998-02-21 18:30:00.0","0","0","0","177","99","42","0"
"1998-02-21 18:40:00.0","0","0","0","157","86","38","0"
"1998-02-21 18:50:00.0","0","0","0","111","76","0","0"
"1998-02-21 19:00:00.0","0","0","0","122","77","0","0"
"1998-02-21 19:10:00.0","0","0","0","135","82","0","0"
"1998-02-21 19:20:00.0","0","0","0","166","101","0","0"
"1998-02-21 19:30:00.0","0","0","0","164","101","0","0"
"1998-02-21 19:40:00.0","0","0","0","146","92","0","0"
"1998-02-21 19:50:00.0","0","0","0","104","52","0","0"
"1998-02-21 20:00:00.0","0","0","0","93","47","0","0"
"1998-02-21 20:10:00.0","0","0","0","86","48","0","0"
"1998-02-21 20:20:00.0","0","0","0","97","56","0","0"
"1998-02-21 20:30:00.0","0","0","0","94","34","0","0"
"1998-02-21 20:40:00.0","0","0","0","104","50","0","0"
"1998-02-21 20:50:00.0","0","0","0","87","43","0","0"
"1998-02-21 21:00:00.0","0","0","0","40","1","0","0"
"1998-02-21 21:10:00.0","0","0","0","37","0","0","0"
"1998-02-21 21:20:00.0","0","0","0","55","0","0","0"
"1998-02-21 21:30:00.0","0","0","0","53","0","0","0"
"1998-02-21 21:40:00.0","0","0","0","54","0","0","0"
"1998-02-21 21:50:00.0","0","0","0","68","0","0","0"
"1998-02-21 22:00:00.0","0","0","0","165","0","0","100"
"1998-02-21 22:10:00.0","0","0","0","510","0","0","460"
"1998-02-21 22:20:00.0","0","0","0","494","0","0","459"
"1998-02-21 22:30:00.0","0","0","0","498","0","0","461"
"1998-02-21 22:40:00.0","0","0","0","497","0","0","461"
"1998-02-21 22:50:00.0","0","0","0","494","0","0","458"
"1998-02-21 23:00:00.0","0","0","0","493","2","0","458"
"1998-02-21 23:10:00.0","0","0","0","492","0","0","457"
"1998-02-21 23:20:00.0","0","0","0","498","0","0","459"
"1998-02-21 23:30:00.0","0","0","0","419","0","0","394"
"1998-02-21 23:40:00.0","0","0","0","214","0","0","189"
"1998-02-21 23:50:00.0","0","0","0","285","0","0","241"
"1998-02-22 00:00:00.0","0","0","0","496","0","0","454"
"1998-02-22 00:10:00.0","0","0","0","197","0","0","156"
"1998-02-22 00:20:00.0","0","0","0","40","0","0","0"
"1998-02-22 00:30:00.0","0","0","0","51","0","0","0"
"1998-02-22 00:40:00.0","0","0","0","47","0","0","0"
"1998-02-22 00:50:00.0","0","0","0","28","0","0","0"
"1998-02-22 01:00:00.0","0","0","0","25","0","0","0"
"1998-02-22 01:10:00.0","0","0","0","25","0","0","0"
"1998-02-22 01:20:00.0","0","0","0","26","0","0","0"
"1998-02-22 01:30:00.0","0","0","0","25","0","0","0"
"1998-02-22 01:40:00.0","0","0","0","25","0","0","0"
"1998-02-22 01:50:00.0","0","0","0","25","0","0","0"
"1998-02-22 02:00:00.0","0","0","0","39","0","0","0"
"1998-02-22 02:10:00.0","0","0","0","40","0","0","0"
"1998-02-22 02:20:00.0","0","0","0","45","0","0","0"
"1998-02-22 02:30:00.0","0","0","0","84","0","0","43"
"1998-02-22 02:40:00.0","0","0","0","87","0","0","46"
"1998-02-22 02:50:00.0","0","0","0","42","0","0","0"
"1998-02-22 03:00:00.0","0","0","0","40","0","0","0"
"1998-02-22 03:10:00.0","0","0","0","29","0","0","0"
"1998-02-22 03:20:00.0","0","0","0","37","0","0","0"
"1998-02-22 03:30:00.0","0","0","0","93","0","0","54"
"1998-02-22 03:40:00.0","0","0","0","27","0","0","0"
"1998-02-22 03:50:00.0","0","0","0","25","0","0","0"
"1998-02-22 04:00:00.0","0","0","0","25","0","0","0"
"1998-02-22 04:10:00.0","0","0","0","26","0","0","0"
"1998-02-22 04:20:00.0","0","0","0","25","0","0","0"
"1998-02-22 04:30:00.0","0","0","0","87","0","0","62"
"1998-02-22 04:40:00.0","0","0","0","26","0","0","0"
"1998-02-22 04:50:00.0","0","0","0","55","0","0","0"
"1998-02-22 05:00:00.0","0","0","0","57","0","0","0"
"1998-02-22 05:10:00.0","0","0","0","46","0","0","0"
"1998-02-22 05:20:00.0","0","0","0","41","0","0","0"
"1998-02-22 05:30:00.0","0","0","0","41","0","0","0"
"1998-02-22 05:40:00.0","0","0","0","30","0","0","0"
"1998-02-22 05:50:00.0","0","0","0","72","0","0","47"
"1998-02-22 06:00:00.0","0","0","0","25","0","0","0"
"1998-02-22 06:10:00.0","0","0","0","26","0","0","0"
"1998-02-22 06:20:00.0","0","0","0","41","0","0","0"
"1998-02-22 06:30:00.0","0","0","0","38","0","0","0"
"1998-02-22 06:40:00.0","0","0","0","25","0","0","0"
"1998-02-22 06:50:00.0","0","0","0","25","0","0","0"
"1998-02-22 07:00:00.0","0","0","0","26","0","0","0"
"1998-02-22 07:10:00.0","0","0","0","25","0","0","0"
"1998-02-22 07:20:00.0","0","0","0","44","0","0","0"
"1998-02-22 07:30:00.0","0","0","0","42","0","0","0"
"1998-02-22 07:40:00.0","0","0","0","45","0","0","0"
"1998-02-22 07:50:00.0","0","0","0","81","25","0","0"
"1998-02-22 08:00:00.0","0","0","22","168","50","0","0"
"1998-02-22 08:10:00.0","0","0","0","80","47","0","0"
"1998-02-22 08:20:00.0","79","0","0","154","47","0","0"
"1998-02-22 08:30:00.0","209","0","0","307","46","0","0"
"1998-02-22 08:40:00.0","226","0","0","297","34","0","0"
"1998-02-22 08:50:00.0","237","0","0","322","47","0","0"
"1998-02-22 09:00:00.0","209","0","0","290","39","0","0"
"1998-02-22 09:10:00.0","208","0","0","286","40","0","0"
"1998-02-22 09:20:00.0","207","0","0","300","40","0","0"
"1998-02-22 09:30:00.0","208","0","0","297","39","0","0"
"1998-02-22 09:40:00.0","221","0","0","301","39","0","0"
"1998-02-22 09:50:00.0","235","0","0","328","40","0","0"
"1998-02-22 10:00:00.0","48","0","0","141","39","0","0"
"1998-02-22 10:10:00.0","210","0","0","303","40","0","0"
"1998-02-22 10:20:00.0","79","0","0","171","40","0","0"
"1998-02-22 10:30:00.0","8","0","0","101","40","0","0"
"1998-02-22 10:40:00.0","0","0","0","72","18","0","0"
"1998-02-22 10:50:00.0","0","0","0","52","0","0","0"
"1998-02-22 11:00:00.0","0","0","0","49","7","0","0"
"1998-02-22 11:10:00.0","0","0","0","37","0","0","0"
"1998-02-22 11:20:00.0","0","0","0","37","0","0","0"
"1998-02-22 11:30:00.0","0","0","0","42","10","0","0"
"1998-02-22 11:40:00.0","0","0","0","49","23","0","0"
"1998-02-22 11:50:00.0","0","0","0","42","17","0","0"
"1998-02-22 12:00:00.0","0","0","0","48","17","0","0"
"1998-02-22 12:10:00.0","0","0","0","56","16","0","0"
"1998-02-22 12:20:00.0","0","0","0","101","30","0","0"
"1998-02-22 12:30:00.0","0","0","0","98","30","0","0"
"1998-02-22 12:40:00.0","0","0","0","95","29","0","0"
"1998-02-22 12:50:00.0","0","0","0","87","31","0","0"
"1998-02-22 13:00:00.0","0","0","0","72","31","0","0"
"1998-02-22 13:10:00.0","0","17","0","88","32","0","0"
"1998-02-22 13:20:00.0","0","306","0","390","27","0","0"
"1998-02-22 13:30:00.0","0","361","0","418","0","0","0"
"1998-02-22 13:40:00.0","0","360","0","404","0","0","0"
"1998-02-22 13:50:00.0","99","58","0","190","5","0","0"
"1998-02-22 14:00:00.0","251","22","0","296","0","0","0"
"1998-02-22 14:10:00.0","206","274","0","509","0","0","0"
"1998-02-22 14:20:00.0","114","355","0","505","0","0","0"
"1998-02-22 14:30:00.0","19","210","0","260","0","0","0"
"1998-02-22 14:40:00.0","0","0","0","36","0","0","0"
"1998-02-22 14:50:00.0","0","0","0","52","0","0","0"
"1998-02-22 15:00:00.0","0","0","0","46","0","0","0"
"1998-02-22 15:10:00.0","0","0","0","42","0","0","0"
"1998-02-22 15:20:00.0","0","0","0","50","7","0","0"
"1998-02-22 15:30:00.0","0","0","0","53","1","0","0"
"1998-02-22 15:40:00.0","0","0","0","46","0","0","0"
"1998-02-22 15:50:00.0","0","0","0","37","0","0","0"
"1998-02-22 16:00:00.0","0","0","0","45","0","0","0"
"1998-02-22 16:10:00.0","0","0","0","51","0","0","0"
"1998-02-22 16:20:00.0","0","0","0","42","0","0","0"
"1998-02-22 16:30:00.0","0","0","0","36","0","0","0"
"1998-02-22 16:40:00.0","0","0","0","41","4","0","0"
"1998-02-22 16:50:00.0","0","0","0","47","10","0","0"
"1998-02-22 17:00:00.0","0","0","0","40","2","0","0"
"1998-02-22 17:10:00.0","0","0","0","29","1","0","0"
"1998-02-22 17:20:00.0","0","0","0","45","5","0","0"
"1998-02-22 17:30:00.0","0","0","0","108","15","0","0"
"1998-02-22 17:40:00.0","0","0","0","152","27","3","0"
"1998-02-22 17:50:00.0","0","0","0","296","45","180","0"
"1998-02-22 18:00:00.0","0","0","0","127","43","7","0"
"1998-02-22 18:10:00.0","0","0","0","129","43","7","0"
"1998-02-22 18:20:00.0","0","0","0","89","19","4","0"
"1998-02-22 18:30:00.0","0","0","0","108","33","0","0"
"1998-02-22 18:40:00.0","0","0","0","143","64","0","0"
"1998-02-22 18:50:00.0","0","0","0","132","59","8","0"
"1998-02-22 19:00:00.0","0","0","0","126","59","45","0"
"1998-02-22 19:10:00.0","5","0","0","121","61","31","0"
"1998-02-22 19:20:00.0","0","0","0","103","76","0","0"
"1998-02-22 19:30:00.0","0","0","0","81","47","0","0"
"1998-02-22 19:40:00.0","0","0","0","99","47","0","0"
"1998-02-22 19:50:00.0","0","0","0","106","40","0","0"
"1998-02-22 20:00:00.0","0","0","0","68","0","0","0"
"1998-02-22 20:10:00.0","0","0","0","57","0","0","0"
"1998-02-22 20:20:00.0","0","0","0","51","0","0","0"
"1998-02-22 20:30:00.0","0","0","0","50","0","0","0"
"1998-02-22 20:40:00.0","0","0","0","38","0","0","0"
"1998-02-22 20:50:00.0","0","0","0","47","8","0","0"
"1998-02-22 21:00:00.0","0","0","0","36","0","0","0"
"1998-02-22 21:10:00.0","0","0","0","46","0","0","0"
"1998-02-22 21:20:00.0","0","0","0","51","0","0","0"
"1998-02-22 21:30:00.0","0","0","0","42","0","0","0"
"1998-02-22 21:40:00.0","0","0","0","36","0","0","0"
"1998-02-22 21:50:00.0","0","0","0","37","0","0","0"
"1998-02-22 22:00:00.0","0","0","0","135","0","0","99"
"1998-02-22 22:10:00.0","0","0","0","505","0","0","457"
"1998-02-22 22:20:00.0","0","0","0","512","0","0","459"
"1998-02-22 22:30:00.0","0","0","0","509","0","0","456"
"1998-02-22 22:40:00.0","0","0","0","512","1","0","455"
"1998-02-22 22:50:00.0","205","0","0","705","0","0","450"
"1998-02-22 23:00:00.0","207","0","0","698","0","0","453"
"1998-02-22 23:10:00.0","208","0","0","686","0","0","455"
"1998-02-22 23:20:00.0","209","0","0","682","0","0","448"
"1998-02-22 23:30:00.0","209","0","0","519","0","0","284"
"1998-02-22 23:40:00.0","233","0","0","414","0","0","154"
"1998-02-22 23:50:00.0","233","0","0","396","0","0","139"
"1998-02-23 00:00:00.0","204","0","0","640","0","0","407"
"1998-02-23 00:10:00.0","203","0","0","688","0","0","446"
"1998-02-23 00:20:00.0","209","0","0","464","0","0","222"
"1998-02-23 00:30:00.0","215","0","0","241","0","0","0"
"1998-02-23 00:40:00.0","187","0","0","222","0","0","0"
"1998-02-23 00:50:00.0","22","0","0","65","0","0","0"
"1998-02-23 01:00:00.0","0","0","0","41","0","0","0"
"1998-02-23 01:10:00.0","0","0","0","41","0","0","0"
"1998-02-23 01:20:00.0","0","0","0","41","0","0","0"
"1998-02-23 01:30:00.0","0","0","0","54","0","0","0"
"1998-02-23 01:40:00.0","0","0","0","39","0","0","0"
"1998-02-23 01:50:00.0","0","0","0","25","0","0","0"
"1998-02-23 02:00:00.0","0","0","0","25","0","0","0"
"1998-02-23 02:10:00.0","0","0","0","26","0","0","0"
"1998-02-23 02:20:00.0","0","0","0","28","4","0","0"
"1998-02-23 02:30:00.0","0","0","0","32","6","0","0"
"1998-02-23 02:40:00.0","0","0","0","32","7","0","0"
"1998-02-23 02:50:00.0","0","0","0","33","7","0","0"
"1998-02-23 03:00:00.0","0","0","0","41","7","0","0"
"1998-02-23 03:10:00.0","0","0","0","51","7","0","0"
"1998-02-23 03:20:00.0","0","0","0","54","7","0","0"
"1998-02-23 03:30:00.0","0","0","0","51","7","0","0"
"1998-02-23 03:40:00.0","0","0","0","48","7","0","0"
"1998-02-23 03:50:00.0","0","0","0","47","7","0","0"
"1998-02-23 04:00:00.0","0","0","0","48","8","0","0"
"1998-02-23 04:10:00.0","0","0","0","36","8","0","0"
"1998-02-23 04:20:00.0","0","0","0","35","7","0","0"
"1998-02-23 04:30:00.0","0","0","0","47","7","0","0"
"1998-02-23 04:40:00.0","0","0","0","41","7","0","0"
"1998-02-23 04:50:00.0","0","0","0","34","7","0","0"
"1998-02-23 05:00:00.0","0","0","0","33","8","0","0"
"1998-02-23 05:10:00.0","0","0","0","33","7","0","0"
"1998-02-23 05:20:00.0","0","0","0","33","7","0","0"
"1998-02-23 05:30:00.0","0","0","0","33","7","0","0"
"1998-02-23 05:40:00.0","0","0","0","34","7","0","0"
"1998-02-23 05:50:00.0","0","0","0","52","7","0","0"
"1998-02-23 06:00:00.0","0","0","0","60","7","0","0"
"1998-02-23 06:10:00.0","0","0","0","64","7","0","0"
"1998-02-23 06:20:00.0","0","0","0","51","7","0","0"
"1998-02-23 06:30:00.0","0","0","0","48","7","0","0"
"1998-02-23 06:40:00.0","0","0","0","53","16","0","0"
"1998-02-23 06:50:00.0","0","0","0","94","34","0","0"
"1998-02-23 07:00:00.0","0","0","11","70","35","0","0"
"1998-02-23 07:10:00.0","0","0","14","81","41","0","0"
"1998-02-23 07:20:00.0","0","0","0","86","58","0","0"
"1998-02-23 07:30:00.0","0","0","0","91","53","0","0"
"1998-02-23 07:40:00.0","0","0","0","73","39","0","0"
"1998-02-23 07:50:00.0","0","0","0","74","50","0","0"
"1998-02-23 08:00:00.0","0","0","0","74","49","0","0"
"1998-02-23 08:10:00.0","0","0","0","41","17","0","0"
"1998-02-23 08:20:00.0","0","0","0","40","0","0","0"
"1998-02-23 08:30:00.0","0","0","0","45","0","0","0"
"1998-02-23 08:40:00.0","27","0","0","86","5","0","0"
"1998-02-23 08:50:00.0","205","0","0","523","30","225","0"
"1998-02-23 09:00:00.0","205","0","0","664","38","346","0"
"1998-02-23 09:10:00.0","204","0","0","628","32","344","0"
"1998-02-23 09:20:00.0","210","0","0","601","17","343","0"
"1998-02-23 09:30:00.0","240","0","0","611","1","341","0"
"1998-02-23 09:40:00.0","205","0","0","368","0","134","0"
"1998-02-23 09:50:00.0","205","0","0","250","0","21","0"
"1998-02-23 10:00:00.0","165","0","0","204","0","14","0"
"1998-02-23 10:10:00.0","25","0","0","81","0","34","0"
"1998-02-23 10:20:00.0","0","0","0","40","0","16","0"
"1998-02-23 10:30:00.0","0","0","0","68","0","39","0"
"1998-02-23 10:40:00.0","0","0","0","95","0","60","0"
"1998-02-23 10:50:00.0","0","0","0","55","13","0","0"
"1998-02-23 11:00:00.0","0","0","0","83","29","0","0"
"1998-02-23 11:10:00.0","0","0","0","83","29","0","0"
"1998-02-23 11:20:00.0","0","0","0","83","29","0","0"
"1998-02-23 11:30:00.0","0","0","0","80","30","0","0"
"1998-02-23 11:40:00.0","0","0","0","97","35","0","0"
"1998-02-23 11:50:00.0","0","0","0","103","55","0","0"
"1998-02-23 12:00:00.0","0","0","0","97","59","0","0"
"1998-02-23 12:10:00.0","0","0","0","92","58","0","0"
"1998-02-23 12:20:00.0","0","0","0","76","38","0","0"
"1998-02-23 12:30:00.0","0","0","0","40","3","0","0"
"1998-02-23 12:40:00.0","0","0","0","38","2","0","0"
"1998-02-23 12:50:00.0","0","0","0","38","0","0","0"
"1998-02-23 13:00:00.0","21","0","0","59","0","0","0"
"1998-02-23 13:10:00.0","0","0","0","55","21","0","0"
"1998-02-23 13:20:00.0","0","0","0","56","0","0","0"
"1998-02-23 13:30:00.0","0","0","0","46","0","0","0"
"1998-02-23 13:40:00.0","0","0","0","41","0","0","0"
"1998-02-23 13:50:00.0","0","0","0","39","0","0","0"
"1998-02-23 14:00:00.0","0","0","0","40","0","0","0"
"1998-02-23 14:10:00.0","0","0","0","29","0","0","0"
"1998-02-23 14:20:00.0","0","0","0","24","0","0","0"
"1998-02-23 14:30:00.0","0","0","0","30","0","0","0"
"1998-02-23 14:40:00.0","0","0","0","40","0","0","0"
"1998-02-23 14:50:00.0","0","0","0","31","0","0","0"
"1998-02-23 15:00:00.0","0","0","0","24","0","0","0"
"1998-02-23 15:10:00.0","0","0","0","24","0","0","0"
"1998-02-23 15:20:00.0","0","0","0","32","5","0","0"
"1998-02-23 15:30:00.0","0","0","0","49","24","0","0"
"1998-02-23 15:40:00.0","0","0","0","61","15","0","0"
"1998-02-23 15:50:00.0","202","0","0","290","34","0","0"
"1998-02-23 16:00:00.0","204","0","0","291","41","0","0"
"1998-02-23 16:10:00.0","64","0","0","142","36","0","0"
"1998-02-23 16:20:00.0","0","0","0","82","30","0","0"
"1998-02-23 16:30:00.0","0","0","0","70","29","0","0"
"1998-02-23 16:40:00.0","0","0","0","58","30","0","0"
"1998-02-23 16:50:00.0","0","0","0","88","64","0","0"
"1998-02-23 17:00:00.0","0","0","0","115","77","0","0"
"1998-02-23 17:10:00.0","0","0","0","101","58","0","0"
"1998-02-23 17:20:00.0","0","0","0","85","60","0","0"
"1998-02-23 17:30:00.0","0","0","0","108","84","0","0"
"1998-02-23 17:40:00.0","0","0","0","95","61","0","0"
"1998-02-23 17:50:00.0","0","0","0","92","54","0","0"
"1998-02-23 18:00:00.0","0","0","0","96","58","0","0"
"1998-02-23 18:10:00.0","0","0","0","114","59","0","0"
"1998-02-23 18:20:00.0","0","0","0","113","57","0","0"
"1998-02-23 18:30:00.0","0","0","0","145","77","0","0"
"1998-02-23 18:40:00.0","0","0","0","139","75","0","0"
"1998-02-23 18:50:00.0","0","0","0","132","81","0","0"
"1998-02-23 19:00:00.0","0","0","0","102","67","0","0"
"1998-02-23 19:10:00.0","0","0","0","87","46","0","0"
"1998-02-23 19:20:00.0","0","0","0","75","51","0","0"
"1998-02-23 19:30:00.0","0","0","0","68","46","0","0"
"1998-02-23 19:40:00.0","0","0","0","113","70","0","0"
"1998-02-23 19:50:00.0","0","0","0","122","72","0","0"
"1998-02-23 20:00:00.0","0","0","0","71","30","0","0"
"1998-02-23 20:10:00.0","0","0","0","66","23","0","0"
"1998-02-23 20:20:00.0","0","0","0","35","0","0","0"
"1998-02-23 20:30:00.0","0","0","0","41","0","0","0"
"1998-02-23 20:40:00.0","0","0","0","53","0","0","0"
"1998-02-23 20:50:00.0","0","0","0","53","0","0","0"
"1998-02-23 21:00:00.0","0","0","0","60","0","0","0"
"1998-02-23 21:10:00.0","0","0","0","64","0","0","0"
"1998-02-23 21:20:00.0","0","0","0","56","0","0","0"
"1998-02-23 21:30:00.0","0","0","0","37","0","0","0"
"1998-02-23 21:40:00.0","0","0","0","34","0","0","0"
"1998-02-23 21:50:00.0","0","0","0","35","0","0","0"
"1998-02-23 22:00:00.0","0","0","0","36","0","0","0"
"1998-02-23 22:10:00.0","0","0","0","37","0","0","0"
"1998-02-23 22:20:00.0","0","0","0","35","0","0","0"
"1998-02-23 22:30:00.0","0","0","0","45","0","0","0"
"1998-02-23 22:40:00.0","0","0","0","50","0","0","0"
"1998-02-23 22:50:00.0","0","0","0","38","1","0","0"
"1998-02-23 23:00:00.0","0","0","0","29","0","0","0"
"1998-02-23 23:10:00.0","0","0","0","42","0","0","0"
"1998-02-23 23:20:00.0","0","0","0","42","0","0","0"
"1998-02-23 23:30:00.0","0","0","0","39","0","0","0"
"1998-02-23 23:40:00.0","0","0","0","39","0","0","0"
"1998-02-23 23:50:00.0","0","0","0","42","0","0","0"
"1998-02-24 00:00:00.0","0","0","0","141","0","0","103"
"1998-02-24 00:10:00.0","0","0","0","487","0","0","456"
"1998-02-24 00:20:00.0","0","0","0","479","0","0","455"
"1998-02-24 00:30:00.0","0","0","0","482","0","0","459"
"1998-02-24 00:40:00.0","0","0","0","480","0","0","458"
"1998-02-24 00:50:00.0","0","0","0","411","0","0","389"
"1998-02-24 01:00:00.0","0","0","0","209","0","0","184"
"1998-02-24 01:10:00.0","0","0","0","484","0","0","461"
"1998-02-24 01:20:00.0","0","0","0","300","0","0","277"
"1998-02-24 01:30:00.0","0","0","0","41","0","0","0"
"1998-02-24 01:40:00.0","0","0","0","57","0","0","0"
"1998-02-24 01:50:00.0","0","0","0","43","0","0","0"
"1998-02-24 02:00:00.0","0","0","0","40","0","0","0"
"1998-02-24 02:10:00.0","0","0","0","82","0","0","43"
"1998-02-24 02:20:00.0","0","0","0","80","0","0","40"
"1998-02-24 02:30:00.0","0","0","0","23","0","0","0"
"1998-02-24 02:40:00.0","0","0","0","64","0","0","41"
"1998-02-24 02:50:00.0","0","0","0","25","0","0","0"
"1998-02-24 03:00:00.0","0","0","0","192","0","0","155"
"1998-02-24 03:10:00.0","0","0","0","77","0","0","40"
"1998-02-24 03:20:00.0","0","0","0","25","0","0","0"
"1998-02-24 03:30:00.0","0","0","0","25","0","0","0"
"1998-02-24 03:40:00.0","0","0","0","24","0","0","0"
