"Time","Electric Cooker (hot plate+oven) ()","Fridge freezer (267l/48l)","Microwave oven (1,2kW)","Non halogen lamp 1 (0,5kW)","Site consumption ()","Total site light consumption ()","TV (70cm)","TV ()","Vertical freezer (288l)","Washing machine (800rpm)"
"1999-02-04 21:30:00.0","0","18","24","11","105","18","10","0","0","0"
"1999-02-04 21:40:00.0","0","2","0","10","65","7","11","0","19","0"
"1999-02-04 21:50:00.0","0","2","0","10","68","7","10","0","24","0"
"1999-02-04 22:00:00.0","0","11","0","11","62","7","10","0","7","0"
"1999-02-04 22:10:00.0","0","23","0","10","67","7","11","0","0","0"
"1999-02-04 22:20:00.0","0","11","0","10","63","7","10","0","0","0"
"1999-02-04 22:30:00.0","0","2","0","11","62","7","11","0","0","0"
"1999-02-04 22:40:00.0","0","2","0","10","64","16","12","0","0","0"
"1999-02-04 22:50:00.0","0","18","0","10","82","17","10","0","0","0"
"1999-02-04 23:00:00.0","0","23","0","11","91","17","12","0","7","0"
"1999-02-04 23:10:00.0","0","5","0","10","78","4","11","0","25","0"
"1999-02-04 23:20:00.0","0","2","0","10","58","0","12","0","18","0"
"1999-02-04 23:30:00.0","0","2","0","10","42","0","11","0","0","0"
"1999-02-04 23:40:00.0","0","23","0","11","56","0","7","0","0","0"
"1999-02-04 23:50:00.0","0","21","0","10","48","0","0","0","0","0"
"1999-02-05 00:00:00.0","0","2","0","10","29","0","0","0","0","0"
"1999-02-05 00:10:00.0","0","2","0","11","29","0","0","0","0","0"
"1999-02-05 00:20:00.0","0","3","0","10","28","0","0","0","0","0"
"1999-02-05 00:30:00.0","0","25","0","10","50","0","0","0","0","0"
"1999-02-05 00:40:00.0","0","18","0","10","52","0","0","0","10","0"
"1999-02-05 00:50:00.0","0","2","0","11","51","0","0","0","25","0"
"1999-02-05 01:00:00.0","0","2","0","10","40","0","0","0","14","0"
"1999-02-05 01:10:00.0","0","4","0","10","31","0","0","0","0","0"
"1999-02-05 01:20:00.0","0","25","0","10","49","0","0","0","0","0"
"1999-02-05 01:30:00.0","0","15","0","10","40","0","0","0","0","0"
"1999-02-05 01:40:00.0","0","2","0","10","29","0","0","0","0","0"
"1999-02-05 01:50:00.0","0","2","0","10","28","0","0","0","0","0"
"1999-02-05 02:00:00.0","0","6","0","11","31","0","0","0","0","0"
"1999-02-05 02:10:00.0","0","24","0","10","49","0","0","0","0","0"
"1999-02-05 02:20:00.0","0","14","0","10","51","0","0","0","13","0"
"1999-02-05 02:30:00.0","0","2","0","10","51","0","0","0","24","0"
"1999-02-05 02:40:00.0","0","2","0","10","36","0","0","0","9","0"
"1999-02-05 02:50:00.0","0","6","0","10","32","0","0","0","0","0"
"1999-02-05 03:00:00.0","0","25","0","11","49","0","0","0","0","0"
"1999-02-05 03:10:00.0","0","13","0","10","39","0","0","0","0","0"
"1999-02-05 03:20:00.0","0","2","0","10","28","0","0","0","0","0"
"1999-02-05 03:30:00.0","0","2","0","10","29","0","0","0","0","0"
"1999-02-05 03:40:00.0","0","5","0","10","32","0","0","0","0","0"
"1999-02-05 03:50:00.0","0","25","0","11","49","0","0","0","0","0"
"1999-02-05 04:00:00.0","0","13","24","10","88","12","0","0","14","0"
"1999-02-05 04:10:00.0","0","2","0","10","62","11","0","0","24","0"
"1999-02-05 04:20:00.0","0","2","0","10","60","25","0","0","7","0"
"1999-02-05 04:30:00.0","0","9","0","10","50","15","0","0","0","0"
"1999-02-05 04:40:00.0","0","24","0","11","49","0","0","0","0","0"
"1999-02-05 04:50:00.0","0","10","0","10","35","0","0","0","0","0"
"1999-02-05 05:00:00.0","0","2","0","10","29","0","0","0","0","0"
"1999-02-05 05:10:00.0","0","2","0","10","28","0","0","0","0","0"
"1999-02-05 05:20:00.0","0","7","0","10","34","1","0","0","0","0"
"1999-02-05 05:30:00.0","0","25","23","10","86","13","0","0","0","0"
"1999-02-05 05:40:00.0","0","13","0","10","72","12","2","0","19","0"
"1999-02-05 05:50:00.0","0","2","0","10","79","20","10","0","21","0"
"1999-02-05 06:00:00.0","0","2","0","10","66","20","10","0","0","0"
"1999-02-05 06:10:00.0","0","2","0","10","76","19","11","0","0","0"
"1999-02-05 06:20:00.0","0","24","0","10","223","30","12","0","0","0"
"1999-02-05 06:30:00.0","0","19","0","10","109","21","11","0","0","0"
"1999-02-05 06:40:00.0","0","2","0","10","88","21","11","0","0","0"
"1999-02-05 06:50:00.0","0","2","0","10","82","26","11","0","0","0"
"1999-02-05 07:00:00.0","0","2","0","11","85","30","11","0","0","0"
"1999-02-05 07:10:00.0","0","18","0","10","118","32","11","0","23","0"
"1999-02-05 07:20:00.0","0","24","0","9","111","29","11","0","24","0"
"1999-02-05 07:30:00.0","0","7","39","0","103","27","11","0","0","0"
"1999-02-05 07:40:00.0","0","2","0","0","61","29","11","0","0","0"
"1999-02-05 07:50:00.0","0","2","22","0","88","33","12","0","0","0"
"1999-02-05 08:00:00.0","0","19","0","0","102","46","12","0","0","0"
"1999-02-05 08:10:00.0","0","22","0","0","80","26","6","0","0","0"
"1999-02-05 08:20:00.0","0","2","0","0","42","22","0","0","0","0"
"1999-02-05 08:30:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-05 08:40:00.0","0","2","0","0","21","0","0","0","3","0"
"1999-02-05 08:50:00.0","0","15","0","0","54","0","0","0","25","0"
"1999-02-05 09:00:00.0","0","24","0","0","53","0","0","0","17","0"
"1999-02-05 09:10:00.0","0","5","0","0","22","0","0","0","0","0"
"1999-02-05 09:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-05 09:30:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-05 09:40:00.0","0","6","0","0","24","0","0","0","0","0"
"1999-02-05 09:50:00.0","0","24","0","0","39","0","0","0","0","0"
"1999-02-05 10:00:00.0","0","12","0","0","28","0","0","0","0","0"
"1999-02-05 10:10:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-05 10:20:00.0","0","1","0","0","30","0","0","0","11","0"
"1999-02-05 10:30:00.0","0","2","0","0","40","0","0","0","25","0"
"1999-02-05 10:40:00.0","0","23","0","0","43","0","0","0","5","0"
"1999-02-05 10:50:00.0","0","19","0","0","35","0","0","0","0","0"
"1999-02-05 11:00:00.0","0","1","0","0","18","0","0","0","0","0"
"1999-02-05 11:10:00.0","0","0","0","0","19","0","0","0","0","0"
"1999-02-05 11:20:00.0","0","0","0","0","18","0","0","0","0","0"
"1999-02-05 11:30:00.0","0","12","0","0","30","0","0","0","0","0"
"1999-02-05 11:40:00.0","0","24","0","0","69","21","8","0","0","0"
"1999-02-05 11:50:00.0","0","6","0","0","90","45","10","0","9","0"
"1999-02-05 12:00:00.0","0","2","0","0","120","46","11","0","24","21"
"1999-02-05 12:10:00.0","0","3","0","0","409","37","12","0","4","333"
"1999-02-05 12:20:00.0","0","13","0","0","385","52","12","0","0","281"
"1999-02-05 12:30:00.0","0","24","0","0","265","79","10","0","0","73"
"1999-02-05 12:40:00.0","0","16","0","0","303","63","11","0","0","22"
"1999-02-05 12:50:00.0","0","2","15","0","171","67","11","0","0","14"
"1999-02-05 13:00:00.0","0","2","0","0","117","59","11","0","0","16"
"1999-02-05 13:10:00.0","0","2","20","0","112","37","11","0","0","16"
"1999-02-05 13:20:00.0","0","21","0","0","72","7","11","0","0","14"
"1999-02-05 13:30:00.0","0","19","0","0","74","6","11","0","24","0"
"1999-02-05 13:40:00.0","0","2","0","0","193","6","12","0","17","136"
"1999-02-05 13:50:00.0","0","2","0","0","390","0","10","0","0","350"
"1999-02-05 14:00:00.0","0","4","0","0","213","4","11","0","0","161"
"1999-02-05 14:10:00.0","0","25","0","0","91","3","11","0","0","13"
"1999-02-05 14:20:00.0","0","15","0","0","84","18","10","0","0","8"
"1999-02-05 14:30:00.0","0","2","0","0","71","16","11","0","0","3"
"1999-02-05 14:40:00.0","0","2","0","0","90","19","10","0","12","3"
"1999-02-05 14:50:00.0","10","2","0","0","87","10","4","0","25","0"
"1999-02-05 15:00:00.0","0","21","0","0","60","0","0","0","10","0"
"1999-02-05 15:10:00.0","0","21","0","0","50","0","0","0","0","0"
"1999-02-05 15:20:00.0","0","2","0","0","33","0","0","0","0","0"
"1999-02-05 15:30:00.0","0","2","0","0","34","0","0","0","0","0"
"1999-02-05 15:40:00.0","0","2","0","0","33","0","0","0","0","0"
"1999-02-05 15:50:00.0","0","16","0","0","46","0","0","0","0","0"
"1999-02-05 16:00:00.0","0","23","0","0","54","0","0","0","0","0"
"1999-02-05 16:10:00.0","0","7","0","0","37","0","0","0","0","0"
"1999-02-05 16:20:00.0","0","2","0","0","51","0","0","0","18","0"
"1999-02-05 16:30:00.0","0","2","20","0","93","13","4","0","24","0"
"1999-02-05 16:40:00.0","0","13","0","0","82","37","12","0","3","0"
"1999-02-05 16:50:00.0","0","24","0","0","87","30","12","0","0","4"
"1999-02-05 17:00:00.0","0","14","0","0","66","20","12","0","0","4"
"1999-02-05 17:10:00.0","0","2","22","0","94","29","11","0","0","11"
"1999-02-05 17:20:00.0","0","2","0","0","72","33","11","0","0","8"
"1999-02-05 17:30:00.0","0","11","0","0","83","41","11","0","0","0"
"1999-02-05 17:40:00.0","411","24","0","0","502","38","11","0","0","0"
"1999-02-05 17:50:00.0","446","11","0","0","522","25","7","0","5","0"
"1999-02-05 18:00:00.0","254","2","0","0","312","0","0","0","26","0"
"1999-02-05 18:10:00.0","203","2","0","0","254","0","0","0","18","0"
"1999-02-05 18:20:00.0","228","7","0","0","267","0","0","0","0","0"
"1999-02-05 18:30:00.0","224","25","0","0","279","0","0","0","0","0"
"1999-02-05 18:40:00.0","184","14","0","0","228","0","0","0","0","0"
"1999-02-05 18:50:00.0","186","2","0","0","210","0","0","0","0","0"
"1999-02-05 19:00:00.0","139","2","0","0","162","2","0","0","0","0"
"1999-02-05 19:10:00.0","275","5","0","0","340","40","0","0","0","0"
"1999-02-05 19:20:00.0","104","25","0","0","174","21","6","0","0","0"
"1999-02-05 19:30:00.0","2","23","0","0","93","26","11","0","17","0"
"1999-02-05 19:40:00.0","3","3","0","0","83","27","10","0","25","0"
"1999-02-05 19:50:00.0","0","2","0","0","85","32","12","0","24","0"
"1999-02-05 20:00:00.0","0","14","14","0","99","28","11","0","15","0"
"1999-02-05 20:10:00.0","0","23","0","0","76","25","11","0","0","0"
"1999-02-05 20:20:00.0","0","13","0","0","97","42","10","0","0","0"
"1999-02-05 20:30:00.0","0","2","34","0","108","32","11","0","0","0"
"1999-02-05 20:40:00.0","0","6","0","0","97","55","12","0","0","0"
"1999-02-05 20:50:00.0","0","24","0","0","106","54","11","0","0","0"
"1999-02-05 21:00:00.0","0","16","0","0","100","40","10","0","16","0"
"1999-02-05 21:10:00.0","0","2","0","0","65","13","10","0","24","0"
"1999-02-05 21:20:00.0","0","2","0","0","48","7","10","0","14","0"
"1999-02-05 21:30:00.0","0","7","0","0","41","7","10","0","0","0"
"1999-02-05 21:40:00.0","0","25","0","0","56","7","10","0","0","0"
"1999-02-05 21:50:00.0","0","17","0","0","52","9","10","0","0","0"
"1999-02-05 22:00:00.0","0","2","0","0","38","9","10","0","0","0"
"1999-02-05 22:10:00.0","0","2","0","0","42","9","10","0","0","0"
"1999-02-05 22:20:00.0","0","10","0","0","72","9","11","0","13","0"
"1999-02-05 22:30:00.0","0","24","0","0","93","7","11","0","25","0"
"1999-02-05 22:40:00.0","0","13","0","0","73","7","7","0","18","0"
"1999-02-05 22:50:00.0","0","2","0","0","40","7","0","0","0","0"
"1999-02-05 23:00:00.0","0","2","0","0","40","7","0","0","0","0"
"1999-02-05 23:10:00.0","0","8","0","0","37","7","0","0","0","0"
"1999-02-05 23:20:00.0","0","24","0","0","46","8","0","0","0","0"
"1999-02-05 23:30:00.0","0","14","0","0","38","7","0","0","0","0"
"1999-02-05 23:40:00.0","0","2","0","0","26","7","0","0","0","0"
"1999-02-05 23:50:00.0","0","2","0","0","34","7","0","0","8","0"
"1999-02-06 00:00:00.0","0","7","0","0","53","7","0","0","25","0"
"1999-02-06 00:10:00.0","0","24","0","0","60","5","0","0","17","0"
"1999-02-06 00:20:00.0","0","15","0","0","30","0","0","0","0","0"
"1999-02-06 00:30:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 00:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1999-02-06 00:50:00.0","0","3","0","0","19","0","0","0","0","0"
"1999-02-06 01:00:00.0","0","24","0","0","40","0","0","0","0","0"
"1999-02-06 01:10:00.0","0","18","0","0","33","0","0","0","0","0"
"1999-02-06 01:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 01:30:00.0","0","2","0","0","53","10","0","0","26","0"
"1999-02-06 01:40:00.0","0","3","0","0","40","0","0","0","22","0"
"1999-02-06 01:50:00.0","0","25","0","0","39","0","0","0","0","0"
"1999-02-06 02:00:00.0","0","17","0","0","33","0","0","0","0","0"
"1999-02-06 02:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 02:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 02:30:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 02:40:00.0","0","20","0","0","35","0","0","0","0","0"
"1999-02-06 02:50:00.0","0","22","0","0","37","0","0","0","0","0"
"1999-02-06 03:00:00.0","0","2","0","0","32","0","0","0","14","0"
"1999-02-06 03:10:00.0","0","2","0","0","41","0","0","0","24","0"
"1999-02-06 03:20:00.0","0","2","0","0","20","0","0","0","2","0"
"1999-02-06 03:30:00.0","0","14","0","0","31","0","0","0","0","0"
"1999-02-06 03:40:00.0","0","24","0","0","38","0","0","0","0","0"
"1999-02-06 03:50:00.0","0","6","0","0","24","0","0","0","0","0"
"1999-02-06 04:00:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 04:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 04:20:00.0","0","7","0","0","23","0","0","0","0","0"
"1999-02-06 04:30:00.0","0","24","0","0","48","0","0","0","9","0"
"1999-02-06 04:40:00.0","0","14","0","0","51","0","0","0","25","0"
"1999-02-06 04:50:00.0","0","1","0","0","29","0","0","0","10","0"
"1999-02-06 05:00:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 05:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 05:20:00.0","0","22","0","0","37","0","0","0","0","0"
"1999-02-06 05:30:00.0","0","20","0","0","35","0","0","0","0","0"
"1999-02-06 05:40:00.0","0","2","0","0","20","1","0","0","0","0"
"1999-02-06 05:50:00.0","0","2","0","0","27","8","0","0","0","0"
"1999-02-06 06:00:00.0","0","2","0","0","33","7","0","0","0","0"
"1999-02-06 06:10:00.0","0","21","0","0","76","7","0","0","20","0"
"1999-02-06 06:20:00.0","0","20","0","0","76","6","0","0","24","0"
"1999-02-06 06:30:00.0","0","2","0","0","39","7","0","0","0","0"
"1999-02-06 06:40:00.0","0","2","0","0","39","7","0","0","0","0"
"1999-02-06 06:50:00.0","0","2","0","0","40","7","0","0","0","0"
"1999-02-06 07:00:00.0","0","13","0","0","49","7","0","0","0","0"
"1999-02-06 07:10:00.0","0","24","0","0","59","6","0","0","0","0"
"1999-02-06 07:20:00.0","0","8","16","0","163","11","3","0","0","0"
"1999-02-06 07:30:00.0","0","2","37","0","104","14","10","0","0","0"
"1999-02-06 07:40:00.0","0","2","0","0","70","27","11","0","10","0"
"1999-02-06 07:50:00.0","0","16","0","0","105","28","11","0","24","0"
"1999-02-06 08:00:00.0","0","23","0","0","90","21","11","0","8","0"
"1999-02-06 08:10:00.0","0","6","0","0","59","13","10","0","0","0"
"1999-02-06 08:20:00.0","0","2","0","0","29","2","0","0","0","0"
"1999-02-06 08:30:00.0","0","2","0","0","25","4","1","0","0","0"
"1999-02-06 08:40:00.0","0","11","0","0","56","18","10","0","0","0"
"1999-02-06 08:50:00.0","0","24","43","0","112","17","11","0","0","0"
"1999-02-06 09:00:00.0","0","17","0","0","67","19","10","0","0","0"
"1999-02-06 09:10:00.0","0","2","0","0","52","12","10","0","10","0"
"1999-02-06 09:20:00.0","0","2","0","0","64","13","10","0","25","0"
"1999-02-06 09:30:00.0","0","2","0","0","37","2","10","0","7","0"
"1999-02-06 09:40:00.0","0","19","0","0","48","7","7","0","0","0"
"1999-02-06 09:50:00.0","0","22","0","0","38","0","0","0","0","0"
"1999-02-06 10:00:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 10:10:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-06 10:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 10:30:00.0","0","11","0","0","27","0","0","0","0","0"
"1999-02-06 10:40:00.0","0","24","0","0","55","0","0","0","18","0"
"1999-02-06 10:50:00.0","0","9","0","0","47","0","0","0","24","0"
"1999-02-06 11:00:00.0","0","2","0","0","19","0","0","0","1","0"
"1999-02-06 11:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 11:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 11:30:00.0","0","24","0","0","40","0","0","0","0","0"
"1999-02-06 11:40:00.0","0","17","0","0","145","27","10","0","0","0"
"1999-02-06 11:50:00.0","0","2","0","0","198","19","11","0","0","0"
"1999-02-06 12:00:00.0","0","2","60","0","95","2","10","0","0","0"
"1999-02-06 12:10:00.0","0","2","0","0","54","0","11","0","26","0"
"1999-02-06 12:20:00.0","0","24","0","0","68","3","11","0","16","0"
"1999-02-06 12:30:00.0","0","19","0","0","60","6","10","0","0","0"
"1999-02-06 12:40:00.0","0","2","0","0","57","12","11","0","0","0"
"1999-02-06 12:50:00.0","0","2","26","0","83","14","10","0","0","0"
"1999-02-06 13:00:00.0","0","2","0","0","59","16","11","0","0","0"
"1999-02-06 13:10:00.0","0","18","11","0","92","29","12","0","0","0"
"1999-02-06 13:20:00.0","0","24","0","0","97","32","10","0","0","0"
"1999-02-06 13:30:00.0","0","5","0","0","72","18","11","0","9","0"
"1999-02-06 13:40:00.0","0","2","0","0","65","0","11","0","25","0"
"1999-02-06 13:50:00.0","0","2","0","0","55","0","11","0","11","0"
"1999-02-06 14:00:00.0","0","19","0","0","59","0","10","0","0","0"
"1999-02-06 14:10:00.0","0","23","0","0","65","2","11","0","0","0"
"1999-02-06 14:20:00.0","0","10","0","0","53","0","11","0","0","0"
"1999-02-06 14:30:00.0","0","2","0","0","62","17","11","0","0","0"
"1999-02-06 14:40:00.0","0","2","0","0","61","18","9","0","0","0"
"1999-02-06 14:50:00.0","0","3","0","0","27","0","0","0","0","0"
"1999-02-06 15:00:00.0","0","25","0","0","42","0","0","0","3","0"
"1999-02-06 15:10:00.0","0","20","0","0","57","0","0","0","26","0"
"1999-02-06 15:20:00.0","0","2","0","0","34","0","0","0","17","0"
"1999-02-06 15:30:00.0","0","2","0","0","33","0","0","0","0","0"
"1999-02-06 15:40:00.0","0","2","0","0","32","0","0","0","0","0"
"1999-02-06 15:50:00.0","0","16","0","0","45","0","0","0","0","0"
"1999-02-06 16:00:00.0","0","24","0","0","51","0","0","0","0","0"
"1999-02-06 16:10:00.0","0","8","0","0","38","0","0","0","0","0"
"1999-02-06 16:20:00.0","0","2","0","0","32","0","0","0","0","0"
"1999-02-06 16:30:00.0","0","2","0","0","32","0","0","0","0","0"
"1999-02-06 16:40:00.0","0","4","0","0","55","0","0","0","24","0"
"1999-02-06 16:50:00.0","0","25","0","0","59","0","0","0","22","0"
"1999-02-06 17:00:00.0","0","20","0","0","34","0","0","0","0","0"
"1999-02-06 17:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-06 17:20:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-06 17:30:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-06 17:40:00.0","0","14","0","0","44","0","0","0","0","0"
"1999-02-06 17:50:00.0","0","24","0","0","52","0","0","0","0","0"
"1999-02-06 18:00:00.0","0","10","0","0","38","0","0","0","0","0"
"1999-02-06 18:10:00.0","0","2","0","0","66","13","0","0","21","0"
"1999-02-06 18:20:00.0","0","2","0","0","175","75","2","0","24","0"
"1999-02-06 18:30:00.0","0","12","32","0","148","71","10","0","3","0"
"1999-02-06 18:40:00.0","0","24","0","0","119","64","11","0","0","0"
"1999-02-06 18:50:00.0","0","19","0","0","112","64","11","0","0","0"
"1999-02-06 19:00:00.0","0","2","0","0","85","52","11","0","0","0"
"1999-02-06 19:10:00.0","0","2","0","0","81","48","11","0","0","0"
"1999-02-06 19:20:00.0","0","2","0","0","21","3","0","0","0","0"
"1999-02-06 19:30:00.0","0","22","0","0","37","0","0","0","0","0"
"1999-02-06 19:40:00.0","0","23","0","0","58","0","0","0","22","0"
"1999-02-06 19:50:00.0","0","2","0","0","55","0","0","0","24","0"
"1999-02-06 20:00:00.0","0","2","0","0","34","0","0","0","1","0"
"1999-02-06 20:10:00.0","0","2","0","0","32","0","0","0","0","0"
"1999-02-06 20:20:00.0","0","17","0","0","46","0","0","0","0","0"
"1999-02-06 20:30:00.0","0","23","0","0","52","0","0","0","0","0"
"1999-02-06 20:40:00.0","0","8","0","0","38","0","0","0","0","0"
"1999-02-06 20:50:00.0","0","2","0","0","25","0","0","0","0","0"
"1999-02-06 21:00:00.0","0","2","0","0","20","0","0","0","0","0"
"1999-02-06 21:10:00.0","0","10","0","0","45","0","0","0","21","0"
"1999-02-06 21:20:00.0","0","24","0","0","61","0","0","0","24","0"
"1999-02-06 21:30:00.0","0","13","0","0","32","0","0","0","3","0"
"1999-02-06 21:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1999-02-06 21:50:00.0","0","2","0","0","22","0","0","0","0","0"
"1999-02-06 22:00:00.0","0","2","0","0","33","0","0","0","0","0"
"1999-02-06 22:10:00.0","0","25","0","0","54","0","0","0","0","0"
"1999-02-06 22:20:00.0","0","21","0","0","50","0","0","0","0","0"
"1999-02-06 22:30:00.0","0","2","0","0","33","0","0","0","0","0"
"1999-02-06 22:40:00.0","0","2","0","0","48","0","0","0","15","0"
"1999-02-06 22:50:00.0","0","2","0","0","46","0","0","0","25","0"
"1999-02-06 23:00:00.0","0","16","0","0","41","0","0","0","9","0"
"1999-02-06 23:10:00.0","0","24","0","0","39","0","0","0","0","0"
"1999-02-06 23:20:00.0","0","8","0","0","25","0","0","0","0","0"
"1999-02-06 23:30:00.0","0","2","0","0","44","23","0","0","0","0"
"1999-02-06 23:40:00.0","0","2","0","0","55","23","6","0","0","0"
"1999-02-06 23:50:00.0","0","7","0","0","45","10","11","0","0","0"
"1999-02-07 00:00:00.0","0","25","0","0","60","7","11","0","0","0"
"1999-02-07 00:10:00.0","0","15","0","0","69","6","11","0","21","0"
"1999-02-07 00:20:00.0","0","2","0","0","59","7","11","0","23","0"
"1999-02-07 00:30:00.0","0","2","0","0","39","6","11","0","0","0"
"1999-02-07 00:40:00.0","0","2","0","0","35","2","12","0","0","0"
"1999-02-07 00:50:00.0","0","21","0","0","49","0","11","0","0","0"
"1999-02-07 01:00:00.0","0","23","0","0","51","0","11","0","0","0"
"1999-02-07 01:10:00.0","0","3","0","0","24","0","4","0","0","0"
"1999-02-07 01:20:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-07 01:30:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-07 01:40:00.0","0","9","0","0","44","0","0","0","21","0"
"1999-02-07 01:50:00.0","0","24","0","0","60","0","0","0","24","0"
"1999-02-07 02:00:00.0","0","13","0","0","29","0","0","0","2","0"
"1999-02-07 02:10:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-07 02:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1999-02-07 02:30:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-07 02:40:00.0","0","20","0","0","35","0","0","0","0","0"
"1999-02-07 02:50:00.0","0","23","0","0","38","0","0","0","0","0"
"1999-02-07 03:00:00.0","0","2","0","0","18","0","0","0","0","0"
"1999-02-07 03:10:00.0","0","2","0","0","32","0","0","0","14","0"
"1999-02-07 03:20:00.0","0","2","0","0","40","0","0","0","25","0"
"1999-02-07 03:30:00.0","0","10","0","0","28","0","0","0","4","0"
"1999-02-07 03:40:00.0","0","24","0","0","39","0","0","0","0","0"
"1999-02-07 03:50:00.0","0","11","0","0","27","0","0","0","0","0"
"1999-02-07 04:00:00.0","0","2","0","0","59","31","7","0","0","0"
"1999-02-07 04:10:00.0","0","2","0","0","67","37","9","0","0","0"
"1999-02-07 04:20:00.0","0","2","0","8","43","14","0","0","0","0"
"1999-02-07 04:30:00.0","0","22","0","10","54","7","0","0","0","0"
"1999-02-07 04:40:00.0","0","21","0","10","63","7","0","0","9","0"
"1999-02-07 04:50:00.0","0","2","0","11","59","7","0","0","25","0"
"1999-02-07 05:00:00.0","0","2","0","10","49","9","1","0","8","0"
"1999-02-07 05:10:00.0","0","2","0","10","30","0","0","0","0","0"
"1999-02-07 05:20:00.0","0","10","0","11","37","0","0","0","0","0"
"1999-02-07 05:30:00.0","0","24","0","10","72","22","0","0","0","0"
"1999-02-07 05:40:00.0","0","11","0","10","41","3","0","0","0","0"
"1999-02-07 05:50:00.0","0","2","0","11","30","0","0","0","0","0"
"1999-02-07 06:00:00.0","0","2","0","10","38","0","0","0","0","0"
"1999-02-07 06:10:00.0","0","2","0","10","54","0","0","0","10","0"
"1999-02-07 06:20:00.0","0","20","0","11","81","0","0","0","25","0"
"1999-02-07 06:30:00.0","0","23","0","10","72","0","0","0","11","0"
"1999-02-07 06:40:00.0","0","3","0","10","45","0","0","0","0","0"
"1999-02-07 06:50:00.0","0","2","0","10","43","0","0","0","0","0"
"1999-02-07 07:00:00.0","0","2","0","11","44","0","0","0","0","0"
"1999-02-07 07:10:00.0","0","6","0","10","47","0","0","0","0","0"
"1999-02-07 07:20:00.0","0","25","0","10","64","0","0","0","0","0"
"1999-02-07 07:30:00.0","0","16","0","11","56","0","0","0","0","0"
"1999-02-07 07:40:00.0","0","2","0","10","46","0","0","0","2","0"
"1999-02-07 07:50:00.0","0","2","0","10","66","0","0","0","26","0"
"1999-02-07 08:00:00.0","0","2","0","10","59","0","0","0","17","0"
"1999-02-07 08:10:00.0","0","15","0","11","56","0","0","0","0","0"
"1999-02-07 08:20:00.0","0","24","0","10","63","0","0","0","0","0"
"1999-02-07 08:30:00.0","0","10","15","10","74","1","2","0","0","0"
"1999-02-07 08:40:00.0","0","2","1","10","70","3","10","0","0","0"
"1999-02-07 08:50:00.0","0","2","0","10","66","0","11","0","0","0"
"1999-02-07 09:00:00.0","0","10","0","10","61","0","10","0","0","0"
"1999-02-07 09:10:00.0","0","24","0","10","73","0","10","0","0","0"
"1999-02-07 09:20:00.0","0","13","0","10","86","0","10","0","24","0"
"1999-02-07 09:30:00.0","0","2","0","11","73","0","10","0","24","0"
"1999-02-07 09:40:00.0","0","2","0","10","54","0","10","0","0","0"
"1999-02-07 09:50:00.0","0","10","0","10","59","0","10","0","0","0"
"1999-02-07 10:00:00.0","0","24","0","10","84","6","11","0","0","0"
"1999-02-07 10:10:00.0","0","14","0","10","90","10","12","0","0","0"
"1999-02-07 10:20:00.0","0","1","0","10","77","10","12","0","0","0"
"1999-02-07 10:30:00.0","0","2","0","10","78","10","13","0","0","0"
"1999-02-07 10:40:00.0","0","2","0","10","79","10","11","0","2","0"
"1999-02-07 10:50:00.0","0","19","0","10","114","10","10","0","26","0"
"1999-02-07 11:00:00.0","0","23","12","10","121","11","11","0","20","0"
"1999-02-07 11:10:00.0","0","10","0","10","71","10","10","0","1","0"
"1999-02-07 11:20:00.0","0","2","0","10","63","10","10","0","0","0"
"1999-02-07 11:30:00.0","0","2","0","10","64","11","10","0","0","0"
"1999-02-07 11:40:00.0","0","2","0","10","63","10","10","0","0","0"
