"Time","Electric Cooker (hot plate+oven) ()","Fridge freezer (267l/48l)","Microwave oven (1,2kW)","Non halogen lamp 1 (0,5kW)","Site consumption ()","Total site light consumption ()","TV (70cm)","TV ()","Vertical freezer (288l)","Washing machine (800rpm)"
"1998-05-22 14:50:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-05-22 15:00:00.0","0","23","0","0","37","0","0","0","0","0"
"1998-05-22 15:10:00.0","0","14","0","0","33","0","0","0","2","0"
"1998-05-22 15:20:00.0","0","2","0","0","43","1","0","0","24","0"
"1998-05-22 15:30:00.0","0","2","0","0","33","1","9","0","4","0"
"1998-05-22 15:40:00.0","0","2","0","0","53","17","12","0","0","4"
"1998-05-22 15:50:00.0","0","21","0","0","392","17","10","0","0","331"
"1998-05-22 16:00:00.0","0","22","0","0","406","16","11","0","0","341"
"1998-05-22 16:10:00.0","0","16","0","0","246","6","11","0","22","178"
"1998-05-22 16:20:00.0","0","2","0","0","40","1","0","0","8","18"
"1998-05-22 16:30:00.0","0","1","0","0","94","6","6","0","0","12"
"1998-05-22 16:40:00.0","0","2","0","0","77","0","7","0","0","13"
"1998-05-22 16:50:00.0","0","17","0","0","157","0","10","0","0","10"
"1998-05-22 17:00:00.0","0","23","0","0","166","0","11","0","18","0"
"1998-05-22 17:10:00.0","0","22","0","0","102","11","10","0","12","0"
"1998-05-22 17:20:00.0","0","21","0","0","57","10","11","0","0","0"
"1998-05-22 17:30:00.0","0","2","0","0","35","2","11","0","0","0"
"1998-05-22 17:40:00.0","0","3","0","0","49","17","10","0","0","0"
"1998-05-22 17:50:00.0","0","2","0","0","52","8","11","0","15","0"
"1998-05-22 18:00:00.0","0","13","0","0","57","0","11","0","16","0"
"1998-05-22 18:10:00.0","0","23","0","0","57","5","12","0","0","0"
"1998-05-22 18:20:00.0","0","22","0","0","58","9","13","0","0","0"
"1998-05-22 18:30:00.0","0","21","0","0","57","0","12","0","8","0"
"1998-05-22 18:40:00.0","0","22","0","0","69","0","12","0","24","0"
"1998-05-22 18:50:00.0","0","21","0","0","74","14","12","0","13","0"
"1998-05-22 19:00:00.0","0","21","0","0","52","5","11","0","0","0"
"1998-05-22 19:10:00.0","0","21","0","0","50","1","11","0","0","0"
"1998-05-22 19:20:00.0","0","7","0","0","66","9","10","0","25","0"
"1998-05-22 19:30:00.0","0","2","0","0","41","1","11","0","10","0"
"1998-05-22 19:40:00.0","0","2","0","0","31","1","11","0","0","0"
"1998-05-22 19:50:00.0","0","7","0","0","36","1","11","0","0","0"
"1998-05-22 20:00:00.0","0","25","0","0","72","0","12","0","22","0"
"1998-05-22 20:10:00.0","0","22","0","0","62","1","11","0","12","0"
"1998-05-22 20:20:00.0","0","22","14","0","78","13","12","0","0","0"
"1998-05-22 20:30:00.0","0","22","31","0","116","34","11","0","0","0"
"1998-05-22 20:40:00.0","0","21","0","0","108","42","12","0","17","0"
"1998-05-22 20:50:00.0","0","3","0","0","88","39","11","0","17","0"
"1998-05-22 21:00:00.0","0","2","0","0","188","38","11","0","0","0"
"1998-05-22 21:10:00.0","0","2","0","0","78","31","11","0","0","0"
"1998-05-22 21:20:00.0","0","16","0","0","83","28","11","0","11","0"
"1998-05-22 21:30:00.0","0","23","0","0","96","27","12","0","22","0"
"1998-05-22 21:40:00.0","0","21","0","0","78","28","12","0","0","0"
"1998-05-22 21:50:00.0","0","13","0","0","84","43","12","0","0","0"
"1998-05-22 22:00:00.0","0","2","0","0","76","40","12","0","4","0"
"1998-05-22 22:10:00.0","0","1","0","0","84","31","12","0","23","0"
"1998-05-22 22:20:00.0","0","4","0","0","32","5","1","0","6","0"
"1998-05-22 22:30:00.0","0","25","0","0","40","0","0","0","0","0"
"1998-05-22 22:40:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-05-22 22:50:00.0","0","15","0","0","50","0","0","0","20","0"
"1998-05-22 23:00:00.0","0","2","0","0","30","0","0","0","13","0"
"1998-05-22 23:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-22 23:20:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-22 23:30:00.0","0","22","0","0","48","0","0","0","11","0"
"1998-05-22 23:40:00.0","0","23","0","0","57","0","0","0","21","0"
"1998-05-22 23:50:00.0","0","17","0","0","33","0","0","0","0","0"
"1998-05-23 00:00:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 00:10:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 00:20:00.0","0","2","0","0","41","0","0","0","25","0"
"1998-05-23 00:30:00.0","0","18","0","0","40","0","0","0","7","0"
"1998-05-23 00:40:00.0","0","23","0","0","39","0","0","0","0","0"
"1998-05-23 00:50:00.0","0","19","0","0","35","0","0","0","0","0"
"1998-05-23 01:00:00.0","0","2","0","0","31","0","0","0","13","0"
"1998-05-23 01:10:00.0","0","2","0","0","37","0","0","0","19","0"
"1998-05-23 01:20:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 01:30:00.0","0","14","0","0","30","0","0","0","0","0"
"1998-05-23 01:40:00.0","0","24","0","0","39","0","0","0","0","0"
"1998-05-23 01:50:00.0","0","21","0","0","58","0","0","0","22","0"
"1998-05-23 02:00:00.0","0","5","0","0","30","0","0","0","9","0"
"1998-05-23 02:10:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 02:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-23 02:30:00.0","0","7","0","0","30","0","0","0","5","0"
"1998-05-23 02:40:00.0","0","24","0","0","61","0","0","0","24","0"
"1998-05-23 02:50:00.0","0","22","0","0","39","0","0","0","2","0"
"1998-05-23 03:00:00.0","0","9","0","0","26","0","0","0","0","0"
"1998-05-23 03:10:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 03:20:00.0","0","2","0","0","29","0","0","0","10","0"
"1998-05-23 03:30:00.0","0","2","0","0","38","0","0","0","21","0"
"1998-05-23 03:40:00.0","0","24","0","0","39","0","0","0","0","0"
"1998-05-23 03:50:00.0","0","22","0","0","38","0","0","0","0","0"
"1998-05-23 04:00:00.0","0","22","53","0","110","15","6","0","0","0"
"1998-05-23 04:10:00.0","0","7","4","0","65","10","11","0","13","0"
"1998-05-23 04:20:00.0","0","2","0","0","66","19","12","0","18","0"
"1998-05-23 04:30:00.0","0","2","0","0","48","18","9","0","0","0"
"1998-05-23 04:40:00.0","0","3","0","0","49","17","11","0","0","0"
"1998-05-23 04:50:00.0","0","25","0","0","45","3","1","0","0","0"
"1998-05-23 05:00:00.0","0","22","0","0","46","0","0","0","9","0"
"1998-05-23 05:10:00.0","0","11","0","0","47","0","0","0","22","0"
"1998-05-23 05:20:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 05:30:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 05:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 05:50:00.0","0","21","0","0","42","0","0","0","5","0"
"1998-05-23 06:00:00.0","0","23","0","0","60","0","0","0","24","0"
"1998-05-23 06:10:00.0","0","14","0","0","32","0","0","0","2","0"
"1998-05-23 06:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-23 06:30:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 06:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-23 06:50:00.0","0","16","0","0","53","0","0","0","23","0"
"1998-05-23 07:00:00.0","0","23","24","0","77","5","0","0","7","0"
"1998-05-23 07:10:00.0","0","19","0","0","54","19","0","0","0","0"
"1998-05-23 07:20:00.0","0","3","0","0","46","24","0","0","0","0"
"1998-05-23 07:30:00.0","0","2","16","0","49","0","11","0","0","0"
"1998-05-23 07:40:00.0","0","2","0","0","60","16","12","0","13","0"
"1998-05-23 07:50:00.0","0","18","0","0","78","15","12","0","18","0"
"1998-05-23 08:00:00.0","0","23","0","0","56","5","11","0","0","0"
"1998-05-23 08:10:00.0","0","15","0","0","43","0","12","0","0","0"
"1998-05-23 08:20:00.0","0","2","0","0","32","0","12","0","0","0"
"1998-05-23 08:30:00.0","0","2","0","0","31","0","12","0","0","0"
"1998-05-23 08:40:00.0","0","2","0","0","53","0","11","0","24","0"
"1998-05-23 08:50:00.0","0","15","22","0","72","0","12","0","7","0"
"1998-05-23 09:00:00.0","0","24","0","0","51","0","10","0","0","0"
"1998-05-23 09:10:00.0","0","19","0","0","46","0","10","0","0","0"
"1998-05-23 09:20:00.0","0","2","0","0","31","0","10","0","0","0"
"1998-05-23 09:30:00.0","0","2","0","0","35","0","11","0","5","0"
"1998-05-23 09:40:00.0","0","2","0","0","52","0","10","0","24","0"
"1998-05-23 09:50:00.0","0","11","0","0","43","0","11","0","3","0"
"1998-05-23 10:00:00.0","0","24","0","0","50","0","10","0","0","0"
"1998-05-23 10:10:00.0","0","22","0","0","49","0","10","0","0","0"
"1998-05-23 10:20:00.0","0","3","0","0","32","0","11","0","0","0"
"1998-05-23 10:30:00.0","0","2","0","0","120","19","2","0","4","0"
"1998-05-23 10:40:00.0","0","2","0","0","164","28","0","0","24","0"
"1998-05-23 10:50:00.0","0","6","0","0","55","23","5","0","3","0"
"1998-05-23 11:00:00.0","0","24","0","0","69","17","11","0","0","0"
"1998-05-23 11:10:00.0","0","23","0","0","67","16","11","0","0","0"
"1998-05-23 11:20:00.0","0","7","0","0","54","17","11","0","0","0"
"1998-05-23 11:30:00.0","0","2","0","0","44","3","11","0","9","0"
"1998-05-23 11:40:00.0","0","2","0","0","50","0","12","0","22","0"
"1998-05-23 11:50:00.0","0","2","0","0","31","0","13","0","0","0"
"1998-05-23 12:00:00.0","0","26","0","0","53","2","11","0","0","0"
"1998-05-23 12:10:00.0","0","22","0","0","40","3","0","0","0","0"
"1998-05-23 12:20:00.0","0","21","13","0","54","5","0","0","0","0"
"1998-05-23 12:30:00.0","0","15","6","0","60","0","0","0","25","0"
"1998-05-23 12:40:00.0","0","2","0","0","27","0","0","0","9","0"
"1998-05-23 12:50:00.0","0","2","0","0","34","7","6","0","0","0"
"1998-05-23 13:00:00.0","0","3","0","0","32","1","11","0","0","0"
"1998-05-23 13:10:00.0","0","25","0","0","59","6","12","0","0","0"
"1998-05-23 13:20:00.0","0","23","13","0","185","2","11","0","18","0"
"1998-05-23 13:30:00.0","0","22","0","0","135","12","11","0","12","0"
"1998-05-23 13:40:00.0","0","21","18","0","68","0","10","0","0","0"
"1998-05-23 13:50:00.0","0","18","0","0","49","4","11","0","0","0"
"1998-05-23 14:00:00.0","0","2","0","0","32","0","11","0","0","0"
"1998-05-23 14:10:00.0","0","2","0","0","35","0","10","0","5","0"
"1998-05-23 14:20:00.0","0","2","0","0","55","2","11","0","24","0"
"1998-05-23 14:30:00.0","0","10","0","0","45","4","11","0","2","0"
"1998-05-23 14:40:00.0","0","24","0","0","54","3","11","0","0","0"
"1998-05-23 14:50:00.0","0","23","0","0","51","4","10","0","0","0"
"1998-05-23 15:00:00.0","0","21","0","0","45","0","10","0","0","0"
"1998-05-23 15:10:00.0","0","3","0","0","33","0","1","0","15","0"
"1998-05-23 15:20:00.0","0","2","0","0","30","0","0","0","16","0"
"1998-05-23 15:30:00.0","0","2","0","0","17","0","0","0","0","0"
"1998-05-23 15:40:00.0","0","9","0","0","24","0","0","0","0","0"
"1998-05-23 15:50:00.0","0","24","0","0","37","0","0","0","0","0"
"1998-05-23 16:00:00.0","0","22","0","0","38","0","0","0","2","0"
"1998-05-23 16:10:00.0","0","10","0","0","45","0","0","0","25","0"
"1998-05-23 16:20:00.0","0","2","0","0","21","0","0","0","3","0"
"1998-05-23 16:30:00.0","0","2","0","0","17","0","0","0","0","0"
"1998-05-23 16:40:00.0","0","2","0","0","17","0","0","0","0","0"
"1998-05-23 16:50:00.0","0","23","0","0","36","0","0","0","0","0"
"1998-05-23 17:00:00.0","0","22","0","0","49","0","0","0","14","0"
"1998-05-23 17:10:00.0","0","17","0","0","45","0","0","0","16","0"
"1998-05-23 17:20:00.0","0","3","0","0","17","0","0","0","0","0"
"1998-05-23 17:30:00.0","0","2","0","0","17","0","0","0","0","0"
"1998-05-23 17:40:00.0","0","2","0","0","17","0","0","0","0","0"
"1998-05-23 17:50:00.0","0","13","0","0","33","1","0","0","4","0"
"1998-05-23 18:00:00.0","0","25","0","0","69","1","7","0","24","0"
"1998-05-23 18:10:00.0","0","22","0","0","137","9","9","0","3","60"
"1998-05-23 18:20:00.0","0","16","0","0","498","7","9","0","0","330"
"1998-05-23 18:30:00.0","70","2","0","0","419","14","10","0","0","293"
"1998-05-23 18:40:00.0","451","2","0","0","706","12","9","0","0","112"
"1998-05-23 18:50:00.0","334","3","0","0","402","13","5","0","17","18"
"1998-05-23 19:00:00.0","3","23","0","0","79","1","13","0","14","18"
"1998-05-23 19:10:00.0","3","22","0","0","86","21","12","0","0","19"
"1998-05-23 19:20:00.0","1","21","0","0","68","19","12","0","0","1"
"1998-05-23 19:30:00.0","0","2","0","0","47","17","13","0","0","0"
"1998-05-23 19:40:00.0","0","2","0","0","177","5","4","0","6","146"
"1998-05-23 19:50:00.0","0","2","0","0","210","0","0","0","24","175"
"1998-05-23 20:00:00.0","0","16","0","0","356","0","0","0","1","323"
"1998-05-23 20:10:00.0","0","23","0","0","56","0","0","0","0","29"
"1998-05-23 20:20:00.0","0","21","0","0","86","0","0","0","0","54"
"1998-05-23 20:30:00.0","0","3","0","0","26","0","0","0","0","14"
"1998-05-23 20:40:00.0","0","2","0","0","45","0","0","0","18","16"
"1998-05-23 20:50:00.0","0","2","0","0","39","0","0","0","12","17"
"1998-05-23 21:00:00.0","0","12","0","0","29","0","0","0","0","4"
"1998-05-23 21:10:00.0","0","23","0","0","37","0","0","0","0","0"
"1998-05-23 21:20:00.0","0","22","0","0","35","0","0","0","0","0"
"1998-05-23 21:30:00.0","0","6","0","0","31","0","0","0","10","0"
"1998-05-23 21:40:00.0","0","2","0","0","36","0","0","0","20","0"
"1998-05-23 21:50:00.0","0","2","0","0","17","0","0","0","0","0"
"1998-05-23 22:00:00.0","0","6","0","0","21","0","0","0","0","0"
"1998-05-23 22:10:00.0","0","24","0","0","38","0","0","0","0","0"
"1998-05-23 22:20:00.0","0","22","0","0","39","0","0","0","3","0"
"1998-05-23 22:30:00.0","0","11","0","0","62","11","0","0","24","5"
"1998-05-23 22:40:00.0","0","2","0","0","70","35","5","0","3","8"
"1998-05-23 22:50:00.0","0","2","0","0","63","32","11","0","0","0"
"1998-05-23 23:00:00.0","0","10","0","0","67","30","11","0","0","0"
"1998-05-23 23:10:00.0","0","24","0","0","81","31","10","0","0","0"
"1998-05-23 23:20:00.0","0","22","0","0","82","17","10","0","18","0"
"1998-05-23 23:30:00.0","0","10","0","0","65","17","10","0","12","0"
"1998-05-23 23:40:00.0","0","2","0","0","47","17","10","0","0","0"
"1998-05-23 23:50:00.0","0","2","0","0","48","16","10","0","0","0"
"1998-05-24 00:00:00.0","0","2","0","0","45","16","8","0","0","0"
"1998-05-24 00:10:00.0","0","23","0","0","46","0","0","0","7","0"
"1998-05-24 00:20:00.0","0","23","0","0","58","0","0","0","23","0"
"1998-05-24 00:30:00.0","0","15","0","0","32","0","0","0","0","0"
"1998-05-24 00:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 00:50:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-24 01:00:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 01:10:00.0","0","17","0","0","53","0","0","0","21","0"
"1998-05-24 01:20:00.0","0","23","0","0","47","0","0","0","8","0"
"1998-05-24 01:30:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-05-24 01:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 01:50:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 02:00:00.0","0","2","0","0","33","0","0","0","14","0"
"1998-05-24 02:10:00.0","0","9","0","0","40","0","0","0","16","0"
"1998-05-24 02:20:00.0","0","24","0","0","40","0","0","0","0","0"
"1998-05-24 02:30:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-05-24 02:40:00.0","0","6","0","0","23","0","0","0","0","0"
"1998-05-24 02:50:00.0","0","2","0","0","24","0","0","0","3","0"
"1998-05-24 03:00:00.0","0","2","0","0","41","0","0","0","25","0"
"1998-05-24 03:10:00.0","0","2","0","0","22","0","0","0","2","0"
"1998-05-24 03:20:00.0","0","25","0","0","41","0","0","0","0","0"
"1998-05-24 03:30:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-05-24 03:40:00.0","0","12","0","0","28","0","0","0","0","0"
"1998-05-24 03:50:00.0","0","2","0","0","34","0","0","0","15","0"
"1998-05-24 04:00:00.0","0","2","0","0","32","0","0","0","15","0"
"1998-05-24 04:10:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 04:20:00.0","0","17","0","0","33","0","0","0","0","0"
"1998-05-24 04:30:00.0","0","23","0","0","39","0","0","0","0","0"
"1998-05-24 04:40:00.0","0","20","0","0","39","0","0","0","4","0"
"1998-05-24 04:50:00.0","0","1","0","0","41","0","0","0","24","0"
"1998-05-24 05:00:00.0","0","2","0","0","21","0","0","0","2","0"
"1998-05-24 05:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-24 05:20:00.0","0","7","0","0","24","0","0","0","0","0"
"1998-05-24 05:30:00.0","0","25","0","0","40","0","0","0","0","0"
"1998-05-24 05:40:00.0","0","22","0","0","53","0","0","0","16","0"
"1998-05-24 05:50:00.0","0","7","0","0","36","0","0","0","14","0"
"1998-05-24 06:00:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 06:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-24 06:20:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 06:30:00.0","0","21","0","0","40","0","0","0","4","0"
"1998-05-24 06:40:00.0","0","22","0","0","60","0","0","0","24","0"
"1998-05-24 06:50:00.0","0","15","0","0","32","0","0","0","1","0"
"1998-05-24 07:00:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 07:10:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 07:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-24 07:30:00.0","0","11","0","0","43","0","0","0","16","0"
"1998-05-24 07:40:00.0","0","24","0","0","51","0","1","0","12","0"
"1998-05-24 07:50:00.0","0","22","0","0","48","0","11","0","0","0"
"1998-05-24 08:00:00.0","0","3","0","0","32","0","11","0","0","0"
"1998-05-24 08:10:00.0","0","2","0","0","33","2","11","0","0","0"
"1998-05-24 08:20:00.0","0","2","0","0","36","1","10","0","4","0"
"1998-05-24 08:30:00.0","0","6","0","0","55","0","11","0","25","0"
"1998-05-24 08:40:00.0","0","25","0","0","52","0","11","0","0","0"
"1998-05-24 08:50:00.0","0","22","0","0","49","0","11","0","0","0"
"1998-05-24 09:00:00.0","0","7","12","6","164","1","12","0","0","0"
"1998-05-24 09:10:00.0","0","2","28","11","120","1","11","0","0","0"
"1998-05-24 09:20:00.0","0","2","0","10","54","0","9","0","18","0"
"1998-05-24 09:30:00.0","0","4","0","9","55","5","9","0","12","0"
"1998-05-24 09:40:00.0","0","25","18","0","88","21","10","0","0","0"
"1998-05-24 09:50:00.0","0","23","0","0","63","16","9","0","0","0"
"1998-05-24 10:00:00.0","0","11","0","0","52","16","9","0","0","0"
"1998-05-24 10:10:00.0","0","2","10","0","50","7","9","0","5","0"
"1998-05-24 10:20:00.0","0","2","0","0","64","18","7","0","24","0"
"1998-05-24 10:30:00.0","0","2","0","0","23","4","0","0","1","0"
"1998-05-24 10:40:00.0","0","15","0","0","28","0","0","0","0","0"
"1998-05-24 10:50:00.0","0","23","0","0","36","0","0","0","0","0"
"1998-05-24 11:00:00.0","0","19","0","0","32","0","0","0","0","0"
"1998-05-24 11:10:00.0","0","2","0","0","30","0","0","0","14","0"
"1998-05-24 11:20:00.0","0","2","0","0","30","0","0","0","15","0"
"1998-05-24 11:30:00.0","0","2","0","0","16","0","0","0","0","0"
"1998-05-24 11:40:00.0","0","8","0","0","23","0","0","0","0","0"
"1998-05-24 11:50:00.0","0","24","0","0","37","0","0","0","0","0"
"1998-05-24 12:00:00.0","0","22","0","0","37","0","0","0","1","0"
"1998-05-24 12:10:00.0","0","6","0","0","43","0","0","0","25","0"
"1998-05-24 12:20:00.0","0","2","0","0","20","0","0","0","4","0"
"1998-05-24 12:30:00.0","0","2","0","0","17","0","0","0","0","0"
"1998-05-24 12:40:00.0","0","2","0","0","17","0","0","0","0","0"
"1998-05-24 12:50:00.0","0","21","0","0","34","0","0","0","0","0"
"1998-05-24 13:00:00.0","0","23","0","0","49","0","0","0","14","0"
"1998-05-24 13:10:00.0","0","21","0","0","58","9","0","0","15","0"
"1998-05-24 13:20:00.0","0","16","0","0","42","6","5","0","0","0"
"1998-05-24 13:30:00.0","0","2","12","0","38","2","7","0","0","0"
"1998-05-24 13:40:00.0","0","3","2","0","23","1","0","0","0","0"
"1998-05-24 13:50:00.0","0","7","0","0","44","0","0","0","25","0"
"1998-05-24 14:00:00.0","0","24","5","0","55","0","6","0","3","0"
"1998-05-24 14:10:00.0","0","22","0","0","47","1","10","0","0","0"
"1998-05-24 14:20:00.0","0","17","16","0","62","1","11","0","0","0"
"1998-05-24 14:30:00.0","0","2","0","0","69","37","11","0","0","0"
"1998-05-24 14:40:00.0","0","2","0","0","39","0","0","0","19","0"
"1998-05-24 14:50:00.0","0","2","0","0","28","0","0","0","10","0"
"1998-05-24 15:00:00.0","0","18","0","0","35","0","0","0","0","0"
"1998-05-24 15:10:00.0","0","23","0","0","38","0","0","0","0","0"
"1998-05-24 15:20:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-05-24 15:30:00.0","0","2","0","0","31","0","0","0","12","0"
"1998-05-24 15:40:00.0","0","2","0","0","35","0","0","0","17","0"
"1998-05-24 15:50:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 16:00:00.0","0","14","0","0","41","2","8","0","0","0"
"1998-05-24 16:10:00.0","0","24","0","0","52","2","11","0","0","0"
"1998-05-24 16:20:00.0","0","21","0","0","54","0","11","0","4","0"
"1998-05-24 16:30:00.0","0","9","0","0","63","4","12","0","24","0"
"1998-05-24 16:40:00.0","0","2","0","0","88","3","10","0","0","0"
"1998-05-24 16:50:00.0","0","2","0","0","279","1","11","0","0","152"
"1998-05-24 17:00:00.0","0","9","0","0","239","1","11","0","0","161"
"1998-05-24 17:10:00.0","0","24","0","0","57","0","10","0","0","12"
"1998-05-24 17:20:00.0","0","21","0","0","93","12","10","0","23","15"
"1998-05-24 17:30:00.0","0","9","0","0","50","9","10","0","6","1"
"1998-05-24 17:40:00.0","0","2","0","0","45","13","11","0","0","0"
"1998-05-24 17:50:00.0","0","2","0","0","48","16","12","0","0","0"
"1998-05-24 18:00:00.0","0","5","0","0","40","5","12","0","0","0"
"1998-05-24 18:10:00.0","0","25","0","0","68","0","11","0","17","0"
"1998-05-24 18:20:00.0","0","22","0","0","62","4","11","0","12","0"
"1998-05-24 18:30:00.0","0","17","0","0","45","1","11","0","0","0"
"1998-05-24 18:40:00.0","0","2","0","0","33","2","11","0","0","0"
"1998-05-24 18:50:00.0","0","2","0","0","31","3","8","0","0","0"
"1998-05-24 19:00:00.0","0","2","0","0","29","0","0","0","11","0"
"1998-05-24 19:10:00.0","0","22","0","0","53","0","0","0","18","0"
"1998-05-24 19:20:00.0","0","22","0","0","38","0","0","0","0","0"
"1998-05-24 19:30:00.0","0","18","0","0","33","0","0","0","0","0"
"1998-05-24 19:40:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-24 19:50:00.0","0","2","23","0","50","4","0","0","5","0"
"1998-05-24 20:00:00.0","0","4","5","0","70","10","9","0","25","0"
"1998-05-24 20:10:00.0","0","25","0","0","66","10","11","0","5","0"
"1998-05-24 20:20:00.0","0","22","0","0","66","16","11","0","0","0"
"1998-05-24 20:30:00.0","0","21","14","0","101","36","11","0","0","0"
"1998-05-24 20:40:00.0","0","9","0","0","69","20","12","0","13","0"
"1998-05-24 20:50:00.0","0","2","0","0","70","24","11","0","17","0"
"1998-05-24 21:00:00.0","0","2","0","4","64","28","10","0","0","0"
"1998-05-24 21:10:00.0","0","7","0","10","68","22","10","0","0","0"
"1998-05-24 21:20:00.0","0","24","0","10","83","22","11","0","0","0"
"1998-05-24 21:30:00.0","0","21","0","10","93","22","10","0","14","0"
"1998-05-24 21:40:00.0","0","12","0","2","146","36","11","0","15","0"
"1998-05-24 21:50:00.0","0","2","0","0","136","36","10","0","0","0"
"1998-05-24 22:00:00.0","0","2","0","0","55","25","11","0","0","0"
"1998-05-24 22:10:00.0","0","14","0","0","64","22","10","0","0","0"
"1998-05-24 22:20:00.0","0","23","0","0","84","22","11","0","13","0"
"1998-05-24 22:30:00.0","0","21","0","0","85","23","10","0","16","0"
"1998-05-24 22:40:00.0","0","9","0","0","51","15","10","0","0","0"
"1998-05-24 22:50:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-24 23:00:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-05-24 23:10:00.0","0","6","0","0","32","0","0","0","9","0"
"1998-05-24 23:20:00.0","0","25","0","0","57","0","0","0","20","0"
"1998-05-24 23:30:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-05-24 23:40:00.0","0","10","0","0","27","0","0","0","0","0"
"1998-05-24 23:50:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-05-25 00:00:00.0","0","2","0","0","25","0","0","0","6","0"
"1998-05-25 00:10:00.0","0","5","0","0","42","0","0","0","23","0"
"1998-05-25 00:20:00.0","0","24","0","0","40","0","0","0","0","0"
"1998-05-25 00:30:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-05-25 00:40:00.0","0","12","0","0","28","0","0","0","0","0"
"1998-05-25 00:50:00.0","0","2","0","0","21","0","0","0","1","0"
"1998-05-25 01:00:00.0","0","2","0","0","57","16","0","0","25","0"
"1998-05-25 01:10:00.0","0","4","0","0","41","16","0","0","3","0"
"1998-05-25 01:20:00.0","0","25","0","0","58","16","0","0","0","0"
"1998-05-25 01:30:00.0","0","22","0","0","54","17","0","0","0","0"
"1998-05-25 01:40:00.0","0","10","0","0","44","16","0","0","0","0"
"1998-05-25 01:50:00.0","0","2","0","0","55","17","0","0","21","0"
"1998-05-25 02:00:00.0","0","2","0","0","43","16","0","0","7","0"
"1998-05-25 02:10:00.0","0","2","0","0","37","17","0","0","0","0"
"1998-05-25 02:20:00.0","0","23","0","0","56","16","0","0","0","0"
"1998-05-25 02:30:00.0","0","23","0","0","54","17","0","0","0","0"
"1998-05-25 02:40:00.0","0","12","0","0","60","16","0","0","15","0"
"1998-05-25 02:50:00.0","0","2","0","0","49","17","0","0","14","0"
"1998-05-25 03:00:00.0","0","2","0","0","37","16","0","0","0","0"
"1998-05-25 03:10:00.0","0","2","0","0","36","16","0","0","0","0"
"1998-05-25 03:20:00.0","0","19","0","0","53","17","0","0","0","0"
"1998-05-25 03:30:00.0","0","23","0","0","62","16","0","0","7","0"
"1998-05-25 03:40:00.0","0","17","0","0","69","17","0","0","22","0"
"1998-05-25 03:50:00.0","0","2","0","0","37","16","0","0","0","0"
"1998-05-25 04:00:00.0","0","2","0","0","36","17","0","0","0","0"
"1998-05-25 04:10:00.0","0","2","0","0","37","16","0","0","0","0"
"1998-05-25 04:20:00.0","0","14","0","0","48","17","0","0","0","0"
"1998-05-25 04:30:00.0","0","23","0","0","78","16","0","0","25","0"
"1998-05-25 04:40:00.0","0","21","0","0","57","17","0","0","3","0"
"1998-05-25 04:50:00.0","0","2","0","0","40","20","0","0","0","0"
"1998-05-25 05:00:00.0","0","2","44","0","81","16","0","0","0","0"
