"Time","Electric Cooker (hot plate+oven) (1,5kW)","Fridge freezer (Kitchen, 325l/75l)","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Vertical freezer (Storeroom, 145l)","Washing machine ()"
"1998-07-06 10:50:00.0","0","19","0","0","48","19","0","0","0"
"1998-07-06 11:00:00.0","0","19","0","0","60","27","0","0","0"
"1998-07-06 11:10:00.0","0","19","0","0","378","46","0","2","0"
"1998-07-06 11:20:00.0","0","19","0","0","164","48","0","18","0"
"1998-07-06 11:30:00.0","0","19","0","0","114","52","4","18","0"
"1998-07-06 11:40:00.0","0","19","0","0","110","49","12","17","0"
"1998-07-06 11:50:00.0","0","19","0","0","105","41","13","17","0"
"1998-07-06 12:00:00.0","0","9","0","0","95","49","13","17","0"
"1998-07-06 12:10:00.0","0","3","0","0","88","48","13","17","0"
"1998-07-06 12:20:00.0","0","4","0","0","84","48","13","11","0"
"1998-07-06 12:30:00.0","0","13","0","0","80","44","13","0","0"
"1998-07-06 12:40:00.0","0","21","11","0","124","35","13","0","0"
"1998-07-06 12:50:00.0","0","21","19","0","174","31","8","2","0"
"1998-07-06 13:00:00.0","0","20","18","0","106","19","0","18","0"
"1998-07-06 13:10:00.0","0","21","18","0","90","23","6","18","0"
"1998-07-06 13:20:00.0","0","20","18","0","99","27","13","17","0"
"1998-07-06 13:30:00.0","0","20","17","0","100","27","13","17","0"
"1998-07-06 13:40:00.0","0","20","18","0","98","27","12","17","0"
"1998-07-06 13:50:00.0","0","19","18","0","103","37","13","10","0"
"1998-07-06 14:00:00.0","0","20","18","0","354","36","13","0","0"
"1998-07-06 14:10:00.0","0","19","18","0","209","39","13","0","0"
"1998-07-06 14:20:00.0","0","20","17","0","86","7","13","7","0"
"1998-07-06 14:30:00.0","0","19","17","0","357","1","12","18","0"
"1998-07-06 14:40:00.0","0","20","18","0","451","5","13","17","0"
"1998-07-06 14:50:00.0","0","19","18","0","449","0","13","18","0"
"1998-07-06 15:00:00.0","0","20","19","0","455","2","13","17","0"
"1998-07-06 15:10:00.0","0","19","18","0","451","16","12","16","0"
"1998-07-06 15:20:00.0","0","20","18","0","442","7","13","17","0"
"1998-07-06 15:30:00.0","0","19","19","0","426","0","12","9","0"
"1998-07-06 15:40:00.0","0","20","18","0","411","0","13","0","0"
"1998-07-06 15:50:00.0","0","19","18","0","411","0","12","0","0"
"1998-07-06 16:00:00.0","0","19","18","0","418","0","12","5","0"
"1998-07-06 16:10:00.0","0","19","19","0","441","12","12","18","0"
"1998-07-06 16:20:00.0","0","19","18","0","680","37","13","17","0"
"1998-07-06 16:30:00.0","0","20","18","0","618","35","12","17","0"
"1998-07-06 16:40:00.0","0","19","18","0","442","0","12","16","0"
"1998-07-06 16:50:00.0","0","19","19","0","438","0","12","17","0"
"1998-07-06 17:00:00.0","0","19","18","0","437","0","13","16","0"
"1998-07-06 17:10:00.0","0","19","18","0","435","0","13","17","0"
"1998-07-06 17:20:00.0","0","19","19","0","424","3","12","1","0"
"1998-07-06 17:30:00.0","0","20","18","0","296","3","13","0","0"
"1998-07-06 17:40:00.0","0","19","18","0","61","2","13","0","0"
"1998-07-06 17:50:00.0","0","20","19","0","92","0","13","13","0"
"1998-07-06 18:00:00.0","0","20","18","0","105","0","13","19","0"
"1998-07-06 18:10:00.0","0","20","18","0","73","0","12","17","0"
"1998-07-06 18:20:00.0","0","20","19","0","78","4","14","17","0"
"1998-07-06 18:30:00.0","0","20","18","0","80","6","13","18","0"
"1998-07-06 18:40:00.0","0","20","18","0","75","3","13","16","0"
"1998-07-06 18:50:00.0","0","20","19","0","271","16","12","8","0"
"1998-07-06 19:00:00.0","0","20","18","0","280","20","13","0","0"
"1998-07-06 19:10:00.0","0","20","19","0","95","20","13","0","0"
"1998-07-06 19:20:00.0","0","20","18","0","105","20","13","16","0"
"1998-07-06 19:30:00.0","0","21","18","0","103","19","13","18","0"
"1998-07-06 19:40:00.0","0","21","19","0","105","25","13","18","0"
"1998-07-06 19:50:00.0","0","21","18","0","95","30","4","17","0"
"1998-07-06 20:00:00.0","0","21","18","0","99","30","0","18","0"
"1998-07-06 20:10:00.0","0","21","19","0","97","29","6","17","0"
"1998-07-06 20:20:00.0","0","21","18","0","103","30","13","17","0"
"1998-07-06 20:30:00.0","0","21","19","0","112","21","13","16","0"
"1998-07-06 20:40:00.0","0","21","18","0","100","27","13","17","0"
"1998-07-06 20:50:00.0","0","21","19","0","100","39","12","1","0"
"1998-07-06 21:00:00.0","0","20","18","0","220","29","12","0","0"
"1998-07-06 21:10:00.0","0","21","18","0","454","27","11","0","0"
"1998-07-06 21:20:00.0","0","21","19","0","468","28","12","15","0"
"1998-07-06 21:30:00.0","0","21","18","0","457","16","11","18","0"
"1998-07-06 21:40:00.0","0","20","18","0","457","16","12","17","0"
"1998-07-06 21:50:00.0","0","21","19","0","457","17","11","17","0"
"1998-07-06 22:00:00.0","0","20","18","0","467","26","11","17","0"
"1998-07-06 22:10:00.0","0","20","18","0","466","25","12","17","0"
"1998-07-06 22:20:00.0","0","20","19","0","455","20","12","7","0"
"1998-07-06 22:30:00.0","0","20","18","0","447","17","11","0","0"
"1998-07-06 22:40:00.0","0","20","19","0","448","16","12","0","0"
"1998-07-06 22:50:00.0","0","20","18","0","461","22","13","12","0"
"1998-07-06 23:00:00.0","0","20","18","0","478","34","13","18","0"
"1998-07-06 23:10:00.0","0","20","6","0","464","30","12","18","0"
"1998-07-06 23:20:00.0","0","19","0","0","464","36","13","17","0"
"1998-07-06 23:30:00.0","0","20","0","0","237","36","13","17","0"
"1998-07-06 23:40:00.0","0","20","0","0","85","30","13","17","0"
"1998-07-06 23:50:00.0","0","20","0","0","81","27","12","17","0"
"1998-07-07 00:00:00.0","0","20","0","0","70","19","8","17","0"
"1998-07-07 00:10:00.0","0","20","0","0","32","0","1","4","0"
"1998-07-07 00:20:00.0","0","19","0","0","29","0","0","0","0"
"1998-07-07 00:30:00.0","0","20","0","0","29","0","0","0","0"
"1998-07-07 00:40:00.0","0","20","0","0","38","0","0","11","0"
"1998-07-07 00:50:00.0","0","19","0","0","44","0","0","18","0"
"1998-07-07 01:00:00.0","0","20","0","0","43","0","0","18","0"
"1998-07-07 01:10:00.0","0","19","0","0","42","0","0","18","0"
"1998-07-07 01:20:00.0","0","20","0","0","43","0","0","17","0"
"1998-07-07 01:30:00.0","0","19","0","0","42","0","0","17","0"
"1998-07-07 01:40:00.0","0","20","0","0","42","0","0","17","0"
"1998-07-07 01:50:00.0","0","19","0","0","40","0","0","15","0"
"1998-07-07 02:00:00.0","0","20","0","0","29","0","0","0","0"
"1998-07-07 02:10:00.0","0","19","0","0","28","0","0","0","0"
"1998-07-07 02:20:00.0","0","4","0","0","16","0","0","0","0"
"1998-07-07 02:30:00.0","0","3","0","0","30","0","0","17","0"
"1998-07-07 02:40:00.0","0","3","0","0","30","0","0","18","0"
"1998-07-07 02:50:00.0","0","4","0","0","29","0","0","17","0"
"1998-07-07 03:00:00.0","0","3","0","0","29","0","0","18","0"
"1998-07-07 03:10:00.0","0","4","0","0","29","0","0","17","0"
"1998-07-07 03:20:00.0","0","10","0","0","35","0","0","17","0"
"1998-07-07 03:30:00.0","0","23","0","0","45","0","0","16","0"
"1998-07-07 03:40:00.0","0","23","0","0","34","0","0","4","0"
"1998-07-07 03:50:00.0","0","21","0","0","30","0","0","0","0"
"1998-07-07 04:00:00.0","0","21","0","0","30","0","0","0","0"
"1998-07-07 04:10:00.0","0","21","0","0","39","0","0","10","0"
"1998-07-07 04:20:00.0","0","20","0","0","45","0","0","19","0"
"1998-07-07 04:30:00.0","0","21","0","0","43","0","0","18","0"
"1998-07-07 04:40:00.0","0","20","0","0","43","0","0","17","0"
"1998-07-07 04:50:00.0","0","20","0","0","44","1","0","17","0"
"1998-07-07 05:00:00.0","0","20","0","0","42","0","0","17","0"
"1998-07-07 05:10:00.0","0","20","0","0","42","0","0","17","0"
"1998-07-07 05:20:00.0","0","20","0","0","33","0","0","6","0"
"1998-07-07 05:30:00.0","0","20","0","0","29","0","0","0","0"
"1998-07-07 05:40:00.0","0","19","0","0","29","0","0","0","0"
"1998-07-07 05:50:00.0","0","20","0","0","36","0","0","9","0"
"1998-07-07 06:00:00.0","0","20","0","0","44","0","0","18","0"
"1998-07-07 06:10:00.0","0","19","0","0","43","0","0","18","0"
"1998-07-07 06:20:00.0","0","20","0","0","42","0","0","17","0"
"1998-07-07 06:30:00.0","0","20","0","0","42","0","0","17","0"
"1998-07-07 06:40:00.0","0","19","0","0","42","0","0","17","0"
"1998-07-07 06:50:00.0","0","19","0","0","41","0","0","17","0"
"1998-07-07 07:00:00.0","0","20","0","0","31","0","0","3","0"
"1998-07-07 07:10:00.0","0","19","0","0","28","0","0","0","0"
"1998-07-07 07:20:00.0","0","19","0","0","28","0","0","0","0"
"1998-07-07 07:30:00.0","0","20","0","0","41","3","0","11","0"
"1998-07-07 07:40:00.0","0","19","0","0","106","8","0","18","0"
"1998-07-07 07:50:00.0","0","20","0","0","52","10","0","18","0"
"1998-07-07 08:00:00.0","0","19","0","0","61","20","0","17","0"
"1998-07-07 08:10:00.0","0","19","0","0","64","22","0","17","0"
"1998-07-07 08:20:00.0","0","20","0","0","138","30","0","17","0"
"1998-07-07 08:30:00.0","0","19","0","0","51","11","0","15","0"
"1998-07-07 08:40:00.0","0","19","0","0","44","17","0","0","0"
"1998-07-07 08:50:00.0","0","19","0","0","46","18","0","0","0"
"1998-07-07 09:00:00.0","0","19","0","0","39","12","0","0","0"
"1998-07-07 09:10:00.0","0","19","0","0","79","11","0","17","0"
"1998-07-07 09:20:00.0","0","19","0","0","62","20","0","17","0"
"1998-07-07 09:30:00.0","0","19","0","0","57","16","0","17","0"
"1998-07-07 09:40:00.0","0","19","0","0","51","10","0","17","0"
"1998-07-07 09:50:00.0","0","19","0","0","122","10","0","17","0"
"1998-07-07 10:00:00.0","0","20","0","0","101","10","0","16","0"
"1998-07-07 10:10:00.0","0","19","0","0","43","5","0","10","0"
"1998-07-07 10:20:00.0","0","19","0","0","29","1","0","0","0"
"1998-07-07 10:30:00.0","0","19","7","0","38","0","0","0","0"
"1998-07-07 10:40:00.0","0","19","18","0","63","10","0","5","0"
"1998-07-07 10:50:00.0","0","19","18","0","73","11","0","18","0"
"1998-07-07 11:00:00.0","0","19","19","0","94","32","0","18","0"
"1998-07-07 11:10:00.0","0","19","18","0","100","40","0","17","0"
"1998-07-07 11:20:00.0","0","19","17","0","108","39","11","17","0"
"1998-07-07 11:30:00.0","0","20","17","0","110","39","12","17","0"
"1998-07-07 11:40:00.0","0","19","18","0","116","45","14","10","0"
"1998-07-07 11:50:00.0","0","19","17","0","103","35","13","10","0"
"1998-07-07 12:00:00.0","0","3","18","0","75","30","12","0","0"
"1998-07-07 12:10:00.0","0","4","17","0","65","20","13","0","0"
"1998-07-07 12:20:00.0","0","3","18","0","61","10","10","11","0"
"1998-07-07 12:30:00.0","0","20","17","0","71","10","0","18","0"
"1998-07-07 12:40:00.0","0","21","18","0","98","37","0","18","0"
"1998-07-07 12:50:00.0","0","21","17","0","97","35","0","17","0"
"1998-07-07 13:00:00.0","0","21","17","0","97","37","0","17","0"
"1998-07-07 13:10:00.0","0","20","18","0","107","36","11","17","0"
"1998-07-07 13:20:00.0","0","20","18","0","97","26","12","17","0"
"1998-07-07 13:30:00.0","0","20","18","0","90","26","12","7","0"
"1998-07-07 13:40:00.0","0","20","17","0","83","25","13","0","0"
"1998-07-07 13:50:00.0","0","20","18","0","84","27","12","0","0"
"1998-07-07 14:00:00.0","0","20","19","0","83","17","13","7","0"
"1998-07-07 14:10:00.0","0","19","18","0","89","17","12","19","0"
"1998-07-07 14:20:00.0","0","20","18","0","89","16","13","17","0"
"1998-07-07 14:30:00.0","0","19","18","0","88","16","13","18","0"
"1998-07-07 14:40:00.0","0","20","18","0","87","16","12","17","0"
"1998-07-07 14:50:00.0","0","19","18","0","88","16","13","17","0"
"1998-07-07 15:00:00.0","0","20","18","0","88","17","12","17","0"
"1998-07-07 15:10:00.0","0","19","18","0","76","16","13","1","0"
"1998-07-07 15:20:00.0","0","19","18","0","76","16","12","0","0"
"1998-07-07 15:30:00.0","0","20","17","0","214","23","13","0","0"
"1998-07-07 15:40:00.0","0","19","18","0","462","28","12","15","0"
"1998-07-07 15:50:00.0","0","20","18","0","449","16","12","17","0"
"1998-07-07 16:00:00.0","0","19","17","0","456","22","13","18","0"
"1998-07-07 16:10:00.0","0","20","18","0","453","20","12","17","0"
"1998-07-07 16:20:00.0","0","19","17","0","448","15","12","17","0"
"1998-07-07 16:30:00.0","0","19","18","0","446","16","13","16","0"
"1998-07-07 16:40:00.0","0","19","17","0","443","16","11","11","0"
"1998-07-07 16:50:00.0","0","19","18","0","438","17","13","0","0"
"1998-07-07 17:00:00.0","0","20","12","0","459","30","12","0","0"
"1998-07-07 17:10:00.0","0","19","3","0","463","35","12","5","0"
"1998-07-07 17:20:00.0","0","20","19","0","509","52","13","14","0"
"1998-07-07 17:30:00.0","0","19","18","0","481","38","13","15","0"
"1998-07-07 17:40:00.0","0","20","18","0","471","26","13","18","0"
"1998-07-07 17:50:00.0","0","20","18","0","470","26","13","18","0"
"1998-07-07 18:00:00.0","0","19","6","0","449","25","12","17","0"
"1998-07-07 18:10:00.0","0","19","0","0","445","32","13","16","0"
"1998-07-07 18:20:00.0","0","20","0","0","447","36","12","12","0"
"1998-07-07 18:30:00.0","0","19","0","0","439","31","13","0","0"
"1998-07-07 18:40:00.0","273","20","0","0","712","35","13","0","0"
"1998-07-07 18:50:00.0","126","20","0","0","568","38","13","5","0"
"1998-07-07 19:00:00.0","158","19","0","0","640","72","12","18","0"
"1998-07-07 19:10:00.0","50","21","0","0","557","79","13","17","0"
"1998-07-07 19:20:00.0","127","20","0","0","617","79","13","17","0"
"1998-07-07 19:30:00.0","43","21","0","0","532","78","10","17","0"
"1998-07-07 19:40:00.0","0","20","0","0","273","36","1","17","0"
"1998-07-07 19:50:00.0","0","21","3","0","130","47","0","16","0"
"1998-07-07 20:00:00.0","0","20","19","0","104","43","0","14","0"
"1998-07-07 20:10:00.0","0","21","18","0","85","30","7","0","0"
"1998-07-07 20:20:00.0","0","21","19","0","100","39","13","0","0"
"1998-07-07 20:30:00.0","0","21","19","0","83","21","13","0","0"
"1998-07-07 20:40:00.0","0","20","18","0","99","23","13","19","0"
"1998-07-07 20:50:00.0","0","22","19","0","249","40","13","18","0"
"1998-07-07 21:00:00.0","0","21","18","0","469","31","12","17","0"
"1998-07-07 21:10:00.0","0","22","19","0","404","35","13","17","0"
"1998-07-07 21:20:00.0","0","21","18","0","111","36","13","17","0"
"1998-07-07 21:30:00.0","0","21","18","0","126","51","12","16","0"
"1998-07-07 21:40:00.0","0","21","18","0","129","55","13","17","0"
"1998-07-07 21:50:00.0","0","21","19","0","428","54","12","4","0"
"1998-07-07 22:00:00.0","0","20","18","0","453","33","13","0","0"
"1998-07-07 22:10:00.0","0","21","18","0","447","25","13","0","0"
"1998-07-07 22:20:00.0","0","20","19","0","455","26","12","9","0"
"1998-07-07 22:30:00.0","0","20","18","0","462","25","13","18","0"
"1998-07-07 22:40:00.0","0","20","18","0","327","26","12","18","0"
"1998-07-07 22:50:00.0","0","20","18","0","95","21","13","17","0"
"1998-07-07 23:00:00.0","0","21","19","0","99","25","13","17","0"
"1998-07-07 23:10:00.0","0","20","18","0","99","26","12","16","0"
"1998-07-07 23:20:00.0","0","19","18","0","96","25","13","13","0"
"1998-07-07 23:30:00.0","0","20","19","0","65","5","12","0","0"
"1998-07-07 23:40:00.0","0","20","18","0","77","18","13","0","0"
"1998-07-07 23:50:00.0","0","20","6","0","74","34","2","0","0"
"1998-07-08 00:00:00.0","0","20","0","0","77","33","0","19","0"
"1998-07-08 00:10:00.0","0","19","0","0","40","0","0","18","0"
"1998-07-08 00:20:00.0","0","20","0","0","40","0","0","17","0"
"1998-07-08 00:30:00.0","0","19","0","0","39","0","0","18","0"
"1998-07-08 00:40:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-08 00:50:00.0","0","19","0","0","39","0","0","16","0"
"1998-07-08 01:00:00.0","0","20","0","0","25","0","0","0","0"
"1998-07-08 01:10:00.0","0","19","0","0","25","0","0","0","0"
"1998-07-08 01:20:00.0","0","19","0","0","26","0","0","0","0"
"1998-07-08 01:30:00.0","0","20","0","0","39","0","0","16","0"
"1998-07-08 01:40:00.0","0","19","0","0","40","0","0","18","0"
"1998-07-08 01:50:00.0","0","19","0","0","39","0","0","18","0"
"1998-07-08 02:00:00.0","0","19","0","0","39","0","0","17","0"
"1998-07-08 02:10:00.0","0","19","0","0","39","0","0","17","0"
"1998-07-08 02:20:00.0","0","19","0","0","38","0","0","17","0"
"1998-07-08 02:30:00.0","0","19","0","0","39","0","0","16","0"
"1998-07-08 02:40:00.0","0","20","0","0","28","0","0","5","0"
"1998-07-08 02:50:00.0","0","6","0","0","14","0","0","0","0"
"1998-07-08 03:00:00.0","0","3","0","0","13","1","0","0","0"
"1998-07-08 03:10:00.0","0","3","0","0","20","0","0","9","0"
"1998-07-08 03:20:00.0","0","4","0","0","27","0","0","18","0"
"1998-07-08 03:30:00.0","0","3","0","0","26","0","0","18","0"
"1998-07-08 03:40:00.0","0","4","0","0","26","0","0","17","0"
"1998-07-08 03:50:00.0","0","3","0","0","26","0","0","17","0"
"1998-07-08 04:00:00.0","0","19","0","0","38","0","0","17","0"
"1998-07-08 04:10:00.0","0","22","0","0","43","2","0","15","0"
"1998-07-08 04:20:00.0","0","22","0","0","28","0","0","0","0"
"1998-07-08 04:30:00.0","0","21","0","0","26","0","0","0","0"
"1998-07-08 04:40:00.0","0","21","0","0","27","0","0","0","0"
"1998-07-08 04:50:00.0","0","20","0","0","40","0","0","15","0"
"1998-07-08 05:00:00.0","0","21","0","0","40","0","0","18","0"
"1998-07-08 05:10:00.0","0","20","0","0","40","0","0","18","0"
"1998-07-08 05:20:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-08 05:30:00.0","0","19","0","0","39","0","0","17","0"
"1998-07-08 05:40:00.0","0","20","0","0","39","0","0","16","0"
"1998-07-08 05:50:00.0","0","20","0","0","33","0","0","11","0"
"1998-07-08 06:00:00.0","0","19","0","0","25","0","0","0","0"
"1998-07-08 06:10:00.0","0","20","0","0","26","0","0","0","0"
"1998-07-08 06:20:00.0","0","19","0","0","27","0","0","2","0"
"1998-07-08 06:30:00.0","0","19","0","0","41","0","0","19","0"
"1998-07-08 06:40:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-08 06:50:00.0","0","19","0","0","39","0","0","18","0"
"1998-07-08 07:00:00.0","0","19","0","0","38","0","0","17","0"
"1998-07-08 07:10:00.0","0","19","0","0","39","0","0","16","0"
"1998-07-08 07:20:00.0","0","19","0","0","38","0","0","17","0"
"1998-07-08 07:30:00.0","0","19","0","0","30","0","0","7","0"
"1998-07-08 07:40:00.0","0","20","0","0","100","8","0","0","0"
"1998-07-08 07:50:00.0","0","19","0","0","40","11","0","0","0"
"1998-07-08 08:00:00.0","0","19","0","0","76","12","0","5","0"
"1998-07-08 08:10:00.0","0","19","0","0","82","20","0","18","0"
"1998-07-08 08:20:00.0","0","19","0","0","82","20","8","18","0"
"1998-07-08 08:30:00.0","0","19","0","0","80","34","1","17","0"
"1998-07-08 08:40:00.0","0","19","0","0","96","35","0","16","0"
"1998-07-08 08:50:00.0","0","19","0","0","80","43","0","17","0"
"1998-07-08 09:00:00.0","0","18","0","0","67","37","0","7","0"
"1998-07-08 09:10:00.0","0","19","0","0","68","44","0","0","0"
"1998-07-08 09:20:00.0","0","19","0","0","77","52","0","0","0"
"1998-07-08 09:30:00.0","0","19","0","0","83","53","0","6","0"
"1998-07-08 09:40:00.0","0","18","0","0","74","35","0","18","0"
"1998-07-08 09:50:00.0","0","19","0","0","140","29","0","18","0"
"1998-07-08 10:00:00.0","0","19","0","0","127","49","0","17","0"
"1998-07-08 10:10:00.0","0","19","0","0","94","56","0","16","0"
"1998-07-08 10:20:00.0","0","18","0","0","92","55","0","17","0"
"1998-07-08 10:30:00.0","0","19","0","0","365","39","0","11","0"
"1998-07-08 10:40:00.0","0","20","0","0","252","38","0","0","0"
"1998-07-08 10:50:00.0","0","19","0","0","315","32","0","0","0"
"1998-07-08 11:00:00.0","0","19","0","0","70","30","0","0","0"
"1998-07-08 11:10:00.0","0","20","0","0","92","29","5","18","0"
"1998-07-08 11:20:00.0","0","19","0","0","95","29","13","18","0"
"1998-07-08 11:30:00.0","0","19","0","0","91","29","12","17","0"
"1998-07-08 11:40:00.0","0","20","0","0","94","29","12","17","0"
"1998-07-08 11:50:00.0","0","19","0","0","97","38","13","17","0"
"1998-07-08 12:00:00.0","0","19","0","0","278","43","13","6","0"
"1998-07-08 12:10:00.0","0","20","0","0","336","5","0","0","0"
"1998-07-08 12:20:00.0","0","19","0","0","41","0","0","0","0"
"1998-07-08 12:30:00.0","0","19","0","0","60","14","0","8","0"
"1998-07-08 12:40:00.0","0","20","19","0","117","49","0","19","0"
"1998-07-08 12:50:00.0","0","20","19","0","108","43","0","18","0"
"1998-07-08 13:00:00.0","0","19","18","0","98","41","0","17","0"
"1998-07-08 13:10:00.0","0","19","18","0","96","38","0","17","0"
"1998-07-08 13:20:00.0","0","19","17","0","71","10","0","17","0"
"1998-07-08 13:30:00.0","0","19","18","0","63","10","0","8","0"
"1998-07-08 13:40:00.0","0","20","17","0","56","10","0","0","0"
"1998-07-08 13:50:00.0","0","19","18","0","57","9","0","0","0"
"1998-07-08 14:00:00.0","0","17","17","0","64","12","0","8","0"
"1998-07-08 14:10:00.0","0","3","18","0","66","11","7","18","0"
"1998-07-08 14:20:00.0","0","4","19","0","70","10","12","18","0"
"1998-07-08 14:30:00.0","0","3","18","0","70","9","12","17","0"
"1998-07-08 14:40:00.0","0","4","18","0","69","10","12","17","0"
"1998-07-08 14:50:00.0","0","10","19","0","75","10","13","17","0"
"1998-07-08 15:00:00.0","0","22","18","0","85","10","12","17","0"
"1998-07-08 15:10:00.0","0","21","18","0","71","6","13","4","0"
"1998-07-08 15:20:00.0","0","21","19","0","60","0","13","0","0"
"1998-07-08 15:30:00.0","0","20","18","0","194","0","13","0","0"
"1998-07-08 15:40:00.0","0","20","18","0","425","0","12","9","0"
"1998-07-08 15:50:00.0","0","20","18","0","432","0","12","18","0"
"1998-07-08 16:00:00.0","0","19","19","0","431","0","13","17","0"
"1998-07-08 16:10:00.0","0","20","18","0","439","4","12","17","0"
"1998-07-08 16:20:00.0","0","19","18","0","441","1","12","17","0"
"1998-07-08 16:30:00.0","0","20","18","0","484","0","12","17","0"
"1998-07-08 16:40:00.0","0","19","18","0","433","0","12","13","0"
"1998-07-08 16:50:00.0","0","20","19","0","421","1","13","0","0"
"1998-07-08 17:00:00.0","0","19","18","0","412","0","5","0","0"
"1998-07-08 17:10:00.0","0","19","19","0","409","0","0","0","0"
"1998-07-08 17:20:00.0","0","19","19","0","428","0","3","17","0"
"1998-07-08 17:30:00.0","0","19","18","0","304","0","12","17","0"
"1998-07-08 17:40:00.0","0","19","18","0","73","0","13","18","0"
"1998-07-08 17:50:00.0","0","19","19","0","72","0","12","17","0"
"1998-07-08 18:00:00.0","0","20","18","0","72","0","13","17","0"
"1998-07-08 18:10:00.0","0","19","19","0","72","0","12","16","0"
"1998-07-08 18:20:00.0","0","19","18","0","58","0","12","0","0"
"1998-07-08 18:30:00.0","0","19","18","0","74","0","13","0","0"
"1998-07-08 18:40:00.0","0","19","18","0","60","0","13","0","0"
"1998-07-08 18:50:00.0","0","19","19","0","72","0","12","14","0"
"1998-07-08 19:00:00.0","0","19","18","0","74","0","13","18","0"
"1998-07-08 19:10:00.0","0","19","18","0","73","0","13","18","0"
"1998-07-08 19:20:00.0","0","19","19","0","74","1","13","17","0"
"1998-07-08 19:30:00.0","0","19","18","0","81","7","13","17","0"
"1998-07-08 19:40:00.0","0","21","19","0","94","19","13","18","0"
"1998-07-08 19:50:00.0","0","21","18","0","112","37","13","18","0"
"1998-07-08 20:00:00.0","102","21","19","0","227","45","13","17","0"
"1998-07-08 20:10:00.0","35","23","19","0","134","20","1","18","0"
"1998-07-08 20:20:00.0","0","22","18","0","84","20","0","18","0"
"1998-07-08 20:30:00.0","0","22","18","0","86","20","1","18","0"
"1998-07-08 20:40:00.0","0","23","19","0","88","15","13","17","0"
"1998-07-08 20:50:00.0","0","22","19","0","97","23","12","18","0"
"1998-07-08 21:00:00.0","0","22","19","0","239","29","13","17","0"
"1998-07-08 21:10:00.0","0","22","19","0","442","1","13","18","0"
"1998-07-08 21:20:00.0","0","22","18","0","440","0","12","17","0"
"1998-07-08 21:30:00.0","0","21","18","0","440","0","13","17","0"
"1998-07-08 21:40:00.0","0","22","19","0","442","0","13","18","0"
"1998-07-08 21:50:00.0","0","22","18","0","441","0","12","17","0"
"1998-07-08 22:00:00.0","0","21","19","0","442","2","13","17","0"
"1998-07-08 22:10:00.0","0","22","20","0","442","0","12","17","0"
"1998-07-08 22:20:00.0","0","21","19","0","362","0","13","17","0"
"1998-07-08 22:30:00.0","0","21","20","0","73","0","12","17","0"
"1998-07-08 22:40:00.0","0","22","19","0","72","0","13","17","0"
"1998-07-08 22:50:00.0","0","21","20","0","77","4","13","17","0"
"1998-07-08 23:00:00.0","0","22","20","0","104","32","12","17","0"
"1998-07-08 23:10:00.0","0","21","19","0","108","34","13","17","0"
"1998-07-08 23:20:00.0","0","21","20","0","116","44","13","17","0"
"1998-07-08 23:30:00.0","0","22","19","0","98","26","13","17","0"
"1998-07-08 23:40:00.0","0","21","20","0","106","34","12","17","0"
"1998-07-08 23:50:00.0","0","22","20","0","129","56","13","17","0"
"1998-07-09 00:00:00.0","0","21","20","0","75","13","2","17","0"
"1998-07-09 00:10:00.0","0","21","19","0","60","0","0","17","0"
"1998-07-09 00:20:00.0","0","21","19","0","60","0","0","17","0"
"1998-07-09 00:30:00.0","0","21","19","0","60","0","0","17","0"
"1998-07-09 00:40:00.0","0","21","18","0","58","0","0","17","0"
"1998-07-09 00:50:00.0","0","21","0","0","41","0","0","17","0"
"1998-07-09 01:00:00.0","0","21","0","0","40","0","0","16","0"
"1998-07-09 01:10:00.0","0","21","0","0","40","0","0","17","0"
"1998-07-09 01:20:00.0","0","21","0","0","40","0","0","17","0"
"1998-07-09 01:30:00.0","0","21","0","0","40","0","0","16","0"
"1998-07-09 01:40:00.0","0","20","0","0","40","0","0","17","0"
"1998-07-09 01:50:00.0","0","21","0","0","40","0","0","17","0"
"1998-07-09 02:00:00.0","0","21","0","0","40","0","0","16","0"
"1998-07-09 02:10:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-09 02:20:00.0","0","21","0","0","40","0","0","17","0"
"1998-07-09 02:30:00.0","0","21","0","0","40","0","0","16","0"
"1998-07-09 02:40:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-09 02:50:00.0","0","21","0","0","40","0","0","16","0"
"1998-07-09 03:00:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-09 03:10:00.0","0","21","0","0","39","0","0","16","0"
"1998-07-09 03:20:00.0","0","20","0","0","39","0","0","16","0"
"1998-07-09 03:30:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-09 03:40:00.0","0","21","0","0","40","0","0","16","0"
"1998-07-09 03:50:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-09 04:00:00.0","0","20","0","0","38","0","0","16","0"
"1998-07-09 04:10:00.0","0","20","0","0","39","0","0","17","0"
"1998-07-09 04:20:00.0","0","21","0","0","39","0","0","16","0"
"1998-07-09 04:30:00.0","0","20","0","0","39","0","0","16","0"
"1998-07-09 04:40:00.0","0","20","0","0","39","0","0","17","0"
