"Time","Electric Cooker (hot plate+oven) (1,5kW)","Fridge freezer (Kitchen, 325l/75l)","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Vertical freezer (Storeroom, 145l)","Washing machine ()"
"1998-03-04 17:20:00.0","0","20","18","0","86","29","0","0","0"
"1998-03-04 17:30:00.0","0","19","19","0","86","29","0","0","0"
"1998-03-04 17:40:00.0","0","20","18","0","86","30","0","0","0"
"1998-03-04 17:50:00.0","0","19","18","0","175","32","0","8","0"
"1998-03-04 18:00:00.0","0","19","19","0","478","50","0","18","0"
"1998-03-04 18:10:00.0","0","19","18","0","484","56","0","18","12"
"1998-03-04 18:20:00.0","0","19","20","0","511","80","0","17","17"
"1998-03-04 18:30:00.0","0","19","18","0","513","82","0","17","23"
"1998-03-04 18:40:00.0","0","19","19","0","503","67","0","16","25"
"1998-03-04 18:50:00.0","0","18","18","0","494","80","0","17","0"
"1998-03-04 19:00:00.0","0","20","17","0","500","84","0","16","0"
"1998-03-04 19:10:00.0","0","19","17","0","502","82","0","16","0"
"1998-03-04 19:20:00.0","0","19","19","0","491","73","0","13","0"
"1998-03-04 19:30:00.0","0","20","18","0","613","94","0","0","115"
"1998-03-04 19:40:00.0","0","19","19","0","827","109","0","0","313"
"1998-03-04 19:50:00.0","0","19","18","0","639","94","0","0","207"
"1998-03-04 20:00:00.0","0","19","19","0","147","55","0","0","24"
"1998-03-04 20:10:00.0","0","20","18","0","151","68","0","18","11"
"1998-03-04 20:20:00.0","0","19","19","0","241","23","0","18","12"
"1998-03-04 20:30:00.0","0","20","17","0","107","38","0","18","0"
"1998-03-04 20:40:00.0","0","19","17","0","99","38","0","17","0"
"1998-03-04 20:50:00.0","0","20","18","0","111","49","0","17","0"
"1998-03-04 21:00:00.0","0","19","18","0","216","47","0","17","0"
"1998-03-04 21:10:00.0","0","20","19","0","502","49","0","17","20"
"1998-03-04 21:20:00.0","0","19","19","0","507","74","0","9","0"
"1998-03-04 21:30:00.0","0","20","18","0","469","45","0","0","0"
"1998-03-04 21:40:00.0","0","19","18","0","245","46","0","0","0"
"1998-03-04 21:50:00.0","0","19","19","0","103","45","0","0","0"
"1998-03-04 22:00:00.0","0","19","18","0","108","45","0","9","0"
"1998-03-04 22:10:00.0","0","19","18","0","117","45","0","18","0"
"1998-03-04 22:20:00.0","0","20","18","0","115","45","0","18","0"
"1998-03-04 22:30:00.0","0","19","14","0","95","35","0","17","0"
"1998-03-04 22:40:00.0","0","19","0","0","40","2","0","18","0"
"1998-03-04 22:50:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-04 23:00:00.0","0","19","0","0","37","0","0","16","0"
"1998-03-04 23:10:00.0","0","19","0","0","37","0","0","17","0"
"1998-03-04 23:20:00.0","0","19","0","0","25","0","0","0","0"
"1998-03-04 23:30:00.0","0","19","0","0","24","0","0","0","0"
"1998-03-04 23:40:00.0","0","19","0","0","24","0","0","0","0"
"1998-03-04 23:50:00.0","0","19","0","0","24","0","0","0","0"
"1998-03-05 00:00:00.0","0","18","0","0","39","0","0","18","0"
"1998-03-05 00:10:00.0","0","19","0","0","39","0","0","18","0"
"1998-03-05 00:20:00.0","0","19","0","0","38","0","0","18","0"
"1998-03-05 00:30:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-05 00:40:00.0","0","19","0","0","38","0","0","18","0"
"1998-03-05 00:50:00.0","0","19","0","0","37","0","0","16","0"
"1998-03-05 01:00:00.0","0","18","0","0","37","0","0","17","0"
"1998-03-05 01:10:00.0","0","19","0","0","36","0","0","16","0"
"1998-03-05 01:20:00.0","0","18","0","0","25","0","0","1","0"
"1998-03-05 01:30:00.0","0","19","0","0","23","0","0","0","0"
"1998-03-05 01:40:00.0","0","19","0","0","24","0","0","0","0"
"1998-03-05 01:50:00.0","0","18","0","0","23","0","0","0","0"
"1998-03-05 02:00:00.0","0","8","0","0","30","0","0","16","0"
"1998-03-05 02:10:00.0","0","3","0","0","25","0","0","18","0"
"1998-03-05 02:20:00.0","0","4","0","0","25","0","0","17","0"
"1998-03-05 02:30:00.0","0","3","0","0","165","0","0","17","0"
"1998-03-05 02:40:00.0","0","3","0","0","373","0","0","16","0"
"1998-03-05 02:50:00.0","0","3","0","0","366","0","0","17","0"
"1998-03-05 03:00:00.0","0","16","0","0","36","0","0","16","0"
"1998-03-05 03:10:00.0","0","22","0","0","40","0","0","16","0"
"1998-03-05 03:20:00.0","0","21","0","0","36","0","0","13","0"
"1998-03-05 03:30:00.0","0","20","0","0","25","0","0","0","0"
"1998-03-05 03:40:00.0","0","20","0","0","25","0","0","0","0"
"1998-03-05 03:50:00.0","0","20","0","0","27","1","0","0","0"
"1998-03-05 04:00:00.0","0","20","0","0","30","4","0","1","0"
"1998-03-05 04:10:00.0","0","19","0","0","41","0","0","19","0"
"1998-03-05 04:20:00.0","0","19","0","0","39","0","0","18","0"
"1998-03-05 04:30:00.0","0","20","0","0","38","0","0","17","0"
"1998-03-05 04:40:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-05 04:50:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-05 05:00:00.0","0","19","0","0","37","0","0","16","0"
"1998-03-05 05:10:00.0","0","19","0","0","37","0","0","16","0"
"1998-03-05 05:20:00.0","0","19","0","0","37","0","0","16","0"
"1998-03-05 05:30:00.0","0","18","0","0","27","0","0","4","0"
"1998-03-05 05:40:00.0","0","19","0","0","24","0","0","0","0"
"1998-03-05 05:50:00.0","0","19","0","0","25","0","0","0","0"
"1998-03-05 06:00:00.0","0","19","0","0","28","5","0","0","0"
"1998-03-05 06:10:00.0","0","19","0","0","54","18","0","13","0"
"1998-03-05 06:20:00.0","0","19","0","0","62","23","0","18","0"
"1998-03-05 06:30:00.0","0","19","0","0","67","29","0","17","0"
"1998-03-05 06:40:00.0","0","18","0","0","67","29","0","17","0"
"1998-03-05 06:50:00.0","0","19","0","0","75","38","0","17","0"
"1998-03-05 07:00:00.0","0","19","0","0","128","60","0","17","0"
"1998-03-05 07:10:00.0","0","19","0","0","100","31","0","16","0"
"1998-03-05 07:20:00.0","0","18","0","0","418","38","0","16","0"
"1998-03-05 07:30:00.0","0","19","0","0","419","35","0","16","0"
"1998-03-05 07:40:00.0","0","19","0","0","421","41","0","0","0"
"1998-03-05 07:50:00.0","0","19","0","0","393","1","0","0","0"
"1998-03-05 08:00:00.0","0","19","0","0","247","3","0","0","0"
"1998-03-05 08:10:00.0","0","18","0","0","32","4","0","0","0"
"1998-03-05 08:20:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-05 08:30:00.0","0","19","0","0","38","0","0","18","0"
"1998-03-05 08:40:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-05 08:50:00.0","0","18","0","0","38","0","0","17","0"
"1998-03-05 09:00:00.0","0","19","0","0","37","0","0","17","0"
"1998-03-05 09:10:00.0","0","18","0","0","37","0","0","16","0"
"1998-03-05 09:20:00.0","0","19","0","0","36","0","0","17","0"
"1998-03-05 09:30:00.0","0","18","0","0","30","0","0","7","0"
"1998-03-05 09:40:00.0","0","19","0","0","23","0","0","0","0"
"1998-03-05 09:50:00.0","0","18","0","0","24","0","0","0","0"
"1998-03-05 10:00:00.0","0","19","0","0","23","0","0","0","0"
"1998-03-05 10:10:00.0","0","18","0","0","34","0","0","11","0"
"1998-03-05 10:20:00.0","0","19","0","0","38","0","0","18","0"
"1998-03-05 10:30:00.0","0","18","0","0","38","0","0","18","0"
"1998-03-05 10:40:00.0","0","19","0","0","37","0","0","17","0"
"1998-03-05 10:50:00.0","0","17","0","0","36","0","0","17","0"
"1998-03-05 11:00:00.0","0","3","0","0","24","0","0","16","0"
"1998-03-05 11:10:00.0","0","3","0","0","24","0","0","17","0"
"1998-03-05 11:20:00.0","0","4","0","0","25","0","0","16","0"
"1998-03-05 11:30:00.0","0","3","0","0","20","0","0","12","0"
"1998-03-05 11:40:00.0","0","3","0","0","11","0","0","0","0"
"1998-03-05 11:50:00.0","0","4","0","0","11","0","0","0","0"
"1998-03-05 12:00:00.0","0","3","0","0","11","0","0","0","0"
"1998-03-05 12:10:00.0","0","14","0","0","25","1","0","4","0"
"1998-03-05 12:20:00.0","0","23","0","0","69","27","0","19","0"
"1998-03-05 12:30:00.0","0","21","0","0","250","27","0","18","182"
"1998-03-05 12:40:00.0","0","20","0","0","431","0","0","17","312"
"1998-03-05 12:50:00.0","0","21","0","0","295","0","0","17","139"
"1998-03-05 13:00:00.0","0","20","0","0","207","0","0","17","17"
"1998-03-05 13:10:00.0","0","19","0","0","408","11","0","16","11"
"1998-03-05 13:20:00.0","0","20","0","0","429","35","0","16","7"
"1998-03-05 13:30:00.0","0","19","0","0","423","31","0","16","0"
"1998-03-05 13:40:00.0","0","19","0","0","426","33","0","16","0"
"1998-03-05 13:50:00.0","0","20","0","0","414","4","0","2","22"
"1998-03-05 14:00:00.0","0","19","0","0","395","4","0","0","0"
"1998-03-05 14:10:00.0","0","19","0","0","390","0","0","0","0"
"1998-03-05 14:20:00.0","0","19","0","0","414","24","0","0","0"
"1998-03-05 14:30:00.0","0","19","0","0","706","31","0","12","272"
"1998-03-05 14:40:00.0","0","19","0","0","522","31","0","18","85"
"1998-03-05 14:50:00.0","0","19","3","0","460","25","0","18","17"
"1998-03-05 15:00:00.0","0","19","19","0","303","15","0","17","15"
"1998-03-05 15:10:00.0","0","19","19","0","87","10","0","17","13"
"1998-03-05 15:20:00.0","0","19","19","0","88","10","0","8","7"
"1998-03-05 15:30:00.0","0","19","19","0","90","10","0","9","8"
"1998-03-05 15:40:00.0","0","19","18","0","89","5","0","18","17"
"1998-03-05 15:50:00.0","0","19","19","0","66","0","0","17","0"
"1998-03-05 16:00:00.0","0","19","19","0","67","0","0","16","0"
"1998-03-05 16:10:00.0","0","19","18","0","68","5","0","12","0"
"1998-03-05 16:20:00.0","0","19","18","0","141","10","0","0","78"
"1998-03-05 16:30:00.0","0","19","19","0","374","7","0","0","314"
"1998-03-05 16:40:00.0","0","19","19","0","293","0","0","0","240"
"1998-03-05 16:50:00.0","0","19","19","0","77","0","0","6","25"
"1998-03-05 17:00:00.0","0","19","18","0","79","0","0","19","11"
"1998-03-05 17:10:00.0","0","20","18","0","78","1","0","17","14"
"1998-03-05 17:20:00.0","0","19","17","0","68","0","0","18","0"
"1998-03-05 17:30:00.0","0","19","18","0","63","0","0","17","0"
"1998-03-05 17:40:00.0","0","18","18","0","57","0","0","17","0"
"1998-03-05 17:50:00.0","0","19","18","0","56","0","0","17","0"
"1998-03-05 18:00:00.0","0","19","19","0","56","0","0","17","0"
"1998-03-05 18:10:00.0","0","19","18","0","54","0","0","15","0"
"1998-03-05 18:20:00.0","0","19","19","0","46","0","0","0","0"
"1998-03-05 18:30:00.0","0","19","18","0","62","7","0","0","0"
"1998-03-05 18:40:00.0","0","19","19","0","86","32","0","0","0"
"1998-03-05 18:50:00.0","0","19","17","0","80","26","0","0","0"
"1998-03-05 19:00:00.0","0","19","17","0","107","40","0","19","0"
"1998-03-05 19:10:00.0","0","19","17","0","133","76","0","18","0"
"1998-03-05 19:20:00.0","0","19","17","0","137","76","0","17","0"
"1998-03-05 19:30:00.0","0","19","17","0","135","75","0","17","0"
"1998-03-05 19:40:00.0","0","18","19","0","121","61","0","18","0"
"1998-03-05 19:50:00.0","0","19","18","0","115","55","0","16","0"
"1998-03-05 20:00:00.0","0","19","18","0","184","36","0","17","0"
"1998-03-05 20:10:00.0","0","19","17","0","232","51","0","13","0"
"1998-03-05 20:20:00.0","0","19","17","0","165","36","0","1","0"
"1998-03-05 20:30:00.0","0","19","17","0","93","35","0","0","0"
"1998-03-05 20:40:00.0","0","19","17","0","106","49","0","0","0"
"1998-03-05 20:50:00.0","0","19","17","0","126","67","0","0","0"
"1998-03-05 21:00:00.0","0","19","17","0","135","61","0","19","0"
"1998-03-05 21:10:00.0","0","19","18","0","97","26","0","19","0"
"1998-03-05 21:20:00.0","0","19","17","0","116","46","0","17","0"
"1998-03-05 21:30:00.0","0","19","17","0","113","42","0","18","0"
"1998-03-05 21:40:00.0","0","19","18","0","91","20","0","17","0"
"1998-03-05 21:50:00.0","0","19","19","0","71","0","0","17","0"
"1998-03-05 22:00:00.0","0","18","17","0","69","4","0","12","0"
"1998-03-05 22:10:00.0","0","18","17","0","74","19","0","0","0"
"1998-03-05 22:20:00.0","0","19","17","0","78","25","0","0","0"
"1998-03-05 22:30:00.0","0","18","0","0","54","17","0","0","0"
"1998-03-05 22:40:00.0","0","19","0","0","36","5","0","4","0"
"1998-03-05 22:50:00.0","0","18","0","0","42","0","0","19","0"
"1998-03-05 23:00:00.0","0","8","0","0","33","0","0","17","0"
"1998-03-05 23:10:00.0","0","3","0","0","29","0","0","18","0"
"1998-03-05 23:20:00.0","0","4","0","0","28","0","0","17","0"
"1998-03-05 23:30:00.0","0","3","0","0","29","0","0","16","0"
"1998-03-05 23:40:00.0","0","3","0","0","28","0","0","17","0"
"1998-03-05 23:50:00.0","0","4","0","0","27","0","0","16","0"
"1998-03-06 00:00:00.0","0","22","0","0","39","0","0","11","0"
"1998-03-06 00:10:00.0","0","21","0","0","41","14","0","0","0"
"1998-03-06 00:20:00.0","0","20","0","0","41","15","0","0","0"
"1998-03-06 00:30:00.0","0","20","0","0","40","16","0","0","0"
"1998-03-06 00:40:00.0","0","20","0","0","42","15","0","2","0"
"1998-03-06 00:50:00.0","0","20","0","0","40","0","0","19","0"
"1998-03-06 01:00:00.0","0","19","0","0","38","0","0","18","0"
"1998-03-06 01:10:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-06 01:20:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-06 01:30:00.0","0","19","0","0","37","0","0","16","0"
"1998-03-06 01:40:00.0","0","19","0","0","37","0","0","17","0"
"1998-03-06 01:50:00.0","0","19","0","0","37","0","0","16","0"
"1998-03-06 02:00:00.0","0","19","0","0","168","0","0","2","0"
"1998-03-06 02:10:00.0","0","19","0","0","362","0","0","0","0"
"1998-03-06 02:20:00.0","0","18","0","0","360","0","0","0","0"
"1998-03-06 02:30:00.0","0","19","0","0","363","0","0","0","0"
"1998-03-06 02:40:00.0","0","18","0","0","372","0","0","13","0"
"1998-03-06 02:50:00.0","0","19","0","0","376","0","0","17","0"
"1998-03-06 03:00:00.0","0","18","0","0","375","0","0","17","0"
"1998-03-06 03:10:00.0","0","19","0","0","378","0","0","17","0"
"1998-03-06 03:20:00.0","0","18","0","0","376","0","0","17","0"
"1998-03-06 03:30:00.0","0","19","0","0","375","0","0","16","0"
"1998-03-06 03:40:00.0","0","18","0","0","377","0","0","16","0"
"1998-03-06 03:50:00.0","0","19","0","0","377","0","0","16","0"
"1998-03-06 04:00:00.0","0","18","0","0","364","0","0","1","0"
"1998-03-06 04:10:00.0","0","19","0","0","365","0","0","0","0"
"1998-03-06 04:20:00.0","0","18","0","0","366","0","0","0","0"
"1998-03-06 04:30:00.0","0","19","0","0","366","0","0","0","0"
"1998-03-06 04:40:00.0","0","18","0","0","59","0","0","10","0"
"1998-03-06 04:50:00.0","0","19","0","0","38","0","0","18","0"
"1998-03-06 05:00:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-06 05:10:00.0","0","18","0","0","37","0","0","17","0"
"1998-03-06 05:20:00.0","0","19","0","0","37","0","0","17","0"
"1998-03-06 05:30:00.0","0","18","0","0","37","0","0","16","0"
"1998-03-06 05:40:00.0","0","18","0","0","36","0","0","16","0"
"1998-03-06 05:50:00.0","0","19","0","0","36","0","0","16","0"
"1998-03-06 06:00:00.0","0","19","0","0","31","0","0","8","0"
"1998-03-06 06:10:00.0","0","18","0","0","24","0","0","0","0"
"1998-03-06 06:20:00.0","0","19","0","0","23","0","0","0","0"
"1998-03-06 06:30:00.0","0","19","0","0","24","0","0","0","0"
"1998-03-06 06:40:00.0","0","19","0","0","41","12","0","3","0"
"1998-03-06 06:50:00.0","0","18","0","0","87","13","0","19","0"
"1998-03-06 07:00:00.0","0","19","0","0","55","17","0","18","0"
"1998-03-06 07:10:00.0","0","19","0","0","60","22","0","13","0"
"1998-03-06 07:20:00.0","0","19","0","0","89","19","0","17","0"
"1998-03-06 07:30:00.0","0","18","0","0","53","16","0","17","0"
"1998-03-06 07:40:00.0","0","19","0","0","47","9","0","16","0"
"1998-03-06 07:50:00.0","0","19","0","0","379","11","0","17","0"
"1998-03-06 08:00:00.0","0","18","0","0","250","11","0","7","0"
"1998-03-06 08:10:00.0","0","19","0","0","24","1","0","0","0"
"1998-03-06 08:20:00.0","0","18","0","0","24","0","0","0","0"
"1998-03-06 08:30:00.0","0","19","0","0","23","0","0","0","0"
"1998-03-06 08:40:00.0","0","18","0","0","31","0","0","8","0"
"1998-03-06 08:50:00.0","0","19","0","0","38","0","0","19","0"
"1998-03-06 09:00:00.0","0","19","0","0","38","0","0","17","0"
"1998-03-06 09:10:00.0","0","3","0","0","25","0","0","17","0"
"1998-03-06 09:20:00.0","0","3","0","0","25","0","0","17","0"
"1998-03-06 09:30:00.0","0","4","0","0","24","0","0","17","0"
"1998-03-06 09:40:00.0","0","3","0","0","24","0","0","17","0"
"1998-03-06 09:50:00.0","0","3","0","0","25","1","0","16","0"
"1998-03-06 10:00:00.0","0","4","0","0","19","5","0","4","0"
"1998-03-06 10:10:00.0","0","3","0","0","44","10","0","0","0"
"1998-03-06 10:20:00.0","0","11","0","0","56","10","0","0","0"
"1998-03-06 10:30:00.0","0","23","0","0","43","10","0","0","0"
"1998-03-06 10:40:00.0","0","21","0","0","387","39","0","12","0"
"1998-03-06 10:50:00.0","0","21","0","0","426","22","0","18","0"
"1998-03-06 11:00:00.0","0","20","0","0","422","20","0","18","0"
"1998-03-06 11:10:00.0","0","20","0","0","421","19","0","17","0"
"1998-03-06 11:20:00.0","0","20","0","0","423","19","0","17","0"
"1998-03-06 11:30:00.0","0","20","0","0","425","19","0","17","0"
"1998-03-06 11:40:00.0","0","19","0","0","418","11","0","16","0"
"1998-03-06 11:50:00.0","0","20","0","0","420","10","0","17","0"
"1998-03-06 12:00:00.0","0","19","0","0","412","10","0","8","0"
"1998-03-06 12:10:00.0","0","20","0","0","399","8","0","0","0"
"1998-03-06 12:20:00.0","0","19","0","0","391","0","0","0","0"
"1998-03-06 12:30:00.0","0","20","0","0","390","0","0","0","0"
"1998-03-06 12:40:00.0","0","19","0","0","394","0","0","3","0"
"1998-03-06 12:50:00.0","0","19","14","0","426","1","0","19","0"
"1998-03-06 13:00:00.0","0","19","18","0","426","0","0","18","0"
"1998-03-06 13:10:00.0","0","19","19","0","416","1","0","17","0"
"1998-03-06 13:20:00.0","0","19","18","0","413","0","0","16","0"
"1998-03-06 13:30:00.0","0","19","18","0","408","0","0","17","0"
"1998-03-06 13:40:00.0","0","19","18","0","108","8","0","16","0"
"1998-03-06 13:50:00.0","0","19","18","0","66","0","0","16","0"
"1998-03-06 14:00:00.0","0","19","18","0","55","1","0","4","0"
"1998-03-06 14:10:00.0","0","18","19","0","51","0","0","0","0"
"1998-03-06 14:20:00.0","0","19","18","0","52","0","0","0","0"
"1998-03-06 14:30:00.0","0","19","18","0","52","0","0","0","0"
"1998-03-06 14:40:00.0","0","19","18","0","63","0","0","14","0"
"1998-03-06 14:50:00.0","0","19","18","0","126","18","0","17","0"
"1998-03-06 15:00:00.0","0","19","18","0","308","40","0","18","0"
"1998-03-06 15:10:00.0","0","19","17","0","116","50","0","17","0"
"1998-03-06 15:20:00.0","0","19","17","0","113","47","0","17","0"
"1998-03-06 15:30:00.0","0","19","17","0","115","49","0","17","0"
"1998-03-06 15:40:00.0","0","19","17","0","116","49","0","16","0"
"1998-03-06 15:50:00.0","0","18","17","0","121","56","0","16","0"
"1998-03-06 16:00:00.0","0","19","17","0","116","59","0","5","0"
"1998-03-06 16:10:00.0","0","19","17","0","113","60","0","0","0"
"1998-03-06 16:20:00.0","0","18","17","0","113","59","0","0","0"
"1998-03-06 16:30:00.0","0","19","17","0","113","59","0","0","0"
"1998-03-06 16:40:00.0","0","19","17","0","123","60","0","12","0"
"1998-03-06 16:50:00.0","0","18","17","0","127","49","0","18","11"
"1998-03-06 17:00:00.0","0","19","18","0","114","33","0","17","18"
"1998-03-06 17:10:00.0","0","19","18","0","107","24","0","17","21"
"1998-03-06 17:20:00.0","0","20","18","0","132","41","0","17","24"
"1998-03-06 17:30:00.0","0","19","18","0","118","49","0","17","0"
"1998-03-06 17:40:00.0","0","19","18","0","90","22","0","17","0"
"1998-03-06 17:50:00.0","0","19","18","0","81","13","0","16","0"
"1998-03-06 18:00:00.0","0","19","18","0","72","13","0","5","0"
"1998-03-06 18:10:00.0","0","19","17","0","66","11","0","0","0"
"1998-03-06 18:20:00.0","0","19","18","0","64","10","0","0","0"
"1998-03-06 18:30:00.0","0","18","18","0","73","20","0","0","0"
"1998-03-06 18:40:00.0","0","19","17","0","85","26","0","14","0"
"1998-03-06 18:50:00.0","0","19","17","0","87","25","0","18","0"
"1998-03-06 19:00:00.0","0","18","17","0","205","33","0","17","0"
"1998-03-06 19:10:00.0","0","19","17","0","483","68","0","17","0"
"1998-03-06 19:20:00.0","0","19","17","0","698","67","0","17","214"
"1998-03-06 19:30:00.0","0","19","17","0","791","67","0","16","307"
"1998-03-06 19:40:00.0","0","19","17","0","570","51","0","17","103"
"1998-03-06 19:50:00.0","0","19","17","0","488","52","0","16","15"
"1998-03-06 20:00:00.0","0","19","17","0","467","26","0","2","12"
"1998-03-06 20:10:00.0","0","19","17","0","489","50","0","0","7"
"1998-03-06 20:20:00.0","0","19","18","0","474","59","0","0","0"
"1998-03-06 20:30:00.0","0","20","17","0","496","67","0","0","2"
"1998-03-06 20:40:00.0","0","19","17","0","504","66","0","17","11"
"1998-03-06 20:50:00.0","0","19","17","0","489","58","0","19","0"
"1998-03-06 21:00:00.0","0","19","17","0","485","58","0","17","0"
"1998-03-06 21:10:00.0","0","19","17","0","486","58","0","18","0"
"1998-03-06 21:20:00.0","0","19","17","0","137","59","0","17","0"
"1998-03-06 21:30:00.0","0","19","18","0","125","63","0","17","0"
"1998-03-06 21:40:00.0","0","19","17","0","121","60","0","17","0"
"1998-03-06 21:50:00.0","0","19","20","0","122","54","0","16","0"
"1998-03-06 22:00:00.0","0","19","18","0","105","41","0","11","0"
"1998-03-06 22:10:00.0","0","18","17","0","77","23","0","0","0"
"1998-03-06 22:20:00.0","0","19","18","0","73","19","0","0","0"
"1998-03-06 22:30:00.0","0","19","17","0","131","58","0","0","22"
"1998-03-06 22:40:00.0","0","18","18","0","135","75","0","3","2"
"1998-03-06 22:50:00.0","0","19","15","0","144","79","0","19","0"
"1998-03-06 23:00:00.0","0","19","0","0","67","18","0","17","0"
"1998-03-06 23:10:00.0","0","19","0","0","134","0","0","18","0"
"1998-03-06 23:20:00.0","0","18","0","0","410","0","0","17","0"
"1998-03-06 23:30:00.0","0","19","0","0","400","0","0","17","0"
"1998-03-06 23:40:00.0","0","19","0","0","39","0","0","17","0"
"1998-03-06 23:50:00.0","0","19","0","0","40","0","0","16","0"
"1998-03-07 00:00:00.0","0","18","0","0","40","1","0","17","0"
"1998-03-07 00:10:00.0","0","19","0","0","28","0","0","3","0"
"1998-03-07 00:20:00.0","0","19","0","0","26","0","0","0","0"
"1998-03-07 00:30:00.0","0","14","0","0","26","0","0","9","0"
"1998-03-07 00:40:00.0","0","14","0","0","26","0","0","9","0"
"1998-03-07 00:50:00.0","0","14","0","0","35","0","0","9","0"
"1998-03-07 01:00:00.0","0","14","0","0","36","0","0","9","0"
"1998-03-07 01:10:00.0","0","16","0","0","28","0","0","11","0"
"1998-03-07 01:20:00.0","0","3","0","0","27","0","0","17","0"
"1998-03-07 01:30:00.0","0","4","0","0","27","0","0","17","0"
"1998-03-07 01:40:00.0","0","3","0","0","27","0","0","16","0"
"1998-03-07 01:50:00.0","0","3","0","0","26","0","0","17","0"
"1998-03-07 02:00:00.0","0","4","0","0","26","0","0","16","0"
"1998-03-07 02:10:00.0","0","16","0","0","29","0","0","6","0"
"1998-03-07 02:20:00.0","0","22","0","0","29","0","0","0","0"
"1998-03-07 02:30:00.0","0","21","0","0","29","0","0","0","0"
"1998-03-07 02:40:00.0","0","20","0","0","27","0","0","0","0"
"1998-03-07 02:50:00.0","0","20","0","0","37","0","0","9","0"
"1998-03-07 03:00:00.0","0","20","0","0","42","0","0","18","0"
"1998-03-07 03:10:00.0","0","20","0","0","41","0","0","18","0"
"1998-03-07 03:20:00.0","0","20","0","0","41","0","0","17","0"
"1998-03-07 03:30:00.0","0","19","0","0","40","0","0","17","0"
"1998-03-07 03:40:00.0","0","20","0","0","41","0","0","16","0"
"1998-03-07 03:50:00.0","0","19","0","0","39","0","0","16","0"
"1998-03-07 04:00:00.0","0","19","0","0","40","0","0","17","0"
"1998-03-07 04:10:00.0","0","20","0","0","32","0","0","7","0"
"1998-03-07 04:20:00.0","0","19","0","0","27","0","0","0","0"
"1998-03-07 04:30:00.0","0","19","0","0","26","0","0","0","0"
"1998-03-07 04:40:00.0","0","19","0","0","27","0","0","0","0"
"1998-03-07 04:50:00.0","0","20","0","0","36","0","0","10","0"
"1998-03-07 05:00:00.0","0","19","0","0","41","0","0","18","0"
"1998-03-07 05:10:00.0","0","19","0","0","41","0","0","18","0"
"1998-03-07 05:20:00.0","0","19","0","0","40","0","0","17","0"
"1998-03-07 05:30:00.0","0","19","0","0","256","0","0","16","0"
"1998-03-07 05:40:00.0","0","19","0","0","391","0","0","17","0"
"1998-03-07 05:50:00.0","0","19","0","0","349","0","0","16","0"
"1998-03-07 06:00:00.0","0","20","0","0","40","0","0","17","0"
"1998-03-07 06:10:00.0","0","19","0","0","40","0","0","17","0"
"1998-03-07 06:20:00.0","0","20","0","0","29","0","0","2","0"
"1998-03-07 06:30:00.0","0","19","0","0","27","0","0","0","0"
"1998-03-07 06:40:00.0","0","19","0","0","27","0","0","0","0"
"1998-03-07 06:50:00.0","0","20","0","0","26","0","0","0","0"
"1998-03-07 07:00:00.0","0","19","0","0","86","2","0","15","0"
"1998-03-07 07:10:00.0","0","19","0","0","111","26","0","18","0"
"1998-03-07 07:20:00.0","0","19","0","0","93","38","0","17","0"
"1998-03-07 07:30:00.0","0","19","3","0","97","52","0","18","0"
"1998-03-07 07:40:00.0","0","20","19","0","132","72","0","17","0"
"1998-03-07 07:50:00.0","0","19","19","0","266","52","0","16","0"
"1998-03-07 08:00:00.0","0","19","0","0","298","47","0","17","0"
"1998-03-07 08:10:00.0","0","19","0","0","93","53","0","17","0"
"1998-03-07 08:20:00.0","0","19","0","0","67","28","0","12","0"
"1998-03-07 08:30:00.0","0","19","0","0","48","17","0","0","0"
"1998-03-07 08:40:00.0","0","19","0","0","72","41","0","0","0"
"1998-03-07 08:50:00.0","0","19","0","0","72","42","0","0","0"
"1998-03-07 09:00:00.0","0","19","0","0","64","28","0","6","0"
"1998-03-07 09:10:00.0","0","19","0","0","66","19","0","19","0"
"1998-03-07 09:20:00.0","0","19","0","0","64","20","0","18","0"
"1998-03-07 09:30:00.0","0","19","0","0","64","19","0","17","0"
"1998-03-07 09:40:00.0","0","19","0","0","55","11","0","17","0"
"1998-03-07 09:50:00.0","0","19","0","0","84","40","0","17","0"
"1998-03-07 10:00:00.0","0","19","0","0","81","37","0","16","0"
"1998-03-07 10:10:00.0","0","9","0","0","36","1","0","17","0"
"1998-03-07 10:20:00.0","0","3","0","0","30","0","0","16","0"
"1998-03-07 10:30:00.0","0","3","0","0","18","0","0","2","0"
"1998-03-07 10:40:00.0","0","4","0","0","17","0","0","0","0"
"1998-03-07 10:50:00.0","0","3","0","0","18","1","0","0","0"
"1998-03-07 11:00:00.0","0","3","0","0","22","3","0","0","0"
"1998-03-07 11:10:00.0","0","4","0","0","31","0","0","19","0"
