"Time","Chest freezer (Storeroom, 191l)","Fridge freezer (172l/94l)","Halogen lamp 1 (0,5kW)","Microwave oven (0,7kW)","Site consumption ()","Total site light consumption ()","TV (36cm)","Washing machine ()"
"1998-11-17 12:10:00.0","15","20","0","0","41","0","0","0"
"1998-11-17 12:20:00.0","15","3","0","0","28","0","0","0"
"1998-11-17 12:30:00.0","14","18","0","0","40","0","0","0"
"1998-11-17 12:40:00.0","15","21","0","0","42","0","0","0"
"1998-11-17 12:50:00.0","14","5","0","0","27","0","0","0"
"1998-11-17 13:00:00.0","15","15","0","0","38","0","0","0"
"1998-11-17 13:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-17 13:20:00.0","14","6","0","0","30","0","0","0"
"1998-11-17 13:30:00.0","15","15","0","0","36","0","0","0"
"1998-11-17 13:40:00.0","14","21","0","0","42","0","0","0"
"1998-11-17 13:50:00.0","14","7","0","0","31","0","0","0"
"1998-11-17 14:00:00.0","14","13","0","0","34","0","0","0"
"1998-11-17 14:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-17 14:20:00.0","14","10","0","0","32","0","0","0"
"1998-11-17 14:30:00.0","14","10","0","0","32","0","0","0"
"1998-11-17 14:40:00.0","15","21","0","0","42","0","0","0"
"1998-11-17 14:50:00.0","14","12","0","0","35","0","0","0"
"1998-11-17 15:00:00.0","14","8","0","0","30","0","0","0"
"1998-11-17 15:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-17 15:20:00.0","14","15","0","0","37","0","0","0"
"1998-11-17 15:30:00.0","14","4","0","0","27","0","0","0"
"1998-11-17 15:40:00.0","14","21","0","0","43","0","0","0"
"1998-11-17 15:50:00.0","14","18","0","0","39","0","0","0"
"1998-11-17 16:00:00.0","14","4","0","0","27","0","0","0"
"1998-11-17 16:10:00.0","15","19","0","0","40","0","0","0"
"1998-11-17 16:20:00.0","14","21","0","0","42","0","0","0"
"1998-11-17 16:30:00.0","14","4","0","0","27","0","0","0"
"1998-11-17 16:40:00.0","14","16","0","0","38","0","0","0"
"1998-11-17 16:50:00.0","14","21","0","0","42","0","0","0"
"1998-11-17 17:00:00.0","14","7","0","0","29","0","0","0"
"1998-11-17 17:10:00.0","12","12","0","0","46","12","0","0"
"1998-11-17 17:20:00.0","0","21","0","0","63","24","0","0"
"1998-11-17 17:30:00.0","0","10","0","0","45","16","0","0"
"1998-11-17 17:40:00.0","0","10","0","0","45","15","0","0"
"1998-11-17 17:50:00.0","2","21","0","0","73","32","0","0"
"1998-11-17 18:00:00.0","16","13","0","0","84","36","0","0"
"1998-11-17 18:10:00.0","15","7","0","0","81","35","4","0"
"1998-11-17 18:20:00.0","15","21","0","0","73","10","9","0"
"1998-11-17 18:30:00.0","14","19","0","0","71","9","9","0"
"1998-11-17 18:40:00.0","15","3","0","0","56","10","8","0"
"1998-11-17 18:50:00.0","14","19","0","0","69","10","9","0"
"1998-11-17 19:00:00.0","14","21","0","0","72","9","8","0"
"1998-11-17 19:10:00.0","15","9","0","0","68","16","8","0"
"1998-11-17 19:20:00.0","14","10","0","0","63","10","8","0"
"1998-11-17 19:30:00.0","14","21","0","0","71","10","8","0"
"1998-11-17 19:40:00.0","14","18","0","0","71","11","8","0"
"1998-11-17 19:50:00.0","15","4","0","0","68","20","8","0"
"1998-11-17 20:00:00.0","14","19","0","0","81","19","8","0"
"1998-11-17 20:10:00.0","14","21","0","0","82","19","8","0"
"1998-11-17 20:20:00.0","14","4","0","0","68","19","8","0"
"1998-11-17 20:30:00.0","14","16","0","0","85","26","8","0"
"1998-11-17 20:40:00.0","15","21","0","0","92","27","8","0"
"1998-11-17 20:50:00.0","5","7","0","0","63","20","8","0"
"1998-11-17 21:00:00.0","0","14","0","0","64","20","8","0"
"1998-11-17 21:10:00.0","0","21","0","0","70","20","7","0"
"1998-11-17 21:20:00.0","0","10","0","0","61","19","8","0"
"1998-11-17 21:30:00.0","10","10","0","0","70","20","7","0"
"1998-11-17 21:40:00.0","16","21","0","0","90","27","8","0"
"1998-11-17 21:50:00.0","15","13","0","0","101","45","8","0"
"1998-11-17 22:00:00.0","15","7","0","0","68","12","7","0"
"1998-11-17 22:10:00.0","15","21","0","0","73","10","8","0"
"1998-11-17 22:20:00.0","14","15","0","0","65","13","5","0"
"1998-11-17 22:30:00.0","15","4","0","0","37","10","0","0"
"1998-11-17 22:40:00.0","14","22","0","0","54","11","0","0"
"1998-11-17 22:50:00.0","15","19","0","0","49","7","0","0"
"1998-11-17 23:00:00.0","14","4","0","0","27","0","0","0"
"1998-11-17 23:10:00.0","15","18","0","0","40","0","0","0"
"1998-11-17 23:20:00.0","14","21","0","0","42","0","0","0"
"1998-11-17 23:30:00.0","15","5","0","0","29","0","0","0"
"1998-11-17 23:40:00.0","14","16","0","0","38","0","0","0"
"1998-11-17 23:50:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 00:00:00.0","15","7","0","0","31","0","0","0"
"1998-11-18 00:10:00.0","14","13","0","0","35","0","0","0"
"1998-11-18 00:20:00.0","14","21","0","0","43","0","0","0"
"1998-11-18 00:30:00.0","15","11","0","0","33","0","0","0"
"1998-11-18 00:40:00.0","14","9","0","0","33","0","0","0"
"1998-11-18 00:50:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 01:00:00.0","0","14","0","0","24","0","0","0"
"1998-11-18 01:10:00.0","0","4","0","0","14","0","0","0"
"1998-11-18 01:20:00.0","0","21","0","0","30","0","0","0"
"1998-11-18 01:30:00.0","0","20","0","0","29","0","0","0"
"1998-11-18 01:40:00.0","15","3","0","0","28","0","0","0"
"1998-11-18 01:50:00.0","16","17","0","0","39","0","0","0"
"1998-11-18 02:00:00.0","14","20","0","0","43","0","0","0"
"1998-11-18 02:10:00.0","15","8","0","0","32","0","0","0"
"1998-11-18 02:20:00.0","15","11","0","0","33","0","0","0"
"1998-11-18 02:30:00.0","14","21","0","0","43","0","0","0"
"1998-11-18 02:40:00.0","15","13","0","0","35","0","0","0"
"1998-11-18 02:50:00.0","14","7","0","0","30","0","0","0"
"1998-11-18 03:00:00.0","15","21","0","0","43","0","0","0"
"1998-11-18 03:10:00.0","14","15","0","0","37","0","0","0"
"1998-11-18 03:20:00.0","14","4","0","0","27","0","0","0"
"1998-11-18 03:30:00.0","15","22","0","0","43","0","0","0"
"1998-11-18 03:40:00.0","14","18","0","0","41","0","0","0"
"1998-11-18 03:50:00.0","14","3","0","0","27","0","0","0"
"1998-11-18 04:00:00.0","15","19","0","0","40","0","0","0"
"1998-11-18 04:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 04:20:00.0","14","5","0","0","28","0","0","0"
"1998-11-18 04:30:00.0","14","14","0","0","36","0","0","0"
"1998-11-18 04:40:00.0","15","21","0","0","43","0","0","0"
"1998-11-18 04:50:00.0","14","8","0","0","31","0","0","0"
"1998-11-18 05:00:00.0","14","11","0","0","33","0","0","0"
"1998-11-18 05:10:00.0","2","21","0","0","31","0","0","0"
"1998-11-18 05:20:00.0","0","13","0","0","23","0","0","0"
"1998-11-18 05:30:00.0","0","5","0","0","16","0","0","0"
"1998-11-18 05:40:00.0","0","21","0","0","30","0","0","0"
"1998-11-18 05:50:00.0","13","21","0","0","53","3","0","0"
"1998-11-18 06:00:00.0","16","4","0","0","59","20","0","0"
"1998-11-18 06:10:00.0","15","12","0","3","91","41","0","0"
"1998-11-18 06:20:00.0","14","21","0","0","91","38","0","0"
"1998-11-18 06:30:00.0","15","17","0","0","84","43","0","0"
"1998-11-18 06:40:00.0","14","3","0","0","68","40","0","0"
"1998-11-18 06:50:00.0","15","20","0","0","80","38","0","0"
"1998-11-18 07:00:00.0","14","19","0","0","80","39","0","0"
"1998-11-18 07:10:00.0","14","3","0","0","72","44","0","0"
"1998-11-18 07:20:00.0","15","19","0","0","44","4","0","0"
"1998-11-18 07:30:00.0","14","21","0","0","41","0","0","0"
"1998-11-18 07:40:00.0","14","3","0","0","27","0","0","0"
"1998-11-18 07:50:00.0","14","17","0","0","38","0","0","0"
"1998-11-18 08:00:00.0","6","20","0","0","34","0","0","0"
"1998-11-18 08:10:00.0","0","7","0","0","17","0","0","0"
"1998-11-18 08:20:00.0","0","13","0","0","23","0","0","0"
"1998-11-18 08:30:00.0","0","21","0","0","30","0","0","0"
"1998-11-18 08:40:00.0","10","9","0","0","28","0","0","0"
"1998-11-18 08:50:00.0","15","9","0","0","33","0","0","0"
"1998-11-18 09:00:00.0","15","21","0","0","43","0","0","0"
"1998-11-18 09:10:00.0","15","13","0","0","36","0","0","0"
"1998-11-18 09:20:00.0","14","6","0","0","28","0","0","0"
"1998-11-18 09:30:00.0","15","21","0","0","43","0","0","0"
"1998-11-18 09:40:00.0","14","17","0","0","39","0","0","0"
"1998-11-18 09:50:00.0","15","3","0","0","26","0","0","0"
"1998-11-18 10:00:00.0","14","19","0","0","41","0","0","0"
"1998-11-18 10:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 10:20:00.0","14","4","0","0","26","0","0","0"
"1998-11-18 10:30:00.0","14","15","0","0","38","0","0","0"
"1998-11-18 10:40:00.0","15","21","0","0","42","0","0","0"
"1998-11-18 10:50:00.0","14","8","0","0","30","0","0","0"
"1998-11-18 11:00:00.0","14","11","0","0","33","0","0","0"
"1998-11-18 11:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 11:20:00.0","14","12","0","0","34","0","0","0"
"1998-11-18 11:30:00.0","14","6","0","0","29","0","0","0"
"1998-11-18 11:40:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 11:50:00.0","14","19","0","0","40","0","0","0"
"1998-11-18 12:00:00.0","14","3","0","0","27","0","0","0"
"1998-11-18 12:10:00.0","15","19","0","0","40","0","0","0"
"1998-11-18 12:20:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 12:30:00.0","14","7","0","0","29","0","0","0"
"1998-11-18 12:40:00.0","14","12","0","0","35","0","0","0"
"1998-11-18 12:50:00.0","14","22","0","0","43","0","0","0"
"1998-11-18 13:00:00.0","14","11","0","0","34","0","0","0"
"1998-11-18 13:10:00.0","15","9","0","0","31","0","0","0"
"1998-11-18 13:20:00.0","14","21","0","0","43","0","0","0"
"1998-11-18 13:30:00.0","14","17","0","0","38","0","0","0"
"1998-11-18 13:40:00.0","14","3","0","0","27","0","0","0"
"1998-11-18 13:50:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 14:00:00.0","15","21","0","0","42","0","0","0"
"1998-11-18 14:10:00.0","14","4","0","0","27","0","0","0"
"1998-11-18 14:20:00.0","14","16","0","0","38","0","0","0"
"1998-11-18 14:30:00.0","14","21","0","0","42","0","0","0"
"1998-11-18 14:40:00.0","14","8","0","30","62","0","0","0"
"1998-11-18 14:50:00.0","14","13","0","27","69","0","3","0"
"1998-11-18 15:00:00.0","14","21","0","0","54","0","8","0"
"1998-11-18 15:10:00.0","14","14","0","0","47","0","8","0"
"1998-11-18 15:20:00.0","14","5","0","0","40","0","7","0"
"1998-11-18 15:30:00.0","12","22","0","0","52","0","8","0"
"1998-11-18 15:40:00.0","0","17","0","0","36","0","8","0"
"1998-11-18 15:50:00.0","0","4","0","0","26","0","8","0"
"1998-11-18 16:00:00.0","0","20","0","0","40","0","7","0"
"1998-11-18 16:10:00.0","1","21","0","0","45","3","8","0"
"1998-11-18 16:20:00.0","16","7","0","0","44","1","8","0"
"1998-11-18 16:30:00.0","15","13","0","0","49","0","8","0"
"1998-11-18 16:40:00.0","15","21","0","0","50","0","4","0"
"1998-11-18 16:50:00.0","14","11","0","0","37","0","0","0"
"1998-11-18 17:00:00.0","15","8","0","0","35","0","0","0"
"1998-11-18 17:10:00.0","14","21","0","0","52","6","0","0"
"1998-11-18 17:20:00.0","15","18","0","0","50","10","0","0"
"1998-11-18 17:30:00.0","14","3","0","0","37","9","0","0"
"1998-11-18 17:40:00.0","14","18","0","0","49","9","0","0"
"1998-11-18 17:50:00.0","14","21","0","0","52","9","0","0"
"1998-11-18 18:00:00.0","14","9","0","0","42","9","0","0"
"1998-11-18 18:10:00.0","14","10","0","0","49","17","0","0"
"1998-11-18 18:20:00.0","14","21","0","0","79","36","0","0"
"1998-11-18 18:30:00.0","14","16","0","0","82","43","0","0"
"1998-11-18 18:40:00.0","14","7","0","0","85","54","0","0"
"1998-11-18 18:50:00.0","14","21","0","0","85","41","0","0"
"1998-11-18 19:00:00.0","14","21","0","0","77","34","0","0"
"1998-11-18 19:10:00.0","15","18","0","0","76","34","0","0"
"1998-11-18 19:20:00.0","14","3","0","0","64","36","0","0"
"1998-11-18 19:30:00.0","14","19","0","0","69","29","0","0"
"1998-11-18 19:40:00.0","14","21","0","0","70","25","0","0"
"1998-11-18 19:50:00.0","14","21","0","0","77","34","0","0"
"1998-11-18 20:00:00.0","14","8","0","0","81","30","8","0"
"1998-11-18 20:10:00.0","14","8","0","0","70","19","8","0"
"1998-11-18 20:20:00.0","15","18","0","0","81","19","8","0"
"1998-11-18 20:30:00.0","14","21","0","0","90","27","8","0"
"1998-11-18 20:40:00.0","14","21","0","0","83","20","8","0"
"1998-11-18 20:50:00.0","14","4","0","0","68","19","7","0"
"1998-11-18 21:00:00.0","10","18","0","0","76","20","8","0"
"1998-11-18 21:10:00.0","0","21","0","0","71","19","8","0"
"1998-11-18 21:20:00.0","0","15","0","0","69","21","9","0"
"1998-11-18 21:30:00.0","0","8","0","0","67","18","8","0"
"1998-11-18 21:40:00.0","5","21","0","0","78","10","8","0"
"1998-11-18 21:50:00.0","16","21","0","0","82","10","8","0"
"1998-11-18 22:00:00.0","15","7","0","0","61","10","8","0"
"1998-11-18 22:10:00.0","15","15","0","0","69","10","8","0"
"1998-11-18 22:20:00.0","15","21","0","0","73","10","8","0"
"1998-11-18 22:30:00.0","15","16","0","0","68","10","8","0"
"1998-11-18 22:40:00.0","14","6","0","0","59","10","8","0"
"1998-11-18 22:50:00.0","15","21","0","0","66","12","4","0"
"1998-11-18 23:00:00.0","14","21","0","0","43","0","0","0"
"1998-11-18 23:10:00.0","15","7","0","0","30","0","0","0"
"1998-11-18 23:20:00.0","14","15","0","0","37","0","0","0"
"1998-11-18 23:30:00.0","15","21","0","0","43","0","0","0"
"1998-11-18 23:40:00.0","14","15","0","0","37","0","0","0"
"1998-11-18 23:50:00.0","14","7","0","0","30","0","0","0"
"1998-11-19 00:00:00.0","15","21","0","0","42","0","0","0"
"1998-11-19 00:10:00.0","14","21","0","0","43","0","0","0"
"1998-11-19 00:20:00.0","14","6","0","0","29","0","0","0"
"1998-11-19 00:30:00.0","15","15","0","0","38","0","0","0"
"1998-11-19 00:40:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 00:50:00.0","13","16","0","0","36","0","0","0"
"1998-11-19 01:00:00.0","0","5","0","0","16","0","0","0"
"1998-11-19 01:10:00.0","0","13","0","0","23","0","0","0"
"1998-11-19 01:20:00.0","0","21","0","0","30","0","0","0"
"1998-11-19 01:30:00.0","2","21","0","0","32","0","0","0"
"1998-11-19 01:40:00.0","16","5","0","0","30","0","0","0"
"1998-11-19 01:50:00.0","15","7","0","0","31","0","0","0"
"1998-11-19 02:00:00.0","15","19","0","0","41","0","0","0"
"1998-11-19 02:10:00.0","15","21","0","0","42","0","0","0"
"1998-11-19 02:20:00.0","14","19","0","0","42","0","0","0"
"1998-11-19 02:30:00.0","15","4","0","0","27","0","0","0"
"1998-11-19 02:40:00.0","14","19","0","0","40","0","0","0"
"1998-11-19 02:50:00.0","15","21","0","0","42","0","0","0"
"1998-11-19 03:00:00.0","14","12","0","0","35","0","0","0"
"1998-11-19 03:10:00.0","14","8","0","0","32","0","0","0"
"1998-11-19 03:20:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 03:30:00.0","15","20","0","0","41","0","0","0"
"1998-11-19 03:40:00.0","14","3","0","0","26","0","0","0"
"1998-11-19 03:50:00.0","14","19","0","0","41","0","0","0"
"1998-11-19 04:00:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 04:10:00.0","15","9","0","0","32","0","0","0"
"1998-11-19 04:20:00.0","14","12","0","0","34","0","0","0"
"1998-11-19 04:30:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 04:40:00.0","14","16","0","0","38","0","0","0"
"1998-11-19 04:50:00.0","12","3","0","0","25","0","0","0"
"1998-11-19 05:00:00.0","0","22","0","0","30","0","0","0"
"1998-11-19 05:10:00.0","0","21","0","0","30","0","0","0"
"1998-11-19 05:20:00.0","0","5","0","0","16","0","0","0"
"1998-11-19 05:30:00.0","4","15","0","0","28","0","0","0"
"1998-11-19 05:40:00.0","15","20","0","0","43","0","0","0"
"1998-11-19 05:50:00.0","16","17","0","0","50","2","0","0"
"1998-11-19 06:00:00.0","15","4","0","0","50","12","0","0"
"1998-11-19 06:10:00.0","14","9","0","0","83","40","0","0"
"1998-11-19 06:20:00.0","15","9","0","0","80","36","0","0"
"1998-11-19 06:30:00.0","14","19","0","0","106","55","0","0"
"1998-11-19 06:40:00.0","14","21","0","0","84","41","0","0"
"1998-11-19 06:50:00.0","15","20","0","0","79","37","0","0"
"1998-11-19 07:00:00.0","14","6","0","0","67","38","0","0"
"1998-11-19 07:10:00.0","12","16","0","0","89","51","0","0"
"1998-11-19 07:20:00.0","0","21","0","0","39","10","0","0"
"1998-11-19 07:30:00.0","0","10","0","0","21","0","0","0"
"1998-11-19 07:40:00.0","0","10","0","0","19","0","0","0"
"1998-11-19 07:50:00.0","3","21","0","0","34","0","0","0"
"1998-11-19 08:00:00.0","15","18","0","0","42","0","0","0"
"1998-11-19 08:10:00.0","16","4","0","0","27","0","0","0"
"1998-11-19 08:20:00.0","15","20","0","0","42","0","0","0"
"1998-11-19 08:30:00.0","14","20","0","0","42","0","0","0"
"1998-11-19 08:40:00.0","15","5","0","0","28","0","0","0"
"1998-11-19 08:50:00.0","14","16","0","0","38","0","0","0"
"1998-11-19 09:00:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 09:10:00.0","15","6","0","0","29","0","0","0"
"1998-11-19 09:20:00.0","14","16","0","0","38","0","0","0"
"1998-11-19 09:30:00.0","14","20","0","0","42","0","0","0"
"1998-11-19 09:40:00.0","15","8","0","0","30","0","0","0"
"1998-11-19 09:50:00.0","14","14","0","0","36","0","0","0"
"1998-11-19 10:00:00.0","14","20","0","0","42","0","0","0"
"1998-11-19 10:10:00.0","14","11","0","0","33","0","0","0"
"1998-11-19 10:20:00.0","14","10","0","0","32","0","0","0"
"1998-11-19 10:30:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 10:40:00.0","15","14","0","0","36","0","0","0"
"1998-11-19 10:50:00.0","6","7","0","0","23","0","0","0"
"1998-11-19 11:00:00.0","0","21","0","0","29","0","0","0"
"1998-11-19 11:10:00.0","0","14","0","0","24","0","0","0"
"1998-11-19 11:20:00.0","0","6","0","0","16","0","0","0"
"1998-11-19 11:30:00.0","10","21","0","0","39","0","0","0"
"1998-11-19 11:40:00.0","16","16","0","0","40","0","0","0"
"1998-11-19 11:50:00.0","15","5","0","0","28","0","0","0"
"1998-11-19 12:00:00.0","15","21","0","0","43","0","0","0"
"1998-11-19 12:10:00.0","15","19","0","0","41","0","0","0"
"1998-11-19 12:20:00.0","14","4","0","0","27","0","0","0"
"1998-11-19 12:30:00.0","15","20","0","0","43","0","0","0"
"1998-11-19 12:40:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 12:50:00.0","14","4","0","0","27","0","0","0"
"1998-11-19 13:00:00.0","15","17","0","0","39","0","0","0"
"1998-11-19 13:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 13:20:00.0","14","8","0","0","31","0","0","0"
"1998-11-19 13:30:00.0","15","14","0","0","36","0","0","0"
"1998-11-19 13:40:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 13:50:00.0","14","12","0","0","34","0","0","0"
"1998-11-19 14:00:00.0","14","9","0","0","32","0","0","0"
"1998-11-19 14:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 14:20:00.0","15","16","0","0","38","0","0","0"
"1998-11-19 14:30:00.0","14","4","0","0","27","0","0","0"
"1998-11-19 14:40:00.0","14","22","0","0","43","0","0","0"
"1998-11-19 14:50:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 15:00:00.0","14","4","0","0","27","0","0","0"
"1998-11-19 15:10:00.0","14","17","0","0","38","0","0","0"
"1998-11-19 15:20:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 15:30:00.0","14","8","0","0","31","0","0","0"
"1998-11-19 15:40:00.0","14","12","0","0","35","0","0","0"
"1998-11-19 15:50:00.0","14","21","0","0","41","0","0","0"
"1998-11-19 16:00:00.0","14","13","0","0","35","0","0","0"
"1998-11-19 16:10:00.0","15","8","0","0","30","0","0","0"
"1998-11-19 16:20:00.0","14","21","0","0","42","0","0","0"
"1998-11-19 16:30:00.0","14","17","0","0","39","0","0","0"
"1998-11-19 16:40:00.0","14","4","0","0","26","0","0","0"
"1998-11-19 16:50:00.0","14","20","0","0","42","0","0","0"
"1998-11-19 17:00:00.0","13","21","0","0","41","0","0","0"
"1998-11-19 17:10:00.0","0","4","0","0","15","0","0","0"
"1998-11-19 17:20:00.0","0","16","0","0","25","0","0","0"
"1998-11-19 17:30:00.0","0","21","0","0","44","14","0","0"
"1998-11-19 17:40:00.0","0","10","0","0","36","16","0","0"
"1998-11-19 17:50:00.0","16","10","0","0","69","30","0","0"
"1998-11-19 18:00:00.0","15","21","0","0","77","25","0","0"
"1998-11-19 18:10:00.0","15","17","0","0","74","24","0","0"
"1998-11-19 18:20:00.0","15","4","0","0","61","25","0","0"
"1998-11-19 18:30:00.0","14","20","0","0","76","24","0","0"
"1998-11-19 18:40:00.0","14","21","0","0","76","25","0","0"
"1998-11-19 18:50:00.0","15","7","0","0","62","26","0","0"
"1998-11-19 19:00:00.0","14","14","0","0","65","29","0","0"
"1998-11-19 19:10:00.0","14","20","0","0","67","25","0","0"
"1998-11-19 19:20:00.0","14","11","0","1","60","26","0","0"
"1998-11-19 19:30:00.0","14","11","0","21","82","25","0","0"
"1998-11-19 19:40:00.0","15","21","0","0","68","26","0","0"
"1998-11-19 19:50:00.0","14","15","0","0","66","29","0","0"
"1998-11-19 20:00:00.0","14","7","0","0","56","26","0","0"
"1998-11-19 20:10:00.0","14","21","0","0","71","29","0","0"
"1998-11-19 20:20:00.0","14","18","0","0","76","36","0","0"
"1998-11-19 20:30:00.0","15","3","0","0","64","35","0","0"
"1998-11-19 20:40:00.0","14","22","0","0","86","42","0","0"
"1998-11-19 20:50:00.0","14","19","0","0","91","47","0","0"
"1998-11-19 21:00:00.0","5","4","0","0","74","49","2","0"
"1998-11-19 21:10:00.0","0","20","0","0","93","42","8","0"
"1998-11-19 21:20:00.0","0","21","0","0","92","43","8","0"
"1998-11-19 21:30:00.0","0","4","0","0","77","42","8","0"
"1998-11-19 21:40:00.0","11","18","0","0","101","42","8","0"
"1998-11-19 21:50:00.0","15","21","0","0","101","38","7","0"
"1998-11-19 22:00:00.0","15","7","0","0","68","17","8","0"
"1998-11-19 22:10:00.0","15","16","0","0","68","10","7","0"
"1998-11-19 22:20:00.0","15","20","0","0","72","11","8","0"
"1998-11-19 22:30:00.0","14","12","0","0","64","10","8","0"
"1998-11-19 22:40:00.0","15","10","0","0","78","28","0","0"
"1998-11-19 22:50:00.0","15","21","0","0","55","10","0","0"
"1998-11-19 23:00:00.0","14","15","0","0","40","4","0","0"
"1998-11-19 23:10:00.0","14","7","0","0","31","0","0","0"
"1998-11-19 23:20:00.0","15","21","0","0","43","0","0","0"
"1998-11-19 23:30:00.0","14","18","0","0","40","0","0","0"
"1998-11-19 23:40:00.0","14","3","0","0","27","0","0","0"
"1998-11-19 23:50:00.0","15","21","0","0","42","0","0","0"
"1998-11-20 00:00:00.0","14","21","0","0","42","0","0","0"
"1998-11-20 00:10:00.0","14","5","0","0","28","0","0","0"
"1998-11-20 00:20:00.0","14","16","0","0","38","0","0","0"
"1998-11-20 00:30:00.0","14","21","0","0","42","0","0","0"
"1998-11-20 00:40:00.0","14","8","0","0","31","0","0","0"
"1998-11-20 00:50:00.0","15","13","0","0","36","0","0","0"
"1998-11-20 01:00:00.0","4","21","0","0","33","0","0","0"
"1998-11-20 01:10:00.0","0","11","0","0","21","0","0","0"
"1998-11-20 01:20:00.0","0","9","0","0","19","0","0","0"
"1998-11-20 01:30:00.0","0","21","0","0","30","0","0","0"
"1998-11-20 01:40:00.0","11","16","0","0","35","0","0","0"
"1998-11-20 01:50:00.0","15","4","0","0","29","0","0","0"
"1998-11-20 02:00:00.0","15","21","0","0","44","0","0","0"
"1998-11-20 02:10:00.0","15","20","0","0","41","0","0","0"
"1998-11-20 02:20:00.0","14","3","0","0","27","0","0","0"
"1998-11-20 02:30:00.0","15","19","0","0","40","0","0","0"
"1998-11-20 02:40:00.0","14","20","0","0","43","0","0","0"
"1998-11-20 02:50:00.0","15","5","0","0","28","0","0","0"
"1998-11-20 03:00:00.0","14","17","0","0","38","0","0","0"
"1998-11-20 03:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-20 03:20:00.0","15","7","0","0","31","0","0","0"
"1998-11-20 03:30:00.0","14","14","0","0","36","0","0","0"
"1998-11-20 03:40:00.0","14","21","0","0","42","0","0","0"
"1998-11-20 03:50:00.0","15","10","0","0","33","0","0","0"
"1998-11-20 04:00:00.0","14","11","0","0","34","0","0","0"
"1998-11-20 04:10:00.0","14","21","0","0","42","0","0","0"
"1998-11-20 04:20:00.0","14","13","0","0","35","0","0","0"
"1998-11-20 04:30:00.0","15","8","0","0","31","0","0","0"
"1998-11-20 04:40:00.0","14","21","0","0","43","0","0","0"
"1998-11-20 04:50:00.0","3","15","0","0","27","0","0","0"
"1998-11-20 05:00:00.0","0","5","0","0","16","0","0","0"
"1998-11-20 05:10:00.0","0","21","0","0","30","0","0","0"
"1998-11-20 05:20:00.0","0","18","0","0","27","0","0","0"
"1998-11-20 05:30:00.0","13","3","0","0","27","0","0","0"
"1998-11-20 05:40:00.0","16","21","0","0","43","0","0","0"
"1998-11-20 05:50:00.0","15","20","0","0","46","3","0","0"
"1998-11-20 06:00:00.0","15","4","0","0","38","11","0","0"
"1998-11-20 06:10:00.0","14","18","0","0","51","10","0","0"
"1998-11-20 06:20:00.0","15","21","0","0","55","13","0","0"
"1998-11-20 06:30:00.0","14","6","0","0","61","31","0","0"
"1998-11-20 06:40:00.0","15","15","0","0","78","41","0","0"
"1998-11-20 06:50:00.0","14","21","0","0","82","39","0","0"
"1998-11-20 07:00:00.0","14","7","0","0","67","36","0","0"
"1998-11-20 07:10:00.0","14","14","0","0","61","23","0","0"
"1998-11-20 07:20:00.0","0","21","0","0","59","14","2","0"
"1998-11-20 07:30:00.0","0","11","0","0","48","6","9","0"
"1998-11-20 07:40:00.0","0","10","0","0","68","26","8","0"
"1998-11-20 07:50:00.0","1","21","0","0","78","27","8","0"
"1998-11-20 08:00:00.0","16","13","0","0","87","32","8","0"
"1998-11-20 08:10:00.0","15","8","0","0","91","49","9","0"
"1998-11-20 08:20:00.0","15","21","0","0","48","5","0","0"
"1998-11-20 08:30:00.0","15","15","0","0","38","0","0","0"
"1998-11-20 08:40:00.0","14","5","0","0","28","0","0","0"
"1998-11-20 08:50:00.0","15","21","0","0","43","0","0","0"
"1998-11-20 09:00:00.0","14","18","0","0","39","0","0","0"
"1998-11-20 09:10:00.0","14","3","0","0","26","0","0","0"
"1998-11-20 09:20:00.0","15","20","0","0","41","0","0","0"
"1998-11-20 09:30:00.0","14","20","0","0","41","0","0","0"
"1998-11-20 09:40:00.0","14","3","0","0","27","0","0","0"
"1998-11-20 09:50:00.0","14","19","0","0","40","0","0","0"
"1998-11-20 10:00:00.0","14","21","0","0","41","0","0","0"
"1998-11-20 10:10:00.0","14","5","0","0","28","0","0","0"
