"Time","Chest freezer (Storeroom, 191l)","Fridge freezer (172l/94l)","Halogen lamp 1 (0,5kW)","Microwave oven (0,7kW)","Site consumption ()","Total site light consumption ()","TV (36cm)","Washing machine ()"
"1998-04-14 19:30:00.0","14","20","0","0","51","0","0","0"
"1998-04-14 19:40:00.0","15","4","0","0","48","9","1","0"
"1998-04-14 19:50:00.0","15","18","0","0","71","10","9","0"
"1998-04-14 20:00:00.0","14","21","0","0","73","11","8","0"
"1998-04-14 20:10:00.0","15","9","12","0","68","4","8","0"
"1998-04-14 20:20:00.0","14","11","41","0","96","0","8","0"
"1998-04-14 20:30:00.0","14","21","41","0","103","0","8","0"
"1998-04-14 20:40:00.0","15","18","42","0","113","0","8","0"
"1998-04-14 20:50:00.0","14","4","41","0","115","7","8","0"
"1998-04-14 21:00:00.0","15","19","41","0","130","10","8","0"
"1998-04-14 21:10:00.0","14","21","42","0","133","10","8","0"
"1998-04-14 21:20:00.0","15","8","24","0","106","10","8","0"
"1998-04-14 21:30:00.0","14","13","0","0","83","10","8","0"
"1998-04-14 21:40:00.0","15","21","0","0","91","10","9","0"
"1998-04-14 21:50:00.0","14","15","0","0","86","10","8","0"
"1998-04-14 22:00:00.0","15","6","0","0","77","10","8","0"
"1998-04-14 22:10:00.0","14","14","0","0","86","10","8","0"
"1998-04-14 22:20:00.0","15","21","0","0","93","12","8","0"
"1998-04-14 22:30:00.0","14","21","0","0","90","10","8","0"
"1998-04-14 22:40:00.0","15","3","0","0","76","12","8","0"
"1998-04-14 22:50:00.0","14","18","0","0","87","10","7","0"
"1998-04-14 23:00:00.0","15","21","0","0","90","10","8","0"
"1998-04-14 23:10:00.0","14","9","0","0","80","10","8","0"
"1998-04-14 23:20:00.0","15","12","0","0","82","10","8","0"
"1998-04-14 23:30:00.0","15","21","0","0","89","10","7","0"
"1998-04-14 23:40:00.0","14","15","0","0","85","10","8","0"
"1998-04-14 23:50:00.0","15","6","0","0","77","11","8","0"
"1998-04-15 00:00:00.0","14","21","0","0","90","10","8","0"
"1998-04-15 00:10:00.0","15","20","0","0","90","10","7","0"
"1998-04-15 00:20:00.0","14","4","0","0","76","10","8","0"
"1998-04-15 00:30:00.0","15","18","0","0","88","10","8","0"
"1998-04-15 00:40:00.0","14","21","0","0","84","10","7","0"
"1998-04-15 00:50:00.0","15","7","0","0","39","2","0","0"
"1998-04-15 01:00:00.0","14","14","0","0","41","0","0","0"
"1998-04-15 01:10:00.0","14","21","0","0","47","0","0","0"
"1998-04-15 01:20:00.0","15","13","0","0","40","0","0","0"
"1998-04-15 01:30:00.0","14","6","0","0","34","0","0","0"
"1998-04-15 01:40:00.0","14","15","0","0","43","0","0","0"
"1998-04-15 01:50:00.0","15","21","0","0","46","0","0","0"
"1998-04-15 02:00:00.0","14","17","0","0","44","0","0","0"
"1998-04-15 02:10:00.0","15","3","0","0","31","0","0","0"
"1998-04-15 02:20:00.0","14","22","0","0","48","0","0","0"
"1998-04-15 02:30:00.0","14","20","0","0","47","0","0","0"
"1998-04-15 02:40:00.0","15","6","0","0","33","0","0","0"
"1998-04-15 02:50:00.0","14","16","0","0","42","0","0","0"
"1998-04-15 03:00:00.0","14","20","0","0","48","0","0","0"
"1998-04-15 03:10:00.0","15","10","0","0","37","0","0","0"
"1998-04-15 03:20:00.0","14","11","0","0","40","0","0","0"
"1998-04-15 03:30:00.0","15","21","0","0","47","0","0","0"
"1998-04-15 03:40:00.0","14","15","0","0","42","0","0","0"
"1998-04-15 03:50:00.0","14","5","0","0","32","0","0","0"
"1998-04-15 04:00:00.0","15","21","0","0","48","0","0","0"
"1998-04-15 04:10:00.0","14","21","0","0","47","0","0","0"
"1998-04-15 04:20:00.0","14","4","0","0","33","0","0","0"
"1998-04-15 04:30:00.0","15","16","0","0","44","0","0","0"
"1998-04-15 04:40:00.0","14","21","0","0","47","0","0","0"
"1998-04-15 04:50:00.0","14","9","0","0","36","0","0","0"
"1998-04-15 05:00:00.0","14","11","0","0","38","0","0","0"
"1998-04-15 05:10:00.0","14","21","0","0","47","0","0","0"
"1998-04-15 05:20:00.0","15","14","0","0","43","0","0","0"
"1998-04-15 05:30:00.0","14","5","0","0","33","0","0","0"
"1998-04-15 05:40:00.0","14","22","0","0","49","0","0","0"
"1998-04-15 05:50:00.0","14","20","0","0","46","0","0","0"
"1998-04-15 06:00:00.0","14","4","0","0","40","8","0","0"
"1998-04-15 06:10:00.0","15","16","0","0","52","10","0","0"
"1998-04-15 06:20:00.0","14","21","0","0","63","15","0","0"
"1998-04-15 06:30:00.0","14","9","0","0","58","21","0","0"
"1998-04-15 06:40:00.0","14","10","0","0","59","20","0","0"
"1998-04-15 06:50:00.0","14","21","0","0","71","24","0","0"
"1998-04-15 07:00:00.0","14","18","0","0","69","23","0","0"
"1998-04-15 07:10:00.0","14","3","0","0","36","5","0","0"
"1998-04-15 07:20:00.0","14","19","0","0","44","0","0","0"
"1998-04-15 07:30:00.0","14","21","0","0","46","0","0","0"
"1998-04-15 07:40:00.0","14","5","0","0","35","0","0","0"
"1998-04-15 07:50:00.0","14","15","0","0","42","0","0","0"
"1998-04-15 08:00:00.0","14","20","0","0","47","0","0","0"
"1998-04-15 08:10:00.0","14","12","0","0","39","0","0","0"
"1998-04-15 08:20:00.0","14","7","0","0","36","0","0","0"
"1998-04-15 08:30:00.0","14","21","0","0","46","0","0","0"
"1998-04-15 08:40:00.0","14","19","0","0","45","0","0","0"
"1998-04-15 08:50:00.0","14","3","0","6","40","0","0","0"
"1998-04-15 09:00:00.0","14","18","0","12","68","0","9","0"
"1998-04-15 09:10:00.0","12","21","0","0","57","0","8","0"
"1998-04-15 09:20:00.0","0","10","0","0","36","0","8","0"
"1998-04-15 09:30:00.0","0","10","0","0","35","0","8","0"
"1998-04-15 09:40:00.0","0","20","0","0","46","0","8","0"
"1998-04-15 09:50:00.0","12","17","0","0","55","0","9","0"
"1998-04-15 10:00:00.0","15","3","0","0","47","1","8","0"
"1998-04-15 10:10:00.0","15","20","0","0","62","0","7","0"
"1998-04-15 10:20:00.0","14","21","0","0","61","0","8","0"
"1998-04-15 10:30:00.0","15","6","0","0","49","0","8","0"
"1998-04-15 10:40:00.0","14","12","0","0","51","0","8","0"
"1998-04-15 10:50:00.0","14","21","0","0","58","0","8","0"
"1998-04-15 11:00:00.0","14","14","0","0","51","0","8","0"
"1998-04-15 11:10:00.0","14","4","0","0","43","1","8","0"
"1998-04-15 11:20:00.0","14","21","0","0","68","5","8","0"
"1998-04-15 11:30:00.0","14","20","0","0","70","10","8","0"
"1998-04-15 11:40:00.0","14","5","0","0","61","14","8","0"
"1998-04-15 11:50:00.0","14","14","0","0","56","2","8","0"
"1998-04-15 12:00:00.0","11","21","0","30","88","0","9","0"
"1998-04-15 12:10:00.0","0","16","0","50","96","0","8","0"
"1998-04-15 12:20:00.0","0","4","0","0","31","0","7","0"
"1998-04-15 12:30:00.0","0","21","0","0","48","0","9","0"
"1998-04-15 12:40:00.0","12","21","0","0","61","0","8","0"
"1998-04-15 12:50:00.0","16","5","0","0","49","0","8","0"
"1998-04-15 13:00:00.0","15","15","0","0","57","0","8","0"
"1998-04-15 13:10:00.0","14","20","0","0","62","0","8","0"
"1998-04-15 13:20:00.0","15","11","0","0","55","2","9","0"
"1998-04-15 13:30:00.0","14","9","0","0","61","11","8","0"
"1998-04-15 13:40:00.0","15","21","0","0","62","9","0","0"
"1998-04-15 13:50:00.0","14","16","0","0","50","1","0","0"
"1998-04-15 14:00:00.0","14","4","0","0","36","0","0","0"
"1998-04-15 14:10:00.0","14","20","0","0","52","0","0","0"
"1998-04-15 14:20:00.0","14","21","0","0","52","0","0","0"
"1998-04-15 14:30:00.0","14","4","0","0","40","3","0","0"
"1998-04-15 14:40:00.0","14","15","0","0","48","0","0","0"
"1998-04-15 14:50:00.0","4","21","0","0","42","0","0","0"
"1998-04-15 15:00:00.0","0","9","0","0","28","0","0","0"
"1998-04-15 15:10:00.0","0","11","0","0","29","0","0","0"
"1998-04-15 15:20:00.0","6","21","0","0","44","0","0","0"
"1998-04-15 15:30:00.0","16","14","0","0","45","0","0","0"
"1998-04-15 15:40:00.0","15","5","0","0","36","0","0","0"
"1998-04-15 15:50:00.0","15","21","0","0","51","0","0","0"
"1998-04-15 16:00:00.0","14","21","0","0","49","0","0","0"
"1998-04-15 16:10:00.0","15","3","0","0","35","0","0","0"
"1998-04-15 16:20:00.0","14","17","0","0","46","0","0","0"
"1998-04-15 16:30:00.0","15","21","0","0","50","0","0","0"
"1998-04-15 16:40:00.0","14","8","0","0","39","0","0","0"
"1998-04-15 16:50:00.0","14","11","0","0","42","0","0","0"
"1998-04-15 17:00:00.0","14","21","0","0","50","0","0","0"
"1998-04-15 17:10:00.0","15","14","0","0","44","0","0","0"
"1998-04-15 17:20:00.0","14","5","0","0","36","0","0","0"
"1998-04-15 17:30:00.0","6","21","0","0","47","1","0","0"
"1998-04-15 17:40:00.0","0","19","0","0","46","0","8","0"
"1998-04-15 17:50:00.0","0","4","0","0","34","2","9","0"
"1998-04-15 18:00:00.0","4","19","0","0","52","1","8","0"
"1998-04-15 18:10:00.0","16","21","0","0","62","0","8","0"
"1998-04-15 18:20:00.0","15","22","0","0","62","0","9","0"
"1998-04-15 18:30:00.0","15","4","0","0","46","0","9","0"
"1998-04-15 18:40:00.0","14","15","0","15","72","0","8","0"
"1998-04-15 18:50:00.0","15","22","0","0","70","10","8","0"
"1998-04-15 19:00:00.0","14","18","0","0","72","10","8","0"
"1998-04-15 19:10:00.0","14","3","0","0","68","14","8","0"
"1998-04-15 19:20:00.0","15","20","0","0","90","16","8","0"
"1998-04-15 19:30:00.0","14","21","0","0","97","17","8","0"
"1998-04-15 19:40:00.0","14","16","0","0","91","14","8","0"
"1998-04-15 19:50:00.0","14","4","0","0","76","11","8","0"
"1998-04-15 20:00:00.0","14","21","0","0","96","14","8","0"
"1998-04-15 20:10:00.0","15","21","0","0","102","20","8","0"
"1998-04-15 20:20:00.0","1","7","0","0","78","20","9","0"
"1998-04-15 20:30:00.0","0","14","0","0","85","23","8","0"
"1998-04-15 20:40:00.0","0","20","0","0","96","29","8","0"
"1998-04-15 20:50:00.0","9","14","0","0","89","19","8","0"
"1998-04-15 21:00:00.0","16","5","0","0","87","20","8","0"
"1998-04-15 21:10:00.0","15","21","0","0","96","14","8","0"
"1998-04-15 21:20:00.0","14","21","0","0","90","10","8","0"
"1998-04-15 21:30:00.0","15","4","0","0","76","9","9","0"
"1998-04-15 21:40:00.0","14","16","0","0","91","16","8","0"
"1998-04-15 21:50:00.0","15","20","0","0","90","8","8","0"
"1998-04-15 22:00:00.0","14","13","0","0","75","0","8","0"
"1998-04-15 22:10:00.0","14","5","0","0","67","0","9","0"
"1998-04-15 22:20:00.0","15","22","0","0","81","0","8","0"
"1998-04-15 22:30:00.0","14","21","0","0","80","0","8","0"
"1998-04-15 22:40:00.0","14","5","0","0","40","4","0","0"
"1998-04-15 22:50:00.0","15","14","0","0","41","0","0","0"
"1998-04-15 23:00:00.0","14","21","0","0","46","0","0","0"
"1998-04-15 23:10:00.0","13","14","0","0","41","0","0","0"
"1998-04-15 23:20:00.0","0","6","0","0","21","0","0","0"
"1998-04-15 23:30:00.0","0","21","0","0","36","0","0","0"
"1998-04-15 23:40:00.0","0","19","0","0","34","0","0","0"
"1998-04-15 23:50:00.0","12","4","0","0","30","0","0","0"
"1998-04-16 00:00:00.0","16","19","0","0","47","0","0","0"
"1998-04-16 00:10:00.0","15","21","0","0","47","0","0","0"
"1998-04-16 00:20:00.0","14","5","0","0","34","0","0","0"
"1998-04-16 00:30:00.0","15","15","0","0","43","0","0","0"
"1998-04-16 00:40:00.0","15","21","0","0","48","0","0","0"
"1998-04-16 00:50:00.0","14","10","0","0","38","0","0","0"
"1998-04-16 01:00:00.0","14","9","0","0","37","0","0","0"
"1998-04-16 01:10:00.0","14","21","0","0","47","0","0","0"
"1998-04-16 01:20:00.0","14","17","0","0","42","0","0","0"
"1998-04-16 01:30:00.0","15","3","0","0","31","0","0","0"
"1998-04-16 01:40:00.0","3","20","0","0","37","0","0","0"
"1998-04-16 01:50:00.0","0","20","0","0","34","0","0","0"
"1998-04-16 02:00:00.0","0","7","0","0","23","0","0","0"
"1998-04-16 02:10:00.0","8","12","0","0","35","0","0","0"
"1998-04-16 02:20:00.0","15","20","0","0","49","0","0","0"
"1998-04-16 02:30:00.0","15","15","0","0","43","0","0","0"
"1998-04-16 02:40:00.0","15","3","0","0","33","0","0","0"
"1998-04-16 02:50:00.0","15","22","0","0","47","0","0","0"
"1998-04-16 03:00:00.0","14","20","0","0","47","0","0","0"
"1998-04-16 03:10:00.0","14","4","0","0","32","0","0","0"
"1998-04-16 03:20:00.0","15","16","0","0","45","2","0","0"
"1998-04-16 03:30:00.0","14","20","0","0","49","0","0","0"
"1998-04-16 03:40:00.0","14","10","0","0","38","0","0","0"
"1998-04-16 03:50:00.0","14","9","0","0","37","0","0","0"
"1998-04-16 04:00:00.0","15","21","0","0","47","0","0","0"
"1998-04-16 04:10:00.0","4","15","0","0","33","0","0","0"
"1998-04-16 04:20:00.0","0","4","0","0","20","0","0","0"
"1998-04-16 04:30:00.0","0","21","0","0","36","0","0","0"
"1998-04-16 04:40:00.0","7","21","0","0","43","0","0","0"
"1998-04-16 04:50:00.0","16","3","0","0","34","0","0","0"
"1998-04-16 05:00:00.0","15","16","0","0","43","0","0","0"
"1998-04-16 05:10:00.0","14","21","0","0","48","0","0","0"
"1998-04-16 05:20:00.0","15","9","0","0","38","0","0","0"
"1998-04-16 05:30:00.0","15","10","0","0","38","0","0","0"
"1998-04-16 05:40:00.0","14","21","0","0","49","0","0","0"
"1998-04-16 05:50:00.0","14","15","0","0","43","0","0","0"
"1998-04-16 06:00:00.0","15","5","0","0","44","10","0","0"
"1998-04-16 06:10:00.0","14","20","0","0","62","15","0","0"
"1998-04-16 06:20:00.0","14","20","0","0","57","11","0","0"
"1998-04-16 06:30:00.0","15","7","0","0","57","20","0","0"
"1998-04-16 06:40:00.0","14","12","0","0","63","23","0","0"
"1998-04-16 06:50:00.0","11","21","0","0","64","12","0","0"
"1998-04-16 07:00:00.0","0","16","0","0","47","7","0","0"
"1998-04-16 07:10:00.0","0","3","0","0","35","4","0","0"
"1998-04-16 07:20:00.0","14","20","0","0","69","10","0","0"
"1998-04-16 07:30:00.0","15","21","0","0","69","15","0","0"
"1998-04-16 07:40:00.0","14","4","0","0","45","9","0","0"
"1998-04-16 07:50:00.0","15","14","0","0","44","0","0","0"
"1998-04-16 08:00:00.0","14","20","0","0","49","0","0","0"
"1998-04-16 08:10:00.0","15","13","0","0","43","0","0","0"
"1998-04-16 08:20:00.0","14","5","0","0","37","0","0","0"
"1998-04-16 08:30:00.0","14","21","0","0","51","0","0","0"
"1998-04-16 08:40:00.0","14","19","0","0","49","0","0","0"
"1998-04-16 08:50:00.0","14","4","0","0","35","0","0","0"
"1998-04-16 09:00:00.0","14","15","0","0","44","0","0","0"
"1998-04-16 09:10:00.0","14","20","0","0","49","0","0","0"
"1998-04-16 09:20:00.0","14","11","0","0","40","0","0","0"
"1998-04-16 09:30:00.0","14","7","0","0","37","0","0","0"
"1998-04-16 09:40:00.0","14","21","0","0","50","0","0","0"
"1998-04-16 09:50:00.0","14","18","0","0","48","0","0","0"
"1998-04-16 10:00:00.0","14","4","0","0","34","0","0","0"
"1998-04-16 10:10:00.0","14","17","0","0","47","0","0","0"
"1998-04-16 10:20:00.0","14","20","0","0","49","0","0","0"
"1998-04-16 10:30:00.0","10","8","0","0","36","0","0","0"
"1998-04-16 10:40:00.0","0","10","0","0","27","0","0","0"
"1998-04-16 10:50:00.0","0","21","0","0","37","0","0","0"
"1998-04-16 11:00:00.0","1","14","0","0","32","0","0","0"
"1998-04-16 11:10:00.0","16","4","0","0","35","0","0","0"
"1998-04-16 11:20:00.0","14","20","0","0","50","0","0","0"
"1998-04-16 11:30:00.0","15","21","0","0","49","0","0","0"
"1998-04-16 11:40:00.0","15","3","0","0","35","0","0","0"
"1998-04-16 11:50:00.0","14","14","0","0","43","0","0","0"
"1998-04-16 12:00:00.0","14","21","0","0","50","0","0","0"
"1998-04-16 12:10:00.0","15","11","0","0","41","0","0","0"
"1998-04-16 12:20:00.0","14","8","0","0","38","0","0","0"
"1998-04-16 12:30:00.0","14","21","0","0","50","0","0","0"
"1998-04-16 12:40:00.0","15","17","0","0","46","0","0","0"
"1998-04-16 12:50:00.0","14","3","0","0","35","0","0","0"
"1998-04-16 13:00:00.0","14","19","0","0","48","0","0","0"
"1998-04-16 13:10:00.0","14","21","0","0","51","1","0","0"
"1998-04-16 13:20:00.0","15","7","0","62","102","0","0","0"
"1998-04-16 13:30:00.0","14","12","0","72","119","0","0","0"
"1998-04-16 13:40:00.0","5","20","0","43","89","0","0","0"
"1998-04-16 13:50:00.0","0","18","0","0","38","0","0","0"
"1998-04-16 14:00:00.0","0","4","0","0","24","0","0","0"
"1998-04-16 14:10:00.0","3","17","0","0","41","0","0","0"
"1998-04-16 14:20:00.0","16","21","0","0","54","0","0","0"
"1998-04-16 14:30:00.0","15","8","0","0","42","0","0","0"
"1998-04-16 14:40:00.0","15","8","0","0","41","0","0","0"
"1998-04-16 14:50:00.0","14","21","0","0","53","0","0","0"
"1998-04-16 15:00:00.0","15","18","0","0","50","0","0","0"
"1998-04-16 15:10:00.0","14","3","0","0","37","0","0","0"
"1998-04-16 15:20:00.0","15","18","0","0","50","0","0","0"
"1998-04-16 15:30:00.0","11","21","0","0","51","0","0","0"
"1998-04-16 15:40:00.0","0","5","0","0","26","0","0","0"
"1998-04-16 15:50:00.0","0","14","0","0","34","0","0","0"
"1998-04-16 16:00:00.0","0","21","0","0","40","0","0","0"
"1998-04-16 16:10:00.0","13","8","0","0","41","0","0","0"
"1998-04-16 16:20:00.0","16","10","0","0","42","0","0","0"
"1998-04-16 16:30:00.0","15","21","0","0","52","2","0","0"
"1998-04-16 16:40:00.0","15","14","0","0","48","4","0","0"
"1998-04-16 16:50:00.0","14","3","0","0","35","0","0","0"
"1998-04-16 17:00:00.0","14","22","0","0","51","0","0","0"
"1998-04-16 17:10:00.0","15","19","0","0","49","0","0","0"
"1998-04-16 17:20:00.0","14","4","0","0","36","0","0","0"
"1998-04-16 17:30:00.0","15","16","0","0","45","0","0","0"
"1998-04-16 17:40:00.0","14","20","0","0","50","0","0","0"
"1998-04-16 17:50:00.0","14","11","0","0","40","0","0","0"
"1998-04-16 18:00:00.0","14","9","0","0","39","0","0","0"
"1998-04-16 18:10:00.0","14","20","0","0","59","0","7","0"
"1998-04-16 18:20:00.0","5","19","0","0","51","0","10","0"
"1998-04-16 18:30:00.0","0","4","0","0","33","0","9","0"
"1998-04-16 18:40:00.0","0","17","0","0","44","0","8","0"
"1998-04-16 18:50:00.0","5","21","0","0","54","0","9","0"
"1998-04-16 19:00:00.0","15","18","0","0","60","0","9","0"
"1998-04-16 19:10:00.0","16","4","0","0","46","0","8","0"
"1998-04-16 19:20:00.0","14","17","0","0","65","7","9","0"
"1998-04-16 19:30:00.0","15","21","0","0","74","13","8","0"
"1998-04-16 19:40:00.0","15","15","0","0","59","3","9","0"
"1998-04-16 19:50:00.0","14","4","0","0","45","0","8","0"
"1998-04-16 20:00:00.0","14","20","0","0","77","7","8","0"
"1998-04-16 20:10:00.0","15","21","0","0","82","2","9","0"
"1998-04-16 20:20:00.0","14","10","0","0","72","1","8","0"
"1998-04-16 20:30:00.0","14","10","0","0","93","20","8","0"
"1998-04-16 20:40:00.0","15","20","0","0","105","23","8","0"
"1998-04-16 20:50:00.0","14","17","0","0","95","19","8","0"
"1998-04-16 21:00:00.0","14","3","0","0","74","9","8","0"
"1998-04-16 21:10:00.0","14","20","0","0","90","9","8","0"
"1998-04-16 21:20:00.0","10","21","0","0","87","10","7","0"
"1998-04-16 21:30:00.0","0","7","0","0","66","9","8","0"
"1998-04-16 21:40:00.0","0","11","0","0","70","10","8","0"
"1998-04-16 21:50:00.0","0","20","0","0","79","9","7","0"
"1998-04-16 22:00:00.0","15","17","0","0","87","9","8","0"
"1998-04-16 22:10:00.0","15","4","0","0","71","3","8","0"
"1998-04-16 22:20:00.0","15","18","0","0","80","0","8","0"
"1998-04-16 22:30:00.0","15","21","0","0","80","0","7","0"
"1998-04-16 22:40:00.0","14","10","0","0","67","3","6","0"
"1998-04-16 22:50:00.0","15","6","0","0","36","1","0","0"
"1998-04-16 23:00:00.0","14","22","0","0","47","0","0","0"
"1998-04-16 23:10:00.0","14","20","0","0","46","0","0","0"
"1998-04-16 23:20:00.0","15","12","0","0","38","0","0","0"
"1998-04-16 23:30:00.0","14","6","0","0","34","0","0","0"
"1998-04-16 23:40:00.0","14","21","0","0","47","0","0","0"
"1998-04-16 23:50:00.0","14","21","0","0","46","0","0","0"
"1998-04-17 00:00:00.0","14","7","0","0","34","0","0","0"
"1998-04-17 00:10:00.0","15","12","0","0","41","0","0","0"
"1998-04-17 00:20:00.0","1","21","0","0","36","0","0","0"
"1998-04-17 00:30:00.0","0","16","0","0","32","1","0","0"
"1998-04-17 00:40:00.0","0","4","0","0","20","0","0","0"
"1998-04-17 00:50:00.0","10","20","0","0","44","0","0","0"
"1998-04-17 01:00:00.0","16","21","0","0","47","0","0","0"
"1998-04-17 01:10:00.0","15","9","0","0","37","0","0","0"
"1998-04-17 01:20:00.0","14","9","0","0","37","0","0","0"
"1998-04-17 01:30:00.0","15","21","0","0","47","0","0","0"
"1998-04-17 01:40:00.0","14","20","0","0","48","0","0","0"
"1998-04-17 01:50:00.0","14","3","0","0","32","0","0","0"
"1998-04-17 02:00:00.0","15","16","0","0","43","0","0","0"
"1998-04-17 02:10:00.0","14","21","0","0","47","0","0","0"
"1998-04-17 02:20:00.0","14","13","0","0","40","0","0","0"
"1998-04-17 02:30:00.0","15","5","0","0","33","0","0","0"
"1998-04-17 02:40:00.0","14","21","0","0","49","0","0","0"
"1998-04-17 02:50:00.0","14","21","0","0","49","0","0","0"
"1998-04-17 03:00:00.0","9","7","0","0","31","0","0","0"
"1998-04-17 03:10:00.0","0","13","0","0","27","0","0","0"
"1998-04-17 03:20:00.0","0","20","0","0","34","0","0","0"
"1998-04-17 03:30:00.0","1","15","0","0","32","0","0","0"
"1998-04-17 03:40:00.0","16","4","0","0","35","0","0","0"
"1998-04-17 03:50:00.0","15","21","0","0","50","0","0","0"
"1998-04-17 04:00:00.0","15","21","0","0","47","0","0","0"
"1998-04-17 04:10:00.0","15","6","0","0","35","0","0","0"
"1998-04-17 04:20:00.0","14","13","0","0","41","0","0","0"
"1998-04-17 04:30:00.0","15","21","0","0","49","0","0","0"
"1998-04-17 04:40:00.0","14","13","0","0","42","0","0","0"
"1998-04-17 04:50:00.0","14","5","0","0","33","0","0","0"
"1998-04-17 05:00:00.0","15","22","0","0","47","0","0","0"
"1998-04-17 05:10:00.0","14","20","0","0","48","0","0","0"
"1998-04-17 05:20:00.0","14","5","0","0","34","0","0","0"
"1998-04-17 05:30:00.0","14","14","0","0","42","0","0","0"
"1998-04-17 05:40:00.0","14","21","0","0","47","0","0","0"
"1998-04-17 05:50:00.0","10","12","0","0","36","0","0","0"
"1998-04-17 06:00:00.0","0","6","0","0","35","12","0","0"
"1998-04-17 06:10:00.0","0","21","0","0","47","11","0","0"
"1998-04-17 06:20:00.0","0","21","0","0","55","18","0","0"
"1998-04-17 06:30:00.0","16","4","0","0","59","24","0","0"
"1998-04-17 06:40:00.0","15","14","0","0","62","20","0","0"
"1998-04-17 06:50:00.0","15","21","0","0","65","10","0","0"
"1998-04-17 07:00:00.0","14","16","0","0","66","11","0","0"
"1998-04-17 07:10:00.0","15","3","0","0","59","16","0","0"
"1998-04-17 07:20:00.0","14","19","0","0","76","20","0","0"
"1998-04-17 07:30:00.0","14","20","0","0","76","21","0","0"
"1998-04-17 07:40:00.0","14","9","0","0","69","31","0","0"
"1998-04-17 07:50:00.0","14","9","0","0","40","0","0","0"
"1998-04-17 08:00:00.0","14","21","0","0","51","0","0","0"
"1998-04-17 08:10:00.0","14","18","0","0","49","0","0","0"
"1998-04-17 08:20:00.0","13","4","0","0","33","0","0","0"
"1998-04-17 08:30:00.0","0","15","0","0","32","0","0","0"
"1998-04-17 08:40:00.0","0","21","0","0","38","0","0","0"
"1998-04-17 08:50:00.0","0","13","0","0","32","0","0","0"
"1998-04-17 09:00:00.0","12","4","0","0","36","0","0","0"
"1998-04-17 09:10:00.0","16","22","0","0","52","0","0","0"
"1998-04-17 09:20:00.0","14","21","0","0","49","0","0","0"
"1998-04-17 09:30:00.0","15","5","0","0","36","0","0","0"
"1998-04-17 09:40:00.0","15","12","0","0","43","0","0","0"
"1998-04-17 09:50:00.0","14","21","0","0","51","0","0","0"
"1998-04-17 10:00:00.0","14","15","0","0","46","0","0","0"
"1998-04-17 10:10:00.0","15","3","0","0","34","0","0","0"
"1998-04-17 10:20:00.0","14","21","0","0","49","0","0","0"
"1998-04-17 10:30:00.0","14","20","0","0","49","0","0","0"
"1998-04-17 10:40:00.0","14","7","0","0","37","0","0","0"
"1998-04-17 10:50:00.0","14","11","0","0","41","0","0","0"
"1998-04-17 11:00:00.0","7","21","0","0","43","0","0","0"
"1998-04-17 11:10:00.0","0","14","0","0","32","0","0","0"
"1998-04-17 11:20:00.0","0","3","0","0","22","0","0","0"
"1998-04-17 11:30:00.0","4","20","0","0","41","0","0","0"
"1998-04-17 11:40:00.0","16","21","0","0","50","0","0","0"
"1998-04-17 11:50:00.0","15","6","0","0","38","0","0","0"
"1998-04-17 12:00:00.0","15","12","0","0","41","0","0","0"
"1998-04-17 12:10:00.0","14","21","0","68","133","5","5","0"
"1998-04-17 12:20:00.0","15","19","0","0","59","0","8","0"
"1998-04-17 12:30:00.0","14","3","0","0","49","4","8","0"
"1998-04-17 12:40:00.0","14","17","0","0","51","1","4","0"
"1998-04-17 12:50:00.0","15","21","0","0","50","0","0","0"
"1998-04-17 13:00:00.0","14","12","0","0","43","0","0","0"
"1998-04-17 13:10:00.0","15","6","0","0","38","0","0","0"
"1998-04-17 13:20:00.0","14","22","0","0","50","0","0","0"
"1998-04-17 13:30:00.0","14","20","0","0","49","0","0","0"
"1998-04-17 13:40:00.0","14","4","0","0","35","0","0","0"
"1998-04-17 13:50:00.0","12","15","0","0","42","0","0","0"
"1998-04-17 14:00:00.0","0","21","0","0","38","0","0","0"
"1998-04-17 14:10:00.0","0","13","0","0","30","0","0","0"
"1998-04-17 14:20:00.0","0","5","0","0","22","0","0","0"
"1998-04-17 14:30:00.0","16","21","0","0","52","0","0","0"
"1998-04-17 14:40:00.0","15","21","0","0","51","0","0","0"
"1998-04-17 14:50:00.0","15","6","0","0","38","0","0","0"
"1998-04-17 15:00:00.0","15","12","0","0","42","0","0","0"
"1998-04-17 15:10:00.0","14","21","0","0","51","0","0","0"
"1998-04-17 15:20:00.0","15","17","0","0","46","0","0","0"
"1998-04-17 15:30:00.0","14","3","0","0","35","0","0","0"
"1998-04-17 15:40:00.0","15","19","0","0","47","0","0","0"
"1998-04-17 15:50:00.0","14","21","0","0","49","0","0","0"
"1998-04-17 16:00:00.0","14","10","0","0","40","0","0","0"
"1998-04-17 16:10:00.0","14","7","0","0","37","0","0","0"
"1998-04-17 16:20:00.0","15","21","0","0","50","0","0","0"
"1998-04-17 16:30:00.0","14","21","0","0","50","2","0","0"
"1998-04-17 16:40:00.0","14","3","0","0","246","1","5","201"
"1998-04-17 16:50:00.0","6","15","0","0","80","11","3","24"
"1998-04-17 17:00:00.0","0","21","0","0","56","10","0","9"
"1998-04-17 17:10:00.0","0","16","0","0","57","11","0","14"
"1998-04-17 17:20:00.0","5","3","0","0","72","12","0","34"
"1998-04-17 17:30:00.0","16","18","0","0","64","13","0","0"
