"Time","Clothes drier (without condenser) ()","Electric Cooker (hot plate+oven) ()","Fridge freezer (Kitchen, 203l/117l)","Halogen lamp 1 (0,5kW)","Microwave oven ()","Site consumption ()","Total site light consumption ()","TV (36cm)","Washing machine (5kg,750rpm)","Water heater ()"
"1998-05-11 19:50:00.0","0","0","21","0","0","0","0","1","0","0"
"1998-05-11 20:00:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-11 20:10:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-11 20:20:00.0","0","0","2","0","0","0","0","9","0","0"
"1998-05-11 20:30:00.0","0","0","4","0","19","0","0","9","0","0"
"1998-05-11 20:40:00.0","0","0","15","0","0","0","0","9","0","0"
"1998-05-11 20:50:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-11 21:00:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-11 21:10:00.0","0","0","1","0","0","0","0","8","0","0"
"1998-05-11 21:20:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-11 21:30:00.0","0","0","30","0","65","0","0","9","0","0"
"1998-05-11 21:40:00.0","0","0","27","0","7","0","0","9","0","0"
"1998-05-11 21:50:00.0","0","0","18","0","0","0","0","8","0","0"
"1998-05-11 22:00:00.0","0","0","1","0","0","0","0","9","0","0"
"1998-05-11 22:10:00.0","0","0","6","0","0","0","0","9","0","0"
"1998-05-11 22:20:00.0","0","0","15","0","0","0","0","4","0","0"
"1998-05-11 22:30:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-11 22:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-11 22:50:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-11 23:00:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-11 23:10:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-05-11 23:20:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-11 23:30:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-11 23:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-11 23:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 00:00:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 00:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 00:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 00:30:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-12 00:40:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 00:50:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-12 01:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 01:10:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-12 01:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 01:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 01:40:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 01:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 02:00:00.0","0","0","0","0","21","0","0","0","0","0"
"1998-05-12 02:10:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-12 02:20:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-05-12 02:30:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-05-12 02:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 02:50:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-05-12 03:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 03:10:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-12 03:20:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-12 03:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 03:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 03:50:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 04:00:00.0","0","0","18","0","0","0","0","0","0","0"
"1998-05-12 04:10:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-12 04:20:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-12 04:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 04:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 04:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 05:00:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-12 05:10:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-12 05:20:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-12 05:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-12 05:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 05:50:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-12 06:00:00.0","0","0","18","0","0","0","0","0","0","0"
"1998-05-12 06:10:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-12 06:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 06:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 06:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 06:50:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-12 07:00:00.0","0","0","25","0","0","0","0","0","0","0"
"1998-05-12 07:10:00.0","0","0","14","0","13","0","0","0","0","0"
"1998-05-12 07:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 07:30:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-12 07:40:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-12 07:50:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-12 08:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 08:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 08:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 08:30:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-12 08:40:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-05-12 08:50:00.0","0","0","23","0","0","0","0","0","0","0"
"1998-05-12 09:00:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-12 09:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 09:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 09:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 09:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 09:50:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-05-12 10:00:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-12 10:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-12 10:20:00.0","0","0","13","0","0","0","0","5","0","0"
"1998-05-12 10:30:00.0","0","0","26","0","0","0","0","9","0","0"
"1998-05-12 10:40:00.0","0","0","14","0","15","0","0","9","0","0"
"1998-05-12 10:50:00.0","0","0","0","0","40","0","0","9","0","0"
"1998-05-12 11:00:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-12 11:10:00.0","0","0","12","0","0","0","0","9","0","0"
"1998-05-12 11:20:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-12 11:30:00.0","0","0","2","0","0","0","0","3","0","0"
"1998-05-12 11:40:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 11:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 12:00:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-05-12 12:10:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-05-12 12:20:00.0","0","0","0","0","14","0","0","0","0","0"
"1998-05-12 12:30:00.0","0","0","0","0","1","0","0","0","0","0"
"1998-05-12 12:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 12:50:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-12 13:00:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-12 13:10:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-05-12 13:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 13:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-12 13:40:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-12 13:50:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-12 14:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 14:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 14:20:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-12 14:30:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 14:40:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-12 14:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-12 15:00:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-12 15:10:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 15:20:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-05-12 15:30:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-05-12 15:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 15:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 16:00:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-12 16:10:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 16:20:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-12 16:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-12 16:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 16:50:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-12 17:00:00.0","0","0","25","0","0","0","0","0","0","0"
"1998-05-12 17:10:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-05-12 17:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 17:30:00.0","0","0","1","0","0","0","0","6","119","0"
"1998-05-12 17:40:00.0","0","0","15","0","0","0","0","9","418","0"
"1998-05-12 17:50:00.0","0","0","15","0","0","0","0","9","422","0"
"1998-05-12 18:00:00.0","0","0","25","0","0","0","0","8","419","0"
"1998-05-12 18:10:00.0","0","0","24","0","0","0","0","4","18","0"
"1998-05-12 18:20:00.0","0","0","14","0","0","0","0","0","16","0"
"1998-05-12 18:30:00.0","0","0","13","0","0","0","0","0","15","0"
"1998-05-12 18:40:00.0","0","0","13","0","0","0","0","9","15","0"
"1998-05-12 18:50:00.0","0","0","9","0","0","0","0","10","19","0"
"1998-05-12 19:00:00.0","0","0","11","0","0","0","0","9","34","0"
"1998-05-12 19:10:00.0","0","0","1","0","0","0","0","10","1","0"
"1998-05-12 19:20:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-12 19:30:00.0","0","0","7","0","0","0","0","9","0","0"
"1998-05-12 19:40:00.0","0","0","28","0","14","0","0","9","0","0"
"1998-05-12 19:50:00.0","0","0","15","0","0","0","0","10","0","0"
"1998-05-12 20:00:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-12 20:10:00.0","20","0","12","0","0","0","0","9","0","0"
"1998-05-12 20:20:00.0","352","0","8","0","0","0","0","9","0","0"
"1998-05-12 20:30:00.0","353","0","7","0","0","0","0","9","0","0"
"1998-05-12 20:40:00.0","198","0","0","0","0","0","0","8","0","0"
"1998-05-12 20:50:00.0","299","0","0","0","0","0","0","8","0","0"
"1998-05-12 21:00:00.0","104","0","0","0","0","0","0","9","0","0"
"1998-05-12 21:10:00.0","141","0","26","0","0","0","0","8","0","0"
"1998-05-12 21:20:00.0","133","0","14","0","0","0","0","9","0","0"
"1998-05-12 21:30:00.0","44","0","14","0","0","0","0","8","0","0"
"1998-05-12 21:40:00.0","14","0","16","0","0","0","0","9","0","0"
"1998-05-12 21:50:00.0","0","0","24","0","0","0","0","9","0","0"
"1998-05-12 22:00:00.0","0","0","15","0","0","0","0","8","0","0"
"1998-05-12 22:10:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-12 22:20:00.0","0","0","7","0","20","0","0","8","0","0"
"1998-05-12 22:30:00.0","0","0","1","0","0","0","0","8","0","0"
"1998-05-12 22:40:00.0","0","0","17","0","0","0","0","9","0","0"
"1998-05-12 22:50:00.0","0","0","29","0","0","0","0","3","0","0"
"1998-05-12 23:00:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-05-12 23:10:00.0","0","0","24","0","0","0","0","0","0","0"
"1998-05-12 23:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-12 23:30:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-12 23:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-12 23:50:00.0","0","0","15","0","10","0","0","0","0","0"
"1998-05-13 00:00:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-13 00:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 00:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 00:30:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-05-13 00:40:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-05-13 00:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 01:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 01:10:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-05-13 01:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-13 01:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 01:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 01:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 02:00:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-13 02:10:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-05-13 02:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-13 02:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 02:40:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-13 02:50:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-13 03:00:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-13 03:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 03:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 03:30:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-13 03:40:00.0","0","0","25","0","0","0","0","0","0","0"
"1998-05-13 03:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-13 04:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 04:10:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 04:20:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-13 04:30:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-13 04:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 04:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 05:00:00.0","0","0","3","0","11","0","0","0","0","0"
"1998-05-13 05:10:00.0","0","0","20","0","0","0","0","0","0","0"
"1998-05-13 05:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-13 05:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-13 05:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 05:50:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-13 06:00:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-13 06:10:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-13 06:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 06:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 06:40:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-13 06:50:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-13 07:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 07:10:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 07:20:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-13 07:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 07:40:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-13 07:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 08:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 08:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 08:20:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-05-13 08:30:00.0","0","0","20","0","0","0","0","0","0","0"
"1998-05-13 08:40:00.0","0","0","13","0","0","0","0","8","0","0"
"1998-05-13 08:50:00.0","0","0","22","0","0","0","0","9","0","0"
"1998-05-13 09:00:00.0","0","0","16","0","0","0","0","9","0","0"
"1998-05-13 09:10:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-13 09:20:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-13 09:30:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-13 09:40:00.0","0","0","4","0","15","0","0","9","0","0"
"1998-05-13 09:50:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-13 10:00:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-13 10:10:00.0","0","0","28","0","0","0","0","9","0","0"
"1998-05-13 10:20:00.0","0","0","15","0","0","0","0","8","0","0"
"1998-05-13 10:30:00.0","0","0","8","0","0","0","0","9","0","0"
"1998-05-13 10:40:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-13 10:50:00.0","0","0","6","0","0","0","0","9","0","0"
"1998-05-13 11:00:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-13 11:10:00.0","0","0","2","0","0","0","0","10","0","0"
"1998-05-13 11:20:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-13 11:30:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-13 11:40:00.0","0","0","21","0","0","0","0","1","0","0"
"1998-05-13 11:50:00.0","0","0","24","0","0","0","0","0","0","0"
"1998-05-13 12:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 12:10:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-05-13 12:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 12:30:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-05-13 12:40:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-13 12:50:00.0","0","0","0","0","0","0","0","7","0","0"
"1998-05-13 13:00:00.0","0","0","2","0","0","0","0","9","0","0"
"1998-05-13 13:10:00.0","0","0","24","0","0","0","0","9","0","0"
"1998-05-13 13:20:00.0","0","0","23","0","0","0","0","9","0","0"
"1998-05-13 13:30:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-13 13:40:00.0","0","0","12","0","0","0","0","9","0","0"
"1998-05-13 13:50:00.0","0","0","2","0","2","0","0","9","0","0"
"1998-05-13 14:00:00.0","0","0","15","0","28","0","0","9","0","0"
"1998-05-13 14:10:00.0","0","0","8","0","0","0","0","8","0","0"
"1998-05-13 14:20:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-13 14:30:00.0","0","0","12","0","0","0","0","9","0","0"
"1998-05-13 14:40:00.0","0","0","18","0","0","0","0","9","0","0"
"1998-05-13 14:50:00.0","0","0","28","0","6","0","0","9","0","0"
"1998-05-13 15:00:00.0","0","0","15","0","5","0","0","9","0","0"
"1998-05-13 15:10:00.0","0","0","10","0","16","0","0","9","0","0"
"1998-05-13 15:20:00.0","0","0","5","0","0","0","0","9","0","0"
"1998-05-13 15:30:00.0","0","0","15","0","0","0","0","7","0","0"
"1998-05-13 15:40:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-13 15:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 16:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 16:10:00.0","0","0","26","0","0","0","0","0","0","0"
"1998-05-13 16:20:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-05-13 16:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 16:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 16:50:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-05-13 17:00:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-13 17:10:00.0","0","0","1","0","0","0","0","5","0","0"
"1998-05-13 17:20:00.0","0","0","0","0","6","0","0","9","0","0"
"1998-05-13 17:30:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-13 17:40:00.0","0","0","12","0","0","0","0","9","0","0"
"1998-05-13 17:50:00.0","0","0","25","0","0","0","0","9","0","0"
"1998-05-13 18:00:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-13 18:10:00.0","0","0","14","0","0","0","0","10","0","0"
"1998-05-13 18:20:00.0","0","0","20","0","0","0","0","9","0","0"
"1998-05-13 18:30:00.0","0","0","12","0","0","0","0","10","0","0"
"1998-05-13 18:40:00.0","0","0","1","0","0","0","0","9","0","0"
"1998-05-13 18:50:00.0","0","0","10","0","0","0","0","9","0","0"
"1998-05-13 19:00:00.0","0","0","29","0","0","0","0","10","0","0"
"1998-05-13 19:10:00.0","0","0","22","0","0","0","0","9","0","0"
"1998-05-13 19:20:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-13 19:30:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-13 19:40:00.0","0","0","3","0","0","0","0","9","0","0"
"1998-05-13 19:50:00.0","0","0","15","0","0","0","0","9","0","0"
"1998-05-13 20:00:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-13 20:10:00.0","0","0","3","0","0","0","0","9","0","0"
"1998-05-13 20:20:00.0","0","0","11","0","0","0","0","9","0","0"
"1998-05-13 20:30:00.0","0","0","17","0","0","0","0","9","0","0"
"1998-05-13 20:40:00.0","0","0","28","0","0","0","0","9","0","0"
"1998-05-13 20:50:00.0","0","0","27","0","0","0","0","10","0","0"
"1998-05-13 21:00:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-13 21:10:00.0","0","0","14","0","0","0","0","3","0","0"
"1998-05-13 21:20:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-05-13 21:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 21:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 21:50:00.0","0","0","16","0","0","0","0","0","0","0"
"1998-05-13 22:00:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-13 22:10:00.0","0","0","16","0","0","0","0","0","0","0"
"1998-05-13 22:20:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-13 22:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 22:40:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-13 22:50:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-13 23:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-13 23:10:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-13 23:20:00.0","0","0","20","0","0","0","0","0","0","0"
"1998-05-13 23:30:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-05-13 23:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-13 23:50:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-14 00:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 00:10:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-14 00:20:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-05-14 00:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 00:40:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-14 00:50:00.0","0","0","18","0","0","0","0","0","0","0"
"1998-05-14 01:00:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-05-14 01:10:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-14 01:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 01:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 01:40:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-14 01:50:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-14 02:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 02:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 02:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 02:30:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-05-14 02:40:00.0","0","0","10","0","13","0","0","0","0","0"
"1998-05-14 02:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 03:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 03:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 03:20:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-05-14 03:30:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-14 03:40:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 03:50:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-14 04:00:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-14 04:10:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-14 04:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 04:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 04:40:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-05-14 04:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 05:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 05:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 05:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 05:30:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-14 05:40:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-14 05:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 06:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 06:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 06:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 06:30:00.0","0","0","24","0","0","0","0","0","0","0"
"1998-05-14 06:40:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 06:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 07:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 07:10:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-05-14 07:20:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-14 07:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 07:40:00.0","0","0","0","0","10","0","0","9","0","0"
"1998-05-14 07:50:00.0","0","0","19","0","24","0","0","9","0","0"
"1998-05-14 08:00:00.0","0","0","29","0","0","0","0","9","0","0"
"1998-05-14 08:10:00.0","0","0","27","0","0","0","0","9","0","0"
"1998-05-14 08:20:00.0","0","0","17","0","0","0","0","10","0","0"
"1998-05-14 08:30:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-14 08:40:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-14 08:50:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-14 09:00:00.0","0","0","10","0","0","0","0","9","0","0"
"1998-05-14 09:10:00.0","0","0","10","0","0","0","0","9","0","0"
"1998-05-14 09:20:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-14 09:30:00.0","0","0","14","0","0","0","0","1","0","0"
"1998-05-14 09:40:00.0","0","0","19","0","6","0","0","0","0","0"
"1998-05-14 09:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 10:00:00.0","0","0","0","0","0","0","0","0","0","0"
