"Time","Clothes drier (without condenser) ()","Electric Cooker (hot plate+oven) ()","Fridge freezer (Kitchen, 203l/117l)","Halogen lamp 1 (0,5kW)","Microwave oven ()","Site consumption ()","Total site light consumption ()","TV (36cm)","Washing machine (5kg,750rpm)","Water heater ()"
"1999-01-11 13:50:00.0","207","0","13","0","0","148","9","9","17","0"
"1999-01-11 14:00:00.0","95","0","10","0","0","150","8","8","15","0"
"1999-01-11 14:10:00.0","12","0","12","0","0","83","9","9","16","0"
"1999-01-11 14:20:00.0","0","0","0","0","0","113","9","8","7","0"
"1999-01-11 14:30:00.0","0","0","0","0","0","71","9","9","0","0"
"1999-01-11 14:40:00.0","0","0","0","0","0","87","9","8","0","0"
"1999-01-11 14:50:00.0","0","0","20","0","0","139","10","9","12","0"
"1999-01-11 15:00:00.0","0","0","18","0","0","93","9","8","35","0"
"1999-01-11 15:10:00.0","0","0","7","0","0","110","9","9","1","0"
"1999-01-11 15:20:00.0","302","0","0","0","0","272","9","8","191","0"
"1999-01-11 15:30:00.0","168","0","0","0","0","330","9","9","291","0"
"1999-01-11 15:40:00.0","174","0","11","0","0","188","9","8","17","0"
"1999-01-11 15:50:00.0","28","0","0","0","0","128","9","9","16","0"
"1999-01-11 16:00:00.0","0","0","15","0","0","77","9","8","14","0"
"1999-01-11 16:10:00.0","0","0","13","0","0","70","9","9","13","0"
"1999-01-11 16:20:00.0","207","0","17","0","0","191","9","8","19","0"
"1999-01-11 16:30:00.0","165","0","2","0","17","134","9","9","33","0"
"1999-01-11 16:40:00.0","269","0","0","0","0","261","10","9","141","0"
"1999-01-11 16:50:00.0","144","0","7","0","0","167","10","8","123","0"
"1999-01-11 17:00:00.0","205","0","12","0","0","202","22","9","18","0"
"1999-01-11 17:10:00.0","41","0","14","0","0","95","22","9","14","0"
"1999-01-11 17:20:00.0","19","0","13","0","0","99","23","8","17","0"
"1999-01-11 17:30:00.0","0","0","10","0","0","86","22","9","13","0"
"1999-01-11 17:40:00.0","0","0","6","0","0","64","23","9","27","0"
"1999-01-11 17:50:00.0","0","0","0","0","0","93","22","9","14","0"
"1999-01-11 18:00:00.0","0","0","0","0","0","27","43","8","0","0"
"1999-01-11 18:10:00.0","0","0","9","0","0","77","34","8","0","0"
"1999-01-11 18:20:00.0","0","0","22","0","0","56","22","9","0","0"
"1999-01-11 18:30:00.0","118","0","13","0","0","106","22","9","0","0"
"1999-01-11 18:40:00.0","337","0","1","0","0","199","21","9","0","0"
"1999-01-11 18:50:00.0","295","0","10","0","0","158","22","9","0","0"
"1999-01-11 19:00:00.0","216","0","15","0","23","190","22","8","0","0"
"1999-01-11 19:10:00.0","135","0","1","0","0","80","22","10","0","0"
"1999-01-11 19:20:00.0","25","0","9","0","0","102","23","9","0","32"
"1999-01-11 19:30:00.0","0","0","26","0","6","125","24","9","0","148"
"1999-01-11 19:40:00.0","1","0","26","0","0","126","22","9","0","148"
"1999-01-11 19:50:00.0","0","0","2","0","40","140","22","9","0","148"
"1999-01-11 20:00:00.0","0","0","0","0","0","80","23","9","0","149"
"1999-01-11 20:10:00.0","299","0","9","0","0","271","22","8","0","145"
"1999-01-11 20:20:00.0","190","0","6","0","0","171","22","9","0","146"
"1999-01-11 20:30:00.0","295","0","10","0","0","244","22","9","0","145"
"1999-01-11 20:40:00.0","171","0","21","0","0","200","22","9","0","148"
"1999-01-11 20:50:00.0","101","0","18","0","0","144","19","9","0","150"
"1999-01-11 21:00:00.0","0","0","0","0","0","119","14","8","0","146"
"1999-01-11 21:10:00.0","0","0","0","0","0","68","13","9","0","148"
"1999-01-11 21:20:00.0","0","0","13","0","0","124","14","8","0","147"
"1999-01-11 21:30:00.0","0","0","1","0","0","82","13","9","0","147"
"1999-01-11 21:40:00.0","0","6","11","0","0","104","14","8","0","146"
"1999-01-11 21:50:00.0","0","0","16","0","0","120","14","9","0","146"
"1999-01-11 22:00:00.0","0","0","21","0","0","90","13","8","0","147"
"1999-01-11 22:10:00.0","0","0","1","0","0","128","14","9","0","147"
"1999-01-11 22:20:00.0","0","0","0","0","0","69","13","8","0","149"
"1999-01-11 22:30:00.0","0","0","0","0","0","111","14","9","0","149"
"1999-01-11 22:40:00.0","0","0","13","0","0","96","8","4","0","150"
"1999-01-11 22:50:00.0","0","0","12","0","0","69","0","0","0","80"
"1999-01-11 23:00:00.0","0","0","14","0","0","51","0","0","0","0"
"1999-01-11 23:10:00.0","0","0","8","0","0","13","0","0","0","0"
"1999-01-11 23:20:00.0","0","0","13","0","0","68","0","0","0","0"
"1999-01-11 23:30:00.0","0","0","1","0","0","1","0","0","0","0"
"1999-01-11 23:40:00.0","0","0","0","0","0","49","0","0","0","0"
"1999-01-11 23:50:00.0","0","0","0","0","0","10","0","0","0","0"
"1999-01-12 00:00:00.0","0","0","19","0","0","51","0","0","0","0"
"1999-01-12 00:10:00.0","0","0","20","0","0","50","0","0","0","0"
"1999-01-12 00:20:00.0","0","0","8","0","0","22","0","0","0","0"
"1999-01-12 00:30:00.0","0","0","0","0","0","45","0","0","0","0"
"1999-01-12 00:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1999-01-12 00:50:00.0","0","0","12","0","0","72","0","0","0","0"
"1999-01-12 01:00:00.0","0","0","1","0","0","1","0","0","0","0"
"1999-01-12 01:10:00.0","0","0","14","0","0","58","0","0","0","0"
"1999-01-12 01:20:00.0","0","0","13","0","0","30","0","0","0","0"
"1999-01-12 01:30:00.0","0","0","13","0","0","39","0","0","0","0"
"1999-01-12 01:40:00.0","0","0","5","0","0","38","0","0","0","0"
"1999-01-12 01:50:00.0","0","0","0","0","0","11","0","0","0","0"
"1999-01-12 02:00:00.0","0","0","0","0","0","49","0","0","0","0"
"1999-01-12 02:10:00.0","0","0","3","0","0","3","0","0","0","0"
"1999-01-12 02:20:00.0","0","0","26","0","0","85","0","0","0","0"
"1999-01-12 02:30:00.0","0","0","15","0","0","16","0","0","0","0"
"1999-01-12 02:40:00.0","0","0","2","0","0","47","0","0","0","0"
"1999-01-12 02:50:00.0","0","0","0","0","0","17","0","0","0","0"
"1999-01-12 03:00:00.0","0","0","0","0","0","26","0","0","0","0"
"1999-01-12 03:10:00.0","0","0","10","0","0","45","0","0","0","0"
"1999-01-12 03:20:00.0","0","0","7","0","0","17","0","0","0","0"
"1999-01-12 03:30:00.0","0","0","14","0","0","65","0","0","0","0"
"1999-01-12 03:40:00.0","0","0","13","0","0","13","0","0","0","0"
"1999-01-12 03:50:00.0","0","0","0","0","0","57","0","0","0","0"
"1999-01-12 04:00:00.0","0","0","12","0","0","14","0","0","0","0"
"1999-01-12 04:10:00.0","0","0","1","0","0","45","0","0","0","0"
"1999-01-12 04:20:00.0","0","0","0","0","0","16","0","0","0","0"
"1999-01-12 04:30:00.0","0","0","9","0","0","39","0","0","0","0"
"1999-01-12 04:40:00.0","0","0","14","0","0","45","0","0","0","0"
"1999-01-12 04:50:00.0","0","0","18","0","0","34","0","0","0","0"
"1999-01-12 05:00:00.0","0","0","4","0","0","49","0","0","0","0"
"1999-01-12 05:10:00.0","0","0","0","0","0","1","0","0","0","0"
"1999-01-12 05:20:00.0","0","0","0","0","0","59","0","0","0","0"
"1999-01-12 05:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1999-01-12 05:40:00.0","0","0","16","0","0","68","0","0","0","0"
"1999-01-12 05:50:00.0","0","0","22","0","0","32","0","0","0","0"
"1999-01-12 06:00:00.0","0","0","6","0","0","46","0","0","0","0"
"1999-01-12 06:10:00.0","0","0","0","0","0","23","0","0","0","0"
"1999-01-12 06:20:00.0","0","0","0","0","0","27","0","0","0","0"
"1999-01-12 06:30:00.0","0","0","0","0","0","34","0","0","0","0"
"1999-01-12 06:40:00.0","0","0","13","0","0","29","0","0","0","0"
"1999-01-12 06:50:00.0","0","0","15","0","0","62","0","0","0","0"
"1999-01-12 07:00:00.0","0","0","13","0","0","18","0","0","0","0"
"1999-01-12 07:10:00.0","0","0","2","0","0","69","8","0","0","0"
"1999-01-12 07:20:00.0","0","0","0","0","0","3","5","0","0","0"
"1999-01-12 07:30:00.0","0","0","7","0","0","63","0","0","0","0"
"1999-01-12 07:40:00.0","0","0","5","0","0","11","0","0","0","0"
"1999-01-12 07:50:00.0","0","0","10","0","0","50","0","0","0","0"
"1999-01-12 08:00:00.0","0","0","10","0","0","33","0","0","0","0"
"1999-01-12 08:10:00.0","0","0","10","0","0","47","0","0","0","0"
"1999-01-12 08:20:00.0","0","0","0","0","0","91","14","0","0","121"
"1999-01-12 08:30:00.0","0","0","13","0","33","128","24","4","0","148"
"1999-01-12 08:40:00.0","0","0","0","0","0","119","21","9","0","147"
"1999-01-12 08:50:00.0","0","0","0","0","0","74","7","4","0","147"
"1999-01-12 09:00:00.0","0","0","9","0","0","122","0","0","0","148"
"1999-01-12 09:10:00.0","0","0","14","0","0","74","0","0","0","148"
"1999-01-12 09:20:00.0","0","0","7","0","0","126","0","0","0","147"
"1999-01-12 09:30:00.0","0","0","13","0","0","68","0","0","0","128"
"1999-01-12 09:40:00.0","0","0","0","0","0","49","0","0","0","0"
"1999-01-12 09:50:00.0","0","0","0","0","0","15","0","0","0","0"
"1999-01-12 10:00:00.0","0","0","0","0","0","40","0","0","0","0"
"1999-01-12 10:10:00.0","0","0","14","0","0","38","0","0","0","0"
"1999-01-12 10:20:00.0","0","0","13","0","0","44","0","0","0","0"
"1999-01-12 10:30:00.0","0","0","16","0","0","50","0","0","0","0"
"1999-01-12 10:40:00.0","0","0","0","0","0","18","0","0","0","0"
"1999-01-12 10:50:00.0","0","0","0","0","0","48","0","0","0","0"
"1999-01-12 11:00:00.0","0","0","0","0","0","7","0","0","0","0"
"1999-01-12 11:10:00.0","0","0","2","0","0","61","0","0","0","0"
"1999-01-12 11:20:00.0","0","0","19","0","0","18","0","0","0","0"
"1999-01-12 11:30:00.0","0","0","20","0","0","80","0","0","0","0"
"1999-01-12 11:40:00.0","0","0","1","0","0","9","0","0","0","0"
"1999-01-12 11:50:00.0","0","0","0","0","0","45","0","0","0","0"
"1999-01-12 12:00:00.0","0","0","0","0","0","22","0","0","0","0"
"1999-01-12 12:10:00.0","0","0","0","0","0","34","0","0","0","0"
"1999-01-12 12:20:00.0","0","0","12","0","0","45","0","0","0","0"
"1999-01-12 12:30:00.0","0","0","19","0","0","43","0","0","0","0"
"1999-01-12 12:40:00.0","0","0","11","0","0","55","0","0","0","0"
"1999-01-12 12:50:00.0","0","0","0","0","0","12","0","0","0","0"
"1999-01-12 13:00:00.0","0","0","0","0","0","55","0","0","0","0"
"1999-01-12 13:10:00.0","0","0","0","0","0","1","0","0","0","0"
"1999-01-12 13:20:00.0","0","0","5","0","0","73","9","0","0","0"
"1999-01-12 13:30:00.0","0","1","16","0","0","28","20","0","0","0"
"1999-01-12 13:40:00.0","0","7","13","0","0","69","0","0","0","0"
"1999-01-12 13:50:00.0","0","0","8","0","0","23","0","0","0","0"
"1999-01-12 14:00:00.0","0","0","0","0","0","40","0","0","0","0"
"1999-01-12 14:10:00.0","0","0","0","0","0","27","0","0","0","0"
"1999-01-12 14:20:00.0","0","0","10","0","0","39","0","0","0","0"
"1999-01-12 14:30:00.0","0","0","2","0","0","40","0","0","0","0"
"1999-01-12 14:40:00.0","0","0","12","0","0","30","0","0","0","0"
"1999-01-12 14:50:00.0","0","0","13","0","0","63","0","0","0","0"
"1999-01-12 15:00:00.0","0","0","5","0","0","13","0","0","0","0"
"1999-01-12 15:10:00.0","0","0","0","0","0","59","0","0","0","0"
"1999-01-12 15:20:00.0","0","0","11","0","0","11","0","0","0","0"
"1999-01-12 15:30:00.0","0","0","0","0","0","59","0","0","0","0"
"1999-01-12 15:40:00.0","0","0","0","0","0","10","0","0","0","0"
"1999-01-12 15:50:00.0","0","0","14","0","0","116","0","0","0","138"
"1999-01-12 16:00:00.0","0","0","13","0","0","95","0","0","0","145"
"1999-01-12 16:10:00.0","0","0","2","0","0","100","0","0","0","144"
"1999-01-12 16:20:00.0","0","0","12","0","0","100","0","0","0","144"
"1999-01-12 16:30:00.0","0","0","0","0","16","102","10","6","0","144"
"1999-01-12 16:40:00.0","0","0","0","0","3","124","22","9","0","144"
"1999-01-12 16:50:00.0","0","0","2","0","4","93","22","9","0","146"
"1999-01-12 17:00:00.0","0","0","17","0","1","150","22","8","0","138"
"1999-01-12 17:10:00.0","0","0","23","0","0","62","22","9","0","0"
"1999-01-12 17:20:00.0","0","0","0","0","0","111","22","9","0","0"
"1999-01-12 17:30:00.0","0","0","0","0","0","32","31","9","0","0"
"1999-01-12 17:40:00.0","0","0","1","0","0","75","25","9","0","0"
"1999-01-12 17:50:00.0","0","0","14","0","0","51","22","8","0","0"
"1999-01-12 18:00:00.0","0","0","25","0","0","83","28","9","0","0"
"1999-01-12 18:10:00.0","0","0","2","0","0","53","32","8","0","0"
"1999-01-12 18:20:00.0","0","0","0","0","0","46","31","9","0","0"
"1999-01-12 18:30:00.0","0","0","0","0","0","63","28","9","0","0"
"1999-01-12 18:40:00.0","0","0","0","0","0","30","22","9","0","0"
"1999-01-12 18:50:00.0","0","0","12","0","0","83","22","9","0","0"
"1999-01-12 19:00:00.0","0","0","23","0","0","42","21","9","0","0"
"1999-01-12 19:10:00.0","0","0","11","0","0","219","28","9","0","56"
"1999-01-12 19:20:00.0","0","0","0","0","0","96","27","9","0","148"
"1999-01-12 19:30:00.0","0","0","0","0","0","132","23","9","0","146"
"1999-01-12 19:40:00.0","0","0","11","0","0","113","22","9","0","146"
"1999-01-12 19:50:00.0","0","0","1","0","0","112","23","9","0","147"
"1999-01-12 20:00:00.0","0","0","10","0","0","122","22","9","0","146"
"1999-01-12 20:10:00.0","0","0","28","0","0","123","24","9","0","145"
"1999-01-12 20:20:00.0","0","0","9","0","0","145","40","8","0","144"
"1999-01-12 20:30:00.0","0","0","0","0","0","78","26","9","0","145"
"1999-01-12 20:40:00.0","0","0","6","0","0","140","19","9","0","144"
"1999-01-12 20:50:00.0","0","1","7","0","0","83","15","9","0","149"
"1999-01-12 21:00:00.0","0","0","0","0","0","110","13","9","0","148"
"1999-01-12 21:10:00.0","0","0","12","0","0","109","14","9","0","148"
"1999-01-12 21:20:00.0","0","0","18","0","0","111","13","8","0","150"
"1999-01-12 21:30:00.0","0","0","15","0","0","128","14","9","0","150"
"1999-01-12 21:40:00.0","0","0","0","0","0","79","16","9","0","151"
"1999-01-12 21:50:00.0","0","0","0","0","0","128","13","8","0","149"
"1999-01-12 22:00:00.0","0","0","1","0","0","72","14","9","0","148"
"1999-01-12 22:10:00.0","0","0","12","0","0","135","14","8","0","148"
"1999-01-12 22:20:00.0","0","0","15","0","0","96","13","9","0","149"
"1999-01-12 22:30:00.0","0","0","13","0","0","119","13","7","0","149"
"1999-01-12 22:40:00.0","0","0","4","0","0","96","0","0","0","148"
"1999-01-12 22:50:00.0","0","0","7","0","0","91","0","0","0","149"
"1999-01-12 23:00:00.0","0","0","5","0","0","109","0","0","0","149"
"1999-01-12 23:10:00.0","0","0","0","0","0","72","0","0","0","150"
"1999-01-12 23:20:00.0","0","0","3","0","0","122","0","0","0","151"
"1999-01-12 23:30:00.0","0","0","14","0","0","78","0","0","0","150"
"1999-01-12 23:40:00.0","0","0","23","0","0","146","0","0","0","149"
"1999-01-12 23:50:00.0","0","0","5","0","0","73","0","0","0","151"
"1999-01-13 00:00:00.0","0","0","0","0","0","110","0","0","0","151"
"1999-01-13 00:10:00.0","0","0","0","0","0","82","0","0","0","150"
"1999-01-13 00:20:00.0","0","0","0","0","0","95","0","0","0","150"
"1999-01-13 00:30:00.0","0","0","16","0","0","56","0","0","0","15"
"1999-01-13 00:40:00.0","0","0","15","0","0","34","0","0","0","0"
"1999-01-13 00:50:00.0","0","0","13","0","0","63","0","0","0","0"
"1999-01-13 01:00:00.0","0","0","0","0","0","2","0","0","0","0"
"1999-01-13 01:10:00.0","0","0","0","0","0","62","0","0","0","0"
"1999-01-13 01:20:00.0","0","0","12","0","0","13","0","0","0","0"
"1999-01-13 01:30:00.0","0","0","0","0","0","51","0","0","0","0"
"1999-01-13 01:40:00.0","0","0","8","0","0","23","0","0","0","0"
"1999-01-13 01:50:00.0","0","0","14","0","0","52","0","0","0","0"
"1999-01-13 02:00:00.0","0","0","9","0","0","38","0","0","0","0"
"1999-01-13 02:10:00.0","0","0","11","0","0","36","0","0","0","0"
"1999-01-13 02:20:00.0","0","0","1","0","0","40","0","0","0","0"
"1999-01-13 02:30:00.0","0","0","0","0","0","14","0","0","0","0"
"1999-01-13 02:40:00.0","0","0","0","0","0","49","0","0","0","0"
"1999-01-13 02:50:00.0","0","0","10","0","0","14","0","0","0","0"
"1999-01-13 03:00:00.0","0","0","23","0","0","83","0","0","0","0"
"1999-01-13 03:10:00.0","0","0","11","0","0","13","0","0","0","0"
"1999-01-13 03:20:00.0","0","0","0","0","0","54","0","0","0","0"
"1999-01-13 03:30:00.0","0","0","0","0","0","9","0","0","0","0"
"1999-01-13 03:40:00.0","0","0","0","0","0","42","0","0","0","0"
"1999-01-13 03:50:00.0","0","0","4","0","0","28","0","0","0","0"
"1999-01-13 04:00:00.0","0","0","21","0","0","48","0","0","0","0"
"1999-01-13 04:10:00.0","0","0","14","0","0","52","0","0","0","0"
"1999-01-13 04:20:00.0","0","0","4","0","0","19","0","0","0","0"
"1999-01-13 04:30:00.0","0","0","0","0","0","50","0","0","0","0"
"1999-01-13 04:40:00.0","0","0","0","0","0","2","0","0","0","0"
"1999-01-13 04:50:00.0","0","0","11","0","0","73","0","0","0","0"
"1999-01-13 05:00:00.0","0","0","2","0","0","3","0","0","0","0"
"1999-01-13 05:10:00.0","0","0","14","0","0","64","0","0","0","0"
"1999-01-13 05:20:00.0","0","0","13","0","0","29","0","0","0","0"
"1999-01-13 05:30:00.0","0","0","1","0","0","39","0","0","0","0"
"1999-01-13 05:40:00.0","0","0","9","0","0","35","0","0","0","0"
"1999-01-13 05:50:00.0","0","0","3","0","0","29","0","0","0","0"
"1999-01-13 06:00:00.0","0","0","0","0","0","41","0","0","0","0"
"1999-01-13 06:10:00.0","0","0","6","0","0","17","0","0","0","0"
"1999-01-13 06:20:00.0","0","0","14","0","0","69","0","0","0","0"
"1999-01-13 06:30:00.0","0","0","10","0","0","11","0","0","0","0"
"1999-01-13 06:40:00.0","0","0","11","0","0","72","0","0","0","0"
"1999-01-13 06:50:00.0","0","0","0","0","0","6","0","0","0","0"
"1999-01-13 07:00:00.0","0","0","0","0","0","49","0","0","0","0"
"1999-01-13 07:10:00.0","0","0","0","0","0","23","6","0","0","0"
"1999-01-13 07:20:00.0","0","0","9","0","0","48","1","0","0","0"
"1999-01-13 07:30:00.0","0","0","18","0","0","47","0","0","0","0"
"1999-01-13 07:40:00.0","0","0","13","0","0","38","0","0","0","0"
"1999-01-13 07:50:00.0","0","0","0","0","0","43","0","0","0","0"
"1999-01-13 08:00:00.0","0","0","0","0","0","15","1","0","0","0"
"1999-01-13 08:10:00.0","0","0","0","0","27","79","8","7","0","0"
"1999-01-13 08:20:00.0","0","0","0","0","9","26","13","8","0","0"
"1999-01-13 08:30:00.0","0","0","23","0","0","104","22","9","0","0"
"1999-01-13 08:40:00.0","0","0","16","0","40","57","22","8","0","0"
"1999-01-13 08:50:00.0","0","0","1","0","4","79","22","9","0","0"
"1999-01-13 09:00:00.0","0","0","0","0","3","45","23","8","0","31"
"1999-01-13 09:10:00.0","0","0","0","0","4","127","22","9","0","149"
"1999-01-13 09:20:00.0","0","0","0","0","3","106","22","8","0","147"
"1999-01-13 09:30:00.0","0","0","13","0","4","138","39","10","0","145"
"1999-01-13 09:40:00.0","0","0","17","0","4","136","24","8","0","146"
"1999-01-13 09:50:00.0","0","0","10","0","3","114","22","9","0","146"
"1999-01-13 10:00:00.0","0","0","0","0","4","130","23","8","0","147"
"1999-01-13 10:10:00.0","0","0","0","0","3","89","19","9","0","147"
"1999-01-13 10:20:00.0","0","0","1","0","4","139","9","8","0","147"
"1999-01-13 10:30:00.0","0","0","11","0","4","90","19","9","0","148"
"1999-01-13 10:40:00.0","0","0","6","0","3","118","11","9","0","88"
"1999-01-13 10:50:00.0","0","0","14","0","0","167","9","9","251","0"
"1999-01-13 11:00:00.0","0","0","8","0","0","106","9","9","18","0"
"1999-01-13 11:10:00.0","0","0","0","0","0","62","8","9","14","0"
"1999-01-13 11:20:00.0","0","0","11","0","0","68","19","8","5","0"
"1999-01-13 11:30:00.0","0","0","1","0","0","58","19","9","5","0"
"1999-01-13 11:40:00.0","0","0","0","0","0","49","19","9","9","0"
"1999-01-13 11:50:00.0","0","0","11","0","0","105","18","8","11","0"
"1999-01-13 12:00:00.0","0","0","17","0","0","80","9","0","36","0"
"1999-01-13 12:10:00.0","0","0","14","0","0","72","9","0","2","0"
"1999-01-13 12:20:00.0","0","0","0","0","0","64","9","0","0","0"
"1999-01-13 12:30:00.0","0","0","0","0","0","13","8","0","0","0"
"1999-01-13 12:40:00.0","0","0","0","0","0","73","9","0","0","0"
"1999-01-13 12:50:00.0","0","0","0","0","0","42","9","0","0","0"
"1999-01-13 13:00:00.0","0","0","26","0","0","60","9","0","0","0"
"1999-01-13 13:10:00.0","0","0","13","0","0","87","10","0","0","0"
"1999-01-13 13:20:00.0","0","0","2","0","0","27","13","3","0","0"
"1999-01-13 13:30:00.0","0","0","0","0","0","58","9","9","0","0"
"1999-01-13 13:40:00.0","0","0","0","0","0","63","8","9","0","0"
"1999-01-13 13:50:00.0","0","0","9","0","0","27","9","9","0","0"
"1999-01-13 14:00:00.0","0","6","6","0","0","85","9","8","0","0"
"1999-01-13 14:10:00.0","0","10","14","0","0","57","9","9","0","0"
"1999-01-13 14:20:00.0","0","11","12","0","0","58","9","9","0","0"
"1999-01-13 14:30:00.0","0","10","0","0","0","82","9","8","0","0"
"1999-01-13 14:40:00.0","0","10","6","0","0","24","9","9","0","0"
"1999-01-13 14:50:00.0","0","10","5","0","0","75","8","9","0","0"
"1999-01-13 15:00:00.0","0","10","0","0","0","57","10","9","0","0"
"1999-01-13 15:10:00.0","0","11","7","0","0","38","9","9","0","0"
"1999-01-13 15:20:00.0","0","10","13","0","0","95","9","9","0","0"
"1999-01-13 15:30:00.0","0","9","14","0","0","68","9","9","39","0"
"1999-01-13 15:40:00.0","0","0","9","0","0","174","7","5","217","0"
"1999-01-13 15:50:00.0","0","0","0","0","0","84","0","0","16","0"
"1999-01-13 16:00:00.0","0","0","0","0","0","25","0","0","14","0"
"1999-01-13 16:10:00.0","0","0","0","0","0","93","4","1","15","0"
"1999-01-13 16:20:00.0","336","0","16","0","0","274","22","9","13","117"
"1999-01-13 16:30:00.0","254","0","21","0","0","277","30","9","24","148"
"1999-01-13 16:40:00.0","278","0","7","0","0","295","33","9","20","148"
"1999-01-13 16:50:00.0","67","0","0","0","0","121","33","9","0","151"
"1999-01-13 17:00:00.0","22","0","0","0","0","151","35","8","0","150"
"1999-01-13 17:10:00.0","0","0","6","0","13","132","30","9","0","152"
"1999-01-13 17:20:00.0","322","0","6","0","0","357","23","8","240","145"
"1999-01-13 17:30:00.0","344","0","15","0","0","341","22","9","20","147"
"1999-01-13 17:40:00.0","345","0","17","0","0","285","22","9","15","147"
"1999-01-13 17:50:00.0","209","0","17","0","0","251","22","8","14","148"
"1999-01-13 18:00:00.0","187","0","0","0","0","237","24","9","14","147"
"1999-01-13 18:10:00.0","75","0","0","0","0","142","22","8","14","150"
"1999-01-13 18:20:00.0","4","0","3","0","0","182","23","9","33","133"
"1999-01-13 18:30:00.0","0","0","14","0","0","65","49","9","5","0"
"1999-01-13 18:40:00.0","0","0","14","0","0","74","53","8","0","0"
"1999-01-13 18:50:00.0","0","0","13","0","0","114","43","9","0","94"
"1999-01-13 19:00:00.0","0","0","11","0","0","113","42","9","0","150"
"1999-01-13 19:10:00.0","0","124","6","0","17","199","30","9","0","147"
"1999-01-13 19:20:00.0","0","352","0","0","0","226","22","9","0","146"
"1999-01-13 19:30:00.0","0","348","0","0","3","278","22","9","0","145"
"1999-01-13 19:40:00.0","0","305","21","0","0","233","22","10","0","146"
"1999-01-13 19:50:00.0","0","295","14","0","0","251","22","9","0","147"
"1999-01-13 20:00:00.0","0","251","13","0","0","226","23","8","0","146"
"1999-01-13 20:10:00.0","39","141","10","0","51","196","22","9","0","146"
"1999-01-13 20:20:00.0","338","0","8","0","0","279","22","9","0","144"
"1999-01-13 20:30:00.0","146","0","0","0","0","148","26","9","0","148"
"1999-01-13 20:40:00.0","128","0","1","0","0","189","23","8","0","149"
"1999-01-13 20:50:00.0","0","0","25","0","0","118","22","9","0","148"
"1999-01-13 21:00:00.0","0","93","16","0","0","149","23","9","0","147"
"1999-01-13 21:10:00.0","0","108","13","0","10","191","18","9","0","145"
"1999-01-13 21:20:00.0","0","75","1","0","0","101","14","9","0","147"
"1999-01-13 21:30:00.0","0","0","12","0","0","119","13","8","0","146"
"1999-01-13 21:40:00.0","0","0","1","0","0","99","18","10","0","146"
"1999-01-13 21:50:00.0","0","0","0","0","0","69","14","9","0","148"
"1999-01-13 22:00:00.0","0","0","15","0","0","144","13","9","0","143"
"1999-01-13 22:10:00.0","0","0","21","0","0","92","13","9","0","145"
"1999-01-13 22:20:00.0","0","0","13","0","0","108","14","9","0","146"
"1999-01-13 22:30:00.0","0","0","0","0","0","107","13","9","0","149"
"1999-01-13 22:40:00.0","0","0","4","0","0","75","14","9","0","151"
"1999-01-13 22:50:00.0","0","0","8","0","0","133","13","9","0","149"
"1999-01-13 23:00:00.0","0","0","0","0","0","80","14","9","0","150"
"1999-01-13 23:10:00.0","0","0","10","0","0","100","14","9","0","151"
"1999-01-13 23:20:00.0","0","0","14","0","0","130","13","9","0","149"
"1999-01-13 23:30:00.0","0","0","24","0","0","90","3","1","0","150"
"1999-01-13 23:40:00.0","0","0","0","0","0","108","0","0","0","150"
"1999-01-13 23:50:00.0","0","0","0","0","0","79","0","0","0","149"
"1999-01-14 00:00:00.0","0","0","0","0","0","70","0","0","0","149"
"1999-01-14 00:10:00.0","0","0","11","0","0","126","0","0","0","147"
"1999-01-14 00:20:00.0","0","0","12","0","0","72","0","0","0","147"
"1999-01-14 00:30:00.0","0","0","13","0","0","111","0","0","0","147"
"1999-01-14 00:40:00.0","0","0","11","0","0","99","0","0","0","148"
"1999-01-14 00:50:00.0","0","0","7","0","0","68","0","0","0","148"
"1999-01-14 01:00:00.0","0","0","5","0","0","128","0","0","0","149"
"1999-01-14 01:10:00.0","0","0","0","0","0","61","0","0","0","151"
"1999-01-14 01:20:00.0","0","0","0","0","0","90","0","0","0","150"
"1999-01-14 01:30:00.0","0","0","11","0","0","104","0","0","0","150"
"1999-01-14 01:40:00.0","0","0","27","0","0","88","0","0","0","151"
"1999-01-14 01:50:00.0","0","0","8","0","0","108","0","0","0","95"
"1999-01-14 02:00:00.0","0","0","0","0","0","1","0","0","0","0"
"1999-01-14 02:10:00.0","0","0","0","0","0","29","0","0","0","0"
"1999-01-14 02:20:00.0","0","0","8","0","0","40","0","0","0","0"
"1999-01-14 02:30:00.0","0","0","4","0","0","3","0","0","0","0"
"1999-01-14 02:40:00.0","0","0","13","0","0","77","0","0","0","0"
"1999-01-14 02:50:00.0","0","0","14","0","0","14","0","0","0","0"
"1999-01-14 03:00:00.0","0","0","7","0","0","37","0","0","0","0"
"1999-01-14 03:10:00.0","0","0","12","0","0","46","0","0","0","0"
"1999-01-14 03:20:00.0","0","0","1","0","0","0","0","0","0","0"
"1999-01-14 03:30:00.0","0","0","0","0","0","58","0","0","0","0"
"1999-01-14 03:40:00.0","0","0","1","0","0","5","0","0","0","0"
"1999-01-14 03:50:00.0","0","0","19","0","0","45","0","0","0","0"
"1999-01-14 04:00:00.0","0","0","22","0","0","58","0","0","0","0"
